locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
b4593,0.7773191439,ymgI,uncharacterized protein YmgI,No COG annotation,ymgI,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-10589
b1171,0.0968142673,ymgD,PF16456 family protein YmgD,Function unknown,ymgGD,,https://ecocyc.org/gene?orgid=ECOLI&id=G6611
