,-0.062183732921493345,0.0,0.062183732921493345,0.12436746584298669,0.18655119876448004,0.2487349316859734,0.31091866460746675,0.37310239752896,0.4352861304504534,0.49746986337194676,0.5596535962934401,0.6218373292149334,0.6840210621364268,0.7462047950579201,0.8083885279794134,0.8705722609009068,0.9327559938224002,0.9949397267438935,1.057123459665387,1.1193071925868803
thresh,-0.09327559938224002,0.09327559938224002,1,,,,,,,,,,,,,,,,,
unreg,12,4176,21,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
unreg_genes,[],[],[],['ymgD'],[],[],[],[],[],[],[],[],[],[],['ymgI'],[],[],[],[],[]
