,PA0457.1
SRX6874325,-0.15379487900000002
SRX6874326,-1.090504645
SRX6874327,-0.532056356
SRX6874328,0.8227149850000001
SRX6874329,0.953640896
SRX6874330,0.110232726
SRX6874331,0.09332485500000001
SRX6874332,-0.08129852500000001
SRX6874333,-0.065610264
SRX6874334,1.03325471
SRX2255950,0.007865901
SRX2255951,0.046086123
SRX2255954,-0.065994863
SRX2255955,0.065994863
