,PA0457.1
SRX7442752,0.045529338
SRX7442753,-0.045529338
SRX7442754,-0.16631610600000002
SRX7442755,-0.8265479560000001
SRX7442756,-0.133666545
SRX7442757,0.350696993
SRX7442758,-0.11342237200000001
SRX7442759,-0.881379749
SRX7442761,-0.943068459
SRX7874204,-0.21750275
SRX7874205,0.21750275
SRX7874206,-0.9610576999999999
SRX7874207,-0.728567454
SRX8639787,-0.158195984
SRX8639788,0.158195984
SRX8639789,-0.305867271
SRX8639790,-0.281044675
SRX8639791,0.053080787000000004
SRX8639792,0.23910465400000003
SRX8639793,-2.928461227
SRX8639794,-3.126407907
SRX8639795,-2.69404705
SRX8639796,-2.981215284
SRX8639797,0.35774758900000003
SRX8639798,0.27083550900000003
SRX8639800,-0.21003964400000003
SRX1156127,0.006444078000000001
SRX1156135,-0.006444078000000001
SRX1156136,0.116335409
SRX1156137,-0.179714793
SRX1156138,0.278094738
SRX1156140,-0.251426172
ERX2195929,-0.164059012
ERX2195930,0.164059012
ERX2195931,-0.447837095
ERX2195932,-0.6597503140000001
ERX2195933,-0.32542078500000005
ERX2195934,-0.877150831
SRX4579961,0.041831082000000006
SRX4579962,0.47906135400000005
SRX4579963,-0.520892437
SRX4579964,-1.800954193
SRX4579965,-1.7368958440000002
SRX4579966,-1.7024740409999999
SRX5630349,0.504712154
SRX5630350,-0.504712154
SRX5630351,-0.48811006
SRX5630352,-1.076248131
SRX1411278,-0.12773194100000002
SRX1411287,0.325981746
SRX1411289,0.13501458200000002
SRX1411279,0.561384053
SRX1411280,-0.433652111
SRX1411281,-1.081173791
SRX1411282,0.11629157500000001
SRX1411283,-0.441140589
SRX1411284,-0.511881838
SRX1411285,-0.007983715
SRX1411286,0.440410385
SRX1411288,-0.10037053
SRX2711962,0.065124716
SRX2711963,-0.065124716
SRX2711964,0.689516007
SRX2711965,0.361622072
SRX2711966,-0.333785127
SRX2711967,-0.6027490510000001
ERX3558798,-0.13467683
ERX3558799,0.21347321700000002
ERX3558800,0.284637837
ERX3558801,0.09665451300000001
ERX3558802,0.037150522000000005
ERX3558803,-0.0028573500000000003
ERX3558804,-0.02977826
ERX3558805,-0.004514912
ERX3593017,-0.30121499
ERX3593018,-0.42477091100000003
ERX3593020,0.035645086
ERX3593021,-0.004357285000000001
ERX3593022,-0.031287801000000004
SRX7058492,0.06466416
SRX7058494,-0.569021018
SRX7058495,-0.458156573
SRX7058509,-0.06466416
SRX2662717,-0.23394310100000001
SRX2662718,-0.664337299
SRX2662721,0.134335637
SRX2662722,-0.134335638
SRX8143226,-0.23878396000000002
SRX8143227,0.23878396000000002
SRX8143228,-0.01139783
SRX8143229,0.523779577
ERX2456848,0.29133109500000004
ERX2456849,-0.017408266000000002
ERX2456850,0.8803242410000001
ERX2456851,-1.334283626
ERX2456852,-0.609007818
ERX2456853,-0.782697713
ERX2456854,0.629085459
ERX2456855,0.8023880520000001
ERX2456856,0.6890802060000001
ERX2456857,-0.9088852590000001
ERX2456858,-0.5285723560000001
ERX2456859,-0.6830961
SRX540108,0.405648441
SRX540109,-0.40564844
SRX540110,0.546730108
SRX540111,1.542200458
SRX540112,-0.188595684
SRX540113,-4.320460739
SRX540114,0.028141012000000003
SRX540115,-1.620614051
SRX1737662,-0.787015903
SRX1737664,-0.412726904
SRX1737665,-0.431741044
SRX1737667,-0.199517521
SRX1737668,0.013321402000000001
SRX1737670,0.18619611900000002
SRX1516139,0.36556578
SRX1516140,-0.36556578
SRX1516141,0.933601781
SRX1516142,0.133540649
SRX591667,0.201935317
SRX591668,0.202527282
SRX591669,0.34069701
SRX591670,-0.22335996100000002
SRX591671,0.46781251
SRX591675,-0.201935318
SRX591676,-0.08166809600000001
SRX591677,-0.218626056
SRX591678,-0.9314791720000001
SRX591679,0.46794815500000003
SRX2520351,-0.69571003
SRX2520352,-0.564609264
SRX2520353,-1.430866342
SRX2520354,-1.5923836439999999
SRX2520355,0.559820995
SRX2520356,0.147824423
SRX2520357,0.552673877
SRX2520358,-0.5091459890000001
SRX2520359,-0.573742349
SRX2520360,-0.0069649230000000005
SRX2652927,-0.10487990700000001
SRX2652931,0.8988702580000001
SRX2652933,0.138867656
SRX2652935,-0.19769920100000002
SRX2652937,0.058831545000000006
SRX2940624,0.91695463
SRX2940626,0.883317848
SRX2940627,0.14891979900000002
SRX2940628,0.046010155000000004
SRX2940629,-0.19492995500000002
SRX3763712,0.175256153
SRX3763714,-0.175256153
SRX3763715,0.35134090300000004
SRX3763716,0.30523547900000003
SRX3763717,0.25161097600000004
ERX2259197,-0.28734983000000003
ERX2259198,-0.530947678
ERX2259199,0.324890463
ERX2259200,-0.32489046400000005
SRX6976948,0.345397683
SRX6976949,-0.155005572
SRX6976950,-0.19039211
SRX6976951,0.058080918
SRX6976952,0.548032607
SRX6976953,0.25782403400000004
SRX4342817,0.17483453200000001
SRX4342818,0.532234995
SRX4342819,0.871637214
SRX4342820,-0.953519239
SRX4342821,0.24644971300000001
SRX4342822,0.7101049810000001
ERX2300159,-0.691066179
ERX2300160,0.691066179
ERX2300161,-0.165592116
ERX2300162,0.832184019
ERX2300163,0.266644716
ERX2300164,0.512450056
ERX2300165,-0.24494083300000002
ERX2300166,-0.219323803
ERX2300167,-0.014618604
ERX2300168,0.33233392500000003
ERX2300169,0.213316724
ERX2300170,-0.225746367
ERX2068556,-0.6626065760000001
ERX2068557,-0.08792691100000001
ERX2068558,-0.45656427
ERX2068559,0.544768534
ERX2068560,-0.153982785
ERX2068561,-0.39078574800000004
SRX6747256,0.011955671000000001
SRX6747257,0.28210823300000004
SRX6747258,0.052984733000000006
SRX6747259,0.027317465000000003
SRX6747260,-0.37436610200000003
SRX6747265,-0.5642615080000001
SRX6747266,0.254973021
SRX6747268,0.25227488600000003
SRX6747269,0.41812891900000004
SRX6747953,0.038182815
SRX6747954,-0.115940208
SRX6747955,0.07775739200000001
SRX6747957,-1.632920192
SRX6747958,-1.446106839
SRX7747527,-0.278852665
SRX7747528,-0.25394208100000004
SRX7747537,0.073312615
SRX7747538,0.202932142
SRX7747540,-0.202932142
ERX2813653,-0.052645315000000005
ERX2813654,0.052645315000000005
ERX2813656,-0.69649764
ERX2813657,-0.47334087700000005
ERX2813658,-0.591354719
Paeru_0017,-0.729252007
Paeru_0018,-0.537788138
Paeru_0019,-1.313104776
Paeru_0020,-2.3749019540000003
Paeru_0033,-0.810998312
Paeru_0034,-0.31966126300000003
Paeru_0035,-0.20770417200000002
Paeru_0036,-0.437487181
Paeru_0037,-0.24447148200000002
Paeru_0038,-0.29297636400000004
Paeru_0039,-0.47299661600000004
Paeru_0040,-1.319686342
Paeru_0041,-1.053142803
Paeru_0042,-0.723735364
Paeru_0043,-0.9279466270000001
Paeru_0044,-1.548315201
Paeru_0045,-1.228451271
Paeru_0046,-0.493506467
Paeru_0047,-0.606750454
Paeru_0048,-0.447628858
Paeru_0049,-0.394223
Paeru_0050,-0.097091595
Paeru_0051,0.198131825
Paeru_0052,-0.9635243750000001
Paeru_0053,-0.832271041
Paeru_0056,-0.714075133
Paeru_0057,-0.24831477600000001
Paeru_0058,-0.520621167
Paeru_0059,-0.8313864320000001
Paeru_0060,-1.0682803220000001
Paeru_0061,-0.416735479
Paeru_0062,-0.37037993300000005
Paeru_0063,-0.257444628
Paeru_0064,-0.528600422
Paeru_0065,-0.562015598
Paeru_0066,-0.413275424
Paeru_0068,-0.52305466
Paeru_0069,-0.19421022500000001
Paeru_0070,0.09590651900000001
Paeru_0071,-0.702152887
Paeru_0072,-0.42701427900000005
Paeru_0073,-1.131535115
Paeru_0074,-0.828574217
Paeru_0075,-0.5589426
Paeru_0077,-1.064419926
Paeru_0106,-0.121278594
Paeru_0107,-0.454497488
Paeru_0111,-0.741477712
Paeru_0112,-0.691162186
Paeru_0131,-0.981388679
Paeru_0132,-1.073344472
Paeru_0133,-0.513720229
Paeru_0134,0.29382426700000003
Paeru_0135,-0.045848919
Paeru_0136,-0.278847077
Paeru_0137,-0.542354018
Paeru_0138,-0.373362572
Paeru_0161,-0.297193172
Paeru_0162,-0.8528853150000001
Paeru_0166,-0.39208182300000005
Paeru_0167,-0.120486352
Paeru_0220,-0.657030698
Paeru_0221,-0.11249355700000001
Paeru_0258,-0.9602859810000001
Paeru_0259,-0.661814212
Paeru_0260,0.543064769
Paeru_0261,2.552814961
Paeru_0262,0.515988294
Paeru_0263,0.316221472
Paeru_0264,0.270773484
Paeru_0265,1.065116177
Paeru_0266,0.866014858
Paeru_0267,0.39454945300000005
Paeru_0268,1.068088792
Paeru_0269,0.6741280390000001
Paeru_0270,0.47982211100000005
Paeru_0271,1.404450577
Paeru_0282,0.653013446
Paeru_0283,-4.520474404
Paeru_0284,0.5048832630000001
Paeru_0285,0.630971974
Paeru_0286,1.145725056
Paeru_0287,0.557192152
SRX6923929,-0.623222006
SRX6923930,-0.380715847
SRX6923932,-0.378059674
SRX6923933,-0.546002564
SRX6923934,-0.21474504200000002
SRX6923935,0.760747605
SRX7940213,-0.13388233900000002
SRX7940214,0.328809191
SRX7940215,-0.194926851
SRX7940216,-0.756404858
SRX7940217,-0.9972761950000001
SRX3169722,-0.16914941900000002
SRX3169723,-0.171339668
SRX3169725,0.21020696400000002
SRX3169726,-0.075148742
SRX3169728,-0.135058221
SRX6853212,0.231980973
SRX6853213,-0.231980973
SRX6853214,0.319940416
SRX6853215,0.15261734200000002
ERX541575,0.439293971
ERX541576,-0.23114569000000001
ERX541577,-0.582805074
ERX541578,-0.5279861140000001
ERX541585,0.5319710470000001
ERX541586,-0.250277475
ERX541587,-0.031818905
ERX541588,0.031818906
ERX541593,-3.202472847
ERX541594,-3.135861948
ERX541595,-2.188541065
ERX541596,-2.249870842
SRX3324112,-0.413003226
SRX3324113,0.413003226
SRX3324116,-0.18435568400000002
SRX3324117,-0.307891009
SRX7058493,0.100204553
SRX7058498,0.250845009
SRX7058499,0.25192737
SRX7058500,-0.135384247
SRX7058501,-0.152612342
SRX7058502,-0.41294807600000005
SRX7058503,-0.445867922
SRX7058504,0.067736138
SRX7058505,0.35875216800000004
SRX7058506,0.284493583
SRX7058508,0.283609573
SRX7058510,-0.10025418600000001
SRX7058511,-0.06768650500000001
SRX7058512,-0.297195722
SRX7058513,-0.19711219200000002
SRX7058514,-0.22098508200000003
SRX7058515,-0.315721277
