,A,RhaS,Crp
misc__bw_delcbl__1,-2.0956297973185354,-0.5464963139999999,0.30577407300000026
misc__bw_delcbl__2,-1.6470489221636708,-0.15970476499999986,0.3225694130000001
misc__bw_delfabr__1,-1.5671837255332457,-0.26930827599999985,0.1944652930000004
misc__bw_delfabr__2,-1.5989127499546203,-0.014220156999999569,0.13385438500000113
misc__bw_delfadr__1,-2.122143695993612,-0.053609185999999635,0.325118883
misc__bw_delfadr__2,-1.8864857553983567,0.03394243000000019,0.3434663330000003
misc__nitr_031__1,-0.7012223768062478,0.051912673999999985,0.2155988630000003
omics__wt_glu__1,-0.2538387605518562,-0.32356359499999976,0.3481259330000004
omics__wt_glu__2,-0.1768554297273231,0.22069972200000046,0.31989882300000083
omics__wt_gly__1,-0.2417584689910023,0.010103260000000171,0.3121818130000005
omics__wt_gly__2,0.1564798519731683,-0.18871166699999972,0.3489800729999999
omics__wt_thr__1,4.788727185503722,1.8759561700000007,0.8835606830000007
omics__wt_thr__2,3.44517530658922,1.2404637750000005,1.127551423
omics__bw_ac__1,-1.0921926185617572,1.6353608520000005,0.4643589929999994
omics__bw_ac__2,-1.2691275318391768,1.2828379650000006,0.4618822229999999
omics__bw_fum__1,-0.7936852540594848,1.1759065460000002,0.446647853
omics__bw_fum__2,-0.8605796191016413,1.2749498790000002,0.4952586530000005
omics__bw_glc__1,-1.6810274381421126,-0.10440963999999964,0.31995135300000044
omics__bw_glc__2,-1.6198601419071357,-0.1404448089999999,0.3609335930000004
omics__bw_pyr__1,-0.9212901029626994,-0.155906184,0.8061810030000007
omics__bw_pyr__2,-1.2045357355304738,1.3079911500000003,0.7644674929999997
ompr__wt_nacl__1,0.4844364469373372,-0.7842905949999999,-0.6865814769999989
ompr__wt_nacl__2,1.2841505981769887,-0.472387092,-0.620927
ompr__bw_delompr_nacl__1,-0.6605070258699858,-0.6464410109999998,-1.0462482019999992
ompr__bw_delompr_nacl__2,-1.1742374398332158,-0.4060159149999998,-1.071490686999999
minspan__wt_ade__1,-1.0067280301563453,-0.1808257959999997,-0.09169608400000052
minspan__wt_glc__2,-0.8338145294679147,-0.5005025469999997,-0.17147671399999884
minspan__wt_glc__3,-0.4313664063354363,-0.3272096939999998,-0.2165117989999992
minspan__wt_glc__4,-1.943304630072672,-1.031864907,-0.23779414300000035
minspan__wt_glc_anaero__1,0.1696909366031426,-0.15305371,0.09730802400000016
minspan__wt_glc_anaero__2,-2.2799329080956885,-0.979616642,0.0007891440000005191
minspan__wt_trp__1,0.3556297254672861,0.3112685220000002,0.379309933
minspan__bw_delcra_glc__2,-1.879194858443088,-0.4651580549999999,0.2077464830000011
minspan__bw_delcra_trp__1,-1.3967016470255311,-0.5862281029999998,0.245706203000001
minspan__bw_delmntr__1,-2.000117496104109,0.06478511099999995,0.3950805430000006
minspan__bw_delnac_ade__1,-1.5370703235787542,-0.14627145799999974,0.005806081999999435
minspan__bw_delnac_glc__1,-1.732562039946942,-0.5309113870000001,0.19238992300000035
cra_crp__wt_ac__1,0.1951095845882545,0.979573631,0.7848307329999997
cra_crp__wt_ac__2,0.2801699627573587,0.9201626860000004,0.774460393
cra_crp__wt_fru__1,-0.1097994874141753,0.7068532250000006,0.3134937529999995
cra_crp__wt_fru__2,-0.1173629205139609,0.35904772900000026,0.3732440629999996
cra_crp__delcra_ac__1,0.3092208399792013,1.2802819680000002,0.20535391299999967
cra_crp__delcra_ac__2,-0.0649097430406934,1.4635153830000005,0.15922527300000056
cra_crp__delcra_fru__1,-0.1179523392387352,-0.5356206259999998,0.12650519299999985
cra_crp__delcra_fru__2,-0.7133831742460278,-0.04167235399999969,0.1631474930000003
cra_crp__delcra_glc__1,-0.3259905004463166,-0.4112751249999997,0.046791002000000866
cra_crp__delcra_glc__2,-0.1884026609020374,-0.3011778249999999,-0.014761103999999747
rpoB__wt_031__1,0.2166917213401834,1.5831604500000005,0.271760703
rpoB__wt_044__1,-0.4308833915743077,0.19167536300000032,0.2048586730000004
rpoB__wt_lb__1,1.2936394346211435,1.5266207240000005,0.2472729529999995
rpoB__wt_lb__2,1.30457767959956,1.5384174920000002,0.2041545229999997
rpoB__rpoBE546V_031__1,-0.0794390267555379,0.8636503340000004,0.4571714629999999
rpoB__rpoBE546V_044__1,-0.29371652693176,0.9823737150000004,0.37625628299999997
rpoB__rpoBE546V_lb__1,1.3363888619097084,1.2379595120000002,0.1174804819999995
rpoB__rpoBE546V_lb__2,1.121241361598799,1.133218433,0.1254229630000001
rpoB__rpoBE546V_glc__1,0.6668223771160088,0.13055258699999994,-0.004082425000000001
rpoB__rpoBE672K_glc__1,-0.5852470922536304,-0.5674371569999999,-0.6662891799999997
rpoB__rpoBE672K_glc__2,-0.5454319290243366,-1.55498156,-0.5708984560000001
rpoB__rpoBE672K_lb__1,0.5051280164868396,0.4175165970000001,-0.2288451829999989
rpoB__rpoBE672K_lb__2,0.3859662158182827,0.1660993930000001,-0.18410035800000024
crp__wt_fru__1,-0.2855492886120214,0.07504823600000021,-0.13483747499999946
crp__wt_glyc__1,-0.957898070424304,0.1195594940000002,-0.06971342199999953
crp__wt_glyc__2,-0.6571852646194815,0.165736436,0.000271048000000107
crp__delar1_glyc__1,0.1065812257281206,0.714054746,0.7684826630000003
crp__delar1_glyc__2,0.0151537026298708,1.066312072,0.9809746629999996
crp__delar1ar2_glyc__1,0.0018269965924775,0.9004434029999997,0.2916550830000002
crp__delar1ar2_glyc__2,0.2978854376172497,0.5261914720000003,0.2567226429999998
crp__delar1ar2_glyc__3,0.0456431162966374,0.2333304030000001,0.37124749300000026
crp__delar2_glyc__1,0.6104178432203465,2.268718783,1.4298253029999994
crp__delar2_glyc__2,1.1099222523981775,2.344474061,1.3004454830000007
crp__delar2_glyc__3,1.4966482533615977,2.0469620010000003,1.2369035230000005
crp__delcrp_fru__1,-0.3030597230165926,-0.30006222199999977,-9.852476477
crp__delcrp_fru__2,-0.4017286153561963,-0.11557279299999967,-9.107951936000001
crp__delcrp_fru__3,0.0107625453626865,-0.2667803739999999,-9.852476477
crp__delcrp_glc__1,-0.1630624859026446,-0.053585051999999855,-9.025871704
crp__delcrp_glc__2,0.4162044082143381,0.2691089900000003,-9.566616581
crp__delcrp_glc__3,-0.2203664759412863,0.3687281860000001,-9.852476477
crp__delcrp_glyc__1,-0.1222389168982721,0.15383204000000014,-9.852476477
crp__delcrp_glyc__2,-0.2849757152328646,-0.27575908399999993,-9.852476477
crp__delcrp_glyc__3,-0.2193793642099354,0.03854359700000032,-9.852476477
glu__glu_ale3__1,0.2815420734075179,-0.5516678389999999,1.4385551630000002
glu__glu_ale4__1,0.0129553709157352,-0.029652474999999786,0.1237046330000009
glu__glu_ale5__1,-0.960674426682534,-0.22083460999999985,0.23737495299999975
glu__glu_ale6__1,0.1673822078800055,-1.2494001899999998,-0.2669721739999993
glu__glu_ale8__1,-0.485602428421957,-0.20944520399999966,1.5517659029999995
glu__glu_ale9__1,-0.3663384219194118,-0.5567212549999998,0.736260553000001
glu__glu_ale10__1,-0.806232697141532,-0.545025144,1.2484999630000004
42c__wt_42c__1,-0.9511011835825732,-0.4738036799999998,-0.02289376299999901
42c__42c_ale1__1,1.194769292655949,0.15729468000000013,0.578078713
42c__42c_ale2__1,-0.2582513019077659,-0.5210948519999998,-0.001157444000000396
42c__42c_ale3__1,0.0341713104787495,-0.5275706649999998,-0.16365086199999898
42c__42c_ale4__1,0.323068071537443,0.30396383500000024,0.18829674300000046
42c__42c_ale5__1,-0.2641009276330681,0.13352598400000024,-0.2550904079999992
42c__42c_ale6__1,1.1051721086223687,0.8333665830000001,0.5847098129999999
42c__42c_ale8__1,0.4762401215482443,0.3333679420000002,0.898060053
42c__42c_ale9__1,-0.1668243027815056,0.16468401300000002,0.2344509129999999
42c__42c_ale10__1,0.5310751081851989,0.11279113600000025,0.5824345429999997
ssw__wt_ac__1,1.1705730802519694,0.7342165209999999,0.155824183
ssw__wt_glc__1,-1.4232671939675794,-1.0645146129999998,0.08995910700000033
ssw__wt_glyc__1,0.3850790628172934,1.127868967,0.2646295629999997
ssw__wt_xyl__1,-1.2568195959995507,-0.1516429549999998,0.6151089029999994
ssw__glc_ale1__1,-0.5642693048737326,0.5684702189999999,0.31199771300000023
ssw__glc_ale2__1,-0.3769783504031844,-0.5443371709999998,0.5353218630000001
ssw__glc_ale3__1,-0.0770934829442859,-0.5461096679999999,0.4454840030000007
ssw__glyc_ale1__1,-0.5403561984340499,0.5956417970000003,0.2988789030000003
ssw__glyc_ale2__1,0.1046953123571952,-0.0013312999999999242,0.3021156230000006
ssw__xyl_ale1__1,3.1540311752928147,1.3328351990000002,-0.2147884219999998
ssw__xyl_ale2__1,0.4540793367152329,1.199502023,0.026451148999999674
ssw__xyl_ale3__1,2.414357995177356,1.3549446680000004,-0.3138359289999997
ssw__glc_ac_ac2__1,-0.6595621077504665,-1.0232724949999998,0.5069351229999999
ssw__glc_ac_glc1__1,0.8907409639708717,0.3835311610000001,-0.42053636400000016
ssw__glc_glyc_glc__1,-0.5630216480875536,0.2659163360000001,0.565682133000001
ssw__glc_glyc_glyc__1,2.418158759982115,1.124817901,0.3070424930000009
ssw__glc_xyl_glc__1,-0.6899982812022216,-0.32942187199999995,0.029020071999999782
ssw__glc_xyl_xyl__1,0.6407937416236906,0.4795437900000006,-0.2438474470000003
ica__wt_glc__1,-0.1043136552242385,-0.6672629179999998,-0.02120516499999958
ica__wt_glc__2,-0.115675261501098,-0.34401593899999994,-0.013075077999999962
ica__wt_glc__3,-0.0749426793042446,-0.03907539300000007,0.0930502690000008
ica__wt_glc__4,-0.8371287496263552,0.16544486300000028,0.399858493
ica__arg_sbt__1,2.754718610205928,0.6635966610000001,0.17296083299999945
ica__arg_sbt__2,-0.1657904507880557,0.2857237530000001,0.4931735029999995
ica__cytd_rib__1,1.751840137948648,1.6342415800000003,0.5032386530000004
ica__cytd_rib__2,3.006540689752507,1.969052405000001,0.4864851229999996
ica__gth__1,-0.0509058543064684,-0.15417656599999985,-0.3447319570000005
ica__gth__2,-0.051761606459026,0.04599029900000007,-0.5509396859999995
ica__leu_glcr__1,0.1938373983507303,-0.10790505599999987,1.0260792930000004
ica__leu_glcr__2,-0.4014656394956401,-0.6392031699999998,0.964590953
ica__met_glc__1,0.3015443620441276,-0.4127911059999998,-0.0020434050000002198
ica__met_glc__2,0.0821173370543897,-0.4016487389999999,-0.06998528999999998
ica__no3_anaero__1,-0.4308338902474194,-0.652688824,0.16601552300000044
ica__no3_anaero__2,-1.5380701148718163,-0.3681026859999999,0.1659366630000001
ica__phe_acgam__1,-0.2178934744774782,-0.4373059899999998,0.08710832000000046
ica__phe_acgam__2,-0.581424449621211,-0.18900834600000005,0.07371453200000032
ica__thm_gal__1,0.5469227266585593,0.6392942860000002,0.41909228299999945
ica__thm_gal__2,0.6594306169588846,0.7832350570000002,0.4125785030000007
ica__tyr_glcn__1,-0.1038655770462831,-0.3297967989999999,0.211699823
ica__tyr_glcn__2,-0.0290262752654039,-0.23325595099999985,0.2492893929999997
ica__ura_pyr__1,-0.7000472993767705,-0.31318189899999993,0.8236668229999999
ica__ura_pyr__2,-0.0194137441511193,0.6827428390000003,1.104333543000001
ica__wt_glc__5,-0.5098087262826553,-0.2427484849999999,0.3105034530000008
ica__wt_glc__6,-0.4984551010528739,-0.4166840599999999,0.3376528430000008
ica__bw_delpurR_cytd__1,-1.1070881335294205,-0.7289062309999998,-0.14178576699999998
ica__bw_delpurR_cytd__2,-0.1760721537535939,0.03918833499999996,0.2554834630000009
ica__ade_glc__1,-0.2860933344971128,-0.33970582999999976,0.27079068299999953
ica__ade_glc__2,-1.487084970117674,-0.933833263,-0.10748262699999957
ytf__wt_glc__1,0.1750076745307401,0.0753843940000003,0.34000217300000024
ytf__wt_glc__2,0.0485020579682816,-0.16350651199999966,0.487174103000001
ytf__delyafC__1,-0.4602413644946304,0.27534379,0.518280163
ytf__delyafC__2,-0.6096740250959989,0.4245269180000002,0.558626223000001
ytf__delyeiE__1,-0.7060239537624406,-0.0010427989999999276,0.4528218430000006
ytf__delyeiE__2,-0.8583426348420722,0.04574767500000032,0.3693801830000005
ytf__delyiaJ__1,-0.1756075295764302,0.3422440830000002,0.4900788630000008
ytf__delyiaJ__2,-0.5437826326260254,0.0756573490000001,0.4743345229999996
ytf__delyieP__1,-0.5075102346944339,-0.03863055299999951,0.8306116230000011
ytf__delyieP__2,-0.8431696606623487,-0.3410232759999998,0.7498248230000009
ytf__wt_ph5__1,-0.3817862984278591,-0.2378422309999999,0.3985759630000008
ytf__wt_ph5__2,-0.0668480524155618,-0.13950787699999978,0.4747397030000009
ytf__wt_ph8__1,-0.9329395631097728,-1.070248958,0.2756429229999995
ytf__wt_ph8__2,-0.7637445865907756,0.12762500400000001,0.2681548629999995
ytf__delybaO__1,0.073555855960283,0.6615163000000006,0.5823761830000009
ytf__delybaO__2,-0.5491362693675889,0.24188802600000026,0.6367440230000003
ytf__delybaQ__1,-0.4515836802791396,0.0980895300000002,0.3329404930000006
ytf__delybaQ__2,-0.5823555359095312,-0.35480396999999986,0.3236855130000009
ytf__delybiH__1,0.0662826292502102,-0.20217037899999998,0.6363319829999998
ytf__delybiH__2,-0.1863639068165966,-0.056350215999999786,0.5546718429999995
ytf__delydcI_ph5__1,-0.0906161612406727,-0.11343548999999965,0.36809995299999976
ytf__delydcI_ph5__2,0.1071513964401687,-0.2862867039999999,0.4226014830000011
ytf__delydcI_ph8__1,-0.3879010385693074,-0.6062471769999997,0.3631957630000002
ytf__delydcI_ph8__2,-0.7193787594898887,-0.6756758179999998,0.3071113430000008
ytf__delyddM__1,-0.144508485248442,-0.12166642699999965,0.8218948030000011
ytf__delyddM__2,-0.2532488443170525,-0.44067358999999984,0.8320546029999996
ytf__delyheO__1,0.0677271121794009,0.5057533700000003,0.5961686430000004
ytf__delyheO__2,-0.0976894904144642,0.3018139280000001,0.6336565129999999
fps__bw_glc__1,-0.8715737160963318,0.15424946500000036,0.23073483299999964
fps__bw_glc__2,-1.372362702717251,-0.3052761279999998,0.16040873300000058
fps__fps_thrA_ale1__1,-1.394065107985213,-0.8551637819999998,0.3327312029999998
fps__fps_thrA_ale1__2,-1.3858709534955052,0.02270445300000024,0.3516250830000001
fps__fps_thrA_ale2__1,-1.2354374419150502,0.08239807400000032,0.22966762300000101
fps__fps_thrA_ale2__2,-1.9217424471281563,-0.5051882039999998,0.28896753300000105
fps__fps_serB_ale1__1,-1.831366088336983,-0.13413579299999956,0.2630278130000008
fps__fps_serB_ale1__2,-1.556514800664256,-0.14827523899999973,0.3896577630000007
fps__fps_serB_ale4__1,-1.4745859387575806,-0.5069145229999998,0.20591431300000096
fps__fps_serB_ale4__2,-1.4804950139318709,-0.16586149699999986,0.3602136930000004
fps__fps_ptsI_ale1__1,-0.8683744924461945,0.3706663510000001,0.045779202000000296
fps__fps_ptsI_ale1__2,-0.87654655800775,0.7350871390000001,0.14486478300000094
fps__fps_ptsI_ale3__1,-1.1323261189167508,0.39901080600000016,0.2525903130000007
fps__fps_ptsI_ale3__2,-0.8183833596976591,0.6108854800000003,0.22323634299999995
pal__lyx_ale2_f6__1,-0.9091306831167562,1.528567061,0.3334221829999997
pal__lyx_ale2__1,1.37816687768017,1.487356939,0.2649081029999998
pal__lyx_ale2__2,-0.1128831818513183,1.0059348270000004,0.3071416530000004
pal__lyx_ale4__1,0.4523157938284056,0.884641485,-0.057655872999999865
pal__lyx_ale4__2,0.6437950643934677,0.9718078930000004,-0.07060586499999921
pal__5drib_ale10_f18__1,2.47263284316276,2.8307329450000007,-0.06913953699999986
pal__5drib_ale10_f18__2,1.8494339520989656,2.344983843,-0.022394786999999642
pal__5drib_ale10__1,1.2165103626616602,2.0309970100000005,0.4018362730000007
pal__arab_ale14_f9__1,0.3355517193487927,0.6076511900000003,0.24554710299999985
pal__arab_ale14_f9__2,-0.0396728577969786,0.19244240900000031,0.4127220729999994
pal__arab_ale14__1,0.062891072193331,0.09947822500000036,0.3767839330000005
pal__arab_ale14__2,-1.238640625990585,-0.15754353999999982,0.3756092130000006
pal__arab_ale16__1,0.8650428979716636,1.224996735,0.02985453700000029
pal__arab_ale16__2,1.3132807952739307,1.380918116,0.10976642500000013
pal__tartr_ale26_f10__1,0.8577972365353927,1.681073248,0.3119472930000011
pal__tartr_ale26_f10__2,0.2940385005120522,2.241254075,0.19927317299999991
pal__tartr_ale26__1,1.1826626603783903,1.884354432,0.3850793330000002
pal__tartr_ale26__2,1.2006448622194388,1.9927279220000007,0.334463263
pal__tartr_ale28_f10__1,0.3112813907536567,1.6481826220000002,-0.003712276999999986
pal__tartr_ale28_f10__2,0.2176467167439772,1.608803028,-0.0986905509999989
pal__tartr_ale28__1,0.4828853655009662,1.1627870700000005,0.27296854300000106
pal__tartr_ale28__2,0.2892218403634446,0.8688197230000001,0.2684948929999997
efeU__delmenFentC_citr__1,0.5655480356801238,-0.04228274399999998,0.4221979430000005
efeU__delmenFentC_citr__2,-0.5586533436494534,-0.1943176969999998,0.5677252629999998
efeU__delmenFentC__1,-0.7205228991918098,-0.8071078709999999,0.6961985229999996
efeU__delmenFentC__2,-0.0738739962008638,0.01924843500000017,0.7362106530000005
efeU__menFentC_ale39__1,0.5655850498539823,0.01516968899999993,0.5420487930000011
efeU__menFentC_ale39__2,0.1746887541173514,0.15620964400000004,0.5730386230000004
efeU__menFentC_ale29__1,-0.2056358251831672,-0.712911605,0.9115027730000004
efeU__menFentC_ale29__2,0.94902848114507,-0.09478975499999986,0.9432762930000004
efeU__menFentC_ale30__1,2.0955880075101696,0.3118203560000001,0.10668520800000003
efeU__menFentC_ale30__2,0.1764430517373891,-0.5462630289999999,0.06397155600000026
efeU__menFentCubiC_ale36__1,-0.5621098942947456,-0.602724015,0.8218575829999999
efeU__menFentCubiC_ale36__2,-0.0022188464918633,-0.2696534209999999,0.6481697730000011
efeU__menFentCubiC_ale37__1,-0.111999971097518,0.056707681000000225,0.8430776529999999
efeU__menFentCubiC_ale37__2,-1.1899034072844097,-0.08963337399999992,0.8884085729999995
efeU__menFentCubiC_ale38__1,0.3486934415383656,-0.3901833829999999,0.3484389429999997
efeU__menFentCubiC_ale38__2,1.313719338049788,-0.4477284279999998,0.30990829299999945
misc2__salc_glc__1,-1.3483970490410095,-0.8042687749999999,-0.03094168600000025
misc2__salc_glc__2,-0.6862719723671757,-0.16740422299999969,-0.041858421999998896
misc2__dbcn_glc__1,-0.6948845516876255,-1.3759805769999998,-0.41418928399999894
misc2__dbcn_glc__2,-0.3229379725478985,-0.7321410219999998,-0.32218037899999885
misc2__tyr_glc__1,0.4249881088600719,-0.06522973999999993,0.4823384130000008
misc2__tyr_glc__2,0.0813198773277262,-0.08254757999999995,0.5197261330000007
misc2__arg_cytd__1,-0.2619452681877678,-0.5050215039999999,0.10509646700000096
misc2__arg_cytd__2,-0.0634667015059522,-0.21784386599999994,0.09710128400000073
misc2__delyheO_pyr__1,0.1114878621081603,0.3948995110000002,1.0004127829999998
misc2__delyheO_pyr__2,-0.363147136124635,0.5070258410000004,1.0134814930000005
misc2__dellon_glc__1,-2.0930768222922715,-0.22591745799999965,0.4872481129999997
misc2__dellon_glc__2,-2.252782153399433,-0.7074928779999998,0.2154419530000009
nquinone__delubiC__1,-0.6195326025012925,-0.63892258,0.4464799330000009
nquinone__delubiC__2,-0.7479245886330014,-0.34836906499999976,0.6182852329999999
nquinone__ubiC_ale1__1,-0.0711454918765629,-0.27163835999999986,0.4621411030000005
nquinone__ubiC_ale1__2,-0.2554418798594861,-0.04296545699999976,0.5186398529999998
nquinone__ubiC_ale2__1,-0.9379523592171696,-0.2346473709999999,0.4747234030000005
nquinone__ubiC_ale2__2,-1.07240040835556,-0.5770973279999998,0.4297995330000006
nquinone__ubiC_ale3__1,0.3377485452004161,-0.5499217249999999,0.026469302000000642
nquinone__ubiC_ale3__2,0.2486679478769256,-0.8037019839999999,0.09906102300000086
nquinone__ubiC_ale4__1,-0.9921004971631738,-0.33166691199999976,0.493212583
nquinone__ubiC_ale4__2,-0.7386122952175619,-0.015278944999999931,0.5086079229999996
nquinone__delpdhR__1,0.0398208471643572,-0.5748174199999998,0.3856681930000008
nquinone__delpdhR__2,0.4759011195142206,-0.5092664729999998,0.36299017299999997
quinone__glu_ale4__1,0.1714221342800964,-0.18749766099999965,0.3684261329999998
quinone__glu_ale4__2,0.6770141639943366,0.2798932660000002,0.7361257729999995
quinone__delmenF__1,-0.6058228557437664,-0.3768455019999999,0.5532796730000005
quinone__delmenF__2,0.2522057667085696,-0.5975338159999999,0.4243016730000004
quinone__menF_ale5__1,-0.8611040583379063,0.3580587070000001,0.9045305230000018
quinone__menF_ale5__2,-0.5862637716952944,-0.4123541569999998,0.9292543930000008
quinone__menF_ale6__1,0.6710772055649085,-0.0252832719999998,0.928937233000001
quinone__menF_ale6__2,-0.2827260680452606,-0.189631441,0.9358953230000004
quinone__menF_ale7__1,1.7299304419900594,0.3824856670000001,0.8647486830000002
quinone__menF_ale7__2,1.5612193650905892,0.4125214610000003,0.8297670830000001
quinone__menF_ale8__1,0.4589775978767161,0.28587384500000024,1.0002332430000005
quinone__menF_ale8__2,0.8272743839804306,0.3205285220000005,0.9954071830000012
quinone__delmenFubiC__1,-0.2417698470156252,-0.5821554449999999,0.5032428030000009
quinone__delmenFubiC__2,0.2588085812199547,-0.24853370499999985,0.5733612729999997
quinone__menFubiC_ale1__1,0.2924195490237825,-0.11531000599999965,0.6889852029999997
quinone__menFubiC_ale1__2,-0.4179074341072741,-0.3415189409999999,0.6891632330000004
quinone__menFubiC_ale2__1,0.2052672855471111,0.002718406000000062,0.5664049030000005
quinone__menFubiC_ale2__2,-0.8060940040061692,-0.5796567369999999,0.587592463
quinone__menFubiC_ale3__1,-0.486855157127238,-1.192118018,0.1084791789999997
quinone__menFubiC_ale3__2,0.4230703169010772,-0.4738788649999999,0.1436014399999994
quinone__menFubiC_ale4__1,-0.3484361678699775,0.06726932900000017,1.042582673
quinone__menFubiC_ale4__2,-0.9342375816358418,-0.05800062399999995,1.0279896629999996
oxyR__wt_glc__1,-1.075301507513513,-0.6379384639999999,0.09382866099999987
oxyR__wt_glc__2,-0.4218126420240551,-0.12256962599999975,0.13043923000000035
oxyR__wt_h2o2__1,-0.7320370397961135,-0.30642335899999984,0.05757602200000101
oxyR__wt_h2o2__2,-0.2812352635628513,-0.61558519,0.4618741830000008
oxyR__glu_ale4__1,0.2095305703684635,-0.156045561,0.7723290729999999
oxyR__glu_ale4__2,0.4536898300173029,-0.27851607199999995,0.49579595299999996
oxyR__glu_ale4_h2o2__1,0.2545254861815877,-0.11621592400000005,0.6213283730000008
oxyR__glu_ale4_h2o2__2,-0.1498308171025186,-0.35903079199999977,0.4863484329999999
oxyR__oxyR_ale17__1,-0.3360473603245799,-0.7785998219999999,0.13801763000000022
oxyR__oxyR_ale17__2,-0.552211622112458,-0.8907175859999998,0.15520324300000074
oxyR__oxyR_ale17_h2o2__1,-0.655301507828229,-0.8671348099999998,0.21122745300000112
oxyR__oxyR_ale17_h2o2__2,-0.3902352799579749,-0.6817544909999997,0.156206473000001
oxyR__oxyR_ale18__1,-0.5586745114608958,-0.5388773549999999,-0.2332659079999999
oxyR__oxyR_ale18__2,-0.2435122174699354,-0.3977597449999999,-0.08594182799999928
oxyR__oxyR_ale18_h2o2__1,-0.4056967052471477,-0.31374308399999995,0.027939159000000657
oxyR__oxyR_ale18_h2o2__2,-0.5483600931355535,-0.44301282499999983,0.09512536300000107
oxyR__oxyR_ale19__1,-0.3410535806233027,-0.588535845,-0.1866830670000006
oxyR__oxyR_ale19__2,-0.1328913054028133,-0.18544839700000004,-0.08065952299999958
oxyR__oxyR_ale19_h2o2__1,-0.0562461183548471,-0.30228801399999994,-0.3216936859999997
oxyR__oxyR_ale19_h2o2__2,-0.5087788685215946,-0.5802864329999999,-0.22926116100000016
oxyR__oxyR_ale20__1,-0.8564548202986237,-0.4691029399999998,-0.29073972199999965
