,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,LB__LBexp,11.753838716133332,0.8844473674666796,3.0,0.0,11.4137602207,1.0,11.0899072758,2.0,12.7578486519,,,,,,,,,,
1,LB__LBtran,-5.4870892756,2.5929839224601663,3.0,3.0,-8.4535473581,4.0,-3.6522063481,5.0,-4.3555141206,,,,,,,,,,
2,LB__LBstat,1.3943441518666668,1.8140165531447046,3.0,6.0,-0.2356731948,7.0,3.3486239265,8.0,1.0700817239,,,,,,,,,,
3,LB__LBGexp,6.135433614,5.225236421469374,3.0,9.0,11.0847761152,10.0,0.6722673802,11.0,6.6492573466,,,,,,,,,,
4,LB__LBGtran,-2.38559940755,3.0257811682413327,2.0,12.0,-0.2460490251,13.0,-4.52514979,,,,,,,,,,,,
5,LB__LBGstat,7.383399955533334,4.797300794476725,3.0,14.0,9.666157759,15.0,10.6130458216,16.0,1.870996286,,,,,,,,,,
6,Life Cycle__S0,7.955311481033334,2.124587751201737,3.0,17.0,5.7580744037,18.0,9.9989088724,19.0,8.108951167,,,,,,,,,,
7,Life Cycle__S1,6.233844313166667,1.3693615410666737,3.0,20.0,7.696385447,21.0,6.0230361407,22.0,4.9821113518,,,,,,,,,,
8,Life Cycle__S2,-0.4573946836333332,4.663926640533583,3.0,23.0,4.677903445,24.0,-1.6201428419,25.0,-4.429944654,,,,,,,,,,
9,Life Cycle__S3,0.9447718995500001,3.64651464199401,2.0,26.0,3.5232471306,27.0,-1.6337033315,,,,,,,,,,,,
10,Life Cycle__S4,-5.463254919933334,1.6251185448835557,3.0,28.0,-3.7175255322,29.0,-5.7400223369,30.0,-6.9322168907,,,,,,,,,,
11,Life Cycle__S5,-4.317454541200001,1.6023402886768001,3.0,31.0,-2.6444768399000003,32.0,-5.8383070444000005,33.0,-4.4695797393,,,,,,,,,,
12,Life Cycle__S6,2.0996531719625002,5.6473481646912855,8.0,34.0,-3.5383756700999998,35.0,7.5082249844,36.0,-5.7356391999,37.0,1.2444247126,38.0,11.808292884,39.0,3.5864551775,40.0,1.6786552824,41.0,0.2451872048
13,Life Cycle__S7,8.1408273935,1.274331850027171,3.0,42.0,6.9749284313,43.0,7.9463250295000005,44.0,9.5012287197,,,,,,,,,,
14,Life Cycle__S8,12.27525970485,5.5820231504874895,2.0,45.0,8.3281732824,46.0,16.2223461273,,,,,,,,,,,,
15,Life Cycle__G135,17.31997101545,0.7634576372526392,2.0,47.0,16.780124943,48.0,17.8598170879,,,,,,,,,,,,
16,Life Cycle__G150,13.590637890566668,4.104233092171205,3.0,49.0,10.6338560227,50.0,18.2764904399,51.0,11.8615672091,,,,,,,,,,
17,Life Cycle__G180,17.391111344233334,1.3559661095743722,3.0,52.0,16.018970018,53.0,17.4240623966,54.0,18.7303016181,,,,,,,,,,
18,Stress Time Course__C30,17.92846206685,0.04169623971152691,2.0,55.0,17.9579457607,56.0,17.898978373,,,,,,,,,,,,
19,Stress Time Course__C90,-1.4458097400999999,5.001927805253084,2.0,57.0,2.09108733,58.0,-4.9827068102,,,,,,,,,,,,
20,Biofilm__BI,0.16397068015,0.9663682581340235,2.0,59.0,0.8472962286,60.0,-0.5193548683,,,,,,,,,,,,
21,Biofilm__BC,-6.068442650124999,4.325771548661748,4.0,61.0,-10.2327555399,62.0,-5.6188776889,63.0,-0.23026400030000002,64.0,-8.1918733714,,,,,,,,
22,Biofilm__Sw,-5.48033960495,0.8551260285403466,2.0,65.0,-4.8756741914,66.0,-6.0850050185,,,,,,,,,,,,
23,Life Cycle__BT,1.5456984136,0.4097628004836793,2.0,67.0,1.2559523587,68.0,1.8354444685,,,,,,,,,,,,
24,Life Cycle__B36,-0.57119791625,0.069563418367251,2.0,69.0,-0.5220091514,70.0,-0.6203866811000001,,,,,,,,,,,,
25,Life Cycle__B60,0.6200484990999999,3.177017218573859,2.0,71.0,-1.6264419201,72.0,2.8665389183,,,,,,,,,,,,
26,M9__M9exp,3.700743415417188e-17,0.8890507934205272,3.0,73.0,-0.7183124218,74.0,-0.2760065728,75.0,0.9943189946000001,,,,,,,,,,
27,M9__M9tran,-1.7141581774999999,0.6476522025423268,3.0,76.0,-1.5247996551,77.0,-1.1822906424,78.0,-2.435384235,,,,,,,,,,
28,M9__M9stat,-0.08384369276666666,0.4362256899991195,3.0,79.0,0.2599052987,80.0,0.0631396572,81.0,-0.5745760342,,,,,,,,,,
29,Supplement__M+G,13.206851263266666,1.6199268983858202,3.0,82.0,11.9432771855,83.0,15.033083181,84.0,12.6441934233,,,,,,,,,,
30,Supplement__Glu,13.768220355866667,3.751281604249104,3.0,85.0,11.763531779000001,86.0,18.0959264978,87.0,11.4452027908,,,,,,,,,,
31,Supplement__Fru,9.569058940133333,4.544440522808157,3.0,88.0,4.5701361195,89.0,13.4505542286,90.0,10.6864864723,,,,,,,,,,
32,Supplement__Mal,10.829584933200001,3.852224620053053,3.0,91.0,7.4877498889,92.0,15.0428907864,93.0,9.9581141243,,,,,,,,,,
