,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,AB0057_PGcoculture__PGAB,-0.4823429703666667,0.32593404657079417,3.0,0.0,-0.3976034921,1.0,-0.8422775349,2.0,-0.2071478841,,
1,AB0057_PGcoculture__AB ,2.5000002068509275e-11,0.08094760535496442,4.0,3.0,0.056469990500000004,4.0,-0.0056575491,5.0,0.0616159738,6.0,-0.1124284151
2,AB0057_PGcoculture__ABPG,-1.080269715475,0.2956950457927198,4.0,7.0,-1.2270188866,8.0,-1.280998933,9.0,-0.6418528615,10.0,-1.1712081807999999
3,AB5075_AZI__AZI_000,0.0,0.16988141932174322,2.0,11.0,0.12012430360000001,17.0,-0.12012430360000001,,,,
4,AB5075_AZI__preculture,0.35945292655000005,0.15419023823678504,2.0,12.0,0.46848188960000003,13.0,0.2504239635,,,,
5,AB5075_AZI__AZI_040,1.60951008285,0.6100557944390517,2.0,14.0,2.040884672,18.0,1.1781354937,,,,
6,AB5075_AZI__AZI_028,0.3774012567,0.0401409486589435,2.0,15.0,0.4057851937,19.0,0.3490173197,,,,
7,AB5075_AZI__AZI_003,0.02826886455000001,0.2879897358759401,2.0,16.0,0.2319083597,20.0,-0.1753706306,,,,
8,AB5075_VIR-O_AV-T__AV-T/vector,-0.18854012156666666,0.3184997172467712,3.0,21.0,-0.42098627980000003,28.0,0.1745000103,29.0,-0.3191340952,,
9,AB5075_VIR-O_AV-T__VIR-O/vector,-3.3333326839487164e-11,0.2252545075138985,3.0,22.0,-0.2496150472,23.0,0.061492127900000006,24.0,0.18812291920000002,,
10,AB5075_VIR-O_AV-T__VIR-O/1645,-0.5039878290666667,0.05642864302405892,3.0,25.0,-0.502746381,26.0,-0.5610269531000001,27.0,-0.44819015310000004,,
11,AB5075_VIR-O_LSO__VIR-O,-3.3333326839487164e-11,0.1082056357843892,3.0,30.0,0.0599970978,32.0,-0.1249128303,34.0,0.06491573240000001,,
12,AB5075_VIR-O_LSO__LSO,-0.17041823333333336,0.19608392367273927,3.0,31.0,0.019874248100000002,33.0,-0.159307786,35.0,-0.3718211621,,
13,AB5075_Zinc__Control,3.700743415417188e-17,1.0483939256494685,3.0,36.0,0.5497237075,37.0,-1.2089296818,38.0,0.6592059743,,
14,AB5075_Zinc__Zinc,0.7311311839500001,0.06241334636325169,2.0,39.0,0.6869982835,40.0,0.7752640844,,,,
15,AB5075_biofilm+abx__planktonic,0.0,3.975524154286391,3.0,41.0,2.6573279532000003,42.0,1.9130560010000002,44.0,-4.5703839542,,
16,AB5075_biofilm+abx__biofilm,2.9981300686333334,0.1302898322675465,3.0,43.0,2.849877436,45.0,3.0944218554,46.0,3.0500909145,,
17,AB5075_biofilm+abx__cip_biofilm,-0.4435975404333334,0.2772984936888641,3.0,47.0,-0.4142095617,48.0,-0.1821634533,50.0,-0.7344196063,,
18,AB5075_biofilm+abx__tet_biofilm,2.7948841286333335,0.19130150571338408,3.0,49.0,2.9740574839000002,51.0,2.5934093476999998,52.0,2.8171855543,,
19,AB5075_gigAB__kan_gigB,3.368007637233333,2.5502299324274613,3.0,53.0,2.0187262451,54.0,1.7758769505,55.0,6.3094197161,,
20,AB5075_gigAB__gigB,2.824735264433333,0.20109105675730243,3.0,56.0,2.8361732306,57.0,3.0198632201,58.0,2.6181693426,,
21,AB5075_gigAB__kan_gigA,3.4858655147333333,2.734029995239851,3.0,59.0,6.6333007816,60.0,2.1246530472,61.0,1.6996427154,,
22,AB5075_gigAB__gigA,2.696159424733333,0.07493718140836987,3.0,62.0,2.6892253414000002,63.0,2.6249302816,64.0,2.7743226512,,
23,AB5075_gigAB__kan_WT,-0.5672884745333334,0.6998313459450994,3.0,65.0,-0.7368273048,66.0,0.2017369976,67.0,-1.1667751164,,
24,AB5075_gigAB__WT,0.0,0.8837205287616607,3.0,68.0,-0.42364681530000003,69.0,-0.5921383482,70.0,1.0157851635,,
25,AB5075_med__CA-MHB,-0.012191216500000001,0.1031395139184213,2.0,71.0,-0.08512186620000001,72.0,0.060739433200000005,,,,
26,AB5075_med__CA-MHB_pH6,0.8094451526,0.5786082154571534,2.0,73.0,0.40030735980000004,74.0,1.2185829454000001,,,,
27,AB5075_med__RPMI+_pH7,2.8827879780499996,2.5083259568996805,2.0,75.0,1.1091336845,76.0,4.6564422716,,,,
28,AB5075_med__RPMI+_pH6,2.58988248145,3.4544267607661157,2.0,77.0,5.0325310691,78.0,0.14723389380000002,,,,
29,AB5075_med__RPMI+_-HCO3,0.002879172499999999,0.347285860401351,2.0,79.0,-0.2426890144,80.0,0.2484473594,,,,
30,AB5075_med__LB,0.0,0.15672464576571982,2.0,81.0,0.11082105980000001,82.0,-0.11082105980000001,,,,
31,AB5075_med__M9+AA,0.053627234200000005,0.008379017084319146,2.0,83.0,0.05955209400000001,84.0,0.047702374400000004,,,,
32,AB5075_med__M9-AA,0.09260871355,0.009289948738685596,2.0,85.0,0.08603972780000001,86.0,0.0991776993,,,,
33,AYE_adeB__WT,-2.3129646346357427e-18,0.03484589487938163,3.0,87.0,0.0054320702,88.0,-0.037242921000000005,89.0,0.0318108508,,
34,AYE_adeB__adeB,1.1224418742666666,0.1682025781339944,3.0,90.0,0.9434212722,91.0,1.1467154884,92.0,1.2771888622,,
35,COL__0ug/ml,0.0,0.4556759800257025,2.0,93.0,0.3222115755,94.0,-0.3222115755,,,,
36,COL__0.25ug/ml,-0.010325569499999965,1.6667472174744602,2.0,95.0,-1.1888938295,96.0,1.1682426905,,,,
37,COL__1ug/ml,-0.7155409110000001,0.2806703694270493,2.0,97.0,-0.5170769895,98.0,-0.9140048325000001,,,,
38,H2O2__0ug/ml,0.0,0.2013633907753971,2.0,99.0,-0.1423854191,100.0,0.1423854191,,,,
39,H2O2__1.25ug/ml,1.3923382633,0.16347618984225784,2.0,101.0,1.5079333857,102.0,1.2767431409,,,,
40,H2O2__2.5ug/ml,1.2991921797,0.20713371756133647,2.0,103.0,1.445657836,104.0,1.1527265234,,,,
41,H2O2__5ug/ml,1.43910696395,0.31939593277697254,2.0,105.0,1.213259934,106.0,1.6649539939,,,,
42,MRP__0ug/ml,0.0,0.45106758524474466,2.0,107.0,-0.31895294830000004,108.0,0.31895294830000004,,,,
43,MRP__25ug/ml,-0.27529313985,0.8952609949344996,2.0,109.0,-0.9083382603,110.0,0.3577519806,,,,
44,MRP__100ug/ml,0.5519803652,0.1924636131641006,2.0,111.0,0.4158880392,112.0,0.6880726912,,,,
45,MRP__200ug/ml,0.15342139945,0.3772803376349169,2.0,113.0,0.4201988846,114.0,-0.1133560857,,,,
46,growth__2h,0.0,0.25251651327735414,2.0,115.0,0.1785561389,116.0,-0.1785561389,,,,
47,growth__4h,0.53141580975,0.4570078942076307,2.0,117.0,0.2082624287,118.0,0.8545691908,,,,
48,growth__6h,-0.22476024275,0.531990110487653,2.0,119.0,-0.6009340574,120.0,0.15141357190000002,,,,
49,growth__8h,0.18005984475,0.13274159780011693,2.0,121.0,0.2739223287,122.0,0.0861973608,,,,
50,growth__10h,0.6462249867500001,0.04790234792142934,2.0,123.0,0.6800970618000001,124.0,0.6123529117000001,,,,
51,mutants__WT,0.0,0.1079680905787535,2.0,125.0,-0.076344969,126.0,0.076344969,,,,
52,mutants__R7,-1.0628249725,0.3034794039733394,2.0,127.0,-1.277417317,128.0,-0.8482326280000001,,,,
53,mutants__gacA,-0.35427206050000004,0.14756703552595649,2.0,129.0,-0.24992640900000002,130.0,-0.458617712,,,,
54,vacJ_LL-37__WT,0.0,0.2859602571774161,2.0,131.0,0.20220443700000001,132.0,-0.20220443700000001,,,,
55,vacJ_LL-37__WT+LL-37,0.8802364089500001,0.0699136388807418,2.0,133.0,0.8308000008,134.0,0.9296728171,,,,
56,vacJ_LL-37__vacJ,0.41972623410000004,0.5503522378147484,2.0,135.0,0.0305684347,136.0,0.8088840335,,,,
57,vacJ_LL-37__vacJ+LL-37,0.2448564069,0.5614748502818534,2.0,137.0,0.641879081,138.0,-0.1521662672,,,,
