,-0.2824364673862091,-0.23536372282184093,-0.18829097825747276,-0.1412182336931046,-0.09414548912873644,-0.047072744564368274,-1.1102230246251565e-16,0.04707274456436805,0.09414548912873622,0.14121823369310438,0.18829097825747254,0.2353637228218407,0.28243646738620887,0.32950921195057703,0.3765819565149452,0.42365470107931336,0.4707274456436815,0.5178001902080497,0.5648729347724178,0.611945679336786
thresh,-0.30597283966839317,0.30597283966839317,1,,,,,,,,,,,,,,,,,
unreg,0,0,0,0,1,13,1734,41,9,2,2,0,0,0,0,2,0,0,1,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['yjeI' 'zntA'],[],[],['ybaA'],[]
