,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X
0,LB__LBexp,7.579766666666667,0.10142693593584134,3.0,0.0,7.5174,1.0,7.5251,2.0,7.6968,,,,,,,,,,
1,LB__LBtran,7.7608,0.19916746722293777,3.0,3.0,7.9792,4.0,7.5892,5.0,7.713999999999999,,,,,,,,,,
2,LB__LBstat,7.715433333333333,0.1905874427482913,3.0,6.0,7.5021,7.0,7.7753,8.0,7.8689,,,,,,,,,,
3,LB__LBGexp,7.5196,0.18930269411712003,3.0,9.0,7.3025,10.0,7.6061,11.0,7.6502,,,,,,,,,,
4,LB__LBGtran,8.348400000000002,0.2367393503412558,2.0,12.0,8.181000000000001,13.0,8.5158,,,,,,,,,,,,
5,LB__LBGstat,8.437966666666666,0.3710283187754449,3.0,14.0,8.5659,15.0,8.0199,16.0,8.7281,,,,,,,,,,
6,Life Cycle__S0,7.291433333333333,0.4532646283721392,3.0,17.0,6.8088,18.0,7.3574,19.0,7.7081,,,,,,,,,,
7,Life Cycle__S1,7.071166666666667,0.09780768545126357,3.0,20.0,6.9626,21.0,7.1524,22.0,7.0985,,,,,,,,,,
8,Life Cycle__S2,7.442633333333333,0.30523748677600726,3.0,23.0,7.7931,24.0,7.235,25.0,7.2998,,,,,,,,,,
9,Life Cycle__S3,8.4966,0.5262288665590295,2.0,26.0,8.1245,27.0,8.8687,,,,,,,,,,,,
10,Life Cycle__S4,12.167500000000002,0.5710598304906412,3.0,28.0,12.6262,29.0,12.3484,30.0,11.5279,,,,,,,,,,
11,Life Cycle__S5,12.781433333333334,0.40962495448072145,3.0,31.0,12.31,32.0,12.9839,33.0,13.0504,,,,,,,,,,
12,Life Cycle__S6,11.137825,1.1725016110253932,8.0,34.0,11.5052,35.0,9.8757,36.0,11.9481,37.0,11.6854,38.0,9.1515,39.0,10.4298,40.0,12.2148,41.0,12.2921
13,Life Cycle__S7,11.665866666666668,0.22289469112864352,3.0,42.0,11.8678,43.0,11.7031,44.0,11.4267,,,,,,,,,,
14,Life Cycle__S8,10.793,0.04596194077712524,2.0,45.0,10.7605,46.0,10.8255,,,,,,,,,,,,
15,Life Cycle__G135,7.64715,0.007424621202459031,2.0,47.0,7.6524,48.0,7.6419,,,,,,,,,,,,
16,Life Cycle__G150,7.698633333333333,0.05745383654146466,3.0,49.0,7.7074,50.0,7.6373,51.0,7.7512,,,,,,,,,,
17,Life Cycle__G180,7.515866666666667,0.16891614290331552,3.0,52.0,7.5979,53.0,7.6281,54.0,7.3216,,,,,,,,,,
18,Stress Time Course__C30,8.69915,0.03556747109368335,2.0,55.0,8.7243,56.0,8.674,,,,,,,,,,,,
19,Stress Time Course__C90,7.3859,0.6591649414220996,2.0,57.0,7.852,58.0,6.9198,,,,,,,,,,,,
20,Biofilm__BI,7.49905,0.12353155467329022,2.0,59.0,7.4117,60.0,7.5864,,,,,,,,,,,,
21,Biofilm__BC,8.209925,0.39754970653575733,4.0,61.0,8.2347,62.0,7.8896,63.0,8.7622,64.0,7.9532,,,,,,,,
22,Biofilm__Sw,6.77955,0.2421840725563927,2.0,65.0,6.9508,66.0,6.6083,,,,,,,,,,,,
23,Life Cycle__BT,8.955449999999999,1.1491192301062594,2.0,67.0,9.768,68.0,8.1429,,,,,,,,,,,,
24,Life Cycle__B36,8.8732,0.017253405460951745,2.0,69.0,8.8854,70.0,8.861,,,,,,,,,,,,
25,Life Cycle__B60,8.75455,0.11815754313627305,2.0,71.0,8.8381,72.0,8.671,,,,,,,,,,,,
26,M9__M9exp,7.390866666666668,0.058545480895909704,3.0,73.0,7.4382,74.0,7.409,75.0,7.3254,,,,,,,,,,
27,M9__M9tran,7.534166666666667,0.015941246291721466,3.0,76.0,7.552,77.0,7.5213,78.0,7.5292,,,,,,,,,,
28,M9__M9stat,8.271833333333333,0.25418364096324875,3.0,79.0,8.5332,80.0,8.2568,81.0,8.0255,,,,,,,,,,
29,Supplement__M+G,7.754166666666666,0.549854638366663,3.0,82.0,8.3862,83.0,7.4905,84.0,7.3858,,,,,,,,,,
30,Supplement__Glu,7.5888,0.06747940426530158,3.0,85.0,7.5911,86.0,7.5202,87.0,7.6551,,,,,,,,,,
31,Supplement__Fru,7.527266666666667,0.3243034741308415,3.0,88.0,7.2021,89.0,7.8507,90.0,7.529,,,,,,,,,,
32,Supplement__Mal,7.369,0.2640603529498513,3.0,91.0,7.1063,92.0,7.6344,93.0,7.3663,,,,,,,,,,
33,Supplement__G+S,10.0063,0.49893454480522825,2.0,94.0,9.6535,95.0,10.3591,,,,,,,,,,,,
34,Supplement__Pyr,9.698033333333333,0.3529460629236893,3.0,96.0,9.297,97.0,9.8357,98.0,9.9614,,,,,,,,,,
35,Supplement__Gly,7.7841,0.16712378645782291,3.0,99.0,7.6315,100.0,7.7581,101.0,7.9627,,,,,,,,,,
36,Supplement__Glucon,8.288333333333334,0.10813220303560477,3.0,102.0,8.4072,103.0,8.262,104.0,8.1958,,,,,,,,,,
37,Stressors__aero,7.466433333333334,0.06070093354581396,3.0,105.0,7.4028,106.0,7.4728,107.0,7.5237,,,,,,,,,,
38,Stressors__nit,10.338466666666667,0.6785474510550702,3.0,108.0,10.7504,109.0,9.5553,110.0,10.7097,,,,,,,,,,
39,Stressors__ferm,10.143533333333332,1.3273711400107107,3.0,111.0,10.5726,112.0,8.6547,113.0,11.2033,,,,,,,,,,
40,Glc Growth/Exhaust__T-5.40H,8.1281,,1.0,114.0,8.1281,,,,,,,,,,,,,,
41,Glc Growth/Exhaust__T-4.40H,7.745,,1.0,115.0,7.745,,,,,,,,,,,,,,
42,Glc Growth/Exhaust__T-3.40H,7.3375,,1.0,116.0,7.3375,,,,,,,,,,,,,,
43,Glc Growth/Exhaust__T-2.40H,7.3315,,1.0,117.0,7.3315,,,,,,,,,,,,,,
44,Glc Growth/Exhaust__T-1.40H,7.2493,,1.0,118.0,7.2493,,,,,,,,,,,,,,
45,Glc Growth/Exhaust__T-1.10H,7.3027,,1.0,119.0,7.3027,,,,,,,,,,,,,,
46,Glc Growth/Exhaust__T-0.40H,6.9815,,1.0,120.0,6.9815,,,,,,,,,,,,,,
47,Glc Growth/Exhaust__T0.0H,7.0529,,1.0,121.0,7.0529,,,,,,,,,,,,,,
48,Glc Growth/Exhaust__T0.30H,8.0413,,1.0,122.0,8.0413,,,,,,,,,,,,,,
49,Glc Growth/Exhaust__T1.0H,7.7503,,1.0,123.0,7.7503,,,,,,,,,,,,,,
50,Glc Growth/Exhaust__T1.30H,8.0756,,1.0,124.0,8.0756,,,,,,,,,,,,,,
