,A,GadE,GadX,GadW,RpoS,hns
SRX7656077,-8.4778408238,-1.2113272663,-0.8650912779000001,-0.6409536489000001,-2.0089569257,-1.0591037295
SRX7656078,-5.6349364345,-0.47964627790000003,-0.5522263813,-1.3401473326,0.029445596100000002,0.24735540590000002
SRX7656079,-5.8297671669,-0.42535365140000003,-0.6715703767,-1.2768092093,0.0568581467,0.23403409900000002
SRX7656080,-5.3193426921,-0.001289465,-0.3221337383,-1.493512547,0.049875633600000004,0.1986199246
SRX7656081,-4.6328355011,0.1698355014,-0.3994060794,-1.598668753,0.052415413,0.3181546269
SRX7656082,-6.6439488704,-0.1004597475,-0.676659298,-1.8094268685000001,-0.0951217072,0.0801747591
SRX7656083,-4.7086057046,-0.0343650551,-0.5828460461,-1.2647956516,0.0187352258,0.3722988598
SRX7656084,-5.6506993104,-0.2220877458,-0.5036773938,-1.5140052375000002,0.00048654110000000004,0.1531078529
SRX7656085,-5.131322087,-0.0998209546,-0.5589073683,-1.7472288114,0.0592165054,0.1616919281
SRX7656086,-6.5924902384,0.1403865862,-0.3693471051,-0.837661828,-0.05925036,0.2330778296
SRX7656087,-10.1037400366,-1.5228750283,-1.2974422622000001,-1.5635807179999999,-0.9278027822,-0.18665445020000002
SRX7656088,-9.6388916914,-1.7161285095,-1.1334106049,-1.9237319952,-0.9182682764000001,-0.28238213830000003
SRX7656089,-10.3609816333,-1.7162541966,-1.2863056899,-2.3504059233,-0.9544779598,-0.1079892533
SRX7656090,-0.5439484225,-0.37213073100000005,-0.0911432638,0.0667354518,0.029409014100000002,0.2543907398
SRX7656091,-0.0740669647,-0.2363233898,0.12364531670000001,0.175982571,0.09104996600000001,-0.17114525700000002
SRX7656092,-1.1192104512,-0.3102123875,-0.1935194194,-0.1126357986,0.0239745599,-0.3543453272
SRX7656093,1.2087863421,0.20137614880000002,0.0080183163,0.0582229691,-0.058374450700000004,-0.7699430129
SRX7656094,0.7898886303,0.2927516945,0.2502264432,-0.0238635633,0.014242171000000001,-0.5210136653
SRX7656095,0.6209073102,0.2707020495,0.0618787946,-0.0343952229,0.0280024769,-0.7385620809
SRX7656096,-0.5975926287000001,-0.0191790158,-0.0491311029,0.2999806845,0.2226559314,-0.7388787854000001
SRX7656097,-0.3927270258,-0.1717547488,-0.0767444617,0.2753407855,-0.0533962907,-0.1756176385
SRX7656098,0.1340075512,0.1108653131,-0.296511631,0.2394619584,0.0601324015,-0.000764846
SRX7656099,-9.4087357985,-2.0466415175,-0.9016321511000001,-0.2111408458,-1.0461988515,-0.2228014049
SRX7656100,-10.203202546,-2.6837574345,-1.1961070616,-0.42618817130000003,-1.2746334037,-0.2690442373
SRX7656101,-8.7058800781,-1.9078745953,-1.1714157137,-0.515127722,-0.9578011568,-0.44786443130000003
SRX7656102,-1.1757424657,-0.6995916689,-0.44380939550000004,-0.14868969140000002,-0.186678224,0.3404735553
SRX7656103,0.41417809110000003,-0.0760732826,-0.016073193,0.2056931672,0.0030290471,0.2313211896
SRX7656104,-2.4555888869,-0.5811027565,-0.6763476095000001,-0.09227447970000001,-0.10137925880000001,0.0649113479
SRX7656105,-10.1236619783,-2.4495787214,-1.2267299181,-0.34895727870000004,-1.1506933224,-0.33904164940000003
SRX7656106,-9.9871636463,-1.9865652697,-1.106558875,-0.3091282027,-1.0510690873,-0.7772768061
SRX7656107,-9.0237284162,-2.1633585921,-1.1628826446,-0.49412846,-1.273283582,-1.4940509868
SRX7656108,-1.0051331762,0.2610653057,-0.4932865093,-0.12539666400000002,-0.39253960120000003,0.21392975
SRX7656109,-0.76437999,-0.41367028170000003,0.1671980807,0.27278176390000003,-0.0934734489,0.1967282254
SRX7656110,-1.1297273764,0.1712707618,-0.2330775471,-0.025903222,-0.36600400380000003,0.3821688183
SRX7656111,-0.3226490781,-0.2671750815,0.2142433555,0.6374891432,0.019149974400000002,0.23676730710000002
SRX7656112,-0.2224608657,-0.2681446939,0.42006232720000003,0.6786886995,-0.0190233565,0.0119384177
SRX7656113,-2.3814157888,-1.145620205,-0.13505157310000002,0.1709408672,-0.254533984,0.2312758952
SRX7656114,-1.2457872256,-0.3631337813,-0.2481006463,-0.39247019250000004,-0.5436081508,0.1665159571
SRX7656115,-0.277313808,-0.2199619385,0.1966122465,0.3458341683,-0.259329066,0.1436560422
SRX7656116,-3.8231022340000003,-0.8314178024000001,-0.8498914408,-0.5239532841,-0.8140519046,-0.1636048478
SRX7656117,-9.1630764489,-2.5832106683,-1.4198783320000001,-0.6471259595000001,-1.3522464799,-0.090299977
SRX7656118,-8.481239884,-2.3181653736,-0.7171453217,-0.166168271,-1.5365368363,-0.25948931140000003
SRX7656119,-8.5581909166,-2.2425525164,-0.46023287030000004,-0.2825234551,-1.610786383,-0.29685744210000004
SRX7656120,-0.07374667210000001,-0.36835272300000005,-0.0153152945,0.2367590114,0.1090293227,0.1596778114
SRX7656121,-0.6528701734,-0.5089204531,-0.0162305326,0.21561372,0.0692554287,0.14756591200000002
SRX7656122,-1.3618223073,-0.1848454219,0.08059132270000001,0.2298556212,0.08691342540000001,0.3052054737
SRX7656123,-2.3887353938,-0.36400626280000004,-0.2025320388,0.0448518773,0.0789592211,0.1570420959
SRX7656124,-1.6847828194,-0.7996950089,-0.2452689137,-0.0325469933,0.038404718500000004,0.1075722155
SRX7656125,-1.3137073305,-0.4088157367,-0.2836682236,0.0661507256,0.1081129044,0.2105058765
SRX7656126,-0.2601506395,0.0036282930000000003,-0.2119005527,0.1943626411,0.0183279279,-0.46911920690000003
SRX7656127,-0.6184731485,-0.3690470985,0.0333695909,0.0750384193,0.0148994259,-0.4125358994
SRX7656128,-0.20791520460000001,-0.1953349353,-0.1287859289,-0.060012038000000004,-0.0668753099,-0.3041953099
SRX7656129,-9.2089442063,-2.9172792604,-1.1204875252,-0.5188013556000001,-1.4075502318,-0.450821556
SRX7656130,-9.4759882674,-1.6752442329,-0.7852205343,-0.32646771280000003,-1.3550532097999999,-0.4804978401
SRX7656131,-9.6615227473,-2.9143267326,-0.9670174074000001,-0.40190017720000004,-1.4304213190000001,-0.4736858554
SRX7656132,-8.8705261614,-1.769488294,-1.0754825697000001,-0.307204282,-1.4990902568,-0.9601267897
SRX7656133,-8.6365226138,-1.5735750794999999,-0.778550626,-0.2657366003,-1.1472838336,-0.9322962134
SRX7656134,-9.5173315501,-2.1437333775,-0.872782605,-0.3032040562,-1.3442921584,-1.1139241966
SRX7656135,-5.9301301413,-1.2973104761,-2.1984065837,-1.2786123592,-0.6143551958,-0.043924467700000004
SRX7656136,-1.9822890092,-0.3026432892,-0.0921267456,-0.0967465924,-0.196352034,-0.496762352
SRX7656137,-2.5101417069,-0.46489328480000003,-0.2452153367,-0.38263008470000004,-0.35017034550000004,-0.4486518377
SRX7656138,-3.4846990037,-0.8572881691,-0.5221009263,-0.2843030995,-0.2366393158,-0.2103033625
SRX7656139,-3.4280135807,-0.3409283751,-0.4567021741,-0.24254782500000002,-0.3224244797,-0.2100923609
SRX7656140,-2.7993939993,-0.8478319482000001,-0.5414289123,-0.44988078680000004,-0.29817600710000003,-0.5943970872000001
SRX7656141,-0.8113407882,-0.059394224100000004,-0.2398306198,-0.6133569308,-0.3105693989,-0.6255079347
SRX7656142,-1.5105749075000001,-0.1005267115,-0.3683389414,-0.5147809682,-0.41620189999999996,-0.5129167171
SRX7656143,-1.5021047612,-0.48120007280000004,-0.200426936,-0.5052944575,-0.40181063980000004,-0.7829523933
SRX7656144,-9.7339312251,-1.8379984252,-0.5828744786,-0.41884412130000004,-1.4074102874,-1.0846355863000001
SRX7656145,-10.3043045985,-2.2329814282,-0.6193755388000001,-0.4140686883,-1.3763166301,-1.216796596
SRX7656146,-10.5195344942,-3.5190798020000003,-0.9476018088,-0.1294282216,-1.3579390386,-0.7026710546
SRX5388319,-0.2990876917,-0.7488960881000001,-0.808787967,-0.35867982660000003,-0.0617869512,-0.053501603700000004
SRX5388320,0.1491404224,-0.3805030186,-0.5151860949,-0.1504624483,-0.0404848348,0.0596249852
SRX5388321,0.14994726930000002,1.1293991067,1.3239740619,0.5091422749,0.10227178590000001,-0.0061233814
SRX5388322,0.2893132791,-0.1809204462,-0.6625006408,-0.33070835,-0.0386411651,0.5722430190000001
SRX5388323,-0.2211428729,0.4398832123,-0.0013113080000000002,-0.221262011,-0.0147072825,0.20027159220000001
SRX5388324,0.9261035049,2.35552784,1.3258003861,0.203489784,0.22056788130000002,0.22803644320000002
SRX5388325,0.45523450530000004,-0.1619232511,-0.6851707287000001,-0.3055247873,-0.1020039368,0.41681538160000003
SRX5388326,0.40480262770000003,1.5920972305999999,0.4377329814,0.3641391204,-0.0464676976,0.49456849410000003
SRX5388327,1.2204357814,2.4204862738,1.4802837509,0.5185694839,0.1525079147,0.5766055833
SRX8708326,1.5628552214,0.1099698372,2.0504752232,2.17007119,1.1489238172,1.7027171876
SRX8708328,0.0362867107,-0.5574716387,-0.3960760002,-0.2509958413,-0.9535574264000001,1.299600531
SRX8708335,-0.19187921830000002,0.17094157840000002,-0.158451222,-0.013545230200000001,0.3214886424,-0.4200470764
SRX8708336,0.11190972510000001,0.1766283717,0.2164153252,0.2543921532,0.37595319400000005,-0.41874919990000004
SRX8708337,0.0436827824,0.20990168850000002,0.3381118971,0.0101489183,0.25611559,-0.4608042546
SRX8708338,-1.1152511228,-0.3635577709,-0.2748195044,1.1376059687,1.0791934899,-0.6612409545
SRX8708339,-0.8182067238,-0.0168906139,-0.7681360535,0.9747878914,1.0597051539,-0.629823428
SRX8708340,-1.1139142473,-0.4900397193,-0.1990451291,1.0745679475,1.1381206653,-0.5918191418000001
SRX8708365,0.6979011586,0.5418971964,0.5505691548,2.0068409048,1.622170755,-0.1967761666
SRX8708366,0.8901527046000001,0.4925025799,0.7209600243000001,2.0652724724000002,1.630328173,-0.2460703762
SRX8708368,1.2056930178,0.7927622094000001,0.7539015943,1.9732938626,1.6636496689,-0.2130162808
SRX8708369,-0.0698935609,0.0440391864,0.39696551100000005,0.3118377814,1.0504523488,-0.31210445800000003
SRX8708370,-0.2461956,0.24152071760000002,0.5820604573,0.5972080786,1.6193279718,-0.22566028770000002
SRX8708371,0.37875902100000003,0.5710817282,0.9808642114,0.4312517803,0.9067179905,-0.3897800295
SRX4166001,-0.3178852692,-0.2292128212,0.059874608100000004,0.0203193352,-0.0149436359,-0.1882099764
SRX4166002,-0.4683628594,-0.11160979630000001,-0.49916235130000003,-0.4103006185,0.11154571810000001,0.10253841450000001
SRX4166003,0.7862481287,0.34082261750000004,0.4392877432,0.38998128330000004,-0.09660208220000001,0.0856715619
SRX4166004,1.3151703704,0.9921121642,1.3596321859,1.3522775831,-0.3209949751,-0.0223748597
SRX4166005,2.4741482234,1.4903647377,1.3725475739,1.1326329177,-0.02566001,-0.2374573526
SRX4166006,2.6367972821,1.6910265827000002,1.2519500564000001,0.9864798669,0.1234103822,-0.0910397033
SRX4166007,-2.0433830663,-0.2921036468,0.0745592929,0.2105804385,0.0821916754,0.0083602461
SRX4166008,0.7617999192,0.5194155856,0.6534771265,0.6599275011,-0.2718369396,-0.0734285838
SRX4166009,-0.44681072720000004,0.24189312170000002,0.29351478610000004,0.3031636582,-0.465081438,0.025717815800000002
SRX4166010,-2.2796855168,-0.5227297465,0.5569534234,0.3767532249,0.1704232693,-0.5553972686
SRX4166011,0.2711363795,0.0091625679,0.6181818207,0.6033670781,0.4081537698,-0.2051217241
SRX4166012,-2.9266376103000002,-0.5060295275,0.6005524104000001,0.39401253340000003,0.6330009816000001,-0.5671369567
SRX5000481,-1.2217598890999999,-0.5434191865,-0.4553408957,-0.11101948800000001,-0.2433138481,0.2635345711
SRX5000482,-1.2688657577,-0.4846025168,-0.2823275461,-0.0633526264,-0.1459609459,-0.1548439368
SRX5000483,2.6478154491,1.3032369875,0.1574817004,1.4467587995,0.5062158229,0.6035908065000001
SRX5000484,1.2839658714,1.3397471467,-0.3062164891,1.0234600467,0.24062372440000002,0.3849516318
SRX5000485,3.1788898529,1.7652240076,0.2613971606,1.3776464432,0.5763279917,0.7377830038000001
SRX5000486,2.7400044286,1.4306156209,0.13288544730000001,1.2069392589,0.4344159165,0.816548512
SRX5000487,1.0506605473,0.9522827671,-0.0491947567,0.8529018996000001,-0.0340645841,0.423904043
SRX5000488,0.7440953020000001,0.8443386461,-0.25100937630000003,0.7703110106000001,0.1373673007,0.0915417102
SRX5000489,1.1498276948,1.1804046027,-0.0839417298,0.9205857888000001,0.1618500966,0.2905690998
SRX5000490,0.9531622940000001,0.9853592028,-0.2274791254,1.0683276294,0.23008524330000002,0.32116900400000004
SRX5000491,0.5361504935,0.6342025654,-0.24578376870000002,0.7772962253,0.11888536670000001,0.23219207050000001
SRX5000492,5.3512501522,2.3940920258,2.7062778225,3.0415496214,2.2058783281,0.8384159612000001
SRX5000493,1.4129812204,1.4574813429,1.7372160011000002,1.9500928082,1.5463929589,0.4645707851
SRX5000494,1.2212370918,1.1252965765,1.6629535055,1.8574384547,1.5465523339,0.5425807868
SRX5000495,5.1702258947,2.4377068082,2.4883228842,2.8780124887,2.1491733149,0.7128758461
SRX5000496,5.2836857166,2.6300688396,2.6148482966,2.9665771970000003,2.1329357684,0.8226589566
SRX5000497,0.0052778076,0.24834200650000002,0.028458647700000003,0.1442597689,0.0210148894,0.009803290400000001
SRX5000498,-0.1628727519,-0.28841527170000003,-0.0095924621,-0.0186870359,-0.0068872937,-0.0702603026
SRX5000499,1.4021760563,1.0329275672,1.6957574172,2.0439870125,1.4982614116000001,0.4425660292
SRX5000500,0.1575949443,0.0400732652,-0.0188661855,-0.12557273300000002,-0.0141275957,0.0604570122
SRX5000501,0.2599093797,0.5367616265,-0.2414420801,0.5200476257000001,-0.1514425049,0.2831777612
SRX5000502,0.3046545224,0.2044882395,-0.2163881326,0.8075528698000001,-0.2520101652,0.3946825948
SRX5000503,0.0821272943,0.12970939310000001,-0.1400461099,0.6645127369,-0.2119717838,0.3312950845
SRX5000504,-1.1497572259,-0.8431277892,-0.3665758333,-0.21377851280000001,-0.2789532087,-0.1588747517
SRX5000505,-1.5422784011,-0.7511563802,-0.3526445285,-0.1956667582,-0.3180199752,-0.0592506485
SRX5000506,-1.4705674997,-1.095089713,-0.22147251540000001,0.0206001517,-0.3447651923,-0.0673111416
SRX5000507,-0.0016699062000000001,-0.2223047488,-0.0997582904,0.9656435172000001,-0.1675624218,0.6997843721
SRX5000508,-0.6613520337000001,-0.4782889138,-0.0855187511,0.27088695150000003,-0.13752596250000002,0.0631073462
SRX5000509,-1.3040354745,-0.7519355841,-0.3541305314,-0.2950332392,-0.39964953610000004,-0.2650247325
SRX5000510,-1.1980901997,-0.9333840156000001,-0.1326742236,-0.1923297028,-0.33649330590000004,-0.2070048464
SRX5000511,-1.0080312342,-0.44482345980000004,-0.43957702,0.0128225466,-0.4368011885,-0.157183272
SRX5000512,0.0790813158,0.2913390477,-0.5145726919,0.7992688131,-0.00044558360000000003,0.19358434500000002
SRX5000513,0.7353692523,0.2888772767,-0.2411368176,0.9270306274000001,-0.0794965262,0.3090534747
SRX5000514,0.30336731780000004,-0.16376854300000002,-0.4656030806,0.8445542081,-0.27334394170000004,0.3108777017
SRX5000515,0.3502710537,0.5904887135,-0.13911353840000001,0.5964809338,-0.18113965310000002,0.32883247260000004
SRX5000516,-0.0059625746,0.2142185296,-0.43096163660000003,0.8424662499000001,-0.31204513370000003,0.3671767443
SRX4124772,-0.8871033725,-0.1738701168,-0.8274330336,-0.43523620760000004,-0.49517866,0.1648380756
SRX4124773,0.8783649764,-0.2363696871,-0.38797266,-0.2606331029,-0.6850216894000001,0.1402894271
SRX4124774,-0.1672195481,-0.0368794914,0.23187744910000002,0.3178311126,-0.0589104713,-0.062029682700000005
SRX4124775,0.1672195481,0.0368794914,-0.23187744910000002,-0.3178311126,0.0589104713,0.062029682700000005
SRX5323946,0.5616809075,0.3769850314,0.2548088419,0.1263681961,-0.0021173035000000002,-0.0676897412
SRX5323947,-0.5616809075,-0.3769850314,-0.2548088419,-0.1263681961,0.0021173035000000002,0.0676897412
SRX5323948,1.5578363774000001,0.9360248119000001,0.6963094857000001,0.4426958151,0.016984035,0.0058610623
SRX5323949,-0.7941045633,-0.020665762,-0.1219142549,-0.0706576802,0.35789443460000003,0.10185994030000001
SRX5323950,0.9588617273000001,0.5475200842,0.5485458619,0.4667025502,-0.1741824068,0.0295967144
SRX5323951,-0.2917287568,0.0437451831,0.1696523824,0.12129012330000001,-0.0020415394,-0.22990848930000002
SRX5323952,0.016071479200000002,0.7472772517,0.16642317980000002,-0.07892398610000001,-0.15829524220000002,-0.2795002008
SRX5323953,-0.1719574696,0.2448681155,-0.1629295183,-0.5108710547,0.1624624264,-0.04626316
SRX5323954,0.4073589011,0.3831293429,0.2407412183,0.09650062720000001,0.1004713727,0.0266440145
SRX5323955,0.6419988671,0.519123489,0.5075470914,0.49030818670000004,0.16673926790000002,0.0795420342
DRX093856,0.36691217460000003,-0.0333388997,0.0883623104,0.10864717680000001,0.4140839995,-0.42802618010000004
DRX093857,9.3155669631,3.4576662711,3.4109216782000003,3.8054448885000003,2.399324073,-0.0343872183
DRX093858,8.9571742787,3.3059509738,3.5060673737,3.8664937615,2.2966458556,-0.20062464430000002
DRX093859,8.9797583363,2.8697715667,2.6544048241000002,3.4291631883,1.7371900122000001,-0.4582682507
DRX093860,3.5083623039000003,1.0946882161,0.9251817615000001,1.086743048,0.6600899788,-0.45239976120000003
DRX093861,-0.6232825388000001,-0.27237397950000003,-0.1468155013,-0.0962857872,-0.1946585503,0.1907532861
DRX093862,8.7652868839,3.3463482837000003,3.5530901362,3.8000320919,2.4262228295,-0.5248271375
DRX093863,8.6719446384,3.5936522496,3.9441858137,4.055076337,2.1541754593,-0.1356746194
DRX093864,9.0494942525,3.4197827338,2.9264090054,3.4780651246,2.1176443595,0.1504471132
DRX093865,1.6076591816999999,0.35883517070000004,-0.0387163136,0.2357489422,0.4308034315,-0.7797064414
DRX093866,0.25637036420000003,0.3057128791,0.0584531909,-0.0123613896,-0.2194254492,0.237272894
DRX093867,8.9058274803,3.5194968283,3.7379306037999998,3.9035421899,2.3681153355,-0.1341999708
DRX093868,8.0375469144,2.9435857081,3.6676838812,3.7429586166,1.8514521350000002,-0.7023510171
DRX093869,8.7532769036,2.5031213529,2.0194740139,2.7503853882,1.821659723,-0.39571037410000004
DRX093870,3.0007056627,0.6008632183,0.3222694123,0.6622986399,0.5715693014000001,-0.5805126694
SRX6366242,-0.277475429,-0.14021725440000002,0.47219173670000003,0.2133737007,-0.1459378677,-0.40779694920000004
SRX6366243,-1.1388391179,0.1151831657,0.1358013078,0.1246704706,-0.13052813970000002,-0.3172827126
SRX6366244,-2.4016477795,1.1250863255,1.3000504781,-0.9994691409,-0.001747276,-0.482759337
SRX6366245,-0.7754715273,-0.16714144990000002,0.2091982376,-0.0243594973,-0.0193306954,-0.1308288671
SRX6366246,-1.3316413656,-0.1046040564,0.1947944375,-0.1446060593,-0.2676889966,-0.062079645700000005
SRX6366247,-1.5272997099999999,1.1369698882,1.6196864745,-0.48737434830000004,-0.27012411740000003,-0.262429648
SRX6366248,-2.8717904787,-0.6793510450000001,-0.1906192756,-0.1817704944,-0.0430051467,-0.1462215287
SRX6366249,-2.6852166199000003,-0.9443344050000001,0.0220056713,-0.1046700011,-0.3205679647,-0.3628844094
SRX6366250,-2.230896442,-0.29123249030000004,0.11135133820000001,0.0149221768,-0.2565512454,-0.31585670200000004
SRX6366251,-2.7254575773000003,-0.5202673228,0.2351279511,-0.1040988082,-0.3164682401,-0.35843063140000003
SRX6366252,-0.2438350839,-0.1308407967,-0.036776137300000004,0.0051418427000000004,0.10509101900000001,0.0548440076
SRX6366253,0.2438350839,0.1308407967,0.036776137300000004,-0.0051418427000000004,-0.10509101900000001,-0.0548440076
SRX254739,-9.6538072253,-5.3760618441,-3.1821150713,-1.9711942345,-2.373244374,-0.45122262420000003
SRX254740,-9.889077074,-5.2655977584,-2.9111079054,-1.8498289459000001,-2.4959513933,-0.3962425048
SRX254741,-9.4058282654,-5.3751311724,-2.8804558242000002,-1.6872727949000002,-2.4748125282,-0.2844623287
SRX254742,-9.2539852686,-5.0255267271,-2.9267383072,-1.6143796257,-2.4691800849,-0.2394462218
SRX254743,-9.3977912878,-5.2806753091,-3.1122170695,-1.7541573316,-2.4427920557,-0.3183102276
SRX254744,-9.4491512616,-5.2197666014,-2.9291403546,-1.733162439,-2.4424174764,-0.2716318091
SRX254745,-9.201223121,-5.5139935237,-3.1112788935,-2.9150803261,-2.7333867357,-0.3573323518
SRX254746,-9.0750744952,-5.3443181803,-2.9883485536,-2.655598932,-2.569872578,0.45196967870000004
SRX254747,-9.0137435498,-4.4414883336,-3.3292582215,-2.6768608488,-2.466104563,-0.49643729890000005
SRX254748,-6.4108173227,-4.6231276197,-2.4960100343000002,-1.2976971391,-1.5646125638,-0.8969223690000001
SRX254749,-7.7205976655,-5.9077810195,-2.7511549018,-1.7175035821,-1.1485833326,-0.32686962410000003
SRX254750,-8.9204837709,-5.5365399483,-3.1375511442,-1.8077663123,-1.7206434247,-0.1374703876
SRX254751,-5.0198409337,-3.6634904831,-1.5208584311000002,-0.4057872292,-0.2783557541,-0.0593696183
SRX254752,-4.2342560979,-2.6056509213,-0.9164042507,0.44311580980000004,-0.4467517999,0.3187820064
SRX254753,-5.647672125,-3.447834189,-1.6047694549,-0.3337055553,-0.19843931880000001,0.1053390444
SRX254754,7.4464318451,2.6901435435,0.9617112312,1.3536280183,0.0860430848,-0.036328431
SRX254755,4.440587096,1.5210825731000002,0.6156523993,0.8140822393,-1.0350482357,-0.7600880188
SRX254756,4.6502051981,1.5974770063000001,0.5306498601,0.5239099204000001,-1.0095980318,-0.7416072773
SRX254757,-7.4647698697,-3.9954071613,-3.2764770963,-3.0093442394,-0.9143233439,-0.8119838173
SRX254758,-8.0655389149,-5.8862373696,-3.1862304414000002,-3.3356624443,-3.0304844096,-0.4293165474
SRX254759,-7.6349390231,-4.4678780652,-2.8067588003,-3.3656819716,-2.3502445857,-0.6400487442
SRX254760,-6.1337520801,-4.646274911,-1.8110310584,-0.7475664829,-0.8860022938000001,-0.5511475438
SRX254761,-6.1127767222,-4.0898316988,-1.8373412306999999,-0.6875997284,-1.1232635512,0.1305372532
SRX254762,-4.8829302679,-3.3982115371,-1.4249210943000001,-0.4455833166,-0.9246950864000001,-0.0708009819
SRX254763,5.5795548006,1.472804666,-0.0091102584,0.7649025646000001,-0.36130519450000004,0.0868151647
SRX254764,2.2172346802,0.4496360063,-0.42821546520000003,-0.5093358305,-1.4953407894000001,-0.6062677298
SRX254765,1.6743921938000002,0.2297226486,-0.6718912354000001,-0.6003621294,-1.5915028724,-0.4630841336
SRX254766,-7.6663875833,-3.6447414908,-2.7946907114,-2.5378751317,-1.8000524281999999,-0.4772531835
SRX254767,-7.7899241869,-5.0717440048,-2.8778798714000002,-2.8911454301,-2.666803664,-0.3208510263
SRX254768,-7.3815815416,-4.475760906,-2.9022865102,-3.3585942743,-2.7083049772,-0.32777419820000003
SRX254772,10.7744982709,3.4580428803,1.9151127979,1.8227514429,1.7195673503000002,0.3450575598
SRX254773,9.1015578714,3.5746026591,1.9779941424,2.4192317313,2.4021301992,1.1255687247
SRX254774,11.7467876592,3.5011426027,2.402553543,2.5019489639,2.2073355249,0.1505269974
SRX254775,1.9775148649,1.0608695755,0.3863413384,0.22971133640000002,0.7896476372,0.3081815196
SRX254776,3.863057205,1.0175350098,0.250072493,-0.0805597235,1.188102589,0.3096972465
SRX254777,-0.5459738239,0.1370241683,0.40559579360000003,0.5673566656,0.8891834466,-0.1387309298
SRX254778,6.4334047644,3.1351994041,2.0240753833,2.2240129683,1.621948329,0.8309208452
SRX254779,8.6422764175,3.1972784729,1.8279815192000002,2.2180134959,1.9996245905,0.4388132436
SRX254780,9.2667409908,2.8147777686,2.2072688988,2.3457030147999998,1.9175695834000002,0.6069069864000001
SRX254781,5.0812843769,2.7152875619,1.7242407162000002,1.9101818993,0.817009371,0.1154797952
SRX254782,6.8676472709,3.144452122,2.1872656884,2.2355092814,1.1626846606,0.6197264819
SRX254783,3.9688039192,2.3762373598,1.4372048972,1.5699282084,0.6022353714,0.0224041261
SRX254784,-0.1099608046,0.9269554351,0.6158064089,0.9156907318,0.2890922358,-0.3619226571
SRX254785,0.7324996599,0.8310553064,0.7111500902,0.7990835502,0.9195535796000001,-0.0193238632
SRX254786,1.0030206435,0.9828298626,0.8571796671,0.6407128866,0.5176521782,0.2703666889
SRX7136401,0.9648322370000001,0.07542712950000001,0.2890885278,0.10808801800000001,0.0174765734,0.13892209490000001
SRX7136403,0.6104909553,0.2715817284,0.018824394,0.1671559021,-0.009966389800000001,-0.07312157400000001
SRX7136405,-0.051550653200000005,-0.856903692,-2.7122564935,-1.9530334146000001,1.0669382807,0.38851991480000003
SRX7136407,-1.3522781043,-1.2708034416,-2.8918834689,-1.6391511884,0.9450229699,0.0325764582
SRX7136409,-0.9494530912,-0.6173521868,-2.8863914361000003,-2.4188711665,0.9527041690000001,0.3422397721
SRX7136411,-1.5753231923,-0.34700885800000003,-0.3079129218,-0.2752439201,-0.0075101835,-0.065800521
SRX3754949,0.045315167600000004,0.0775856533,0.0447681752,0.0130469008,0.0565770898,-0.0053124697
SRX3754950,-0.2275528904,-0.09614679670000001,-0.0903820597,-0.0229068059,0.0280506574,0.028797802
SRX3754951,0.1822377228,0.0185611434,0.0456138845,0.0098599051,-0.0846277472,-0.0234853323
SRX3754952,-0.29541247330000003,-0.2563894933,-0.1758144879,-0.3046073171,0.0888582535,0.14255002790000001
SRX3754953,-0.2645041743,-0.088401003,-0.1026387082,-0.2143423093,0.0564971266,0.1221430161
SRX3754954,-0.34560865,0.0980995278,-0.019229357500000002,-0.23778268,-0.0300399885,0.10979490900000001
SRX3754955,-2.1861106707,-1.5863713359,-4.4518875416,-3.0968491257,-2.745274184,-1.4871100003
SRX3754956,-2.1252657982,-1.6132782646,-4.4353848098,-3.1577553311,-2.7439041613,-1.4775579865
SRX3754957,-2.1959461385,-1.554202531,-4.2885363641,-3.14272439,-2.7750574036,-1.4455735082
SRX3754966,0.4607531333,0.1250576038,0.16797717040000001,0.3110761976,-0.1260632258,-0.14544280810000002
SRX3754967,0.0822690903,-0.06279896260000001,0.0408598514,0.1725312555,-0.09416479030000001,-0.16939689230000002
SRX3754969,0.9111526288,0.35236829550000004,0.28943333450000003,0.4456657075,-0.3154801144,-0.1871961499
SRX1424798,0.9424509654000001,0.4004969519,0.3198346996,0.2804757484,0.0691230146,0.07027853490000001
SRX1424799,-0.9424509654000001,-0.4004969519,-0.3198346996,-0.2804757484,-0.0691230146,-0.07027853490000001
SRX1424800,-0.6036987625,-0.1833639347,-0.0122828237,-0.0252825677,0.1863535608,-0.1453422906
SRX1424801,-0.0620761316,0.019885866800000002,0.0471109349,-0.017195269000000003,-0.2782638174,-0.12647977430000001
SRX1424802,-2.066602335,-0.5542975101000001,0.19930965380000001,0.1868220789,0.5575771193,-0.0893242254
SRX1424803,-2.4127982523,-0.8152406285,-0.2103111839,-0.1997656571,0.3338455225,-0.27368137200000003
SRX1424804,-7.607558402,-0.5009778046,1.2642724296,0.560039387,1.4601972966,0.08678077640000001
SRX1424805,-8.8575613935,-1.583751197,0.2961243199,-0.0429527782,1.6889628481,-0.026758811100000002
SRX1424806,-8.3083902553,-3.1856290588,-1.6979294632,-1.2300794526,-5.5813733639,0.1058890106
SRX1424807,-8.0354975679,-3.0574236323,-1.6241816627999999,-1.1768634133,-5.7257479064,0.20110737720000002
SRX1424808,4.9104318871,1.5115006202,1.0199682261,1.452593145,0.9577946779000001,0.5409285601
SRX1424809,4.3722903568,1.2328120434,0.9836957705,1.3377584362000001,1.036078499,0.4929110461
