,-0.01766348572567361,0.01766348572567361,0.05299045717702083,0.08831742862836806,0.12364440007971528,0.1589713715310625,0.19429834298240972,0.22962531443375694,0.26495228588510417,0.3002792573364514,0.3356062287877986,0.37093320023914583,0.40626017169049305,0.4415871431418403,0.4769141145931875,0.5122410860445348,0.5475680574958819,0.5828950289472292,0.6182220003985763,0.6535489718499237
ppGpp_genes,"['putA' 'alaC' 'rpmE' 'alx' 'narZ' 'mepS' 'argO' 'mhpC' 'yedE' 'aroM'
 'yhiI' 'ydcL' 'ybaA' 'ydfO' 'yehE' 'dgt' 'yiiS' 'aroE' 'pspF' 'pdeL'
 'tsgA' 'yhhY' 'yadK' 'dmlA' 'insA-6' 'waaH' 'pgl' 'argT' 'yecT' 'clsB'
 'yhdT' 'ppsR' 'ytfL' 'dgcJ' 'hsdR' 'yfdF' 'yjiK' 'menD' 'yeaG' 'ybhN'
 'yfcZ' 'yiiD' 'ycjY' 'yihI' 'rpmH' 'fliP' 'rlmF' 'ccmB' 'mazG' 'xdhC'
 'greA' 'cmoA' 'aroG' 'yjgR' 'ilvG' 'modF' 'cmoB' 'ndk' 'yqjF' 'cysN'
 'rpsT' 'rbsA' 'yddH' 'tesA' 'gstA' 'glsB' 'lysO' 'yaeI' 'tgt' 'iaaA'
 'dgcF' 'ydiZ' 'ycaP' 'yiiQ' 'intA' 'yjfY' 'dbpA' 'adeP' 'yfcJ' 'ynjE'
 'argC' 'fis' 'yiiX' 'dnaC' 'sufA' 'ilvE' 'gsiA' 'nlpC' 'ybaP' 'dusB'
 'rimJ' 'opgE' 'yicH' 'yhjY' 'qorA' 'rpsL' 'gpt' 'rplM' 'rluD' 'yfbU'
 'rbsC' 'rluA' 'yhhN' 'dgcT' 'ydgK' 'yfgJ' 'yojI' 'kefG' 'nlpA' 'yhcB'
 'dnaG' 'sgrR' 'uspA' 'nac' 'nhoA' 'rlmN' 'pgeF' 'eutD' 'rluC' 'gsiB'
 'rsxE' 'yfjW' 'phoH' 'mcrA' 'recX' 'insA-1' 'dadA' 'uraA' 'ytiC' 'ftp'
 'yjdF' 'uspC' 'kdpC' 'ybiT' 'yaeH' 'yceH' 'yafC' 'argE' 'ygiQ' 'codB'
 'secE' 'yfdG' 'hcaB' 'yhjC' 'tsaC' 'insA-7' 'yheV' 'mltG' 'yceA' 'yieF'
 'yajC' 'yjaZ' 'thiL' 'cmk' 'purC' 'ytfI' 'rhaT' 'waaA' 'yegP' 'apt' 'der'
 'yhaH' 'mdfA' 'tufB' 'truC' 'rffC' 'insL-1' 'yfdX' 'yidL' 'argH' 'menH'
 'yicI' 'wecC' 'aroB' 'serC' 'ybfE' 'glpA' 'rbbA' 'dusC' 'infC' 'yfaA'
 'opgC' 'ampD' 'rplL' 'hcaE' 'ybaQ' 'yraQ' 'pheP' 'rplN' 'udp' 'yjbJ'
 'uhpB' 'ilvD' 'smf' 'bioA' 'hcaT' 'gltA' 'glgB' 'dtd' 'mnmE' 'qseC'
 'ssuA' 'ybeQ' 'rplY' 'spy' 'ychF' 'rsxG' 'pepT' 'frr' 'dgoR' 'yecJ'
 'yidC' 'uspD' 'yibT' 'srmB' 'tcdA' 'lpxL' 'yhhA' 'argR' 'rplT' 'ycfH'
 'yedP' 'nudI' 'smg' 'infA' 'yqcC' 'rpsI' 'yagH' 'ybcI' 'yagU' 'yhaJ'
 'rpmB' 'insL-2' 'lepA' 'kup' 'aphA' 'rlmL' 'menE' 'fucR' 'mrdB' 'znuC'
 'prmC' 'rplQ' 'wecB' 'purF' 'ycjN' 'cdgI' 'ybfA' 'znuB' 'ynfD' 'rplX'
 'yjcE' 'yjjJ' 'yjgL' 'opgH' 'purH' 'prkB' 'msbA' 'rsxB' 'rpoB' 'yciI'
 'ykfB' 'rplJ' 'ybjL' 'lpxH' 'rof' 'rnt' 'rlmG' 'xanP' 'asd' 'argB' 'yccF'
 'ycaN' 'leuD' 'pyrR' 'rarD' 'rimM' 'kefB' 'dnaJ' 'uspF' 'ybhP' 'ttcA'
 'yihX' 'ebgR' 'ytiD' 'lpxB' 'cvpA' 'ycaD' 'rmf' 'efp' 'aroD' 'cysQ'
 'leuC' 'pyrD' 'sbmC' 'tolQ' 'dadX' 'sufB' 'yhjE' 'adhP' 'ytfB' 'aroK'
 'rlmH' 'purT' 'nusG' 'sufE' 'yjhI' 'ycaO' 'pth' 'yghA' 'infB' 'ssuB'
 'deaD' 'ftsK' 'ysgA' 'yfcF' 'rplI' 'rpmA' 'yciH' 'potB' 'sgbE' 'dnaA'
 'prfA' 'pphB' 'ilvA' 'rsfS' 'rluB' 'gsk' 'leuB' 'parE' 'rnpA' 'ghxP'
 'yafD' 'cspF' 'priB' 'pyrC' 'hslO' 'rpsA' 'pssA' 'yhjD' 'proY' 'murJ'
 'yafT' 'yejK' 'gluQ' 'potA' 'hpf' 'pyrF' 'rimP' 'yebQ' 'tsf' 'yohC'
 'yceM' 'gcvH' 'crp' 'ykgF' 'yihY' 'purM' 'ygdQ' 'yecF' 'rayT' 'nusA'
 'rpsR' 'metI' 'rpoD' 'udk' 'yfcC' 'purR' 'truB' 'rpoA' 'hdhA' 'ygcN'
 'dacC' 'lysS' 'gntP' 'glnP' 'rplS' 'mrdA' 'gcvR' 'rplA' 'kdpB' 'dksA'
 'purK' 'mscK' 'uup' 'rpsP' 'amn' 'yjjZ' 'envY' 'yjfZ' 'plsX' 'grxB'
 'ghrB' 'rpsG' 'rpsM' 'yhhJ' 'accC' 'yeaH' 'rsxA' 'panF' 'rpsD' 'rpsF'
 'leuA' 'folA' 'mgtA' 'potC' 'ppnN' 'yqhH' 'cdsA' 'sufC' 'gdhA' 'tag'
 'msrA' 'trmD' 'gltX' 'ydcK' 'rnd' 'ykfI' 'rplE' 'bipA' 'ymfA' 'fucU'
 'yhhQ' 'mltF' 'purB' 'accB' 'yajO' 'ycdZ' 'ybdK' 'mnaT' 'yjdC' 'insL-3'
 'ycfZ' 'pheS']","['yehL' 'dnaE' 'mreC' 'glgX' 'yejL' 'rpsO' 'rsxD' 'zupT' 'nlpI' 'bcsE'
 'thiB' 'rlmA' 'cecR' 'yehS' 'rpsU' 'rpsE' 'yhhX' 'ispU' 'aceA' 'rplK'
 'rplR' 'pyrL' 'rplB' 'trpC' 'rpsB' 'secY' 'yfaZ' 'mnmA' 'ruvC' 'fkpA'
 'ycgB' 'yeiS' 'yafV' 'nrdH' 'recQ' 'yihD' 'rpsS' 'prmA' 'prfB' 'ybjQ'
 'prfC' 'nrdF' 'ydiV' 'rplO' 'rpsN' 'ygeA' 'pgaD' 'yfiP' 'gsiC' 'era'
 'allB' 'pspG' 'ilvN' 'yahO' 'rplD' 'gfcC' 'ybbC' 'uspG' 'prs' 'argI'
 'rlmC' 'yjeI' 'rnhB' 'obgE' 'cysB' 'yeaQ' 'nth' 'yjiJ' 'nudB' 'menA'
 'rapA' 'aspS' 'sufD' 'wzxC' 'raiA' 'yhbE' 'yqaE' 'waaQ' 'rpsH' 'rpsK'
 'yhiN' 'thrC' 'yqeF' 'purD' 'ppc' 'yniA' 'lpxT' 'ldtE' 'upp' 'ansA'
 'yejM' 'atpI' 'rimI' 'sufS' 'yhbO' 'thiI' 'tdcA' 'btsS' 'argF' 'yhfZ'
 'ydgI' 'lepB' 'rplC' 'yhdH' 'yccT' 'ygjR' 'ldtD' 'livJ' 'endA' 'yccS'
 'rplF' 'yghU' 'fadD' 'kptA' 'leuE' 'mrcA' 'yaeP' 'ychH' 'nudK' 'purL'
 'atpB' 'rfaH' 'secG' 'dctA' 'pyrB' 'rsxC' 'sdaC' 'sixA' 'pnp' 'rsmB'
 'psiE' 'rnc' 'yhjV' 'rpsJ' 'yqgC' 'holD' 'rhlE' 'thrB' 'nrdE' 'glnH'
 'clcB' 'miaB' 'yjiR' 'hisD' 'yebF' 'glcF' 'tusA' 'hflD' 'yqeG' 'aceK'
 'dgcM' 'rimO' 'dtpB' 'cysK' 'yjeM' 'ybjS' 'argS' 'mutM' 'ymfJ' 'pxpA'
 'ivy' 'clpA' 'yfjF' 'yebO' 'ybgS' 'lysP' 'ychQ' 'nikR' 'yciA' 'xylR'
 'recT' 'gntU' 'yjgH' 'rlmI' 'qseB' 'curA' 'trxA' 'yghD' 'ltaE' 'yjbD'
 'ycbZ' 'rplW' 'yoaC' 'yidE' 'waaG' 'yegR' 'trmI' 'suhB' 'cedA' 'ggt'
 'marR' 'ydiP' 'wbbH' 'gcvP' 'rfbX' 'ilvM' 'ydiY' 'rfbC' 'yeiG' 'uhpA'
 'yafW' 'yqiK' 'yhhM' 'pxpB' 'purE' 'yceD' 'tyrP' 'ybhR' 'serA' 'ybeL'
 'mltD' 'ldtB' 'rplU' 'gstB' 'yeaO' 'ugpB' 'pyrI' 'rsmF' 'chiQ' 'tadA'
 'tyrB' 'plsB' 'rutR' 'dtpD' 'yiaC' 'pitA' 'katG' 'queA' 'potI' 'trmJ'
 'tas' 'fadE' 'trmA' 'cheZ' 'yeaY' 'yccU' 'cutA' 'ybhF' 'ybhG' 'yagN'
 'tsaB' 'yaiA' 'lpxK' 'ybgI' 'mreD' 'plaP' 'ispD' 'yddM' 'mioC' 'fpr'
 'atoD' 'ygjQ' 'yhcO' 'yhbW' 'lnt' 'metH' 'rfbA' 'ppnP' 'satP' 'aceB'
 'rfbB' 'lpxP' 'agp' 'argA' 'dauA' 'yphA' 'flgJ' 'pyrG' 'nupC' 'thiP'
 'ydfV' 'betI' 'pxpC' 'emrD' 'yegS' 'sfmC' 'thiQ' 'rfbD' 'yqeH' 'recO'
 'yegQ' 'essD' 'thrA' 'yfhL' 'ybcV' 'betB' 'metN' 'ygaM' 'ybhS' 'ftnB'
 'sdaB' 'ilvB' 'nrfA' 'ais' 'iraP' 'ygiV' 'speA' 'betA' 'epmA' 'gcvT'
 'yidD' 'envR' 'tsx' 'yhfA' 'ycaM' 'yhcN' 'yebV' 'mntP' 'nrdI' 'queD'
 'tabA' 'yodB' 'kch' 'yjjU']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
H-NS_genes,"['adiA' 'gspB' 'malG' 'degP' 'cadC' 'garP' 'adiY' 'caiE' 'ydeO' 'cysG'
 'caiA' 'ybdZ' 'caiT' 'fimC' 'fimA' 'gspJ' 'malF' 'lacA' 'srlR' 'gutM'
 'caiD' 'cysP' 'gutQ' 'nirC' 'gspO' 'garL' 'adeD' 'chiA' 'gspF' 'tcyJ'
 'nirB' 'acrF' 'yjjP' 'fimE' 'fimI' 'casC' 'cydB' 'fes' 'lacZ' 'srlA'
 'cas1' 'entF' 'yjjQ' 'casD' 'nrdG' 'bglG' 'mukE']","['gspE' 'srlD' 'cydA' 'srlE' 'caiB' 'gspD' 'yfaE' 'mukF' 'gspG' 'ydeP'
 'nrdB' 'fimF' 'gspH' 'mukB' 'ftnA' 'cysM' 'garR' 'gspA' 'stpA' 'cysU'
 'cmoM' 'garK' 'fimD' 'malE' 'fimH' 'nrdD' 'fimG' 'bglJ' 'bglF' 'gspM'
 'rcsD' 'caiC' 'fliZ' 'gspK' 'nrdA' 'caiF' 'nirD' 'gspL' 'fliA' 'cas2'
 'cysW' 'casA' 'srlB' 'fepE' 'lacY' 'bglB' 'cysA' 'acrE']",[],['rcsB'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
RpoS and GadX_genes,['speG' 'ynfB'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
RpoS and GadE_genes,[],['gltF'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
RpoS and ppGpp_genes,"['narU' 'rsd' 'ybjP' 'osmB' 'appA' 'phr' 'dhaR' 'yiaG' 'acnA' 'alkA'
 'ecnB' 'treA' 'pqiA' 'insI-1' 'ymgC' 'artQ' 'yehX' 'puuD' 'yccJ' 'wrbA'
 'fbaB' 'patA' 'fadL' 'puuA' 'ftsZ' 'rssB' 'ycgZ' 'dnaN' 'yadV' 'dkgA'
 'rseB' 'rsmG' 'ftsQ' 'yabI' 'tam' 'rseC' 'blc' 'ftsA' 'csrA' 'glgA'
 'murR' 'yadS' 'elaB' 'recF' 'yehY' 'yihG' 'artM' 'mnmG']","['rseA' 'hmp' 'pabA' 'otsB' 'otsA' 'folK' 'glgP' 'osmE' 'glgC' 'yggE'
 'setA' 'sgrT' 'pcnB' 'speC' 'msyB' 'rpoE' 'osmY' 'talA' 'osmF' 'yeiL'
 'ybgA' 'tktB' 'ariR' 'sodC' 'yehW' 'treF' 'glgS' 'pstS' 'ansP' 'kbp'
 'ymgA' 'mglA' 'mglC' 'sra' 'poxB' 'cfa' 'ydcV' 'uspB' 'iraD' 'katE'
 'cbpM' 'cbpA']",['aidB'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
RpoS and H-NS_genes,['galT' 'galE' 'csiE' 'galK' 'nhaR' 'fau' 'galM'],['yciF' 'asr' 'yciE' 'yciG' 'evgA' 'appY'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
GadX and ppGpp_genes,['rpoS' 'asnB'],['uspE'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
GadX and H-NS_genes,['hns' 'cadB'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
GadE and ppGpp_genes,[],['yjbR' 'yjbQ'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
GadE and H-NS_genes,[],['rcsA' 'fliC'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
ppGpp and H-NS_genes,"['mdtJ' 'mazF' 'mazE' 'cspD' 'mdtI' 'hlyE' 'leuO' 'casB' 'gspC' 'casE'
 'relA' 'hisJ']",['hisQ' 'ilvI' 'hisP' 'hisM' 'fimB' 'flhD' 'cspA' 'ilvH' 'flhC'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"RpoS, ppGpp, and H-NS_genes",['gabP' 'csiD' 'proV' 'proX' 'lhgO' 'evgS' 'bolA' 'csgD' 'hdfR' 'hchA'],['gabD' 'proW' 'gabT' 'csgE' 'dps' 'csgG' 'csgF' 'osmC' 'nhaA'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"GadX, ppGpp, and H-NS_genes",['cadA'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"RpoS, GadE, and ppGpp_genes",['gltD'],['gltB'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"GadE, ppGpp, and H-NS_genes",[],['lrp'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"RpoS, GadX, GadE, ppGpp, H-NS, and GadW_genes",[],['gadW'],['gadX'],[],['mdtF' 'mdtE'],[],[],[],['gadE' 'yhiD'],[],[],['hdeA'],['hdeB'],[],[],[],[],[],[],[]
"RpoS, GadX, and ppGpp_genes",[],['ybaT'],['glsA'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"RpoS, GadE, and H-NS_genes",[],[],[],['yhiM'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"GadX, H-NS, and GadW_genes",[],[],[],['dctR'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"GadX, ppGpp, H-NS, and GadW_genes",[],[],[],[],[],['slp'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"RpoS, GadX, GadE, ppGpp, and GadW_genes",[],[],[],[],[],[],[],[],['gadC'],['gadB'],[],[],[],[],[],[],[],[],[],[]
"RpoS, GadX, ppGpp, H-NS, and GadW_genes",[],[],[],[],[],[],[],[],['gadA'],[],[],[],[],[],[],[],[],[],[],[]
"RpoS, GadX, GadE, ppGpp, and H-NS_genes",[],[],[],[],[],[],[],[],[],[],['hdeD'],[],[],[],[],[],[],[],[],[]
