,-0.01766348572567361,0.01766348572567361,0.05299045717702083,0.08831742862836806,0.12364440007971528,0.1589713715310625,0.19429834298240972,0.22962531443375694,0.26495228588510417,0.3002792573364514,0.3356062287877986,0.37093320023914583,0.40626017169049305,0.4415871431418403,0.4769141145931875,0.5122410860445348,0.5475680574958819,0.5828950289472292,0.6182220003985763,0.6535489718499237
thresh,-0.03532697145134722,0.03532697145134722,27,,,,,,,,,,,,,,,,,
unreg,1753,1237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RpoS,99,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GadX,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GadE,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ppGpp,434,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H-NS,47,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RpoS and GadX,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RpoS and GadE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RpoS and ppGpp,48,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RpoS and H-NS,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GadX and ppGpp,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GadX and H-NS,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GadE and ppGpp,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GadE and H-NS,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ppGpp and H-NS,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RpoS, ppGpp, and H-NS",10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GadX, ppGpp, and H-NS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RpoS, GadE, and ppGpp",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GadE, ppGpp, and H-NS",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RpoS, GadX, GadE, ppGpp, H-NS, and GadW",0,1,1,0,2,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0
"RpoS, GadX, and ppGpp",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RpoS, GadE, and H-NS",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GadX, H-NS, and GadW",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GadX, ppGpp, H-NS, and GadW",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RpoS, GadX, GadE, ppGpp, and GadW",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"RpoS, GadX, ppGpp, H-NS, and GadW",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"RpoS, GadX, GadE, ppGpp, and H-NS",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
RpoS_genes,"['baeR' 'hofN' 'lsrD' 'mlrA' 'pdeR' 'hyaC' 'aldB' 'yqiH' 'rseD' 'ddpX'
 'pfkB' 'yafO' 'dhaK' 'oxyR' 'dhaL' 'cpxR' 'sucD' 'araG' 'rssA' 'tolC'
 'phoU' 'ynfE' 'lpd' 'artI' 'htrE' 'murQ' 'gor' 'dhaM' 'ddpA' 'araF'
 'pdeC' 'yafN' 'pqiB' 'puuR' 'rhaR' 'ydbD' 'araH' 'pqiC' 'rhaS' 'cpxA'
 'yibQ' 'ppx' 'ompF' 'yffO' 'znuA' 'mglB' 'murP' 'pgi' 'glk' 'hyaD' 'sucC'
 'insN' 'btsT' 'proP' 'blr' 'pykA' 'ada' 'aceE' 'ompN' 'pdhR' 'rraA' 'fic'
 'adhE' 'acs' 'pfkA' 'hyaA' 'ldcC' 'csgC' 'pstC' 'ygiB' 'pstB' 'frdB'
 'gpmA' 'epd' 'ddpF' 'fumC' 'hofO' 'crr' 'ygiC' 'bsmA' 'yciT' 'baeS'
 'astA' 'yqiI' 'gyrB' 'puuB' 'astC' 'aceF' 'sucB' 'lsrA' 'alkB' 'insD-5'
 'xapB' 'lsrF' 'ydhY' 'yhjG' 'frdC' 'xapA' 'ppk']","['ilvY' 'ddpB' 'ihfB' 'fbaA' 'dinB' 'frdA' 'ydhU' 'artP' 'pstA' 'mdtA'
 'astB' 'astD' 'gpmM' 'yafP' 'mdtB' 'sohB' 'lsrC' 'mpl' 'ynfH' 'luxS'
 'pphA' 'ynfG' 'yddG' 'topA' 'mdtC' 'frdD' 'ydhT' 'ravA' 'hofM' 'ihfA'
 'ydhX' 'dgcC' 'rpoH' 'mtn' 'ynfF' 'patD' 'ydcT' 'puuP' 'ydhW' 'pgk'
 'btuF' 'hyaB' 'envC' 'yjcH' 'hyaF' 'puuC' 'speB' 'puuE' 'yhfG' 'gapA'
 'hyaE' 'yffP' 'ydhV' 'ybiI' 'tpiA' 'ddpD' 'mdtD' 'ytfK' 'astE' 'xthA'
 'ydcS' 'lsrG' 'dmsD' 'dkgB' 'viaA' 'ymjE' 'sucA' 'eno' 'ydcU' 'mutS'
 'lsrB' 'yciZ' 'csgA' 'appB' 'insC-5' 'ddpC' 'metK' 'pykF' 'actP' 'ydbK'
 'appC' 'csgB']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
GadX_genes,['lon' 'amtB'],['ydeM' 'btuB' 'murI' 'dtpA' 'glnK' 'ydeN'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
GadE_genes,['cyoE' 'gnd' 'skp' 'lpxD' 'cyoD'],['fabZ' 'lpxA' 'cyoC' 'cyoA' 'purA' 'cyoB'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
