,-0.10711760651271428,-0.07141173767514286,-0.035705868837571444,-2.7755575615628914e-17,0.03570586883757139,0.07141173767514282,0.10711760651271422,0.1428234753502856,0.17852934418785704,0.21423521302542847,0.2499410818629999,0.2856469507005713,0.3213528195381427,0.35705868837571414,0.3927645572132855,0.42847042605085695,0.4641762948884284,0.4998821637259998,0.5355880325635712,0.5712939014011427
thresh,-0.1249705409315,0.1249705409315,1,,,,,,,,,,,,,,,,,
unreg,2,11,238,3417,243,8,1,1,1,0,0,0,0,0,0,0,1,0,0,0
unreg_genes,[],[],[],[],[],[],[],['borD'],['lrhA'],[],[],[],[],[],[],[],['thrA'],[],[],[]
