,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A
0,control__wt_glc,0.0,0.4044372205724233,2.0,0.0,0.285980301231,1.0,-0.285980301231,,,,,,,,
1,fur__wt_dpd,-4.503102784355,0.4020068510133645,2.0,2.0,-4.21884101392,3.0,-4.78736455479,,,,,,,,
2,fur__wt_fe,0.416744960791,0.10112040336399522,2.0,4.0,0.488247883726,5.0,0.345242037856,,,,,,,,
3,fur__delfur_dpd,-3.9743486962950003,0.2936598780689939,2.0,6.0,-4.181997587440001,7.0,-3.76669980515,,,,,,,,
4,fur__delfur_fe2,0.2020221841515,0.04518387460785933,2.0,8.0,0.233972008287,9.0,0.170072360016,,,,,,,,
5,acid__wt_ph5,-1.3231973423399999,0.05698643940648235,2.0,10.0,-1.2829018446,11.0,-1.36349284008,,,,,,,,
6,acid__delgadx_ph5,-0.9715002520595,0.7562669235234223,2.0,12.0,-0.43673878204899996,13.0,-1.50626172207,,,,,,,,
7,acid__delgadw_ph5,-1.453909698295,0.1630911120827955,2.0,14.0,-1.33858686699,15.0,-1.5692325296,,,,,,,,
8,acid__delgade_ph5,-1.1071519014,0.38736531735754615,2.0,16.0,-0.8332432587,17.0,-1.3810605441,,,,,,,,
9,oxidative__wt_pq,-5.9808106144,0.3817701949301233,2.0,18.0,-6.2507629080900005,19.0,-5.71085832071,,,,,,,,
10,oxidative__deloxyr_pq,-5.36050037525,0.7969221415532369,2.0,20.0,-5.9240094256199995,21.0,-4.7969913248800005,,,,,,,,
11,oxidative__delsoxr_pq,-5.53885400561,0.7655896967804374,2.0,22.0,-4.99750033941,23.0,-6.08020767181,,,,,,,,
12,oxidative__delsoxs_pq,-6.187979343835,0.6529089368656493,2.0,24.0,-5.72630300708,25.0,-6.6496556805900005,,,,,,,,
13,nac_ntrc__wt_csn,0.635776540716,0.24874979380037415,2.0,26.0,0.459883874701,27.0,0.811669206731,,,,,,,,
14,nac_ntrc__wt_cytd,0.3393417385955,0.0524418058589048,2.0,28.0,0.302259782055,29.0,0.376423695136,,,,,,,,
15,nac_ntrc__wt_gln,-0.8690520663245,0.09488716659018863,2.0,30.0,-0.8019567073810001,31.0,-0.9361474252680001,,,,,,,,
16,nac_ntrc__bw_delnac_csn,0.06620128593315,0.017061908220573466,2.0,32.0,0.0541366949304,33.0,0.0782658769359,,,,,,,,
17,nac_ntrc__bw_delnac_cytd,-0.748948583649,0.33756328521763723,2.0,34.0,-0.510255295592,35.0,-0.9876418717059999,,,,,,,,
18,nac_ntrc__bw_delnac_gln,-1.725939189575,0.03095597832942471,2.0,36.0,-1.74782837177,37.0,-1.70405000738,,,,,,,,
19,nac_ntrc__bw_delnac_nh4,1.61789154713,0.25160597942712065,2.0,38.0,1.79580384137,39.0,1.43997925289,,,,,,,,
20,misc__wt_no_te,-3.2003191702150002,0.29365298459812045,2.0,40.0,-3.40796318694,41.0,-2.9926751534900005,,,,,,,,
21,misc__bw_delcbl,-0.49806002158850005,0.06437919850960984,2.0,42.0,-0.543582989422,43.0,-0.45253705375500003,,,,,,,,
22,misc__bw_delfabr,0.4823345392775,0.6169891469834485,2.0,44.0,0.046057329527,45.0,0.9186117490279999,,,,,,,,
23,misc__bw_delfadr,-0.6893899845015,0.14310766270788122,2.0,46.0,-0.790582383242,47.0,-0.588197585761,,,,,,,,
24,misc__nitr_031,-4.24002277736,,1.0,48.0,-4.24002277736,,,,,,,,,,
25,omics__wt_glu,-2.2108399043299998,0.01387112382593949,2.0,49.0,-2.22064827005,50.0,-2.2010315386099997,,,,,,,,
26,omics__wt_gly,-0.17879825268849997,0.038685043947108456,2.0,51.0,-0.151443795783,52.0,-0.20615270959399998,,,,,,,,
27,omics__wt_thr,-4.081468464795,0.7181684166185749,2.0,53.0,-3.57364670737,54.0,-4.58929022222,,,,,,,,
28,omics__bw_ac,1.2141403689149999,0.0960739615182359,2.0,55.0,1.2820749186,56.0,1.14620581923,,,,,,,,
29,omics__bw_fum,3.1274206570150005,0.4730822299761647,2.0,57.0,2.7929010041400004,58.0,3.46194030989,,,,,,,,
30,omics__bw_glc,3.32665553881,0.21243845021247235,2.0,59.0,3.47687220754,60.0,3.17643887008,,,,,,,,
31,omics__bw_pyr,3.2998882609600004,0.05271291639638043,2.0,61.0,3.26261460032,62.0,3.3371619216000004,,,,,,,,
32,ompr__wt_nacl,-4.953933668155,0.24128878897003256,2.0,63.0,-5.12455060706,64.0,-4.78331672925,,,,,,,,
33,ompr__bw_delompr_nacl,-5.14835797852,0.2730268987323816,2.0,65.0,-4.95529880698,66.0,-5.34141715006,,,,,,,,
34,minspan__wt_ade,0.702982216471,,1.0,67.0,0.702982216471,,,,,,,,,,
35,minspan__wt_glc,1.2426582787270002,0.21007674303613755,4.0,68.0,0.985147967238,69.0,1.15740332564,70.0,1.4200713772100002,71.0,1.40801044482,,,,
36,minspan__wt_glc_anaero,3.56228587137,0.12866452561426978,2.0,72.0,3.4713063128099995,73.0,3.6532654299300003,,,,,,,,
37,minspan__wt_trp,-0.978236561587,,1.0,74.0,-0.978236561587,,,,,,,,,,
38,minspan__bw_delcra_glc,0.71444653367,0.23594810330773006,2.0,75.0,0.547606029813,76.0,0.881287037527,,,,,,,,
39,minspan__bw_delcra_trp,2.66365779635,,1.0,77.0,2.66365779635,,,,,,,,,,
40,minspan__bw_delmntr,-0.33866883450499996,,1.0,78.0,-0.33866883450499996,,,,,,,,,,
41,minspan__bw_delnac_ade,0.0309979567978,,1.0,79.0,0.0309979567978,,,,,,,,,,
42,minspan__bw_delnac_glc,4.139134519330001,,1.0,80.0,4.139134519330001,,,,,,,,,,
43,cra_crp__wt_ac,-3.57332392609,0.544130969730431,2.0,81.0,-3.1885652275400003,82.0,-3.95808262464,,,,,,,,
44,cra_crp__wt_fru,-2.5512462718349997,0.5334332768695216,2.0,83.0,-2.92844055922,84.0,-2.17405198445,,,,,,,,
45,cra_crp__delcra_ac,0.8853142241225,0.472406480202279,2.0,85.0,0.551272398495,86.0,1.21935604975,,,,,,,,
46,cra_crp__delcra_fru,-2.128917355765,0.014969301478396538,2.0,87.0,-2.11833246118,88.0,-2.13950225035,,,,,,,,
47,cra_crp__delcra_glc,-0.9638535758250001,0.26128961855657434,2.0,89.0,-1.1486132369600002,90.0,-0.77909391469,,,,,,,,
48,rpoB__wt_031,-1.8266175698299998,,1.0,91.0,-1.8266175698299998,,,,,,,,,,
49,rpoB__wt_044,-1.8287053804299997,,1.0,92.0,-1.8287053804299997,,,,,,,,,,
50,rpoB__wt_lb,-5.674785361774999,0.2173522008049493,2.0,93.0,-5.521094146679999,94.0,-5.828476576869999,,,,,,,,
51,rpoB__rpoBE546V_031,-1.0525770781100001,,1.0,95.0,-1.0525770781100001,,,,,,,,,,
52,rpoB__rpoBE546V_044,-2.0261641716,,1.0,96.0,-2.0261641716,,,,,,,,,,
53,rpoB__rpoBE546V_lb,-4.42909240424,0.15854564325048312,2.0,97.0,-4.31698370477,98.0,-4.54120110371,,,,,,,,
54,rpoB__rpoBE546V_glc,1.64457725636,,1.0,99.0,1.64457725636,,,,,,,,,,
55,rpoB__rpoBE672K_glc,0.7154698327807,0.9571309121426026,2.0,100.0,0.0386760743214,101.0,1.3922635912399999,,,,,,,,
56,rpoB__rpoBE672K_lb,-1.7273683745050001,0.041486384101386296,2.0,102.0,-1.75670367803,103.0,-1.69803307098,,,,,,,,
57,crp__wt_fru,2.1299530162,,1.0,104.0,2.1299530162,,,,,,,,,,
58,crp__wt_glyc,1.56230647059,0.1209213205345323,2.0,105.0,1.64781075633,106.0,1.4768021848500001,,,,,,,,
59,crp__delar1_glyc,-6.66025405938,0.14098184493821134,2.0,107.0,-6.75994327796,108.0,-6.560564840800001,,,,,,,,
60,crp__delar1ar2_glyc,-1.9496186242366669,0.4482180208709398,3.0,109.0,-1.47643367819,110.0,-2.3677913807700004,111.0,-2.00463081375,,,,,,
61,crp__delar2_glyc,-2.2681161254633335,0.5343250057698008,3.0,112.0,-1.67897441079,113.0,-2.7213918718700003,114.0,-2.40398209373,,,,,,
62,crp__delcrp_fru,-2.81418755999,0.2953374906900844,3.0,115.0,-2.57508552595,116.0,-3.14432560509,117.0,-2.72315154893,,,,,,
63,crp__delcrp_glc,-3.6002350615900003,0.06376070316269467,3.0,118.0,-3.5522326018,119.0,-3.57589117634,120.0,-3.6725814066300004,,,,,,
64,crp__delcrp_glyc,-2.980994323646667,0.33112776157219737,3.0,121.0,-3.24603618881,122.0,-2.6098100261200003,123.0,-3.08713675601,,,,,,
65,glu__glu_ale3,0.45249678044,,1.0,124.0,0.45249678044,,,,,,,,,,
66,glu__glu_ale4,4.24245359167,,1.0,125.0,4.24245359167,,,,,,,,,,
67,glu__glu_ale5,3.4287675289200004,,1.0,126.0,3.4287675289200004,,,,,,,,,,
68,glu__glu_ale6,2.36491016145,,1.0,127.0,2.36491016145,,,,,,,,,,
69,glu__glu_ale8,-1.22532680146,,1.0,128.0,-1.22532680146,,,,,,,,,,
70,glu__glu_ale9,0.795509910465,,1.0,129.0,0.795509910465,,,,,,,,,,
71,glu__glu_ale10,-0.0197839380561,,1.0,130.0,-0.0197839380561,,,,,,,,,,
72,42c__wt_42c,1.05574335568,,1.0,131.0,1.05574335568,,,,,,,,,,
73,42c__42c_ale1,-1.8960376336099998,,1.0,132.0,-1.8960376336099998,,,,,,,,,,
74,42c__42c_ale2,2.85940038942,,1.0,133.0,2.85940038942,,,,,,,,,,
75,42c__42c_ale3,3.41221265448,,1.0,134.0,3.41221265448,,,,,,,,,,
76,42c__42c_ale4,-1.9281083738,,1.0,135.0,-1.9281083738,,,,,,,,,,
77,42c__42c_ale5,4.22849679351,,1.0,136.0,4.22849679351,,,,,,,,,,
78,42c__42c_ale6,0.135409631034,,1.0,137.0,0.135409631034,,,,,,,,,,
79,42c__42c_ale8,-5.5886700208099995,,1.0,138.0,-5.5886700208099995,,,,,,,,,,
80,42c__42c_ale9,2.89884752676,,1.0,139.0,2.89884752676,,,,,,,,,,
81,42c__42c_ale10,-0.474708841096,,1.0,140.0,-0.474708841096,,,,,,,,,,
82,ssw__wt_ac,0.0028682213633899997,,1.0,141.0,0.0028682213633899997,,,,,,,,,,
83,ssw__wt_glc,2.3784000542299997,,1.0,142.0,2.3784000542299997,,,,,,,,,,
84,ssw__wt_glyc,0.498994893865,,1.0,143.0,0.498994893865,,,,,,,,,,
85,ssw__wt_xyl,4.43971762805,,1.0,144.0,4.43971762805,,,,,,,,,,
