,-0.159709371604,-0.13309114300333336,-0.10647291440266671,-0.07985468580200006,-0.05323645720133341,-0.02661822860066676,-1.1102230246251565e-16,0.026618228600666538,0.05323645720133319,0.07985468580199984,0.10647291440266649,0.13309114300333313,0.15970937160399978,0.18632760020466643,0.21294582880533308,0.23956405740599973,0.2661822860066664,0.29280051460733303,0.3194187432079997,0.3460369718086663
thresh,-0.11978202870299999,0.11978202870299999,1,,,,,,,,,,,,,,,,,
unreg,1,0,2,6,29,471,2936,447,27,2,0,1,0,0,0,0,0,1,0,0
unreg_genes,['add'],[],[],[],[],[],[],[],[],[],[],['pyrE'],[],[],[],[],[],['purR'],[],[]
