,-0.11187997360514111,-0.09323331133761759,-0.07458664907009406,-0.055939986802570535,-0.03729332453504701,-0.018646662267523484,4.163336342344337e-17,0.018646662267523553,0.03729332453504709,0.05593998680257063,0.07458664907009414,0.09323331133761766,0.1118799736051412,0.13052663587266472,0.1491732981401882,0.16781996040771174,0.18646662267523528,0.20511328494275882,0.22375994721028236,0.24240660947780585
thresh,-0.10255664247137936,0.10255664247137936,1,,,,,,,,,,,,,,,,,
unreg,1,1,8,10,66,695,2742,635,71,17,3,0,1,1,2,2,1,0,1,0
unreg_genes,['ybdD'],[],[],[],[],[],[],[],[],[],[],[],['aaeB'],['aaeA'],['marA' 'marR'],['marB' 'bhsA'],['aaeX'],[],['yhcN'],[]
