,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,LB__LBexp,-13.012001086633333,1.9430773356283584,3.0,0.0,-13.7119471847,1.0,-14.5081337028,2.0,-10.8159223724,,,,,,,,,,
1,LB__LBtran,-9.562396039866664,0.725596084657037,3.0,3.0,-9.9710020344,4.0,-9.9915522236,5.0,-8.7246338616,,,,,,,,,,
2,LB__LBstat,-6.785783140866666,2.6304825799452694,3.0,6.0,-9.5487582972,7.0,-6.4969596545,8.0,-4.3116314709,,,,,,,,,,
3,LB__LBGexp,-11.591393298066668,0.2829095017629612,3.0,9.0,-11.8845377439,10.0,-11.5696711316,11.0,-11.3199710187,,,,,,,,,,
4,LB__LBGtran,-7.9745197375,2.766255582951286,2.0,12.0,-6.0184816563,13.0,-9.9305578187,,,,,,,,,,,,
5,LB__LBGstat,-3.3989155338666666,1.140760705131802,3.0,14.0,-4.7139410367,15.0,-2.8074779786,16.0,-2.6753275863,,,,,,,,,,
6,Life Cycle__S0,-13.214834349466665,2.0628640608558735,3.0,17.0,-15.2477682521,18.0,-13.2734455089,19.0,-11.1232892874,,,,,,,,,,
7,Life Cycle__S1,-15.272121277966667,1.6242584034664933,3.0,20.0,-16.2204996304,21.0,-13.396629409,22.0,-16.1992347945,,,,,,,,,,
8,Life Cycle__S2,-10.651032891633335,1.2910061127543047,3.0,23.0,-9.418702465900001,24.0,-11.99364017,25.0,-10.540756039,,,,,,,,,,
9,Life Cycle__S3,-6.6659094456000005,0.9686735760766184,2.0,26.0,-5.9809537912,27.0,-7.3508651,,,,,,,,,,,,
10,Life Cycle__S4,1.6973430762666666,0.995143798426175,3.0,28.0,0.5489161325,29.0,2.3054364193,30.0,2.237676677,,,,,,,,,,
11,Life Cycle__S5,47.20210087,1.7082756582141463,3.0,31.0,45.2595089009,32.0,48.4699740884,33.0,47.8768196207,,,,,,,,,,
12,Life Cycle__S6,66.6083010982375,4.310654788722721,8.0,34.0,68.3544257468,35.0,74.2056932304,36.0,65.811530285,37.0,66.3027952071,38.0,70.5784160407,39.0,62.766114991,40.0,63.6543701278,41.0,61.1930631571
13,Life Cycle__S7,56.803100448866665,2.2098550268374546,3.0,42.0,58.3887768645,43.0,57.7416437612,44.0,54.2788807209,,,,,,,,,,
14,Life Cycle__S8,57.21889169545,0.28165011925894706,2.0,45.0,57.4180484047,46.0,57.0197349862,,,,,,,,,,,,
15,Life Cycle__G135,-3.7408860161,7.424652333966162,2.0,47.0,-8.9909080294,48.0,1.5091359972,,,,,,,,,,,,
16,Life Cycle__G150,-10.464742169866666,2.6984943972688615,3.0,49.0,-8.6115530301,50.0,-13.5607005915,51.0,-9.221972888,,,,,,,,,,
17,Life Cycle__G180,-8.253969402800001,2.9067352985389423,3.0,52.0,-7.4385586738,53.0,-11.4813270691,54.0,-5.8420224655,,,,,,,,,,
18,Stress Time Course__C30,1.7564407571,1.0060969996726918,2.0,55.0,2.4678587681,56.0,1.0450227461,,,,,,,,,,,,
19,Stress Time Course__C90,-11.2572704834,6.2105879190280735,2.0,57.0,-6.8657216507,58.0,-15.648819316099999,,,,,,,,,,,,
20,Biofilm__BI,-17.64878518165,1.6768255158865346,2.0,59.0,-16.4630904885,60.0,-18.8344798748,,,,,,,,,,,,
21,Biofilm__BC,-0.500795712225,5.819197428586742,4.0,61.0,3.5755495816,62.0,-4.582858981,63.0,5.3462624636000005,64.0,-6.3421359131,,,,,,,,
22,Biofilm__Sw,-13.77506749225,2.3622810537144634,2.0,65.0,-12.1046825401,66.0,-15.4454524444,,,,,,,,,,,,
23,Life Cycle__BT,50.1281062005,0.8592919825778044,2.0,67.0,49.5204950126,68.0,50.7357173884,,,,,,,,,,,,
24,Life Cycle__B36,37.599579876,1.4622151798134495,2.0,69.0,36.5656376068,70.0,38.6335221452,,,,,,,,,,,,
25,Life Cycle__B60,18.702684902999998,0.3101146878156573,2.0,71.0,18.4834007043,72.0,18.9219691017,,,,,,,,,,,,
26,M9__M9exp,-3.33333360913457e-11,10.31691620619087,3.0,73.0,5.6623578558,74.0,6.2458270564,75.0,-11.9081849123,,,,,,,,,,
27,M9__M9tran,-11.418652537666667,1.3291714131030756,3.0,76.0,-10.9196153394,77.0,-10.4112232256,78.0,-12.925119048,,,,,,,,,,
28,M9__M9stat,1.9094690192333335,0.3614665566465833,3.0,79.0,2.3057521243,80.0,1.8248080688,81.0,1.5978468646000001,,,,,,,,,,
29,Supplement__M+G,-8.518285008633333,6.721415279471369,3.0,82.0,-0.7572779973,83.0,-12.4487983797,84.0,-12.3487786489,,,,,,,,,,
30,Supplement__Glu,-12.287712041733334,1.1376540619553963,3.0,85.0,-12.1267155519,86.0,-13.4972881681,87.0,-11.2391324052,,,,,,,,,,
31,Supplement__Fru,-12.137059522633331,1.8252229020328972,3.0,88.0,-13.4208707752,89.0,-12.9426725121,90.0,-10.0476352806,,,,,,,,,,
32,Supplement__Mal,-10.440762469433333,1.905888353943695,3.0,91.0,-9.8798470717,92.0,-8.8782766382,93.0,-12.5641636984,,,,,,,,,,
33,Supplement__G+S,31.574995583400003,4.502012970739933,2.0,94.0,28.3915916828,95.0,34.758399484,,,,,,,,,,,,
34,Supplement__Pyr,27.887965839199996,9.210716457568152,3.0,96.0,17.262788835,97.0,33.6086081169,98.0,32.7925005657,,,,,,,,,,
35,Supplement__Gly,2.6035852281333334,2.9036466510395433,3.0,99.0,2.0720344434,100.0,0.0024364505,101.0,5.7362847905,,,,,,,,,,
36,Supplement__Glucon,9.424358491766666,5.805537755878978,3.0,102.0,13.8287745502,103.0,11.5988053522,104.0,2.8454955729,,,,,,,,,,
37,Stressors__aero,4.824174108433334,6.057714590678071,3.0,105.0,10.4179169751,106.0,-1.6097891052,107.0,5.6643944554,,,,,,,,,,
38,Stressors__nit,11.383533283866667,13.370841356887933,3.0,108.0,26.6614618157,109.0,1.8163383722000002,110.0,5.6727996637,,,,,,,,,,
