,-0.09014179285509268,1.3877787807814457e-17,0.0901417928550927,0.18028358571018538,0.2704253785652781,0.3605671714203708,0.4507089642754634,0.5408507571305561,0.6309925499856488,0.7211343428407415,0.8112761356958342,0.9014179285509268,0.9915597214060194,1.0817015142611122,1.1718433071162049,1.2619850999712976,1.3521268928263903,1.442268685681483,1.5324104785365757,1.6225522713916685
thresh,-0.045070896427546345,0.045070896427546345,4,,,,,,,,,,,,,,,,,
unreg,2,4238,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZntR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zur,0,0,1,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
CueR,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unreg_genes,['rcnA' 'rpmE'],[],[],['yodB' 'mepM'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
ZntR_genes,['zntA'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
Zur_genes,[],[],['znuB'],['znuC' 'pliG'],['znuA'],[],['ykgO' 'ykgM'],['zinT'],[],[],[],[],[],[],[],[],[],[],[],[]
CueR_genes,[],['moaE' 'moaA' 'moaC' 'moaD' 'moaB'],['cueO' 'copA'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
