,A,Zur,CueR,ZntR
misc__bw_delfadr__2,-0.7139647202206598,-0.5226656665,0.32707166500000096,0.20711619900000056
misc__nitr_031__1,-2.4111255938706253,-0.5847085485000001,1.395818793000001,0.8226935510000004
omics__wt_glu__1,0.7554418740277967,-0.2587204645000005,0.28934747099999925,-0.5670709870000001
omics__wt_glu__2,0.4353355922852469,-0.048512734500000036,0.4384953339999997,-0.3058017399999997
omics__wt_gly__1,1.0927025196522082,-0.4241077295000002,0.1019470509999998,-0.25584502799999953
omics__wt_gly__2,1.1743446859353046,-0.5096178975000011,0.1639245400000009,-0.566015224
omics__wt_thr__1,17.27270712039418,0.9846825224999982,1.3336302200000008,-0.07603219599999989
omics__wt_thr__2,17.489174664930403,0.8670415494999997,1.3019119249999995,-0.21318868599999966
omics__bw_ac__1,0.1820446620371588,0.010149371499999836,0.7743245059999992,0.3185493089999998
omics__bw_ac__2,-0.5299756058442625,-0.06284466349999995,0.5968365520000001,0.35538201700000016
omics__bw_fum__1,0.2647390891867592,0.04605367949999994,0.2499391820000003,0.16475628700000033
omics__bw_fum__2,-0.3810726686478484,0.0500317284999996,0.2763176509999994,-0.009736905000000462
omics__bw_glc__1,0.6576092845573561,0.04686760450000005,0.5340646840000005,0.034073108000000296
omics__bw_glc__2,0.6078143562083465,0.11271779249999893,0.6549762369999987,0.01853872600000006
omics__bw_pyr__1,-1.4828557350394675,0.2486784704999998,0.22362497099999867,-0.11171756899999964
omics__bw_pyr__2,0.3726480296705221,0.12743802049999964,0.3837696159999995,0.6796586939999996
ompr__wt_nacl__1,17.217607700406273,-1.0728871955000008,0.6738677559999999,0.1407143830000006
ompr__wt_nacl__2,17.02598862343768,-1.045447890500002,0.5293551980000002,0.10703332300000046
ompr__bw_delompr_nacl__1,-0.7914678138460779,-1.5318652015000005,-0.00890155900000078,0.7149863430000005
ompr__bw_delompr_nacl__2,-1.1790707615183316,-1.4709741225000004,0.1253606240000016,0.8954310430000003
minspan__wt_ade__1,2.66401251100529,-0.2273418495000001,-0.7461182890000001,1.2355172259999998
minspan__wt_glc__2,11.195642476587809,-0.6656290755000001,-0.5927060640000006,0.6761997410000005
minspan__wt_glc__3,2.367511644565212,-0.5551482775000007,-1.0339018829999995,0.7817960780000002
minspan__wt_glc__4,1.2827589115937863,-0.7013574275000005,-0.7218596759999993,0.2608439030000005
minspan__wt_glc_anaero__1,-0.3544093891775822,0.20037552650000026,-0.004619330999999782,0.8585879580000002
minspan__wt_glc_anaero__2,-3.526071244857391,-0.29884893150000025,0.15167210899999972,0.7376594409999999
minspan__wt_trp__1,6.304983306820608,0.2369399894999997,-1.0253673990000003,0.7323196570000006
minspan__bw_delcra_glc__2,8.700151723921106,0.4308724744999992,-0.4917163129999995,0.4950409820000017
minspan__bw_delcra_trp__1,5.063763487772848,0.3808315644999993,-0.622431593,0.6700634780000003
minspan__bw_delmntr__1,0.1754398791542666,0.08090320749999957,-0.4072122990000002,0.5172879230000005
minspan__bw_delnac_ade__1,0.3429866006176979,-0.3090079765000002,-0.9152281659999996,1.320687433000001
minspan__bw_delnac_glc__1,8.931355743606098,-0.4784237894999999,-0.8218209479999999,0.37540079899999945
cra_crp__wt_ac__1,-0.5920995804241995,-0.6451809705000002,0.7242385970000003,-0.8515653890000001
cra_crp__wt_ac__2,-1.9819507901273337,-0.5085237715000002,0.7801046789999999,-0.4547235519999999
cra_crp__wt_fru__1,-1.9014687838053996,-0.5281612565000007,0.33365102700000016,-0.4927834550000005
cra_crp__wt_fru__2,-1.105984868312889,-0.2527422245000004,0.2594044300000009,-0.7308572359999994
cra_crp__delcra_ac__1,-1.2809748012892666,-0.10037047550000013,0.7368079809999992,0.4011171430000005
cra_crp__delcra_ac__2,-0.4336104983890422,-0.07211369750000074,0.7136026409999987,0.6325759949999998
cra_crp__delcra_fru__1,-0.6174861521347055,-0.34880154450000056,0.818907212,0.444843552
cra_crp__delcra_fru__2,-0.7736962978909245,-0.7016106925000011,0.8631826069999997,0.42412253300000025
cra_crp__delcra_glc__1,-0.1844512752565184,-0.4702190655000002,0.11578827599999995,-0.3160083899999995
cra_crp__delcra_glc__2,-0.2221492570425641,-0.5834756655,0.07002235400000156,0.005494957999999883
rpoB__wt_031__1,18.349551799871403,-0.5644937384999995,-0.04463198099999843,0.7880137600000001
rpoB__wt_044__1,18.73424661174377,-0.5843948184999999,0.6025369190000003,0.5489348459999999
rpoB__wt_lb__1,-2.272897578018803,-1.350398181500001,0.14416938099999932,-0.15633932699999953
rpoB__wt_lb__2,-1.4469893270416565,-1.2407365835000004,0.14016977300000022,-0.0010748070000001775
rpoB__rpoBE546V_031__1,18.76575168666104,-0.2734321135000002,-0.05552420999999974,0.7344247280000005
rpoB__rpoBE546V_044__1,19.21493667545765,-0.12638140450000002,0.258046825000001,0.580162402
rpoB__rpoBE546V_lb__1,-1.7558454922813405,-1.0776680025000005,-0.3654629949999997,-0.09876639599999937
rpoB__rpoBE546V_lb__2,-1.5100388033215555,-1.0520396635000004,-0.3766201030000005,0.3347892930000009
rpoB__rpoBE546V_glc__1,18.253235812296367,-0.4135708475,-0.4008464499999995,0.665183335
rpoB__rpoBE672K_glc__1,15.029312785562478,-0.5507997275000012,-1.3984289330000002,0.5571858520000017
rpoB__rpoBE672K_glc__2,15.04870970301921,-0.7218510785000003,-1.6202392959999994,0.6373158700000001
rpoB__rpoBE672K_lb__1,-1.5055271540948498,-0.8090023295000002,-1.8705128349999995,0.19902130899999992
rpoB__rpoBE672K_lb__2,-1.2817167703180434,-0.8075626605000004,-1.5007605449999994,0.16327087099999993
crp__wt_fru__1,0.873661321740712,-0.12585330550000062,-0.5407526119999995,0.011184915000000295
crp__wt_glyc__1,0.1398110604840382,-0.3618944135,-0.6244124690000001,-0.027717058999999544
crp__wt_glyc__2,-0.0392820645508721,-0.4390382105000006,-0.4804990059999996,-0.04271162399999984
crp__delar1_glyc__1,-1.555799790126447,0.9188190284999996,0.1022097250000007,0.8353587400000002
crp__delar1_glyc__2,-1.5003705798026283,0.8381003274999994,0.3581837750000005,1.0907230330000006
crp__delar1ar2_glyc__1,-1.1828035670293653,-0.3996332745000002,0.13256457600000005,0.2225233589999993
crp__delar1ar2_glyc__2,-1.0735048190463892,-0.3848452795000004,-0.0018041909999997328,0.22010762000000028
crp__delar1ar2_glyc__3,-1.4513253470210543,-0.31376948449999986,0.1278178729999997,0.07723606600000021
crp__delar2_glyc__1,-2.2784483732525143,0.14620208150000025,0.3738730029999999,0.5341773710000002
crp__delar2_glyc__2,-1.1813611652262708,0.13270107249999885,0.3428278169999999,0.400042805
crp__delar2_glyc__3,-0.9004198462942586,0.20351038050000006,0.412249342,0.22420284499999976
crp__delcrp_fru__1,-1.427420578057429,-0.4779946405000004,1.130582554000001,0.993965106
crp__delcrp_fru__2,-1.984218933607216,-0.6058725255000006,0.9845861410000004,1.073103047
crp__delcrp_fru__3,-1.3344994419193017,-0.6414875494999999,1.0221403889999996,1.1424842360000005
crp__delcrp_glc__1,-1.508005206641861,-0.1223583605000007,0.9908098119999992,0.464721076
crp__delcrp_glc__2,-2.285487465734892,-0.4949096485000002,1.008965388000001,0.7470961000000003
crp__delcrp_glc__3,-2.0590159839077127,-0.17621753350000002,1.065507600000001,0.8480953730000005
crp__delcrp_glyc__1,-3.0877001732525606,-0.6730769685000002,0.2508952129999997,0.6533242170000007
crp__delcrp_glyc__2,-2.1165859165008807,-0.9849810345000004,0.42499066599999935,0.6472907770000003
crp__delcrp_glyc__3,-1.952554620838592,-0.4894325115000005,0.4888920299999997,0.7495920970000016
glu__glu_ale3__1,17.454976174655076,1.0052043604999996,0.5142076409999987,0.4820155320000002
glu__glu_ale4__1,10.11166594883054,0.050931331500000177,-0.2729420219999996,0.06813928300000073
glu__glu_ale5__1,11.3921605809962,-0.2645540555000005,-0.6946743540000001,-0.14879219499999952
glu__glu_ale6__1,10.819544261555691,-1.1242399935000007,-1.2932681999999989,-0.4219649949999997
glu__glu_ale8__1,0.9477487176684244,0.8724555714999997,0.4282359209999997,0.5565130950000006
glu__glu_ale9__1,13.496682133861317,1.0339259244999992,0.09675078199999998,0.4144161470000016
glu__glu_ale10__1,17.36170089156957,1.1083022565,0.2656669980000004,0.016406567999999844
42c__wt_42c__1,5.614336935501301,-0.9355485865000004,-0.11400656200000014,0.4314822289999993
42c__42c_ale1__1,-0.8746034150140481,0.5861118694999998,0.11223604700000056,0.20635662900000007
42c__42c_ale2__1,2.609809695862848,0.30535956750000004,0.1253356280000002,-0.21623458299999945
42c__42c_ale3__1,-0.7005437156492949,-0.4537730235000002,0.20248016700000004,-0.039309115000000006
42c__42c_ale4__1,0.345062347845164,1.5310206434999998,0.9641573159999988,1.1833695639999997
42c__42c_ale5__1,1.3256687137563414,-0.7137330815000009,-0.5143714940000006,-0.1790382269999995
42c__42c_ale6__1,-1.6525290769282917,1.3091412955,0.9285628299999996,0.7084956450000002
42c__42c_ale8__1,0.3029758969378685,1.7836026315,1.091873401,0.9586829020000004
42c__42c_ale9__1,1.5531607412537534,-0.6615512295000006,-0.5366429769999996,-0.4309154079999997
42c__42c_ale10__1,1.1750922740715826,1.2444903354999992,0.8614838290000001,0.6550239389999994
ssw__wt_ac__1,0.2177332022309556,-0.7333832234999997,0.9977267569999996,0.8650464220000016
ssw__wt_glc__1,21.01792937512425,-0.9241867475000012,-0.43034901199999975,-0.07888501099999967
ssw__wt_glyc__1,3.663255472782125,0.9316784124999992,0.355503959,1.014938355
ssw__wt_xyl__1,0.2251423576960927,1.3021813904999997,0.05788077400000001,1.6847607620000016
ssw__glc_ale1__1,-0.8088438175447498,-0.26323646650000043,-0.6482261869999997,1.4753316989999998
ssw__glc_ale2__1,-1.1617893157481414,0.4847565024999989,-0.4277741619999995,0.7940970620000005
ssw__glc_ale3__1,-0.3536141836959188,0.5085823865000005,-0.5801080130000003,0.6223649299999998
ssw__glyc_ale1__1,-2.589787415724368,-0.055429279500000206,-0.3450899930000002,1.3841819050000002
ssw__glyc_ale2__1,-1.2338779960581916,0.7394252904999998,-0.7708083399999994,0.7286662399999999
ssw__xyl_ale1__1,0.7513780234812875,0.3310587255000001,-0.0954618190000005,0.8763512280000008
ssw__xyl_ale2__1,0.9706593875143849,0.6484007044999993,-0.2612267130000001,0.7174335190000001
ssw__xyl_ale3__1,0.4051136707673911,-0.2726000165000002,-0.0567179969999998,0.942847799
ssw__glc_ac_ac2__1,0.9487827509061022,0.1823298885,-1.0049782829999998,0.3701851220000005
ssw__glc_ac_glc1__1,0.5863963245098305,0.25920098950000003,-0.31878956300000016,0.8256620720000001
ssw__glc_glyc_glc__1,1.4414022792823658,0.7194006334999994,-0.05917424100000001,1.0147313170000016
ssw__glc_glyc_glyc__1,-0.381766070748664,0.8599847034999994,-0.23948319599999834,1.0430991609999998
ssw__glc_xyl_glc__1,2.295315650835804,0.3672266264999999,-0.7775319039999999,0.6848493600000003
ssw__glc_xyl_xyl__1,1.1611384863807075,-0.5916081155000006,-0.9707127759999999,0.44808741800000096
ica__wt_glc__1,0.6588872989933541,-1.1592407795000002,-1.7909353149999996,-0.012055995999999958
ica__wt_glc__2,0.9439390283978448,-1.3672645305000002,-1.7164388009999998,-0.16128660399999986
ica__wt_glc__3,-1.0507248097939332,-1.1595264215000007,-0.7580805599999998,0.0899757189999999
ica__wt_glc__4,0.4911221039840026,-1.0125074755000003,-1.212571497,-0.02263603699999983
ica__arg_sbt__1,-1.116238188473477,-0.4845487065000009,-0.7675646840000008,0.4706540980000007
ica__arg_sbt__2,-0.6089530684338237,-0.4417167775,-1.0830809820000002,0.5457840620000001
ica__cytd_rib__1,-0.0639997407115263,-1.1504756225,-0.6868014019999995,0.36502443100000015
ica__cytd_rib__2,-0.5781718855850069,-1.2259896625,-0.7388313719999999,0.1756848910000004
ica__gth__1,-0.0635184544758337,-0.28332338450000005,0.8687788430000003,2.296672257
ica__gth__2,-0.4981962834261267,-0.24017176849999974,0.9283040739999996,2.4247455249999987
ica__leu_glcr__1,0.2280818755813657,-1.144812470500001,-1.3918341649999997,0.7329282789999993
ica__leu_glcr__2,0.2938399550582153,-1.2836989505000007,-1.6054886040000005,0.7048126310000002
ica__met_glc__1,0.6814166094498667,-1.4936964975000002,-1.900130431,-0.2441349820000003
ica__met_glc__2,0.3199108959106474,-1.3544498525000002,-1.869874672,-0.06641860999999949
ica__no3_anaero__1,-0.4716749953506067,-0.19547267150000192,0.06916095900000041,0.6072302799999996
ica__no3_anaero__2,-1.0633454697208742,-0.1535959575000012,0.1912385109999999,0.5705991770000001
ica__phe_acgam__1,-0.7623686348519161,-1.2227539475000002,-1.3150160729999998,-0.11557627699999973
ica__phe_acgam__2,-0.2071556423770996,-1.3332954094999998,-1.4693723379999994,-0.2525630950000002
ica__thm_gal__1,-1.3524351833323118,-0.8710459315000003,-0.3962743040000003,0.5378046639999994
ica__thm_gal__2,-1.0288873973282102,-1.0140530484999999,-0.2511019699999997,0.4631751620000006
ica__tyr_glcn__1,-0.1691881512838171,-1.2646181094999998,-1.7861310809999995,-0.16111774799999967
ica__tyr_glcn__2,-0.0827745968983741,-1.1400120985000006,-1.6808853790000002,-0.21809483799999985
ica__ura_pyr__1,-0.9576102032483496,-1.0901010345,-1.213434297,0.177298682
ica__ura_pyr__2,-0.3166160450801872,-1.0105897465,-0.9978550709999999,0.36603393399999984
ica__wt_glc__5,1.4749317714970338,-0.9935873995000001,-1.2270638949999997,0.19583840499999994
ica__wt_glc__6,1.10676242568924,-1.1789054865000006,-1.510463411,0.055213419000000215
ica__bw_delpurR_cytd__1,0.4430409182351079,-0.7149185144999999,-1.476201488,-0.16118989199999945
ica__bw_delpurR_cytd__2,1.4088799792841404,-0.4758987465000004,-1.1857328669999996,0.15129061800000088
ica__ade_glc__1,1.6182064642501623,-0.6572269334999996,-1.202549833,0.2993335520000002
ica__ade_glc__2,0.8230995832650139,-0.8629779765000007,-1.651241444,-0.4248585540000001
ytf__wt_glc__1,1.2845038099387418,-0.14036223750000065,-0.2891684720000001,0.4324927030000003
ytf__wt_glc__2,1.3092162803423606,-0.10722731750000047,-0.07888615699999946,0.7299857080000011
ytf__delyafC__1,-0.0260652994485224,0.0944165434999995,-0.11830505999999907,0.7563237320000002
ytf__delyafC__2,-0.4645134440854535,-0.043027704500000034,-0.0297017180000001,0.8378199739999994
ytf__delyeiE__1,-0.8161047633118259,-0.4942788565000002,-0.26395706799999985,0.2283788170000003
ytf__delyeiE__2,-1.5359445537265417,-0.7484538125000011,-0.376644056,0.4076609050000002
ytf__delyiaJ__1,-0.3792215966502244,-0.14889295850000028,-0.11345742800000025,0.839135273000001
ytf__delyiaJ__2,-0.8233287037939937,0.012306857499999602,0.29474142099999945,0.8227036710000002
ytf__delyieP__1,-0.0184139223994627,0.3395330624999993,0.015263211999999804,0.8869749230000004
ytf__delyieP__2,0.8058763215154399,0.22712072649999995,0.06550912699999856,0.986135901
ytf__wt_ph5__1,0.4366903947132731,-0.5803117365000006,-0.16405392999999968,0.6530238370000001
ytf__wt_ph5__2,0.0549160082028362,-0.8563641445000005,-0.09556930699999988,0.4033367880000007
ytf__wt_ph8__1,0.6305700964829017,-1.2819109945000005,-0.6784788959999997,0.19857317200000055
ytf__wt_ph8__2,0.5586343929851026,-0.9371278525000006,-0.3969503520000002,-0.025951111999999558
ytf__delybaO__1,-1.1815128014701228,0.05743248849999905,-0.061325588999999965,0.5836488030000009
ytf__delybaO__2,0.2418589098861774,-0.033844345500000365,-0.07750396700000017,0.5818727350000001
ytf__delybaQ__1,0.1715524476215074,-0.5852998475,-0.4661626430000005,-0.011840442999999643
ytf__delybaQ__2,0.1512423249343934,-0.7957823345000001,-0.642832179,0.05056106200000077
ytf__delybiH__1,1.4837361279755177,0.20704792650000048,0.07602079300000053,0.7891601380000006
ytf__delybiH__2,1.2026843465349617,0.1979475964999997,0.5411938430000003,1.002194471
ytf__delydcI_ph5__1,-0.0341743164609245,-0.8429766615000007,-0.4086148070000002,0.4195736009999997
ytf__delydcI_ph5__2,0.8905269192637755,-1.0465200505000007,-0.5110712379999995,0.23251645300000054
ytf__delydcI_ph8__1,0.0781196939493956,-0.9565513465000004,-0.7179671079999999,0.14580405500000015
ytf__delydcI_ph8__2,1.3852094576765912,-1.1918895005000003,-0.9645429280000002,0.07726645700000034
ytf__delyddM__1,0.2951854668984434,-0.6159716365000003,-0.4043646549999993,0.5283315180000008
ytf__delyddM__2,0.7422031562554051,-0.6087997205000004,-0.41739825599999936,0.4257330100000001
ytf__delyheO__1,-1.2799440699403837,0.06480099549999974,-0.2812582190000006,0.7668387020000003
ytf__delyheO__2,0.3303757039270013,0.11632332249999955,-0.20078301499999984,0.5594287439999999
fps__bw_glc__1,1.191320819981894,-0.8588446495000001,-0.6636507080000005,0.17539994500000056
fps__bw_glc__2,0.5067836286706504,-0.9060102005000008,-0.7530940529999999,0.14933366600000042
fps__fps_thrA_ale1__1,0.4096459339879971,-0.8218234855000004,-0.4842114479999999,0.3448057460000005
fps__fps_thrA_ale1__2,1.0286076355729044,-0.8918323465000002,-0.8823575520000002,0.5925289730000003
fps__fps_thrA_ale2__1,0.8543375330174888,-1.1296403655000002,-0.5552258059999984,0.4507054669999997
fps__fps_thrA_ale2__2,1.145692236181126,-1.0301543155000008,-0.418359873,0.4411016430000005
fps__fps_serB_ale1__1,0.5579915280326151,-0.8860277145000001,-0.5666503919999997,0.5189636040000005
fps__fps_serB_ale1__2,0.0875358265468795,-0.8365474915000002,-0.4001241980000003,0.466547007
fps__fps_serB_ale4__1,0.2635260268920759,-0.29603818849999985,0.0009106069999997856,0.88491068
fps__fps_serB_ale4__2,0.9218534293433372,-0.4304220494999989,0.3956420180000002,1.3001272410000002
fps__fps_ptsI_ale1__1,1.4904934421440126,-1.3080411965000005,-0.7971819840000007,0.10334224500000032
fps__fps_ptsI_ale1__2,1.4011265438039382,-1.015980636500001,-0.9030943970000004,0.2509742949999998
fps__fps_ptsI_ale3__1,1.0189323260202745,-1.0195278675,-1.0464138419999998,0.2999395180000004
fps__fps_ptsI_ale3__2,0.8936585212724475,-1.0563282385000008,-0.9195555639999996,0.13568509200000012
pal__lyx_ale2_f6__1,0.1410389300401068,-0.6470216935000002,-0.12899306799999974,0.7989454039999995
pal__lyx_ale2__1,-0.1068030721219526,-0.821401851500001,-0.4484770749999996,0.3454108480000002
pal__lyx_ale2__2,0.7939237838817245,-0.6911165555000007,-0.725716824,0.4955082100000006
pal__lyx_ale4__1,0.9593819462152118,-0.9144942075000008,-0.8927484130000005,-0.5841326329999994
pal__lyx_ale4__2,0.6190565521318022,-1.0781173255,-1.0021277379999995,-0.3363269999999998
pal__5drib_ale10_f18__1,0.3243105433430058,-0.8243140355000005,-0.1041064770000002,0.8668400410000006
pal__5drib_ale10_f18__2,0.3511574112691604,-0.8877684045,-0.044978311999999576,0.7559262280000008
pal__5drib_ale10__1,0.4785018782184482,-0.8438522834999995,0.128543348,0.8802569480000004
pal__arab_ale14_f9__1,0.9850745515314976,-0.6488489654999999,0.06900659900000061,0.5768000149999999
pal__arab_ale14_f9__2,-0.0263826191040026,-0.5602395825000013,-0.1416680940000008,0.7304844309999998
pal__arab_ale14__1,0.4376735260010854,-1.1977325505000005,-0.6376162880000003,0.08583226300000035
pal__arab_ale14__2,0.4050039212575351,-0.8833316615000006,-0.6757451730000001,-0.3147802689999999
pal__arab_ale16__1,-0.7471640706491794,-0.38120025750000064,-0.2035667309999996,0.714927909
pal__arab_ale16__2,0.2741462215470122,-0.2804059834999997,0.050518275000000834,0.8783063090000001
pal__tartr_ale26_f10__1,14.079867512121163,-0.5736642705000001,-0.12992495199999965,0.2716058780000008
pal__tartr_ale26_f10__2,9.767917718815475,-0.46052934250000105,-0.04674183199999949,0.6005379309999999
pal__tartr_ale26__1,15.481777235284946,-0.8469607605,-0.2700648259999996,0.766367925
pal__tartr_ale26__2,15.762891555144751,-0.7250932875,-0.42636439400000015,0.5347836710000005
pal__tartr_ale28_f10__1,-0.8340172587035523,-0.7159329915000008,0.8873607540000004,1.3886925750000003
pal__tartr_ale28_f10__2,1.702455722067457,-0.6648997575000006,0.8933965480000001,1.0364558030000008
pal__tartr_ale28__1,1.1384964791504295,-0.8173595334999995,-0.2335288259999997,0.4480375499999996
pal__tartr_ale28__2,0.291205231021138,-0.3386111845000004,-0.1692188099999994,0.3333424430000003
efeU__delmenFentC_citr__1,0.297979205395761,-0.4812033655000008,-0.4273375819999998,0.370853822
efeU__delmenFentC_citr__2,0.8855645632208371,-0.008798778500000104,-0.5476381740000003,0.3948822710000002
efeU__delmenFentC__1,1.0444800702997252,-0.9789586035000006,0.2302463340000003,0.682313926
efeU__delmenFentC__2,1.0213927787800805,-0.8341732625000011,0.07376792900000062,0.8076257839999998
efeU__menFentC_ale39__1,-0.0920534768228826,0.31864965349999963,-0.7756422069999998,0.6887930470000017
efeU__menFentC_ale39__2,0.7686132957640165,0.1436795085,-0.7028825449999996,0.7706106210000003
efeU__menFentC_ale29__1,1.7179022446172854,0.4336531194999997,-0.4877555940000002,0.9588222870000004
efeU__menFentC_ale29__2,0.2426057163912999,0.3263810934999993,-0.22963083599999834,1.0866672670000002
efeU__menFentC_ale30__1,1.1948508791466808,-0.9871033905000006,-1.3624823629999998,0.20233926100000052
efeU__menFentC_ale30__2,0.714175994407685,-1.0548712654999999,-1.2677277380000005,0.07354612999999954
efeU__menFentCubiC_ale36__1,0.0189328508901359,-0.8307463415000003,-0.6321701869999998,0.14478710699999994
efeU__menFentCubiC_ale36__2,0.2362901730611285,-1.0394235295000005,-0.5835643340000001,0.2985958780000004
efeU__menFentCubiC_ale37__1,0.0871768096845784,-0.7820111494999988,-0.5231431469999999,0.9349699520000004
efeU__menFentCubiC_ale37__2,-0.3912607079164697,-0.6723062384999999,-0.4884521709999996,0.7307994730000003
efeU__menFentCubiC_ale38__1,0.3862021726624143,-0.6900735784999998,-0.6494331309999994,0.6773074509999999
efeU__menFentCubiC_ale38__2,0.8711792869510475,-0.7496044435,-0.6812476529999998,0.7263714180000003
misc2__salc_glc__1,1.4565523122200417,-0.8669875735000003,0.13693638500000027,1.16571829
misc2__salc_glc__2,0.8168412817808135,-0.30619884850000023,0.750647581,1.3831712239999998
misc2__dbcn_glc__1,0.2917326167966305,-0.6857831065000006,-0.3782463069999995,-0.09455671399999943
misc2__dbcn_glc__2,0.7889572921189285,-1.1997390195,0.061934664000001576,0.00031683999999998486
misc2__tyr_glc__1,0.5235843400987317,-0.9334926235000004,-0.934960876,0.30871837499999977
misc2__tyr_glc__2,0.0937632733673824,-0.7916889225000006,-0.8861103309999994,0.14710585999999992
misc2__arg_cytd__1,1.872545585355743,-1.1571461725,-1.4515879399999996,-0.2336923610000001
