,A,Fnr,NarL
biocide__h2o2_12h__2,-2.6052518025999998,0.2082039373,0.2021200729
biocide__h2o2_12h__3,1.4959817591,0.1760932673,0.3044311927
biocide__2ppoh_12h__1,-3.8370003387000002,0.5466445614000001,0.1822358449
biocide__2ppoh_12h__2,-2.8236783275,0.5152025342000001,0.0535449426
biocide__2ppoh_12h__3,-2.9450928898,0.400732146,0.2558837536
biocide__paa_12h__1,4.5055621526,0.1717214819,0.18541963890000002
biocide__paa_12h__2,4.2650404652,0.0191047924,0.1349630105
biocide__paa_12h__3,2.0782870691,0.3088587501,0.49897937740000003
biocide__phe_12h__1,1.1956035897,0.2009671556,0.3168235304
biocide__phe_12h__2,2.0562879834,0.0443876464,0.1677739245
biocide__phe_12h__3,0.6465756416,0.2179832945,0.3481023629
biocide__pvp-i_12h__1,0.9275868178000001,0.332161076,0.444073221
biocide__pvp-i_12h__2,7.3567561778,-0.0487828519,0.10183590470000001
biocide__pvp-i_12h__3,0.853667328,0.22229229550000001,0.47273016640000004
biocide__bleach_12h__1,2.0248123463,-0.13260173050000001,0.2039648051
biocide__bleach_12h__2,1.6174189819,0.0773141388,0.3068144353
biocide__bleach_12h__3,2.5168210715,-0.0241015952,0.273390248
biocide__chx_12h__1,-2.2987958377,0.5893290409,0.6227708765000001
biocide__chx_12h__2,-2.1258877982,0.3070388345,0.4498681463
biocide__chx_12h__3,-1.8848073885,0.2197501316,0.5932307085
biocide__bzcl_30m__1,-2.5145641681,0.287546719,-0.0905297466
biocide__bzcl_30m__2,-3.1518192682,0.40118421330000004,-0.1073991004
biocide__bzcl_30m__3,-2.2817087709,0.388749069,0.08224232740000001
biocide__phe_30m__1,-1.9202823355,0.20197490540000002,-0.4226474783
biocide__phe_30m__2,-0.9424092892,0.17172482890000001,-0.4264807337
biocide__phe_30m__3,-2.3863366193,0.2927978321,-0.5035591189
biocide__pvp-i_30m__1,-2.6371893372,0.2198247872,0.11594816520000001
biocide__pvp-i_30m__2,-2.9837291789,0.0283784921,0.2125716054
biocide__pvp-i_30m__3,-2.7945759134,0.1787224295,-0.070068188
biocide__ctrl_12h__1,-2.5842194032,0.35757155150000003,0.0523293393
biocide__ctrl_12h__2,-2.4516020519,0.32179454960000003,-0.1738765959
biocide__ctrl_12h__3,-0.6174877249,0.2417419562,-0.057941677100000005
biocide__ctrl_30m__1,0.5355007553,0.014165511200000001,0.1486953376
biocide__ctrl_30m__2,-0.40504790620000003,0.052952773200000004,-0.2620426246
biocide__ctrl_30m__3,-0.13045284910000002,-0.0671182844,0.1133472871
clpP__wt__1,0.4642820684,-0.0865634136,0.2789825371
clpP__wt_DPTA__1,1.6181624027,1.4925420012,1.4755404416
clpP__wt__2,0.32492743500000004,0.0187624909,-0.36825642550000004
clpP__wt_DPTA__2,0.9750687702,1.3185055078,1.325373016
clpP__wt__3,-0.7892095034000001,0.0678009227,0.0892738884
clpP__wt_DPTA__3,2.5740020549000002,1.2534834047,1.1104033187
clpP__delclpP__1,0.07349154470000001,0.0170366385,-0.5326562676000001
clpP__delclpP_DPTA__1,4.8564817569,1.3079558571,0.44409615280000003
clpP__delclpP__2,1.1522943762,-0.0336556815,-0.49370340430000004
clpP__delclpP_DPTA__2,2.8729826556,1.0205551288,0.5576681859
clpP__delclpP__3,0.043599063300000004,0.0949490676,-0.16748494730000002
clpP__delclpP_DPTA__3,4.9014505041,1.441513244,0.6420409116
colombos2__delydcR__1,-1.0271029377,-0.1323695671,0.23243146320000002
colombos2__delydcR__2,0.420081625,-0.2324718932,0.5674476937
colombos2__delydcR__3,0.6435216451,-0.10928785190000001,0.8659897947
colombos2__delyjiR__1,2.4593047845,-0.32368347410000003,-0.2877400536
colombos2__delyjiR__2,0.7364660981000001,-0.11529488510000001,0.5829394090000001
colombos2__delyjiR__3,0.8391609174,-0.22967213860000002,0.32177951050000003
colombos2__wt__1,1.4048924179,0.2338020884,-0.0768455401
colombos2__wt__2,-0.2102968222,-0.3037351931,-0.4263542628
colombos2__wt__3,-1.1945955957,0.0699331047,0.5031998029
crp_k100__ar1_ar2__1,-9.0974220911,1.1604539591,-0.308143314
crp_k100__ar1_ar2__2,-8.86828016,0.4299474667,0.0373377806
crp_k100__ar1_ar2__3,-7.2274857481,0.3209733046,0.18208399120000002
crp_k100__wt__1,1.3007067336,0.3724001926,-0.44144615190000003
crp_k100__wt__2,-1.0274462894,-0.1817715842,0.2104517336
crp_k100__wt__3,-0.2732604442,-0.1906286084,0.2309944184
crp_k100__K100Q__1,2.1989517947,-0.37520259570000003,0.515368787
crp_k100__K100Q__2,-0.24811914100000002,0.0849805542,0.6484192367
crp_k100__K100R__1,1.4548181278,0.2663450693,0.1659008684
crp_k100__K100R__2,2.9640455723,-0.4927120686,-0.5087278795
crp_k100__K100R__3,-0.0026024498,-0.0509766252,0.1533787933
csrA__wt_t00__1,-0.0169607779,-0.0513239485,-0.0318319626
csrA__wt_t02_30__1,2.1360617842,-2.3506769454,0.7612013160000001
csrA__wt_t05__1,5.9844837748,-5.1327364186,1.3319620447
csrA__wt_t10__1,3.7146353608,-5.1188929344,1.8808941942000001
csrA__wt_t15__1,3.6565331095999998,-4.3981483095,1.6230001279000001
csrA__delcsrA_t00__1,-1.4093553894,-0.1353633723,0.2882104387
csrA__delcsrA_t02_30__1,2.6316488135,-3.5406721412,0.8355320716
csrA__delcsrA_t05__1,7.4328619016,-5.2387007732,1.1536723843
csrA__delcsrA_t10__1,6.4466048221,-4.5451895689,1.2612470446000001
csrA__delcsrA_t15__1,5.6371983391,-4.1218901623,0.7085316708
csrA__wt_t00__2,0.0169607779,0.0513239485,0.0318319626
csrA__wt_t02_30__2,2.116707186,-2.7297899689,0.7714504123
csrA__wt_t05__2,6.282500351,-5.6583522764000005,1.3286149502
csrA__wt_t10__2,3.5473489362,-5.0748165103,1.8153573551000002
csrA__wt_t15__2,3.2731217194,-3.9025083213,1.6194477199000001
csrA__delcsrA_t00__2,-1.8710526342,-0.0606556909,0.3875227331
csrA__delcsrA_t02_30__2,3.6602294342,-3.6474522219,0.4367369922
csrA__delcsrA_t05__2,7.2447924953,-5.2328087462,1.1435023707
csrA__delcsrA_t10__2,6.4027473422,-4.6032559245,1.2988495549
csrA__delcsrA_t15__2,5.2062407746,-3.272672501,0.8683165677
cstr_pfr__str_0005m__1,2.153483715,0.2888071605,0.161336844
cstr_pfr__str_0010m__1,0.6531546982,0.1720216361,-0.1497549017
cstr_pfr__str_0025m__1,0.9179214394,0.2293302324,0.020618348
cstr_pfr__str_0045m__1,2.0083770693,0.21523521,0.1021815826
cstr_pfr__str_0075m__1,0.735876276,0.11560876120000001,0.1230124979
cstr_pfr__str_0120m__1,1.0203216983,0.1209232236,-0.0216603483
cstr_pfr__str_0210m__1,1.1063019557,0.19522726210000002,0.18370033160000002
cstr_pfr__str_0330m__1,1.8090556305,0.1179972345,0.19931002150000002
cstr_pfr__str_1500m__1,1.0279748308,0.1502372341,0.0975494581
cstr_pfr__str_1560m__1,0.991812412,0.14022645620000002,0.0362442179
cstr_pfr__str_1680m__1,0.5056744919,0.11782350750000001,0.0182376896
cstr_pfr__str_ref1__1,-0.0950793484,-0.014069373100000001,-0.00043602200000000005
cstr_pfr__str_ref2__1,1.9651662266,-0.0315630531,0.0665312611
cstr_pfr__str_ref3__1,0.4327886973,-0.0141549879,-0.057538842300000004
cstr_pfr__pfr_P5_0005m__1,1.3375965511,-0.1106713146,0.164669164
cstr_pfr__pfr_P5_0010m__1,1.3298856918,-0.2344536919,0.012752025600000001
cstr_pfr__pfr_P5_0025m__1,1.6431105178,-0.0826404376,0.10650203870000001
cstr_pfr__pfr_P3_0025m__1,0.95299917,-0.0256008087,-0.1344711113
cstr_pfr__pfr_P1_0025m__1,0.28546080160000004,0.0782023473,-0.0234104083
cstr_pfr__pfr_P5_0045m__1,2.4235710758,-0.061452792000000006,0.1155470234
cstr_pfr__pfr_P5_0120m__1,2.7779232485,-0.1692250595,0.1907248333
cstr_pfr__pfr_P3_0120m__1,1.5137235771,-0.041461468200000004,0.1370135902
cstr_pfr__pfr_P1_0120m__1,5.7345673452,-0.1137485844,0.1090688742
cstr_pfr__pfr_P5_0210m__1,2.3967233573,-0.0317671671,0.1568457091
cstr_pfr__pfr_P5_1500m__1,1.6095630380000001,0.1322023543,0.0821505596
cstr_pfr__pfr_P3_1680m__1,0.6903671343000001,0.1073992975,0.0617843458
cstr_pfr__pfr_P5_1680m__1,1.3445183226,0.1209936897,-0.0327660216
cstr_pfr__pfr_P1_1680m__1,0.6268939794,0.0865760295,0.0576043545
cstr_pfr__str_0005m__2,2.3112910881,0.0869610324,-0.1018990825
cstr_pfr__str_0010m__2,0.3497763397,0.14327588460000001,-0.1296229603
cstr_pfr__str_0025m__2,0.5131834294000001,0.2261574416,-0.0031785693
cstr_pfr__str_0045m__2,1.6384880641000001,0.20080978970000002,0.1120271981
cstr_pfr__str_0075m__2,1.4053950903,0.16720264440000002,0.1554664126
cstr_pfr__str_0120m__2,0.9323126877000001,0.105850789,0.0869716888
cstr_pfr__str_0210m__2,1.3041457679000001,0.09419939840000001,0.0395658513
cstr_pfr__str_0330m__2,1.8119610930999999,0.1618353592,0.1620586929
cstr_pfr__str_1500m__2,0.35251885310000003,0.16753480240000002,0.0175127079
cstr_pfr__str_1560m__2,1.1711403149,0.2065221516,0.0092416341
cstr_pfr__str_1680m__2,0.6166390845,0.16651981030000002,0.1139285237
cstr_pfr__str_ref1__2,0.0950793484,0.014069373100000001,0.00043602200000000005
cstr_pfr__str_ref2__2,0.29279587100000004,0.0089584777,0.0219017582
cstr_pfr__str_ref3__2,0.3048661318,-0.0235427967,-0.0127370664
cstr_pfr__pfr_P5_0005m__2,1.4426236023,-0.2587817019,-0.0649560279
cstr_pfr__pfr_P5_0010m__2,1.3011180617,-0.24644766410000002,0.029570828700000003
cstr_pfr__pfr_P5_0025m__2,1.5571290419000001,-0.09211287180000001,0.11365745490000001
cstr_pfr__pfr_P3_0025m__2,0.7729694450000001,0.017315400800000002,0.0553188192
cstr_pfr__pfr_P1_0025m__2,0.4602527375,0.10647242130000001,-0.030395658500000002
cstr_pfr__pfr_P5_0045m__2,3.7615582653,-0.0916118039,0.0906059725
cstr_pfr__pfr_P5_0120m__2,2.5863789894,-0.0331110313,0.1483538805
cstr_pfr__pfr_P3_0120m__2,1.531099674,-0.0461462572,0.10071487820000001
cstr_pfr__pfr_P1_0120m__2,2.7135444506,0.1472780603,0.20215588180000002
cstr_pfr__pfr_P5_0210m__2,0.908064423,-0.0815733439,-0.08376810380000001
cstr_pfr__pfr_P5_1500m__2,1.5045545564,0.1628644928,0.0862120646
cstr_pfr__pfr_P3_1680m__2,2.1101556228,0.0778987927,0.0241249348
cstr_pfr__pfr_P5_1680m__2,0.8134462029,0.0352389719,0.0850111279
cstr_pfr__pfr_P1_1680m__2,0.7937036544,0.0666002566,0.060204776200000004
darobactin__daro_30m__1,1.6958316346,-0.21927705500000003,0.7284092859
darobactin__daro_30m__2,0.7385692384,0.0068389657000000005,0.4246301596
darobactin__solv_1h__1,0.9753216863,-0.39919583750000004,1.0373981939
darobactin__solv_1h__2,2.8034986117000003,-0.15292812990000001,1.2576795023
darobactin__daro_1h__1,4.4671151485,-0.5413516662,1.4009456965
darobactin__solv_1h__3,3.8200503384999998,-0.5255719177,1.2853268692
darobactin__daro_1h__2,3.6257760236000003,-0.4380107324,1.3244833698
darobactin__daro_1h__3,3.0408857567,-0.6924116879000001,1.3857240534
darobactin__daro_30m__3,0.358991618,-0.023623925,0.7652728165
darobactin__solv_30m__1,0.6929136157,-0.2769247087,0.500861994
darobactin__solv_15m__1,0.2679648039,0.022569228400000002,-0.3044582545
darobactin__solv_15m__2,0.20097554880000001,-0.0149231714,0.30226830450000003
darobactin__daro_15m__1,0.48674147030000003,-0.059067987700000005,0.1665464679
darobactin__solv_15m__3,-0.4689403527,-0.007646057,0.00218995
darobactin__daro_15m__2,1.1026601853,-0.3998425611,0.1625546682
darobactin__daro_15m__3,1.1115910388,-0.2961707172,-0.0420865568
darobactin__solv_30m__2,-0.0622527769,-0.0197029371,0.2689682221
darobactin__solv_30m__3,0.6297048604000001,-0.2057315476,0.382244295
ddp__pNT3_aroP__1,1.3732928724,0.0648785776,0.5979051968
ddp__pNT3_aroP__2,1.5579754627,0.1318960147,-0.0199559407
ddp__pNT3_bamC__1,1.0316060338,-0.18930506100000002,1.2818083355
ddp__pNT3_bamC__2,1.5944014584000001,0.048734282000000004,1.0522916616
ddp__pNT3_cusA__1,1.0438436801,-0.1222527779,1.0320046949
ddp__pNT3_cusA__2,1.8769731897000002,0.2651479138,0.7609959868
ddp__pNT3_hemX__1,0.9961310056,-0.18178306500000002,0.5856344474
ddp__pNT3_hemX__2,1.4480553322,-0.0481881923,0.2921182026
ddp__pNT3_empty__1,0.2385552106,0.0035004484000000003,0.0626236352
ddp__pNT3_empty__2,-0.2385552106,-0.0035004484000000003,-0.0626236352
ddp__pNT3_topA__1,2.6348720365,0.2884841145,0.5306601487
ddp__pNT3_topA__2,3.2451633273000002,0.6061379563,0.0063539721
ddp__pNT3_yicR__1,0.3209422939,-0.6059054221,0.25629960960000003
ddp__pNT3_yicR__2,1.1176752972,-0.4301566023,-0.2211240432
ddp__pNT3_yqjD__1,0.5570034402,-0.2255559323,0.7782545998
ddp__pNT3_yqjD__2,0.9147531932,-0.1661942998,0.4418493845
ecomics__del_gabT__1,-0.2194080522,0.0654297724,-0.2558356651
ecomics__del_gabT__2,0.2194080522,-0.0654297724,0.2558356651
ecomics__del_putP__1,-0.2633663249,0.0394489063,0.0252704775
ecomics__del_putP__2,-2.2567198351,0.2651847274,0.0533145967
ecomics__del_entF__1,5.880699242,-0.1274267449,0.35173000730000004
ecomics__del_entF__2,0.7691573646000001,-0.0156335277,0.187345971
ecomics__del_entF__3,0.8844858958,-0.0681908374,0.3538666499
ecomics__del_cysA__1,1.7241414567,-0.3039509496,0.8789809757
ecomics__del_cysA__2,1.5551551769,-0.18626809560000002,0.7735650338000001
elyC__wt_21C__1,1.3106224391,-0.0019092608000000001,-0.17239399390000001
elyC__wt_21C__2,1.2410313835,0.0184901467,-0.039473231000000004
elyC__wt_21C__3,1.427289811,0.0880267361,-0.16596388850000002
elyC__wt_37C__1,-0.2617119014,0.0063945471,0.15780662110000002
elyC__wt_37C__2,0.1121985763,-0.0357761938,-0.0722310566
elyC__wt_37C__3,0.1495133251,0.0293816467,-0.0855755645
elyC__delelyC_21C__1,1.3411299226,0.0098731567,-0.1654629797
elyC__delelyC_21C__2,1.3002357021,-0.1897870955,-0.258966122
elyC__delelyC_21C__3,1.201974885,-0.0409235603,-0.20104031860000002
elyC__delelyC_37C__1,-0.0825826992,-0.0254851513,-0.0865105382
elyC__delelyC_37C__2,-0.2676496424,0.0355440585,0.07553486050000001
elyC__delelyC_37C__3,0.0025079432,0.0057575253,0.061852098800000005
evo_acid_w__F9_2__1,-9.3608611222,-7.3552758056,-0.0888399111
evo_acid_w__F11_1__1,-8.2147208179,0.7139563072,0.7065790823
evo_acid_w__F11_1__2,-8.6306559464,0.9185294265,0.7386335782
evo_acid_w__F11_1__3,-2.6992774549,0.7798311562,0.8138956489
evo_acid_w__wt__1,-2.7154657191,0.0845328856,-0.0839775374
evo_acid_w__F11_2__1,0.5304532206,0.196271321,0.7062556104000001
evo_acid_w__B11_2__1,2.5894233451,-0.21254939720000002,0.6953554794
evo_acid_w__F11_2__2,1.6650358664,0.45666608210000004,1.6437094670999999
evo_acid_w__wt__2,0.7531377258,0.0023046192,-0.043374079
evo_acid_w__B11_1__1,2.3679067863,0.030882746500000002,0.3553058173
evo_acid_w__H9_1__1,-7.8066212291,0.9365946801,-0.3280518362
evo_acid_w__H9_2__1,1.3290073594,0.39447972600000003,0.4331012071
evo_acid_w__B11_2__2,2.6676189733999998,-0.2747681118,0.6206496690000001
evo_acid_w__wt__3,0.1846439266,0.1197434681,-0.29263095580000004
evo_acid_w__H9_2__2,1.1004256192,0.4314267907,0.5051565148
evo_acid_w__B11_2__3,2.6751592499,-0.2345901954,0.6962143766000001
evo_acid_w__F11_2__3,1.3086259724,0.456708999,1.6755633808
evo_acid_w__F9_2__2,-9.622019626,-7.8525940196,0.1400424825
evo_acid_w__wt__4,-0.6300945183000001,0.2973060844,0.6123452586
evo_acid_w__wt__5,-0.5691276749,0.3124097697,0.7063927401
evo_acid_w__wt__6,1.38892359,-0.1751172912,-0.4659502613
evo_acid_w__H9_1__2,-7.8507225456,0.9036193136,-0.38384030410000003
evo_acid_w__F9_1__1,-9.7994302317,-7.5369515417,-0.1033873485
evo_acid_w__F9_1__2,-9.7192789524,-7.0361766568,-0.010538875100000001
evo_acid_w__B11_1__2,3.5591372812,-0.0131986588,0.5218018408
evo_acid_w__H9_2__3,2.0510968925,0.1964461357,0.6081714487000001
evo_acid_w__wt__7,-1.409615594,0.1707039968,0.0180629813
evo_acid_w__F9_1__3,-10.0306654707,-7.7499151628,0.046942355500000005
evo_acid_w__F9_2__3,-9.6081608454,-7.0926670476,-0.0829499602
evo_acid_w__wt__8,1.6095984207,-0.22741367480000002,-0.2819431939
evo_acid_w__B11_1__3,4.4706539351,-0.0619256138,0.5324068082
evo_acid_w__wt__9,1.3879998433,-0.5844698577,-0.16892495270000002
evo_bz__c3_1_bz__1,-3.793983514,1.2617788521,0.5762343186000001
evo_bz__c3_1_bz__2,-8.3340310072,0.013602002200000001,1.2983206766
evo_bz__c3_1_bz__3,-2.1696352081,-0.011886655900000001,0.7465112118
evo_bz__c3_1_bz__4,-1.9609466179,0.0928465604,0.8942923287000001
evo_bz__g5_1_bz__1,-8.2819042296,1.4522089644,0.25686588790000003
evo_bz__g5_1_bz__2,-3.1405580626,1.4799556311,0.5486288687
evo_bz__g5_1_bz__3,-7.134521294,1.2878835212,0.3260326055
evo_bz__g5_1_bz__4,-7.5878796899,0.5038059594000001,0.7897283174
evo_bz__g5_1_bz__5,-3.6376717943,0.360903352,0.49558195120000004
evo_bz__g5_1_bz__6,-4.2194309724,0.5015165093,0.4566782632
evo_bz__w3110d13__1,0.5347103779,-0.2848580515,0.1724557368
evo_bz__w3110d13__2,0.1854749728,-0.061697307900000005,-0.030635029900000003
evo_bz__w3110d13__3,-0.32812095820000003,0.1678169173,-0.0722359716
evo_bz__w3110d13__4,0.5064006554,-0.3500729039,0.0013491506000000001
evo_bz__w3110d13__5,-0.6608497819,0.2581440398,-0.26139924600000003
evo_bz__w3110d13__6,-0.23761526600000002,0.2706673062,0.19046536020000002
evo_bz__w3110d13_bz__1,-1.4877311525999999,0.4075951256,0.7234735221
evo_bz__w3110d13_bz__2,-2.336466343,0.4723477928,0.8461263958
evo_bz__w3110d13_bz__3,-3.685348219,0.0966315491,0.9141561881
evo_bz__w3110d13_bz__4,-1.5341292113,0.4559032226,0.664258193
evo_bz__c3_1_bz__5,-3.3076314728,1.3849591353,0.7452993698
evo_bz__c3_1_bz__6,-4.2131238998,1.4019401177,0.5785401985
evo_bz__g5_2_bz__1,-7.9140909821,0.032233089300000003,0.4802957195
evo_bz__g5_2_bz__2,-5.6683026538,-0.0453090219,0.49381386400000005
evo_bz__g5_2_bz__3,-2.6774399349999998,0.0014162464,0.5898432175
evo_bz__g5_2_bz__4,-2.0172415267,0.2852736966,0.9554701996
evo_bz__g5_2_bz__5,-1.8144528493,0.2818975743,0.7713469477
evo_bz__g5_2_bz__6,-3.1199722251,0.9043918405,0.657317507
evo_bz__w3110d13_bz__5,-2.7305814936,0.2892210988,0.8135768659
evo_bz__w3110d13_bz__6,-3.3272123824,0.2841031,0.8840772914
evo_bz__a1_1_bz__1,-4.7938758482,-0.4692650607,0.2345764287
evo_bz__a1_1_bz__2,0.1284870903,0.359532976,0.6899307175
evo_bz__a1_1_bz__3,-4.2886822941,1.0300605526,0.4485482959
evo_bz__a1_1_bz__4,0.7689363221000001,0.06453909170000001,0.478671245
evo_bz__a1_1_bz__5,-5.4004208522,1.0883072748,0.1767654194
evo_bz__a1_1_bz__6,-3.0659231818,0.9656259972000001,0.4141056352
evo_metab__wt__1,-0.7449378782,0.1288576417,0.3706986647
evo_metab__del_zwf__1,-1.1418362812,-0.0383819357,0.39092617890000003
evo_metab__zwf_ale1__1,-0.11307592350000001,0.1318576497,0.5842403459000001
evo_metab__zwf_ale2__1,-1.0419275373,0.019056687000000003,0.5959497501000001
evo_metab__del_ppk__1,-0.5138254015,-0.0419896674,-0.8026795525
evo_metab__ppk_ale1__1,-0.5230873694,0.23862317660000001,-1.1079643948
evo_metab__ppk_ale2__1,1.5967878484,0.1611058857,0.7774519143
evo_metab__ppk_ale3__1,0.7448933442,0.4581252995,0.3939165264
evo_metab__del_dapF__1,-0.3563102709,0.3172238424,0.243656734
evo_metab__dapF_ale1__1,-0.4157742749,0.1383090976,0.5492736877000001
evo_metab__dapF_ale3__1,-0.2315323803,-0.3716839181,-0.7256898118
evo_metab__del_entC__1,-1.5917634263,-0.2415756215,-0.1402465632
evo_metab__entC_ale1__1,-2.4134137019,-0.15906388330000001,-0.3618465671
evo_metab__entC_ale2__1,-1.4542979978,0.007812727200000001,0.6184222671
evo_metab__del_dgk__1,0.2550470837,-0.12566082550000002,-0.6088164535
evo_metab__dgk_ale1__1,2.090456915,0.0504878854,-0.4372946351
evo_metab__dgk_ale2__1,0.1648371107,0.5392612067,0.21005723110000002
evo_metab__dgk_ale3__1,-1.8291415162,-0.1771450645,0.3298116539
evo_metab__wt__2,-1.053608758,-0.0641102801,-0.147708369
evo_metab__del_zwf__2,-0.7160969982000001,0.4335230942,0.1776874777
evo_metab__zwf_ale1__2,0.902253324,-0.1511554798,-0.6758762535
evo_metab__zwf_ale2__2,0.8039385185,-0.0774772219,-0.3830104012
evo_metab__del_ppk__2,-0.1836127518,-0.1502114202,-0.6258374279000001
evo_metab__ppk_ale1__2,1.008966264,0.1315080696,-0.8211100075000001
evo_metab__ppk_ale2__2,1.3525744290000001,-0.0719380109,-1.323253442
evo_metab__ppk_ale3__2,-1.1850804094,0.12563758,-0.9410560172
evo_metab__del_dapF__2,-0.5529653479000001,0.9592729955,0.0507837041
evo_metab__dapF_ale1__2,-0.4706802579,0.8334966567000001,-0.36151505040000004
evo_metab__dapF_ale3__2,-0.8784075266,1.0963381317,0.015682493000000002
evo_metab__del_entC__2,-0.6125558154,-0.09922067500000001,-0.8430240657
evo_metab__entC_ale1__2,-1.110919182,-0.1683037611,-0.7095500967
evo_metab__entC_ale2__2,0.9341964197,0.12045115120000001,-0.9011111180000001
evo_metab__entC_ale3__1,1.5096270357,-0.10618114270000001,-0.9978276163
evo_metab__del_dgk__2,-0.46018172630000004,-0.4606796238,-0.5477391271000001
evo_metab__dgk_ale1__2,1.9416676684,-0.2463820843,-0.3795001022
evo_metab__dgk_ale2__2,1.3256416156,0.3616560525,-0.8229495654000001
evo_metab__dgk_ale3__2,0.4599647269,-1.0284903831,-0.49900804390000003
evo_metab__wt__3,1.7985466362,-0.0647473615,-0.2229902957
evo_metab__del_zwf__3,-0.7536940544,-0.0761053958,-1.050438918
evo_metab__zwf_ale1__3,0.9988143669,-0.09697300660000001,-0.9253455741000001
evo_metab__zwf_ale2__3,1.0242927794,-0.2615945059,-1.143631335
evo_metab__del_ppk__3,1.2508175851,-0.162388314,-0.6899662739
evo_metab__ppk_ale1__3,3.3403930725,0.06995235600000001,-0.431709809
evo_metab__ppk_ale2__3,0.4723747203,0.16927389210000002,-0.8646589433
evo_metab__ppk_ale3__3,-0.4090254646,-0.21989089520000002,-0.45853898340000004
evo_metab__del_dapF__3,-0.4041889084,0.8976741623000001,-0.2640806834
evo_metab__dapF_ale1__3,0.38333497450000004,0.7015805322,-0.5786324041
evo_metab__dapF_ale3__3,-0.49963800700000005,0.8552512050000001,-0.680639905
evo_metab__del_entC__3,-1.8119943534,-0.3455777802,-0.9313440660000001
evo_metab__entC_ale1__3,1.8167463456,-0.3496650475,-0.8045448596
evo_metab__entC_ale2__3,2.5373406661,-0.3209950742,-0.9736267228000001
evo_metab__entC_ale3__2,-0.28839098820000003,0.10337487640000001,-1.7514730810999999
evo_metab__del_dgk__3,0.7186616464000001,-0.1810282464,-0.9426322646
evo_metab__dgk_ale1__3,3.17908517,-0.1042635281,-0.9324803580000001
evo_metab__dgk_ale2__3,2.5264745171,0.17177478340000002,-1.1485021186
evo_metab__dgk_ale3__3,1.2380023892,-0.3989806461,-0.5130261229
flag_reg__wt__1,0.0008746251,0.0,0.027978306
flag_reg__del_fliA__1,-0.6109611572,0.1430180401,-0.28426126290000003
flag_reg__del_flhC__1,-0.2631961288,0.0,-0.40835610370000003
flag_reg__del_flhD__1,-0.4429542742,0.0,-0.18742537580000002
flag_reg__wt__2,-0.0008746251,0.0,-0.027978306
flag_reg__del_fliA__2,0.0566257592,0.1810243454,-0.12312843670000001
flag_reg__del_flhC__2,-0.0804433658,0.0,-0.2665569219
flag_reg__del_flhD__2,-0.37006517990000004,0.3016847958,-0.3419932559
flgM__27C__1,0.6189607627,-0.5190136381,0.4951291902
flgM__27C__2,0.6006591975000001,-0.3222420219,0.5282612775000001
flgM__27C__3,0.9651457537,-0.4530709885,0.5388327452
flgM__32C__1,0.2704972007,-0.2782649171,0.0733341685
flgM__32C__2,-0.1489451252,-0.2806686959,0.23331332970000002
flgM__32C__3,-0.0496461064,-0.4037237883,0.2936524889
flgM__37C__1,-0.1364310849,-0.0037651177,0.0053444871
flgM__37C__2,-0.0499150654,-0.0090358951,-0.0380483048
flgM__37C__3,0.1863461502,0.0128010128,0.0327038177
flgM__42C__1,-0.2012806167,-0.093188196,-0.1505166587
flgM__42C__2,-0.30167185750000003,-0.0238553789,-0.1406825428
flgM__42C__3,-0.48814972100000004,-0.0313487078,0.19901135550000001
histone__untreated__1,0.0852523215,0.0095465275,-0.0307052643
histone__untreated__2,0.1905843938,0.0232059397,-0.29837836030000003
histone__untreated__3,-0.27583671530000003,-0.032752467300000004,0.3290836246
histone__10ug_H2A__1,-0.0620586845,-0.15256787230000002,0.1228972319
histone__10ug_H2A__2,0.0725132247,-0.12441594560000001,-0.1692551499
histone__10ug_H2A__3,-0.5818117267,-0.10435943240000001,0.3676494218
histone__50ug_H2A__1,-1.0790273657,-0.4254753164,0.3538193458
histone__50ug_H2A__2,-0.8434997225,-0.3196076483,0.41197237610000004
histone__50ug_H2A__3,-0.9159026467,-0.3156598178,0.27205525880000003
histone__100ug_H2A__1,-0.6697998747,-0.5449668212000001,0.1546633298
histone__100ug_H2A__2,-0.8857659815000001,-0.523218044,0.181779925
histone__100ug_H2A__3,-0.9258301538,-0.5631612565,0.241015746
hns__del_hns_spike__1,-2.6770995773,-1.8529613086,0.1025900143
hns__del_hns_spike__2,-1.3316076123,4.4171410107,0.0325783359
hns__del_hns__1,-2.8263044224,-1.9114182228,0.2102891741
hns__del_hns__2,-1.5613368063,4.1511978614,0.1220451763
hns__wt_spike__1,-0.5160298971,-1.9114182228,0.4081639314
hns__wt_spike__2,-0.1410509324,1.5058805974,-0.4645212761
hns__wt__1,-0.0698425053,-1.8065297164,0.18506455360000001
hns__wt__2,0.0698425053,1.8065297164,-0.18506455360000001
hns_stpA__evo100G4_delhns_delstpA__1,-10.409461551,-1.6696986845000001,-1.1222129359
hns_stpA__evo100G4_delhns_delstpA__2,-11.4547171817,-1.4652493593,-1.0371567741
hns_stpA__evo100G12_delhns_delstpA__1,-9.5558825058,-0.35889479760000004,-1.1150671133
hns_stpA__evo100G12_delhns_delstpA__2,-9.2906156171,-0.8014556473000001,-1.2359529551
hns_stpA__delhns_delstpA_delrpoS__1,-9.2226959799,-0.8388314320000001,-1.1514785621
hns_stpA__delhns_delstpA_delrpoS__2,-7.2680528835,-0.4152274681,-0.9487566627
