sample,new_3669912_3670034_c
LBexp_1,11.0861
LBexp_2,10.5067
LBexp_3,10.326
LBtran_1,9.6788
LBtran_2,9.7208
LBtran_3,9.609
LBstat_1,11.2699
LBstat_2,10.9222
LBstat_3,10.219
LBGexp_1,11.4256
LBGexp_2,10.1456
LBGexp_3,11.585
LBGtran_2,9.2795
LBGtran_3,9.944
LBGstat_1,9.6191
LBGstat_2,9.0519
LBGstat_3,9.2442
S0_1,10.0785
S0_2,9.7919
S0_3,9.5558
S1_1,12.3752
S1_2,12.0396
S1_3,12.6011
S2_1,11.4489
S2_2,11.0575
S2_3,10.2309
S3_1,10.5431
S3_2,10.470999999999998
S4_1,9.6166
S4_2,8.7834
S4_3,8.8002
S5_1,8.9376
S5_2,8.8967
S5_3,9.2052
S6_1,8.6785
S6_2,8.2451
S6_3,8.4706
S6/t_1,9.3123
S6/t_2,8.1738
S6_4,8.7633
S6_5,8.9516
S6_6,8.9805
S7_4,9.8605
S7_5,9.998
S7_6,10.3038
S8_4,9.6953
S8_5,10.167
G135_1,12.091
G135_3,10.1928
G150_1,11.6057
G150_2,12.3104
G150_3,12.1024
G180_1,11.6124
G180_2,11.7316
G180_3,11.255
C30_1,11.8547
C30_2,11.7417
C90_1,12.0969
C90_2,11.6919
BI_1,11.1762
BI_2,10.855
BC_2,9.5798
BC/t_1,9.876
BC/t_2,10.7066
BC_1,9.7576
Sw_1,8.237
Sw_2,7.5194
BT_1,8.5404
BT_2,8.3092
B36_1,9.1029
B36_2,8.9348
B60_1,7.9474
B60_2,8.5413
M9exp_1,12.2159
M9exp_2,11.6974
M9exp_3,12.4596
M9tran_1,11.7123
M9tran_2,11.2725
M9tran_3,11.8954
M9stat_1,8.8132
M9stat_2,8.7252
M9stat_3,8.667
M+G_1,11.744000000000002
M+G_2,12.7538
M+G_3,11.9941
Glu_1,12.5605
Glu_2,11.6207
Glu_3,12.6759
Fru_1,12.1044
Fru_2,12.9087
Fru_3,12.0714
Mal_1,10.5798
Mal_2,11.9565
Mal_3,10.753
G+S_2,11.694
G+S_3,11.427
Pyr_1,10.2179
Pyr_2,11.5137
Pyr_3,10.5969
Gly_1,8.2441
Gly_2,9.6218
Gly_3,9.5504
Glucon_1,11.0398
Glucon_2,11.5265
Glucon_3,9.7951
aero_1,13.0452
aero_2,11.7612
aero_3,12.4388
nit_1,12.3762
nit_2,12.7336
nit_3,12.2158
ferm_1,11.7068
ferm_2,11.6955
ferm_3,11.9858
T-5.40H_1,13.0248
T-4.40H_1,12.7199
T-3.40H_1,12.7359
T-2.40H_1,12.2478
T-1.40H_1,12.0178
T-1.10H_1,12.2584
T-0.40H_1,12.1952
T0.0H_1,11.9425
T0.30H_1,9.204
T1.0H_1,9.4473
T1.30H_1,9.7397
T2.0H_1,9.7135
T2.30H_1,10.4805
T3.0H_1,10.1624
T3.30H_1,10.6233
T4.0H_1,10.3673
T5.0H_1,9.6341
HPh_1,13.2577
HPh_2,11.9516
HPh_3,12.6324
LPh_1,11.2312
LPh_2,12.9952
LPh_3,12.9944
LPhT_1,9.5195
LPhT_2,9.6673
LPhT_3,10.127
SMMPr_1,11.8624
SMMPr_2,11.9162
SMMPr_3,12.1327
HiTm_1,9.6351
HiTm_2,12.6353
HiTm_3,12.9569
LoTm_1,8.0697
LoTm_2,7.3271
LoTm_3,7.3369
HiOs_1,12.7301
HiOs_2,12.4219
HiOs_3,12.9113
BMM_1,13.0177
BMM_2,13.0233
BMM_3,12.6355
Heat_1,12.8123
Heat_2,11.5236
Heat_3,11.4237
Cold_1,12.3885
Cold_2,11.7946
Cold_3,11.1166
Etha_1,8.019
Etha_2,8.1885
Etha_3,7.8546
SMM_1,12.3977
SMM_2,12.6493
SMM_3,12.6526
Salt_1,8.4716
Salt_2,8.3467
Salt_3,8.5336
Mt0_1,10.8477
Mt0_3,11.022
M0t45_1,11.1115
M0t45_2,11.4724
M0t45_3,11.5461
M0t90_1,9.8938
M0t90_2,11.2298
M0t90_3,10.2441
M40t45_1,10.765999999999998
M40t45_2,10.8326
M40t45_3,11.7611
M40t90_1,9.7568
M40t90_2,10.598
M40t90_3,10.2673
dia0_1,10.9254
dia0_2,11.469
dia0_3,10.9641
dia5_1,9.54
dia5_2,9.9923
dia5_3,10.1022
dia15_1,10.7141
dia15_2,10.72
dia15_3,8.9562
Diami_1,9.5598
Diami_2,10.4358
Diami_3,10.0323
Paraq_1,11.1484
Paraq_2,12.0415
Paraq_3,10.4885
H2O2_1,10.6059
H2O2_2,11.1471
H2O2_3,10.2028
Oxctl_1,11.3361
Oxctl_2,11.0508
Oxctl_3,12.208
GM-0.1_1,11.7574
GM-0.2_1,11.2175
GM+5_1,11.487
GM+15_1,12.1005
GM+25_1,12.9238
GM+45_1,12.3295
GM+60_1,12.4018
GM+90_1,12.2678
GM+120_1,10.7093
GM+150_1,12.0952
GM-0.1_2,12.5792
GM-0.2_2,12.9362
GM+5_2,11.6958
GM+10_2,11.605
GM+15_2,12.0889
GM+25_2,13.0011
GM+45_2,11.0051
GM+60_2,11.0403
GM+90_2,12.9493
GM+150_2,10.8608
GM-0.1_3,12.6762
GM-0.2_3,12.5474
GM+5_3,11.9651
GM+10_3,10.9113
GM+15_3,12.0337
GM+25_3,10.9519
GM+45_3,10.9716
GM+60_3,10.3171
GM+90_3,12.8022
GM+120_3,12.2483
GM+150_3,12.5472
MG-0.1_1,12.1125
MG+5_1,11.6819
MG+10_1,12.9715
MG+15_1,12.2035
MG+25_1,12.6115
MG+45_1,12.3455
MG+120_1,10.3612
MG+150_1,12.2513
MG-0.1_2,10.8671
MG-0.2_2,11.2809
MG+5_2,11.3435
MG+10_2,12.0346
MG+15_2,13.387
MG+25_2,11.8521
MG+45_2,10.8604
MG+60_2,11.4715
MG+90_2,11.3244
MG+120_2,11.9416
MG-0.1_3,12.8693
MG-0.2_3,11.7547
MG+5_3,12.304
MG+10_3,10.5996
MG+15_3,12.7596
MG+25_3,12.8568
MG+45_3,12.9653
MG+60_3,11.6962
MG+90_3,12.9136
MG+120_3,12.2637
MG+150_3,12.5497
