,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X
0,U01-Set001__USA300 LAC CA-MHB PreCulture,4.8630636492,0.07170700048289173,2.0,0.0,4.9137681555,5.0,4.8123591429,,
1,U01-Set001__USA300 LAC CA-MHB Control,5.43855539875,0.24155235686382015,2.0,1.0,5.6093587083,6.0,5.2677520892,,
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,5.456888395,0.1388730085931588,2.0,2.0,5.5550864411,7.0,5.3586903489,,
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,5.4745284109,0.31826414126924946,2.0,3.0,5.6995751434,8.0,5.2494816784000005,,
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,5.7510867694,0.2987227577503233,2.0,4.0,5.9623156570999996,9.0,5.5398578817,,
5,U01-Set000__USA300 TCH1516 CA-MHB Control,5.20046196515,0.26965173948699167,2.0,10.0,5.3911345387,29.0,5.0097893916,,
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,5.2333268148,0.3942423027427525,2.0,11.0,5.5120982205,30.0,4.9545554091,,
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,5.209597481099999,0.3560343485570144,2.0,12.0,5.4613517833,31.0,4.9578431789,,
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,4.8639257554,0.4398298767240231,2.0,13.0,4.552919067,14.0,5.1749324438,,
9,U01-Set001__USA300 LAC RPMI+10%LB Control,4.2883617522,0.0399288461816509,2.0,15.0,4.3165957101,18.0,4.2601277943,,
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,4.23123940295,0.6000708365969667,2.0,16.0,4.6555535607,19.0,3.8069252452,,
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,5.1061580326,0.1402000213230116,2.0,17.0,5.0070216468,20.0,5.2052944184,,
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,4.5693926538500005,0.3788644782906185,2.0,21.0,4.3014950121,24.0,4.8372902956,,
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,3.6451197491,0.00621085657335997,2.0,22.0,3.6495114879,25.0,3.6407280103,,
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,4.6127371333500005,0.5655777572644894,2.0,23.0,5.0126610008,26.0,4.2128132659,,
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,3.83589014065,0.13038537318973456,2.0,27.0,3.7436937591,28.0,3.9280865222,,
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,4.740416135349999,0.03640177118200917,2.0,32.0,4.7146761961,33.0,4.7661560746,,
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,4.2647706201,0.32719267210501146,2.0,34.0,4.0334104629,38.0,4.4961307773,,
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,4.5812122441,0.09133170946491394,2.0,35.0,4.516630973,39.0,4.6457935152,,
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,4.8698093077,0.20723637984931217,2.0,36.0,4.7232710582,40.0,5.0163475572,,
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,3.95667276385,0.8148348947851403,2.0,37.0,3.3804974842,41.0,4.5328480435,,
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,3.4427403615500003,1.0412371397634212,2.0,42.0,4.1790062039,45.0,2.7064745192,,
22,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.6,4.50528756615,0.45665493549384023,2.0,43.0,4.1823837646,46.0,4.8281913677,,
23,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.8,4.913899152,0.736730900566155,2.0,44.0,4.3929517363,47.0,5.4348465677,,
24,U01-Set003__USA300 TCH1516 CA-MHB Control,4.51395011005,1.3822793226644774,2.0,48.0,5.4913691926,52.0,3.5365310275,,
25,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.45,4.1394369721,0.11389120475533097,2.0,49.0,4.2199702153,53.0,4.0589037289,,
26,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.65,4.69606373805,0.274840117674857,2.0,50.0,4.890405049,54.0,4.5017224271,,
27,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.7,4.66228047775,0.01498211632509406,2.0,51.0,4.6728744338,55.0,4.6516865217,,
28,ICA-Set001__USA300 LAC RPMI+10%LB Control,3.8680954234,0.42650990702412106,2.0,56.0,3.5665073759,57.0,4.1696834709,,
29,ICA-Set001__USA300 LAC RPMI+10%LB 1.5mMIle,3.2295420484,0.23482978330566054,2.0,58.0,3.3955917806,59.0,3.0634923162,,
30,ICA-Set001__USA300 LAC RPMI+10%LB 4percentNaCl,4.88109106975,0.37507447107911546,2.0,60.0,5.1463087717,61.0,4.6158733678,,
31,ICA-Set001__USA300 LAC RPMI+10%LB 5.5pH,3.6857789381000003,0.28833057301173387,2.0,62.0,3.4818984347,63.0,3.8896594415,,
32,BK-Set001__USA300 TCH1516 THB 0ug-mL Antibiotic,5.0151258823,0.10647228891464641,2.0,64.0,4.9398386048,65.0,5.0904131598,,
33,BK-Set001__USA300 TCH1516 THB 0.25ug-mL Linezolid,4.3315425461,0.34432101823637795,2.0,66.0,4.575014273,67.0,4.0880708192,,
34,BK-Set001__USA300 TCH1516 THB 2.5 ug-mL Nafcillin,5.6886403463,0.04356965570080184,2.0,68.0,5.7194487453,69.0,5.6578319473,,
35,BK-Set001__USA300 TCH1516 THB 0.5ug-mL Vancomycin,4.74532082815,0.7052280507241264,2.0,70.0,4.2466492912,71.0,5.2439923651,,
36,ICA-Set002__USA300 LAC CA-MHB 25mMNaCHO3,5.5349538804,0.16665046741916584,2.0,72.0,5.652793556,73.0,5.4171142048,,
37,ICA-Set002__USA300 LAC CA-MHB 2gLglucose,3.93732799475,0.012670736568196282,2.0,74.0,3.928368431,75.0,3.9462875585,,
38,ICA-Set002__USA300 LAC CA-MHB Control,5.5737682844,0.38796132041000286,2.0,76.0,5.8480983649,77.0,5.2994382039,,
39,ICA-Set002__USA300 LAC RPMI+10%LB 25ugmLadenine,4.4337178028,0.20846153172601495,2.0,78.0,4.5811223655,79.0,4.2863132401,,
40,ICA-Set002__USA300 LAC RPMI+10%LB 25ugmLguanine,4.82011861255,0.06417872640656708,2.0,80.0,4.7747373999,81.0,4.8654998252,,
41,ICA-Set002__USA300 SNFM1 CA-MHB Control,4.6545371344,0.3972603964123096,2.0,82.0,4.9354426546,83.0,4.3736316142,,
42,ICA-Set002__USA300 SNFM1 RPMI+10%LB Control,4.7537573838,0.1257932895944521,2.0,84.0,4.6648080957,85.0,4.8427066719,,
43,ICA-Set002__USA300 SNFR19 CA-MHB Control,5.26291539535,0.2017708622601375,2.0,86.0,5.4055889403,87.0,5.1202418504,,
44,ICA-Set002__USA300 SNFR19 RPMI+10%LB Control,4.71700423615,0.07204500282760035,2.0,88.0,4.7679477462,89.0,4.6660607261,,
45,ICA-Set002__USA300 TCH1516 CA-MHB Control,4.660331133250001,0.22423438647262708,2.0,90.0,4.5017734780000005,91.0,4.8188887885,,
46,ICA-Set002__USA300 TCH1516 RPMI+10%LB Control,4.8002282329,0.11415959095250719,2.0,92.0,4.719505212,93.0,4.8809512538,,
47,ICA-Set002__USA300 LAC R10LBnoGlu 1gLmaltose,6.555830750549999,0.08654997728533209,2.0,94.0,6.6170308264,96.0,6.4946306747,,
48,ICA-Set002__USA300 LAC CAMHB 0.0195ug/mLMupirocin,4.9192258416,0.027188446796875203,2.0,95.0,4.9000007065,97.0,4.9384509767,,
49,ICA-Set003__USA300 TCH1516 CA-MHB 250nMParaquat,6.424330696749999,0.055153765580578204,2.0,98.0,6.4633302984,99.0,6.3853310951,,
50,ICA-Set003__USA300 TCH1516 CA-MHB 2gLGalactose,6.03000858925,0.013559599349211676,2.0,100.0,6.0204205046,101.0,6.0395966739,,
51,ICA-Set003__USA300 TCH1516 CA-MHB 2gLPyruvate,5.95402121525,0.31819389551383975,2.0,102.0,5.729024154,103.0,6.1790182765,,
52,ICA-Set003__USA300 TCH1516 CA-MHB Control,6.4084848718,0.07691116765807426,2.0,104.0,6.46286928,105.0,6.3541004636,,
53,ICA-Set003__USA300 TCH1516 CA-MHB StationaryPhase,2.4755474095,0.16583354752054635,2.0,106.0,2.5928094355,107.0,2.3582853835,,
