,0
Title,<i>E. coli</i> PRECISE 2
Organism,<i>Escherichia coli</i>
Strain,K-12 MG1655 and BW25113
Publication,"<a href=""https://doi.org/10.1101/2021.04.08.439047"">Lamoureux, et al., 2021</a>"
Number of Samples,815
Number of Unique Conditions,422
Number of Genes,4211
Number of iModulons,218
