,new_1160756_1162206
M9exp_1,9.7926
M9exp_2,9.5194
M9exp_3,8.9397
M9tran_1,9.0066
M9tran_2,8.9971
M9tran_3,9.3073
M9stat_1,8.2932
M9stat_2,8.4941
M9stat_3,8.2948
MG-0.1_1,9.2554
MG-0.1_2,8.5731
MG-0.1_3,9.6375
MG-0.2_2,9.0152
MG-0.2_3,9.0797
MG+5_1,9.0093
MG+5_2,8.9808
MG+5_3,8.8563
MG+10_1,9.5416
MG+10_2,9.3662
MG+10_3,8.8127
MG+15_1,8.8294
MG+15_2,9.9637
MG+15_3,9.289
MG+25_1,9.1229
MG+25_2,8.9945
MG+25_3,9.2356
MG+45_1,8.8534
MG+45_2,8.7013
MG+45_3,9.5808
MG+60_2,9.0722
MG+60_3,9.1559
MG+90_2,8.6635
MG+90_3,9.226
MG+120_1,8.8445
MG+120_2,9.2227
MG+120_3,8.9513
MG+150_1,9.0333
MG+150_3,9.0371
GM-0.1_1,9.0859
GM-0.1_2,9.2754
GM-0.1_3,9.3121
GM-0.2_1,9.1715
GM-0.2_2,9.5228
GM-0.2_3,9.2015
GM+5_1,8.9344
GM+5_2,9.3122
GM+5_3,9.4894
GM+10_2,9.119
GM+10_3,8.5569
GM+15_1,9.2682
GM+15_2,8.9935
GM+15_3,9.1385
GM+25_1,9.522
GM+25_2,9.1713
GM+25_3,8.9869
GM+45_1,9.4154
GM+45_2,8.412
GM+45_3,9.0715
GM+60_1,9.3109
GM+60_2,8.4613
GM+60_3,8.9175
GM+90_1,9.4344
GM+90_2,9.3625
GM+90_3,9.0739
GM+120_1,8.9694
GM+120_3,9.2244
GM+150_1,9.0331
GM+150_2,8.5983
GM+150_3,9.039
BT_1,8.5243
BT_2,8.2312
B36_1,9.7473
B36_2,9.6292
B60_1,9.5491
B60_2,9.8853
S0_1,8.8248
S0_2,8.8895
S0_3,8.8485
S1_1,9.4787
S1_2,9.3291
S1_3,9.4692
S2_1,9.1604
S2_2,9.0232
S2_3,8.7666
S3_1,9.0225
S3_2,9.2181
S4_1,8.8864
S4_2,8.5337
S4_3,8.0243
S5_1,8.5315
S5_2,8.6332
S5_3,8.6866
S6_1,8.3483
S6_2,7.4026
S6_3,8.4438
S6/t_1,8.4848
S6/t_2,7.4981
S6_4,8.2836
S6_5,8.6005
S6_6,8.4788
S7_4,8.6386
S7_5,8.6765
S7_6,8.8137
S8_4,8.5714
S8_5,8.7032
G135_1,9.0694
G135_3,8.1163
G150_1,8.8366
G150_2,9.3642
G150_3,9.2327
G180_1,8.7934
G180_2,9.2006
G180_3,8.2923
T-5.40H_1,9.8256
T-4.40H_1,9.5659
T-3.40H_1,9.3062
T-2.40H_1,9.1063
T-1.40H_1,8.9737
T-1.10H_1,9.0663
T-0.40H_1,8.8821
T0.0H_1,8.7935
T0.30H_1,8.3554
T1.0H_1,8.4975
T1.30H_1,8.461
T2.0H_1,8.5584
T2.30H_1,8.9076
T3.0H_1,8.562999999999999
T3.30H_1,8.8985
T4.0H_1,8.6294
T5.0H_1,8.5559
LBexp_1,8.9496
LBexp_2,8.9989
LBexp_3,8.7889
LBtran_1,8.8669
LBtran_2,8.3098
LBtran_3,8.448
LBstat_1,8.8982
LBstat_2,8.6227
LBstat_3,8.6246
LBGexp_1,8.7835
LBGexp_2,8.7733
LBGexp_3,8.7482
LBGtran_2,8.9443
LBGtran_3,9.0927
LBGstat_1,7.9860000000000015
LBGstat_2,7.9702
LBGstat_3,8.474
Mt0_1,8.9256
Mt0_3,9.0334
M0t45_1,8.9429
M0t45_2,9.0051
M0t45_3,9.2378
M0t90_1,8.4845
M0t90_2,9.0647
M0t90_3,8.7431
M40t45_1,8.8589
M40t45_2,8.925
M40t45_3,9.3442
M40t90_1,8.5779
M40t90_2,9.1669
M40t90_3,9.1087
dia0_1,8.6973
dia0_2,8.985
dia0_3,9.345
dia5_1,8.5024
dia5_2,8.8336
dia5_3,8.6016
dia15_1,9.3642
dia15_2,9.4099
dia15_3,8.8376
C30_1,9.1207
C30_2,9.2509
C90_1,8.7397
C90_2,8.9865
SMM_1,9.1868
SMM_2,9.0874
SMM_3,9.2016
Salt_1,11.5341
Salt_2,11.7189
Salt_3,11.4581
M+G_1,9.0939
M+G_2,8.9666
M+G_3,8.9912
Glu_1,9.3893
Glu_2,9.6393
Glu_3,9.5628
Fru_1,9.5448
Fru_2,9.5994
Fru_3,9.0479
Mal_1,8.5946
Mal_2,8.9653
Mal_3,9.3015
G+S_2,8.7333
G+S_3,9.1254
Pyr_1,8.732999999999999
Pyr_2,9.0089
Pyr_3,8.8824
Gly_1,8.718
Gly_2,9.2446
Gly_3,8.7659
Glucon_1,9.0261
Glucon_2,9.1025
Glucon_3,9.1219
BI_1,9.4362
BI_2,9.4917
BC_2,10.1064
BC/t_1,9.3138
BC/t_2,9.9917
BC_1,9.3306
Sw_1,10.2346
Sw_2,11.0394
BMM_1,9.3138
BMM_2,9.1049
BMM_3,9.6447
Heat_1,10.1684
Heat_2,10.0549
Heat_3,10.1111
Cold_1,10.0238
Cold_2,9.3256
