,new_532604_532921
LBexp_1,8.1572
LBexp_2,8.2326
LBexp_3,8.0582
LBtran_1,7.8102
LBtran_2,7.541
LBtran_3,7.6181
LBstat_1,7.645
LBstat_2,7.7625
LBstat_3,7.7668
LBGexp_1,7.9654
LBGexp_2,8.2282
LBGexp_3,8.1817
LBGtran_2,8.1796
LBGtran_3,8.0193
LBGstat_1,8.8688
LBGstat_2,8.5977
LBGstat_3,10.7853
S0_1,6.9666
S0_2,7.3351
S0_3,7.6439
S1_1,8.5751
S1_2,8.6115
S1_3,8.52
S2_1,9.8488
S2_2,9.7272
S2_3,9.776299999999999
S3_1,9.3421
S3_2,9.1251
S4_1,9.1397
S4_2,8.8541
S4_3,8.6633
S5_1,8.6715
S5_2,8.9784
S5_3,9.0308
S6_1,8.3601
S6_2,7.6067
S6_3,8.9413
S6/t_1,8.969
S6/t_2,7.6859
S6_4,8.6476
S6_5,8.8195
S6_6,8.7804
S7_4,9.9446
S7_5,9.7365
S7_6,10.1966
S8_4,9.6705
S8_5,10.2638
G135_1,8.3573
G135_3,7.7943999999999996
G150_1,8.047
G150_2,8.1504
G150_3,8.4121
G180_1,8.2612
G180_2,8.4035
G180_3,7.8947
C30_1,9.9154
C30_2,9.313
C90_1,8.6849
C90_2,7.3965
BI_1,7.2563
BI_2,7.1114
BC_2,7.3296
BC/t_1,7.8886
BC/t_2,9.3348
BC_1,7.3049
Sw_1,7.0603
Sw_2,7.1339
BT_1,8.0425
BT_2,7.5484
B36_1,7.3488
B36_2,7.335
B60_1,7.8532
B60_2,8.4402
M9exp_1,10.3713
M9exp_2,10.0898
M9exp_3,11.739
M9tran_1,10.3876
M9tran_2,10.3593
M9tran_3,9.848700000000001
M9stat_1,8.1365
M9stat_2,9.1504
M9stat_3,8.762
M+G_1,10.6931
M+G_2,10.0087
M+G_3,9.9181
Glu_1,11.462
Glu_2,11.1052
Glu_3,10.1059
Fru_1,10.422
Fru_2,9.3995
Fru_3,8.9864
Mal_1,9.9795
Mal_2,9.9234
Mal_3,10.1941
G+S_2,10.6388
G+S_3,10.8773
Pyr_1,9.333
Pyr_2,11.529
Pyr_3,11.4138
Gly_1,10.8173
Gly_2,11.4913
Gly_3,10.5272
Glucon_1,9.8096
Glucon_2,10.044
Glucon_3,9.4145
aero_1,9.819
aero_2,9.3848
aero_3,9.9441
nit_1,9.672
nit_2,10.6113
nit_3,9.9545
ferm_1,9.3333
ferm_2,9.8681
ferm_3,9.7829
T-5.40H_1,10.1204
T-4.40H_1,10.3605
T-3.40H_1,11.064
T-2.40H_1,11.1339
T-1.40H_1,12.3773
T-1.10H_1,13.1183
T-0.40H_1,14.5262
T0.0H_1,14.8342
T0.30H_1,15.2951
T1.0H_1,14.1842
T1.30H_1,13.8128
T2.0H_1,12.4793
T2.30H_1,12.8042
T3.0H_1,11.5917
T3.30H_1,11.4832
T4.0H_1,11.1315
T5.0H_1,9.8396
HPh_1,12.7475
HPh_2,12.7122
HPh_3,12.8981
LPh_1,12.4563
LPh_2,12.0172
LPh_3,10.4521
LPhT_1,10.0961
LPhT_2,8.9697
LPhT_3,8.4682
SMMPr_1,10.1016
SMMPr_2,10.6339
SMMPr_3,11.0421
HiTm_1,9.8518
HiTm_2,10.1684
HiTm_3,10.507
LoTm_1,9.7126
LoTm_2,9.7289
LoTm_3,9.3786
HiOs_1,13.117
HiOs_2,12.6426
HiOs_3,13.4518
BMM_1,7.9283
BMM_2,7.8866
BMM_3,8.0624
Heat_1,9.653
Heat_2,9.361
Heat_3,9.3913
Cold_1,8.8147
Cold_2,8.6846
Cold_3,8.4259
Etha_1,7.8819
Etha_2,8.0694
Etha_3,7.9279
SMM_1,8.6293
SMM_2,8.285
SMM_3,8.5494
Salt_1,8.4355
Salt_2,8.688
Salt_3,8.5749
Mt0_1,7.8092
Mt0_3,7.658
M0t45_1,8.0267
M0t45_2,7.9029
M0t45_3,8.1592
M0t90_1,7.5814
M0t90_2,7.3814
M0t90_3,7.421
M40t45_1,7.7296
M40t45_2,8.225
M40t45_3,8.3099
M40t90_1,7.3846
M40t90_2,7.4168
M40t90_3,7.4304
dia0_1,7.8318
dia0_2,8.0597
dia0_3,7.9307
dia5_1,7.5861
dia5_2,7.7473
dia5_3,7.2074
dia15_1,7.7203
dia15_2,8.078
dia15_3,8.0543
Diami_1,7.7465
Diami_2,7.6934000000000005
Diami_3,8.171
Paraq_1,8.305
Paraq_2,8.8728
Paraq_3,7.6301
H2O2_1,7.9295
H2O2_2,8.1829
H2O2_3,8.2027
Oxctl_1,8.6797
Oxctl_2,8.6629
Oxctl_3,8.7509
GM-0.1_1,10.2867
GM-0.2_1,10.3165
GM+5_1,10.3467
GM+15_1,10.2417
GM+25_1,10.7034
GM+45_1,10.2143
GM+60_1,9.9987
GM+90_1,9.3643
GM+120_1,8.7844
GM+150_1,9.7796
GM-0.1_2,11.4626
GM-0.2_2,12.0015
GM+5_2,10.9353
GM+10_2,10.6904
GM+15_2,10.5654
GM+25_2,11.1871
GM+45_2,9.2403
GM+60_2,9.5938
GM+90_2,10.3585
GM+150_2,9.1987
GM-0.1_3,10.427
GM-0.2_3,10.192
GM+5_3,10.1849
GM+10_3,8.7464
GM+15_3,9.8351
GM+25_3,9.6196
GM+45_3,8.9897
GM+60_3,9.1323
GM+90_3,9.715
GM+120_3,10.1743
GM+150_3,10.4199
MG-0.1_1,10.6029
MG+5_1,10.706
MG+10_1,11.0127
MG+15_1,10.5422
MG+25_1,11.076
MG+45_1,11.6229
MG+120_1,12.1366
MG+150_1,11.9332
MG-0.1_2,9.7154
MG-0.2_2,10.6693
MG+5_2,10.842600000000001
MG+10_2,11.2988
MG+15_2,12.0612
MG+25_2,10.8839
MG+45_2,10.7735
MG+60_2,11.8347
MG+90_2,11.415
MG+120_2,13.0075
MG-0.1_3,12.3693
MG-0.2_3,12.0129
MG+5_3,11.8707
MG+10_3,10.687100000000001
MG+15_3,12.3452
MG+25_3,12.1466
MG+45_3,12.799900000000001
MG+60_3,12.5428
MG+90_3,12.862
MG+120_3,12.6643
MG+150_3,11.9367
