,-0.13658748189667969,-0.12051836637942326,-0.10444925086216683,-0.0883801353449104,-0.07231101982765398,-0.05624190431039755,-0.04017278879314112,-0.024103673275884696,-0.008034557758628269,0.008034557758628158,0.024103673275884585,0.04017278879314101,0.05624190431039744,0.07231101982765387,0.0883801353449103,0.10444925086216672,0.12051836637942315,0.13658748189667957,0.152656597413936,0.16872571293119243
thresh,-0.1446220396553079,0.1446220396553079,1,,,,,,,,,,,,,,,,,
unreg,0,0,1,2,2,10,40,339,1947,1789,284,72,18,6,0,0,0,1,4,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['cyoB' 'cyoE' 'cyoD' 'cyoC'],[]
