locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
PN96_RS21715,0.1593099879969921,cyoC,cytochrome o ubiquinol oxidase subunit III,Energy production and conversion,Op1760,,
PN96_RS21710,0.1543886357909814,cyoD,cytochrome o ubiquinol oxidase subunit IV,Energy production and conversion,Op1760,,
PN96_RS21705,0.1537647709720472,cyoE,heme o synthase,"Post-translational modification, protein turnover, and chaperones",Op1760,,
PN96_RS21720,0.1519671614333026,cyoB,cytochrome o ubiquinol oxidase subunit I,Energy production and conversion,Op1760,,
