,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A
0,RichMedia__BHIN_Growth_Late,-2.476188551956872,2.559213585103377,2.0,0.0,-4.2858258324882055,1.0,-0.6665512714255384
1,RichMedia__BHIN_Growth_Mid,-8.98948414389039,4.972560163760942,2.0,2.0,-5.473353132236938,3.0,-12.505615155543842
2,RichMedia__BHIN_Growth_Stat,-13.026539038283072,1.6709298543770608,2.0,4.0,-11.845013207366003,5.0,-14.208064869200143
3,RichMedia__LBv2_Growth_Late,-3.5541886583544557,2.9965701477781717,2.0,6.0,-5.673083730149576,7.0,-1.4352935865593357
4,RichMedia__LBv2_Growth_Mid,-1.0200174038743626e-14,0.07001371030677672,2.0,8.0,0.0495071693339421,9.0,-0.0495071693339625
5,RichMedia__LBv2_Growth_Stat,-24.656901953993746,2.7721411700837946,2.0,10.0,-26.617101773766407,11.0,-22.696702134221084
6,RichMedia__MHB_Rich_Mid,-2.8504598206415674,3.9313434842931803,2.0,12.0,-0.0705801837243103,13.0,-5.630339457558825
7,RichMedia__NBO_Rich_Mid,-2.1283012390417126,0.5692506979033496,2.0,14.0,-2.530822267724346,15.0,-1.7257802103590794
8,Carbon__M9Na_Arabinose_Mid,4.558625745495703,2.711483745069284,2.0,16.0,6.475934288711289,17.0,2.641317202280116
9,Carbon__M9Na_Galactose_Mid,-2.2492785509639015,0.8913477312160667,2.0,18.0,-1.619000525825777,19.0,-2.8795565761020265
10,Carbon__M9Na_GlcNAcGrowth_Late,-2.966314788262785,0.3627055828407579,2.0,20.0,-3.222786365463704,21.0,-2.709843211061866
11,Carbon__M9Na_GlcNAcGrowth_Mid,-1.7743041183869523,0.29787692214636446,2.0,22.0,-1.984934909995624,23.0,-1.5636733267782807
12,Carbon__M9Na_GlcNAcGrowth_Stat,-10.697283759709233,0.2620299063236992,2.0,24.0,-10.512000636074069,25.0,-10.882566883344396
13,Carbon__M9Na_GlcNAc_Mid,1.518363395727242,1.4287641869601726,2.0,26.0,2.528652241043264,27.0,0.5080745504112196
14,Carbon__M9Na_Gluconate_Mid,-3.145660690494676,1.50890577153777,2.0,28.0,-4.2126181937205525,29.0,-2.078703187268799
15,Carbon__M9Na_Glucosamine_Mid,-3.812754277066305,0.04390394982669855,2.0,30.0,-3.8437990577096377,31.0,-3.7817094964229727
16,Carbon__M9Na_Glycerol_Mid,0.68915918899353,0.2528761526495832,2.0,32.0,0.5103487466546451,33.0,0.8679696313324148
17,Carbon__M9Na_Maltose_Mid,3.372710356730358,2.333198851991556,2.0,34.0,5.022531086830255,35.0,1.722889626630461
18,Carbon__M9Na_Mannitol_Mid,4.779449894347098,1.2583474878742076,2.0,36.0,5.669235936112007,37.0,3.889663852582189
19,Carbon__M9Na_Trehalose_Mid,0.5103041974114669,3.230885958213248,2.0,38.0,-1.774277172881517,39.0,2.794885567704451
20,Carbon__M9Na_ethanol_Mid,-2.4480565879436655,0.6524998296425564,2.0,40.0,-1.9866695336803468,41.0,-2.909443642206984
21,Carbon__M9Na_fructose_Mid,-0.9833386988154089,0.9027506985300993,2.0,42.0,-0.344997558163883,43.0,-1.6216798394669347
22,Carbon__M9Na_fumarate_Mid,-3.5987299650628968,1.2201854004143984,2.0,44.0,-2.735928594125053,45.0,-4.461531336000741
23,Carbon__M9Na_glucoseGrowth_Late,-0.1100690536345979,0.48507293209448077,2.0,46.0,-0.4530674132886469,47.0,0.2329293060194511
24,Carbon__M9Na_glucoseGrowth_Mid,3.469446951953614e-15,0.6818243936670446,2.0,48.0,-0.4821226523403699,49.0,0.4821226523403768
25,Carbon__M9Na_glucoseGrowth_Stat,-5.027689794374154,1.865640220519245,2.0,50.0,-6.346896645557678,51.0,-3.7084829431906297
26,Carbon__M9Na_ribose_Mid,-2.4341228999839783,0.3269590697307098,2.0,52.0,-2.6653178753610085,53.0,-2.202927924606948
27,Carbon__M9Na_succinate_Mid,-3.4036564086307615,0.21552032958908757,2.0,54.0,-3.556052295166765,55.0,-3.251260522094758
28,Carbon__M9Na_sucrose_Mid,0.5105801933426147,0.5106580671525685,2.0,56.0,0.1494904111914182,57.0,0.8716699754938112
29,TF__LBv2_HapROver_Late,-13.639152614817792,0.43887273960703466,2.0,58.0,-13.32882272456374,59.0,-13.949482505071844
30,TF__LBv2_HapROver_Mid,-16.982743042498235,1.251477704920286,2.0,60.0,-16.097814670845324,61.0,-17.867671414151147
31,TF__LBv2_HapROver_Stat,-7.025322419816687,0.9824911558819341,2.0,62.0,-6.330596261036762,63.0,-7.720048578596612
32,TF__LBv2_LuxOOver_Late,-17.33104646690797,0.22073408259711666,2.0,64.0,-17.487129033551383,65.0,-17.174963900264558
33,TF__LBv2_LuxOOver_Mid,-3.609190386464553,0.35632907915863365,2.0,66.0,-3.861153094671581,67.0,-3.357227678257525
34,TF__LBv2_LuxOOver_Stat,-0.10521171368096749,0.1709973296654919,2.0,68.0,0.0157016576902934,69.0,-0.2261250850522284
35,TF__LBv2_QstROver_Late,-18.348690008863905,0.7774104593585183,2.0,70.0,-17.79897780128615,71.0,-18.898402216441664
