,-0.13545708886617483,-0.11288090738847903,-0.09030472591078323,-0.06772854443308743,-0.04515236295539163,-0.022576181477695828,-2.7755575615628914e-17,0.022576181477695773,0.04515236295539157,0.06772854443308737,0.09030472591078317,0.11288090738847897,0.13545708886617477,0.15803327034387057,0.18060945182156637,0.20318563329926217,0.22576181477695798,0.24833799625465378,0.2709141777323496,0.2934903592100454
thresh,-0.03386427221654371,0.03386427221654371,1,,,,,,,,,,,,,,,,,
unreg,1,7,8,13,37,219,3757,197,39,24,11,8,2,2,0,0,0,0,0,0
unreg_genes,['ykzK'],['BSU_21639' 'ypzH' 'ydzQ' 'liaK' 'yotD' 'sscA' 'yoyF'],['yrdDm' 'ydcO' 'ydzT' 'yrzK' 'yflI' 'yjdJ' 'senS' 'aseR'],"['ynaG' 'yfjT' 'yuzI' 'yonS' 'yoyH' 'snaB' 'lrpC' 'yqaC' 'yoqO' 'youB'
 'lgeHB' 'cotW' 'BSU_36215']","['yrdF' 'mstX' 'ybfI' 'sboA' 'yndD' 'comEB' 'gmuB' 'yvzH' 'ybdJ' 'yyaT'
 'spoIISC' 'swrAAc' 'ydzJ' 'yqzM' 'yqbB' 'rmgQ' 'BSU_04345' 'ebrA' 'yoaU'
 'dinK' 'ywzH' 'ytrD' 'hdhQ' 'BSU_37089' 'yrvC' 'ynzJ' 'yqjZ' 'ynaI'
 'yxiG' 'hisH' 'yveF' 'BSU_24205' 'yddM' 'ykoI' 'yoaQ' 'ligV' 'ypmT']",[],[],[],"['ycgS' 'yopU' 'epsO' 'yozF' 'sufLC' 'BSU_17689' 'ydzV' 'hmpA' 'ydzWmc'
 'BSU_28509' 'ydhF' 'skfB' 'sspK' 'rimI' 'xhlA' 'immR' 'phrA' 'ynzI'
 'yybK' 'yqbC' 'gerKA' 'gutP' 'ypfB' 'rmgS' 'ytcD' 'fliE' 'comGD' 'yptA'
 'spoL' 'xpf' 'yxzF' 'yozZ' 'ytzH' 'BSU_29845' 'yxiH' 'ydzTc' 'yxeM'
 'rghRA' 'yndE']","['mbtH' 'yqbH' 'BSU_27085' 'yhfF' 'tuaAc' 'yosH' 'yojB' 'tatAC' 'ytjA'
 'yflJ' 'yotH' 'kamB' 'phrH' 'yozH' 'BSU_36499' 'yvzI' 'yyzJ' 'rgpA'
 'yaaL' 'yuzJ' 'BSU_19915' 'ywzF' 'yosR' 'yqaF']","['yopX' 'yjcA' 'ygzA' 'tepJ' 'yufS' 'sboX' 'yotE' 'fbpB' 'sscB' 'yonP'
 'ydzP']",['sspL' 'ypzI' 'ydhUn' 'yyzB' 'xkzB' 'degQ' 'yoqB' 'BSU_31725'],['BSU_21638' 'BSU_27786'],['ybbU' 'mciZ'],[],[],[],[],[],[]
