,A,TnrA
R2,,0.6241873838107084
xmin,,-4.860623949450313
xmid,,
xmax,,6.615708624831236
ystart,,-19.745335297129586
yend,,27.731220869494184
SRX8138083,2.5299658533997698,0.17761313484536778
SRX8138084,-1.7817060510756142,-0.1537146633572255
SRX8138085,-0.7482598023241274,-0.02389847148814228
SRX8138086,-0.8412621478554346,0.07696324390766751
SRX8138087,-0.7227466109309116,0.16028444650542806
SRX8138088,-2.8913434674466116,-0.18219845578011507
ERX4111143,-0.13354096440421526,0.06806984921410207
ERX4111144,1.4113552295302123,0.5909424136404553
ERX4111145,1.3492973259746714,0.08823789573926
ERX4111146,1.915709180835268,-0.16700695712345626
ERX4111148,-0.6375511087637924,-0.3277013050210127
ERX4111149,1.269966519515832,0.3860396610251256
ERX4111150,1.1691872485588888,0.2622325247272901
ERX4111151,0.1335409644042097,-0.06806984921410164
ERX4111152,0.8974447641548514,0.1277680459589403
ERX4111153,1.8616699090453293,0.34308226679798004
ERX4111154,3.4971778819616635,0.9354781335106744
ERX4111156,0.7707103603951994,0.021760282854404792
ERX4111157,1.4510468032593613,0.0693508262578919
ERX4111158,1.5345234197005249,0.2886439385928474
SRX5577041,-1.1103520790097228,-0.18572977749283925
SRX5577042,0.1963089093491389,0.12014271851961578
SRX5577043,0.1775444539463751,-0.019887751286700173
SRX5577044,0.7364987157142212,0.08547481025992365
SRX5577045,-1.640171353225938,0.15570366179034867
SRX5577046,-2.5725051828202607,-0.003646028939761514
SRX5577047,0.8039010504657988,-0.5318823848883163
SRX5577048,0.5626005024273986,-0.5726349623312306
SRX5577049,3.3369542804433525,-1.3173990724875644
SRX5577050,-1.6789018858844045,-1.828230587375586
SRX5577051,5.0550239329034925,-1.6216977415285552
SRX5577052,5.425870506141231,-1.5892306678282615
SRX5577053,3.1508256236985313,-0.043765084042252766
SRX5577054,4.959892259404539,-0.09018447825781806
SRX5577055,2.0644976707920177,0.06978746339776265
SRX5577056,1.297213466681204,0.01759873187442995
