,PSPTO_RS14665
SRX1828913,-0.026762665300000002
SRX1828914,0.5079576463000001
SRX1828915,0.1357074413
SRX1828916,0.5479273946000001
SRX1828917,-0.1089447759
SRX1828918,0.6468132980000001
SRX3983989,0.6670392304
SRX3983990,0.5189518663
SRX3983993,1.5360492086000002
SRX3983994,1.5069724575999999
SRX3983995,0.4235542115
SRX3983996,1.7070840693
SRX3983997,1.4986685526
SRX3983998,0.3427735227
SRX3983999,0.0459876804
SRX3984000,0.052058171
SRX3984001,1.8824484225
SRX3984002,1.7410467344
SRX3984003,0.5111952041
SRX3984004,0.20527308930000002
SRX3984005,0.3380607178
SRX3984006,1.2232272951
SRX3984007,1.2065129743
SRX3984008,-0.0281692841
SRX3984009,-0.2024393261
SRX3984010,2.9094142617000003
SRX3984011,0.2836135973
SRX3984012,0.2138560346
SRX3984013,0.4661029634
SRX3984014,0.3056440153
SRX3984015,0.3810764222
SRX3984016,-0.1499591632
SRX3984017,2.9745089113
SRX3984019,0.19927813800000002
SRX3984020,2.3161853797
SRX3984021,2.5633943522
SRX3984022,2.8566087001
SRX3984023,0.11694513620000001
SRX3984024,0.1952511049
SRX3984025,0.6095852265
SRX3984026,0.2971657848
SRX3984027,-0.1646040977
SRX3984028,0.1440021501
SRX3984029,-0.1610542426
SRX3984031,1.8414791285
SRX3984032,1.9725267005
SRX3984034,0.21258506570000002
SRX3984035,0.590237655
SRX3984036,2.8977364601
SRX3984037,1.7190189016000001
SRX3984038,2.3140184398
SRX3984039,2.6817618161
SRX3984040,0.2489695482
SRX3984041,2.5222259152
SRX3984042,2.0160696885
SRX3984043,1.5632554061000001
SRX3984045,-1.0251045878
SRX3984046,-0.09291719999999999
SRX3984047,1.8952300052000002
SRX3984048,1.5128548246
SRX3984049,0.9502086964
SRX3984050,0.7354116394
SRX3984051,2.0985314546
SRX3984052,0.6132126281
SRX3984056,2.2173121517
SRX3984057,2.684467789
SRX3984058,2.1925593615
SRX3984059,0.349891294
SRX3984061,0.271495945
SRX3984062,0.2615106078
SRX3984063,0.1360179372
SRX3984064,-0.1566579766
SRX3984065,0.2163552557
SRX3984066,0.6500870574000001
SRX3984067,0.9639384482000001
SRX3984068,0.6900798245
SRX3984069,0.7536220867000001
SRX3984070,1.6307857842
SRX3984071,1.4632837426
SRX3984073,0.1589665491
SRX3984074,0.5053048467
SRX3984077,0.4763740214
SRX3984078,0.29821772620000003
SRX3984079,1.5964379817
SRX3984080,-0.23661300200000002
SRX3984082,0.1280267715
SRX3984084,1.5956850135
SRX6997963,1.4828203088
SRX6997964,0.3727866003
SRX6997965,-0.5623856895
SRX6997967,-0.21800254600000002
SRX6997968,1.2457483128
SRX6997969,0.3996906629
SRX6997971,-1.2648177628
SRX6997972,0.6552384832
SRX6997973,1.0866769095
SRX3159100,-1.1688937687
SRX3159101,0.5009046134
SRX3159102,-0.3132440681
SRX3159103,0.9812332234000001
SRX3159000,-0.346660405
SRX3159001,-0.346660405
SRX3159002,-0.346660405
SRX3159003,-0.346660405
SRX3159004,-0.346660405
SRX3159005,-0.346660405
SRX3159006,-0.346660405
SRX3159007,-0.346660405
SRX3159008,-0.346660405
SRX3159009,-0.346660405
SRX3159010,-0.346660405
SRX3159012,-0.346660405
SRX3159013,-0.346660405
SRX3159014,1.6401398708000001
SRX3159015,-0.346660405
SRX3159016,-0.346660405
SRX3159017,-0.346660405
SRX3159018,-0.346660405
SRX3159019,-0.346660405
SRX3159020,1.9808510144
SRX3159021,-0.346660405
SRX3159022,-0.346660405
SRX3159023,1.8190488505
SRX3159024,-0.346660405
SRX3159025,-0.346660405
SRX3159026,-0.346660405
SRX3159027,-0.346660405
SRX3159028,-0.346660405
SRX3159029,-0.346660405
SRX3159030,-0.346660405
SRX3159034,-0.346660405
SRX3159036,2.3804439734000002
SRX3159037,-0.346660405
SRX3159041,-0.346660405
SRX3159042,-0.346660405
SRX3159043,-0.346660405
SRX3159045,0.5638054624000001
SRX3159047,-0.346660405
SRX3159048,1.0861600767
SRX3159049,-0.346660405
SRX3159050,-0.346660405
SRX3159051,0.8841111460000001
SRX3159052,0.6204717444
SRX3159053,-0.346660405
SRX3159054,-0.346660405
SRX3159055,-0.346660405
SRX3159056,-0.346660405
SRX3159057,-0.346660405
SRX3159058,0.401146959
SRX3159060,-0.346660405
SRX3159061,0.7882785071
SRX3159062,-0.346660405
SRX3159063,-0.346660405
SRX3159066,-0.346660405
SRX3159069,-0.346660405
SRX3159070,-0.346660405
SRX3159071,-0.346660405
SRX3159073,1.7429663644
SRX3159074,-0.346660405
SRX3159075,-0.346660405
SRX3159076,-0.346660405
SRX3159080,-0.346660405
SRX3159082,-0.346660405
SRX3159083,-0.346660405
SRX3159086,-0.346660405
SRX3159087,-0.346660405
SRX3159088,-0.346660405
SRX3159089,0.9402106358000001
SRX3159090,1.0833853749
SRX3159091,-0.346660405
SRX3159092,-0.346660405
SRX3159093,-0.346660405
SRX3159094,2.0893626048
SRX3159095,-0.346660405
SRX3159096,-0.346660405
SRX3159097,-0.346660405
SRX3159098,1.3992921926
SRX3159099,-0.346660405
SRX3158988,-0.5890335969
SRX3158989,-3.1039890782
SRX3158990,-0.5011932282
SRX3158991,-1.8746542546
SRX3158992,0.5107904796
SRX3158996,0.0782431172
SRX3644656,0.20034017010000002
SRX3644657,-0.07635387660000001
SRX3644658,-0.1239862934
SRX3644659,-0.3810954219
SRX3644660,0.12014512590000001
SRX3644661,0.0498792608
SRX3644662,0.4168697878
SRX3644663,-0.1533580851
SRX3644664,0.9338537447
SRX3644665,-0.1116401967
SRX3644666,-0.07251455820000001
SRX3644667,0.7429389882
SRX3644668,-0.21808346890000002
SRX3644669,-0.1394153722
SRX3644670,0.1521030605
SRX3644671,-0.0987315416
SRX3644672,-0.4817195838
SRX3644673,-0.4639558272
