,Value,list
TF,PvdS,
reg_genes,14,['PA2406']
comp_genes,33,"['PA4709' 'pvdL' 'pvdT' 'PA2427' 'PA2411' 'pvdG' 'PA2393' 'pvdS' 'pvdO'
 'fpvA' 'pvdR' 'pvdH' 'pvdQ' 'phuR' 'PA2531' 'opmQ' 'PA2384' 'pvdN'
 'PA2412' 'pvdP']"
both_genes,13,"['pvdF' 'PA2402' 'PA2404' 'PA2403' 'pvdA' 'PA2407' 'pvdE' 'PA2408'
 'PA2410' 'pvdJ' 'PA2405' 'PA2409' 'pvdD']"
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
