,ABUW_3493
SRX3737100,1.3671382366
SRX3737101,1.4419403332
SRX3737103,1.0010706654
SRX3737104,-0.0616317376
SRX3737105,-0.0113364255
SRX3737106,0.09334519999999999
SRX3737107,-0.020377037
SRX3737108,-0.3965263536
SRX3737109,-0.4029345315
SRX3737110,0.0755529826
SRX3737111,-0.1489447298
Abaum_0017,-0.036177546000000005
Abaum_0018,-0.2555457033
Abaum_0019,-0.417065202
Abaum_0020,-0.2763147206
Abaum_0021,0.7887826263000001
Abaum_0022,-0.0314364426
Abaum_0023,0.036177546000000005
Abaum_0024,-0.2774981985
Abaum_0025,0.7730539139
Abaum_0026,-0.0069223015
SRX3141471,-0.1671658077
SRX3141472,-0.44593147120000004
SRX3141473,0.0791292349
SRX3141474,0.36680223630000003
SRX3141475,-0.6641456809
SRX3141476,-0.2770426109
SRX3141477,-0.0947604301
SRX3141478,-0.2655444134
SRX3141479,-0.30021772900000004
SRX8944518,0.0563378115
SRX8944519,-0.1968269517
SRX8944520,-0.0646418445
SRX8944521,0.0357302207
SRX8944522,0.008304032900000001
SRX8944523,0.3860434245
SRX5930997,0.411186618
SRX5930998,-0.7938752149
SRX5930999,0.3826885969
SRX5931001,0.47117369550000004
SRX5931002,0.2897120317
SRX4488546,1.1618528854
SRX4488547,-0.4648088334
SRX4488548,2.1280398368
SRX4488549,-0.6970440520000001
SRX4488550,2.4081314718
SRX4488551,2.4873958856
SRX4488552,2.7127692462
SRX4488553,2.3339180497
SRX4488554,1.9597937701
SRX4488555,2.0175018387
SRX4488556,1.8400478073
SRX4488557,2.0625036597
SRX2568047,-0.9973402258
SRX2568048,-0.9168047043
SRX2568049,-0.8855859254
SRX2568050,-0.3985029821
SRX2568051,-0.1001663622
SRX2568052,-0.0898306714
SRX2568053,-0.5275951160000001
SRX2568054,-0.5502104345000001
SRX2568055,-0.6204674453
SRX2568056,0.1801403135
SRX2568057,-0.3077512047
SRX2568058,0.1725308596
SRX2568059,0.3917405751
SRX2568060,0.5388220730000001
SRX2568061,0.225478685
SRX2568062,0.36576748670000003
SRX2568063,0.6404018282
SRX2568064,-1.0061693149
Abaum_0001,-0.154467785
Abaum_0002,0.06378795450000001
Abaum_0003,0.47872871840000003
Abaum_0004,0.5049958542
Abaum_0005,0.6453975959
Abaum_0006,0.3997249741
Abaum_0007,0.3540509061
Abaum_0008,0.1237637132
Abaum_0009,-0.1203096795
Abaum_0010,0.1765261331
Abaum_0011,-0.08928308430000001
Abaum_0012,0.08928308430000001
Abaum_0013,-0.1683432604
Abaum_0014,-0.062653625
Abaum_0015,-0.3088443869
Abaum_0016,0.0549285955
ERX1221046,0.0009132446
ERX1221048,0.0278490627
ERX1221049,-0.0287623073
ERX1221050,0.2404556371
ERX1221052,0.3920030002
ERX1221053,0.4132929307
ABNM035,0.30195882700000004
ABNM036,-0.30195882700000004
ABNM037,0.531228912
ABNM038,-0.6172425020000001
ABNM041,-0.0028820910000000003
ABNM042,-0.27880133500000004
ABNM019,0.0619583843
ABNM020,-0.0619583843
ABNM021,0.6547585183
ABNM022,-0.1432037382
ABNM023,-0.6166376682
ABNM024,-0.5425299241
ABNM025,-1.333126675
ABNM026,-1.7213091181
ABNM027,0.3804340939
ABNM028,-0.3804340939
ABNM029,0.0264760926
ABNM030,-0.4292885171
ABNM031,-0.3371685941
ABNM032,-0.5846328888
ABNM033,-0.2406918063
ABNM034,-0.2677729619
ABNM001,-0.0562053287
ABNM002,0.0562053287
ABNM003,-0.29432828380000003
ABNM004,0.5721832657
ABNM005,-1.6679547599
ABNM006,-0.277564578
ABNM007,-0.4217778419
ABNM008,-0.47939360400000003
ABNM009,0.231771782
ABNM010,0.3973669676
ABNM043,-0.0745312925
ABNM044,0.0745312925
ABNM045,-0.7158122935
ABNM046,-0.6106532415
ABNM047,0.4854917615
ABNM048,0.3086212785
ABNM011,0.050832129600000005
ABNM012,-0.050832129600000005
ABNM013,0.2882902175
ABNM014,0.18209193
ABNM015,-0.0341903004
ABNM016,0.0162560188
ABNM017,-0.1706274036
ABNM018,-0.2191381098
