,-0.08457254034488204,-0.0732962016322311,-0.06201986291958017,-0.050743524206929236,-0.0394671854942783,-0.028190846781627366,-0.01691450806897643,-0.005638169356325495,0.00563816935632544,0.016914508068976375,0.02819084678162731,0.039467185494278245,0.05074352420692918,0.062019862919580115,0.07329620163223105,0.08457254034488199,0.09584887905753292,0.10712521777018386,0.11840155648283479,0.12967789519548573
thresh,-0.09021070970120751,0.09021070970120751,1,,,,,,,,,,,,,,,,,
unreg,0,0,5,8,35,152,582,1281,1142,456,144,39,24,8,4,6,5,3,1,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['nuoG' 'cyoC' 'nuoK' 'nuoI' 'nuoN'],['nuoL' 'nuoJ' 'nuoH'],['nuoM'],[]
