,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A
0,AB0057_PGcoculture__PGAB,-7.226680060166667,1.8430929646477705,3.0,0.0,-5.1096727921,1.0,-8.0962343715,2.0,-8.4741330169,,
1,AB0057_PGcoculture__AB ,2.5000002068509275e-11,0.9313626642321496,4.0,3.0,-0.8104028168,4.0,-0.09395302650000001,5.0,-0.4218356922,6.0,1.3261915356
2,AB0057_PGcoculture__ABPG,3.706547255675,2.8784231838257037,4.0,7.0,5.2031810815,8.0,5.6667035653,9.0,-0.5515845067,10.0,4.5078888826
3,AB5075_AZI__AZI_000,0.0,0.469189314863145,2.0,11.0,0.3317669462,17.0,-0.3317669462,,,,
4,AB5075_AZI__preculture,12.03460055525,0.6320835771084012,2.0,12.0,11.5876499716,13.0,12.4815511389,,,,
5,AB5075_AZI__AZI_040,12.5883648761,2.011538301914195,2.0,14.0,11.1659925022,18.0,14.01073725,,,,
6,AB5075_AZI__AZI_028,5.574505096599999,0.7990564391871359,2.0,15.0,5.0094868699,19.0,6.1395233233,,,,
7,AB5075_AZI__AZI_003,1.03293831335,0.1473646450895929,2.0,16.0,0.9287357735,20.0,1.1371408532,,,,
8,AB5075_VIR-O_AV-T__AV-T/vector,1.6980741512000002,2.1010149006470695,3.0,21.0,1.6437011443,28.0,-0.3752265019,29.0,3.8257478112000003,,
9,AB5075_VIR-O_AV-T__VIR-O/vector,-3.700743415417188e-17,1.41782276504964,3.0,22.0,-0.8154381887000001,23.0,1.6371566948,24.0,-0.8217185061000001,,
10,AB5075_VIR-O_AV-T__VIR-O/1645,4.8092118954,2.0245774465258273,3.0,25.0,2.5576318906999997,26.0,6.4797077347,27.0,5.3902960608,,
11,AB5075_VIR-O_LSO__VIR-O,-1.850371707708594e-17,1.0086956060649206,3.0,30.0,-0.7287688682,32.0,1.1512381551,34.0,-0.4224692869,,
12,AB5075_VIR-O_LSO__LSO,0.9693691267666664,3.390921181502038,3.0,31.0,3.0080301727,33.0,2.8450761362,35.0,-2.9449989286,,
13,AB5075_Zinc__Control,1.850371707708594e-17,1.2439788881389324,3.0,36.0,-1.393410157,37.0,0.9988467256,38.0,0.3945634314,,
14,AB5075_Zinc__Zinc,5.20667936405,0.13131557102901487,2.0,39.0,5.2995334948,40.0,5.1138252333,,,,
15,AB5075_biofilm+abx__planktonic,0.0,1.7180716920469081,3.0,41.0,1.386267316,42.0,-1.9221444535,44.0,0.5358771375,,
