,-0.03957231256666667,-6.938893903907228e-18,0.039572312566666656,0.07914462513333333,0.11871693769999998,0.15828925026666663,0.19786156283333334,0.2374338754,0.27700618796666665,0.3165785005333333,0.35615081309999996,0.3957231256666666,0.43529543823333333,0.47486775079999993,0.5144400633666666,0.5540123759333332,0.5935846884999999,0.6331570010666666,0.6727293136333332,0.7123016261999999
thresh,-0.05935846885,0.05935846885,3,,,,,,,,,,,,,,,,,
unreg,16,3641,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Crp,4,527,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crp and RhaS,0,0,0,0,0,0,1,0,1,1,1,0,2,0,0,0,0,0,0,0
unreg_genes,[],[],[],['sgrT'],[],[],[],[],[],[],['rhaM'],[],[],[],[],[],[],[],[],[]
Crp_genes,['rbsD' 'tnaA' 'nrdA' 'nrdB'],"['fucI' 'malT' 'araC' 'preA' 'paaD' 'glpB' 'yfaE' 'glpC' 'dctA' 'fur'
 'chbR' 'speC' 'gcvP' 'guaB' 'treB' 'ptsI' 'rmf' 'hyfA' 'ptsH' 'crp'
 'glnL' 'galT' 'yjcH' 'galS' 'glnA' 'nfuA' 'narQ' 'fixA' 'idnO' 'aldB'
 'btsT' 'mazE' 'nagB' 'malX' 'dksA' 'rbsA' 'yiaK' 'malG' 'galE' 'uidB'
 'puuR' 'xylG' 'gatY' 'psuG' 'psuK' 'melA' 'prpB' 'dgoA' 'entH' 'ptsG'
 'xylB' 'puuD' 'kbaZ' 'ascF' 'putP' 'chbA' 'pncB' 'yhgH' 'citC' 'marR'
 'aegA' 'trg' 'fucO' 'entA' 'uxuR' 'serC' 'gntT' 'prpD' 'puuE' 'glpQ'
 'xylF' 'ulaD' 'yhfA' 'entD' 'raiA' 'gcvT' 'uhpT' 'cyoC' 'ntrC' 'caiD'
 'cytR' 'dsdX' 'cstA' 'nanE' 'sgcB' 'serA' 'ppdD' 'idnT' 'fecE' 'malY'
 'dcuR' 'gcvH' 'mhpF' 'gutQ' 'glpX' 'chbF' 'entB' 'aaeX' 'rpsR' 'gatZ'
 'manZ' 'csgE' 'puuC' 'csqR' 'prpR' 'yjhH' 'gadB' 'uidA' 'abgR' 'nagA'
 'fucK' 'sgcA' 'dsdA' 'sgcQ' 'tdcF' 'chbC' 'dcuB' 'guaA' 'focB' 'csgG'
 'aer' 'fucU' 'fadL' 'csiE' 'acs' 'ldtB' 'nanS' 'gapA' 'argG' 'paaC'
 'sgbU' 'aroA' 'hpt' 'lsrB' 'hflK' 'mhpE' 'xseA' 'pck' 'cpdB' 'csgD'
 'rbsC' 'hofN' 'marA' 'araB' 'aaeA' 'xylH' 'agp' 'feaR' 'rseC' 'prpC'
 'yiaN' 'exuT' 'ynfK' 'paaZ' 'hyfG' 'tdcC' 'fucR' 'cyoE' 'hicB' 'ampE'
 'chbG' 'nupG' 'manY' 'ygeA' 'casA' 'dgoR' 'cyoD' 'gadC' 'lamB' 'hflC'
 'dgoD' 'epd' 'araG' 'gpsA' 'tsx' 'psiE' 'manA' 'lyxK' 'ebgA' 'fadD'
 'ugpQ' 'lpd' 'marB' 'mglB' 'dgoT' 'sgbE' 'ygeW' 'ppiA' 'ugpA' 'casE'
 'uxaA' 'mhpD' 'trxA' 'cyoB' 'aceB' 'hyfI' 'araJ' 'xylE' 'rseB' 'ychH'
 'umpH' 'sdhD' 'plaR' 'tdcE' 'ulaE' 'nanT' 'idnD' 'tnaB' 'sgcR' 'fbaA'
 'priB' 'pgk' 'sgbH' 'yqeF' 'hflX' 'srlA' 'uxaB' 'yjhG' 'gltD' 'yaeQ'
 'srlR' 'hyfF' 'entE' 'citG' 'gadX' 'gcd' 'ulaF' 'rpsF' 'rbsR' 'cas2'
 'flhD' 'gatA' 'oxyR' 'sgcE' 'ilvN' 'malM' 'secB' 'rseA' 'grpE' 'patZ'
 'aceA' 'hyfD' 'preT' 'dpiB' 'glpE' 'caiB' 'rspB' 'crr' 'dcuA' 'aaeR'
 'hofC' 'rplM' 'ugpC' 'hyfR' 'mdtE' 'galM' 'rpsO' 'nadC' 'yiaM' 'rpsI'
 'mlc' 'ulaB' 'dpiA' 'caiA' 'sdhA' 'rplI' 'ubiG' 'sfsA' 'lsrD' 'nirC'
 'nanA' 'ascB' 'ugpB' 'exuR' 'rpoH' 'aspA' 'fepA' 'pflB' 'citD' 'prpE'
 'araF' 'nagC' 'bglF' 'xylR' 'treC' 'tdcD' 'gabD' 'mglA' 'chiP' 'fadH'
 'glgA' 'fumA' 'bhsA' 'hfq' 'aceK' 'gltB' 'glpG' 'dadX' 'hyfE' 'yeiW'
 'idnR' 'murP' 'cas1' 'csiD' 'uidC' 'ybiT' 'araE' 'fecC' 'cdd' 'sbmC'
 'hupB' 'manX' 'entC' 'xylA' 'lacZ' 'nupC' 'ampD' 'hofB' 'cysG' 'mhpC'
 'comR' 'tdcB' 'malS' 'agaV' 'fucA' 'gadA' 'nanC' 'chbB' 'gntU' 'nanK'
 'deoB' 'fumB' 'paaA' 'gntP' 'paaI' 'mazF' 'uxaC' 'sdhB' 'rimP' 'zraS'
 'malF' 'hofO' 'citF' 'gntK' 'aceF' 'ansB' 'csgF' 'sgcX' 'hyfJ' 'feaB'
 'lhgO' 'relA' 'yjhI' 'hupA' 'rbsK' 'gatB' 'rpoE' 'bglG' 'gatD' 'fucP'
 'hofM' 'paaG' 'nusA' 'sgcC' 'pnp' 'ulaC' 'truB' 'actP' 'mdh' 'acnB'
 'casB' 'cspD' 'malK' 'lacI' 'glgC' 'dusB' 'aldA' 'cirA' 'paaB' 'nagE'
 'fecA' 'uxuB' 'nirD' 'citE' 'gabT' 'glgP' 'srlE' 'sucA' 'mpl' 'cyoA'
 'sucB' 'lgoR' 'ulaA' 'osmY' 'puuB' 'gadE' 'hicA' 'dadA' 'gatC' 'glpR'
 'metK' 'melB' 'ugpE' 'mokB' 'lsrA' 'caiC' 'focA' 'rof' 'fixC' 'glgS'
 'udp' 'rbfA' 'melR' 'gltA' 'glpA' 'sucD' 'malI' 'chiQ' 'yaeP' 'ilvB'
 'deoA' 'gabP' 'mhpR' 'galK' 'deoD' 'agaA' 'envZ' 'srlB' 'fixB' 'dgoK'
 'cspE' 'gltF' 'citX' 'gutM' 'bglB' 'rihA' 'sdhC' 'casD' 'yeiP' 'cyaA'
 'modC' 'nlpE' 'glcC' 'malE' 'gyrA' 'ycdZ' 'tdcG' 'acnA' 'nanM' 'proP'
 'lacY' 'arfB' 'mdtF' 'fecB' 'ompF' 'infB' 'ompR' 'cas3' 'sucC' 'araA'
 'mtlR' 'tdcA' 'hyfC' 'uxuA' 'paaK' 'ykgR' 'fis' 'araH' 'yhcH' 'modB'
 'pdhR' 'caiE' 'ompW' 'ompA' 'lsrC' 'yiaO' 'lsrF' 'yiaL' 'lsrG' 'rseD'
 'rpoS' 'zraR' 'flhC' 'aaeB' 'casC' 'fecD' 'mhpB' 'rspA' 'aceE' 'deoC'
 'tam' 'srlD' 'agaW' 'mglC' 'sohB' 'hlyE' 'paaE' 'glpD' 'araD' 'lgoD'
 'ortT' 'paaF' 'fumC' 'mhpA' 'ebgC' 'glpT' 'hyfB' 'hyfH' 'paaJ' 'sodA'
 'lsrR' 'paaH' 'murQ' 'lacA' 'gdhA' 'caiT' 'lsrK' 'yahN' 'glpK' 'modA'
 'rbsB' 'caiF' 'mtlD' 'ygcW' 'glpF' 'fiu' 'grcA']",['galP' 'mtlA' 'idnK' 'nirB' 'sodB'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
Crp and RhaS_genes,[],[],[],[],[],[],['rhaR'],[],['rhaS'],['rhaT'],['rhaD'],[],['rhaB' 'rhaA'],[],[],[],[],[],[],[]
