,A,RhaS,Crp
cck_pts__pts_ale2__1,0.3637647888,-0.887940264,0.275129713
cck_pts__pts_ale3__2,0.1753251518,-0.51207123,-0.445342181
cck_pts__pts_ale3__1,0.2005310362,-0.575688736,-0.14552193800000002
cck_pts__pts_ale4__2,-0.0722119707,-0.7256075390000001,0.420678743
cck_pts__pts_ale4__1,0.6040643808,0.24486402000000002,0.387503033
cck_gnd__gmos_delgnd__1,0.6857717202,-0.20491156100000002,0.515541103
cck_gnd__gmos_delgnd__2,0.6864226883,-0.263116687,0.419079603
cck_gnd__gnd_ale1__1,0.2023637155,-0.437853676,0.113228532
cck_gnd__gnd_ale1__2,0.3572800899,-0.616002755,0.145492598
cck_gnd__gnd_ale2__1,0.3268993915,-0.345911002,0.057324061
cck_gnd__gnd_ale2__2,0.23117822240000002,-0.608117915,0.051602317
cck_gnd__gnd_ale3__1,-0.08954447780000001,-0.415970575,0.047017895000000004
cck_gnd__gnd_ale3__2,0.29588348200000003,-0.528129768,0.07806117700000001
cck_tpiA__gmos_deltpiA__1,0.11815575930000001,0.733633784,0.554945433
cck_tpiA__gmos_deltpiA__2,4.342409888,1.017535887,0.648474443
cck_tpiA__tpiA_ale1__1,0.12376661800000001,0.808332967,0.5753141230000001
cck_tpiA__tpiA_ale1__2,0.1237616161,0.450171496,0.5862271530000001
cck_tpiA__tpiA_ale2__1,0.0732218889,0.6266764530000001,0.693161793
cck_tpiA__tpiA_ale2__2,-0.0955213947,-0.39080944300000003,0.48257620300000004
cck_tpiA__tpiA_ale3__1,-0.0079731167,0.059096319,0.44486670300000003
cck_tpiA__tpiA_ale3__2,-0.5248460714000001,-0.134879935,0.424267453
cck_tpiA__tpiA_ale4__1,0.3583545583,0.5210528160000001,0.227203863
cck_tpiA__tpiA_ale4__2,0.19271576610000002,-0.093969072,0.196128253
acid_tale__acid_ale1_pH7__1,0.7472154435,-0.31095937900000004,0.152688973
acid_tale__acid_ale1_pH7__2,0.6609149431,-0.46864990900000003,0.12606668000000001
acid_tale__acid_ale1_pH5__1,-0.2576928813,-0.39290824500000004,0.7941495230000001
acid_tale__acid_ale1_pH5__2,0.3592124852,-0.37161180800000004,0.815270033
acid_tale__acid_ale2_pH7__1,0.7098306393,-0.08387921100000001,0.338840073
acid_tale__acid_ale2_pH7__2,0.5545163013000001,-0.27916455700000004,0.323054463
acid_tale__acid_ale2_pH5__1,-0.1819078449,-0.357550013,0.432644723
acid_tale__acid_ale2_pH5__2,0.514724897,-0.45197449500000003,0.485480993
acid_tale__low_Mg_ale_pH7__1,1.9545695682000002,0.307624824,0.300746703
acid_tale__low_Mg_ale_pH7__2,1.9899883611,0.091175552,0.34624546300000003
acid_tale__low_Mg_ale_pH5__1,-0.1792296174,0.050741261,0.608588733
acid_tale__low_Mg_ale_pH5__2,0.0405479733,-0.40386467600000003,0.557231563
acid_tale__MES_ale_pH7__1,0.6296222306,-0.187510018,0.430531873
acid_tale__MES_ale_pH7__2,0.7127617962,-0.149807706,0.47473322300000004
acid_tale__MES_ale_pH5__1,-0.38104173350000003,-0.22857616700000002,0.475017483
acid_tale__MES_ale_pH5__2,-0.1105012635,0.20951791,0.709374983
acid_tale__gmos_pH7__1,1.0809677447,-0.43235158300000004,0.42960406300000004
acid_tale__gmos_pH7__2,0.5757088587,-0.685069848,0.444629313
acid_tale__gmos_pH5__1,0.36663044570000003,-0.45338684,0.650228023
acid_tale__gmos_pH5__2,0.2005827955,0.439674691,0.7174304530000001
adnB__wt_adn__1,-0.6305735450000001,-1.11490856,-0.41595584700000005
adnB__wt_adn__2,-0.3465691368,-0.982752508,0.229595813
adnB__delydhB_adn__1,0.7273035206,-1.125468659,-0.53031891
adnB__delydhB_adn__2,0.6586737317,-1.459428896,-0.264506101
ytf2__wt_glc__1,-0.2831829985,-0.235063393,0.207994233
ytf2__wt_glc__2,-0.22137221680000002,-0.544775866,0.253845453
ytf2__ybcM_glc__1,0.2390859431,-0.485225585,0.49687887300000005
ytf2__ybcM_glc__2,-0.170276602,-0.43929898300000003,0.5496294230000001
ytf2__ydhB_glc__1,-0.4810223092,-0.623278978,0.326151603
ytf2__ydhB_glc__2,0.1443521667,-0.272523883,0.395503043
ytf2__yfeC_glc__1,-0.08018141840000001,-0.38384740300000003,0.20829614300000002
ytf2__yfeC_glc__2,-0.18299278870000002,-0.667146746,0.37606821300000004
ytf2__yciT_glc__1,-0.5463465506,-0.188339225,0.459934233
ytf2__yciT_glc__2,-0.6433200677,-0.14507462100000001,0.517486403
ytf2__ydiZ_glc__1,-0.6377707261000001,-0.383046908,0.28184425300000004
ytf2__ydiZ_glc__2,-0.537312162,-0.37902849400000005,0.281401713
ytf2__ynfL_glc__1,0.1875467519,-0.21709929800000002,0.510756223
ytf2__ynfL_glc__2,-0.2693508362,-0.352661859,0.523190413
misc2__dellon_glc__1,-1.8674736469000002,-0.22591745800000002,0.48724811300000004
misc2__dellon_glc__2,-2.0313676389,-0.707492878,0.21544195300000002
ytf3__wt_glc2__1,-0.4446848718,-0.24259332100000003,0.456262873
ytf3__wt_glc2__2,-0.3689149641,0.052322238,0.5116651830000001
ytf3__wt_pH7_lactate__1,-0.7739345645,-0.5545291999999999,0.560872303
ytf3__wt_pH7_lactate__2,-0.6078444764000001,-0.40413774300000005,0.553273863
ytf3__wt_pH55_lactate__1,-0.7387013694,-0.258835,0.778064203
ytf3__wt_pH55_lactate__2,-0.4656477564,-0.38334367,0.7423117130000001
ytf3__wt_pH55_HCl__1,-0.48656983330000003,-0.63704625,0.615049543
ytf3__wt_pH55_HCl__2,-0.4366535051,-0.44423068200000004,0.6014201330000001
ytf3__dyieP_pH7__1,-0.9032425195,-0.49596635800000005,0.47916943300000003
ytf3__dyieP_pH7__2,-0.0379373562,-0.36963122200000004,0.424966693
ytf3__dyieP_pH55__1,-0.0463165496,-0.716198234,0.439007113
ytf3__dyieP_pH55__2,-0.4704914099,0.11889158600000001,0.623551333
