sample,new_507683_507752_c
LBexp_1,13.175
LBexp_2,13.2405
LBexp_3,13.0417
LBtran_1,13.4657
LBtran_2,13.4288
LBtran_3,13.2039
LBstat_1,11.3859
LBstat_2,10.7457
LBstat_3,10.4469
LBGexp_1,12.7306
LBGexp_2,13.217
LBGexp_3,13.1872
LBGtran_2,13.2873
LBGtran_3,13.3237
LBGstat_1,13.2555
LBGstat_2,11.7348
LBGstat_3,12.7951
S0_1,11.9341
S0_2,11.9207
S0_3,12.2295
S1_1,11.7033
S1_2,11.8008
S1_3,11.7921
S2_1,10.669
S2_2,10.7154
S2_3,10.4828
S3_1,10.4944
S3_2,10.6063
S4_1,11.1102
S4_2,11.0565
S4_3,10.9252
S5_1,10.787
S5_2,9.1637
S5_3,11.3256
S6_1,10.5141
S6_2,9.3315
S6_3,9.9012
S6/t_1,10.3438
S6/t_2,9.137
S6_4,9.9507
S6_5,10.1798
S6_6,10.3471
S7_4,10.6918
S7_5,10.7617
S7_6,10.7934
S8_4,10.34
S8_5,10.6774
G135_1,11.8948
G135_3,10.929
G150_1,11.5579
G150_2,12.1495
G150_3,11.1265
G180_1,12.6223
G180_2,12.7975
G180_3,12.1854
C30_1,11.1943
C30_2,11.1792
C90_1,12.4642
C90_2,12.2208
BI_1,11.9838
BI_2,12.5328
BC_2,12.2859
BC/t_1,11.6013
BC/t_2,11.9897
BC_1,11.8309
Sw_1,12.5126
Sw_2,12.5589
BT_1,10.4204
BT_2,10.1868
B36_1,11.5323
B36_2,11.1757
B60_1,12.2434
B60_2,12.129
M9exp_1,11.7007
M9exp_2,11.1998
M9exp_3,11.1579
M9tran_1,11.2782
M9tran_2,11.1189
M9tran_3,11.3678
M9stat_1,10.0142
M9stat_2,10.3689
M9stat_3,10.273
M+G_1,11.1748
M+G_2,11.44
M+G_3,11.2417
Glu_1,11.4333
Glu_2,10.8991
Glu_3,11.334
Fru_1,12.2307
Fru_2,11.6229
Fru_3,10.7004
Mal_1,11.258
Mal_2,11.3063
Mal_3,11.4299
G+S_2,10.5754
G+S_3,10.9719
Pyr_1,10.397
Pyr_2,10.826
Pyr_3,10.5802
Gly_1,10.8403
Gly_2,12.0399
Gly_3,10.4322
Glucon_1,10.5973
Glucon_2,10.4518
Glucon_3,9.0534
aero_1,12.0854
aero_2,11.5772
aero_3,12.1498
nit_1,11.0296
nit_2,11.3033
nit_3,10.68
ferm_1,10.5547
ferm_2,10.4997
ferm_3,10.9935
T-5.40H_1,11.1327
T-4.40H_1,11.2242
T-3.40H_1,11.1382
T-2.40H_1,11.1439
T-1.40H_1,11.1874
T-1.10H_1,11.3906
T-0.40H_1,10.9019
T0.0H_1,10.9996
T0.30H_1,11.2296
T1.0H_1,10.086
T1.30H_1,9.8315
T2.0H_1,9.3643
T2.30H_1,9.8707
T3.0H_1,9.4734
T3.30H_1,9.8687
T4.0H_1,9.545
T5.0H_1,9.0504
HPh_1,12.8897
HPh_2,12.7233
HPh_3,13.1564
LPh_1,12.7747
LPh_2,13.1605
LPh_3,12.3931
LPhT_1,15.7215
LPhT_2,15.2806
LPhT_3,15.0905
SMMPr_1,10.9431
SMMPr_2,11.5771
SMMPr_3,11.4838
HiTm_1,11.6137
HiTm_2,11.8844
HiTm_3,11.8281
LoTm_1,10.0599
LoTm_2,10.0128
LoTm_3,9.8879
HiOs_1,11.3972
HiOs_2,11.6973
HiOs_3,11.4874
BMM_1,11.4181
BMM_2,11.2953
BMM_3,11.8638
Heat_1,12.616
Heat_2,12.3813
Heat_3,11.5976
Cold_1,10.9032
Cold_2,10.2938
Cold_3,10.3328
Etha_1,13.3972
Etha_2,12.9067
Etha_3,13.22
SMM_1,11.4734
SMM_2,11.452
SMM_3,11.4542
Salt_1,11.8976
Salt_2,11.5327
Salt_3,11.5034
Mt0_1,13.8015
Mt0_3,13.1933
M0t45_1,13.321
M0t45_2,13.0367
M0t45_3,13.3115
M0t90_1,11.6223
M0t90_2,12.4629
M0t90_3,12.1905
M40t45_1,12.428
M40t45_2,13.9012
M40t45_3,13.0217
M40t90_1,11.835
M40t90_2,12.7415
M40t90_3,13.4627
dia0_1,13.0517
dia0_2,13.0485
dia0_3,12.6858
dia5_1,14.495
dia5_2,14.601
dia5_3,14.3463
dia15_1,15.1034
dia15_2,15.0042
dia15_3,14.4753
Diami_1,13.838
Diami_2,14.4293
Diami_3,13.6692
Paraq_1,11.6539
Paraq_2,12.7092
Paraq_3,10.9756
