,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X,rep15_idx,rep15_X,rep16_idx,rep16_X,rep17_idx,rep17_X,rep18_idx,rep18_X,rep19_idx,rep19_X,rep20_idx,rep20_X,rep21_idx,rep21_X
0,ME_vs_LE__THY_None_WT_earlylog-planktonic,0.0,0.21917570436738054,3.0,0.0,-0.2530107224,1.0,0.1317178604,2.0,0.121292862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ME_vs_LE__THY_None_WT_latelog-planktonic,-0.8393063727333332,0.4772266913048354,3.0,3.0,-1.1132388532,4.0,-1.1164247398,5.0,-0.28825552520000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ME_vs_LE__THY_None_WT_earlystationary-planktonic,-1.6353685120666668,0.2666194278830782,3.0,6.0,-1.8182968619,7.0,-1.7583544092999999,8.0,-1.329454265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ME_vs_S__THY_None_WT_mid-exponential_OD1.0,6.6084703846735505e-18,0.16722263728364936,21.0,9.0,0.21067770870000002,10.0,-0.0252522892,11.0,-0.0060536378,12.0,-0.1987214985,13.0,-0.0652406422,14.0,-0.0375672097,15.0,-0.1440206821,16.0,-0.3741737234,17.0,-0.0963249634,18.0,0.0931691307,19.0,0.0166595172,20.0,-0.3438253364,21.0,0.0686399201,22.0,-0.0455010526,23.0,0.046904486100000004,24.0,0.0772578081,25.0,0.1871475293,26.0,0.1198881078,27.0,0.2667229378,28.0,0.073777618,29.0,0.1758362715
4,ME_vs_S__THY_None_WT_early-stationary_OD1.8,-0.5115002332238096,0.31771183634218303,21.0,30.0,-0.4601843946,31.0,-0.5046544204,32.0,-0.6721431079,33.0,-0.2953102532,34.0,-0.0026143498,35.0,-0.2810333575,36.0,-0.18626592990000002,37.0,-0.4856696789,38.0,-0.4075976162,39.0,-0.5914642678,40.0,-0.6104433323,41.0,-0.6454989874,42.0,-0.5309753282,43.0,-0.895368861,44.0,-0.9719734302,45.0,-0.6505470398000001,46.0,-1.1412780440999999,47.0,-0.9413287882,48.0,-0.1302444688,49.0,0.0951158624,50.0,-0.43202510390000004
5,WT_vs_Del_ccpA__THY_None_WT_exponential,0.0,0.14033119321361467,3.0,51.0,-0.1246473564,52.0,0.1519904011,53.0,-0.0273430447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,WT_vs_Del_ccpA__THY_None_Del-ccpA_exponential,-0.44442327024999995,0.09399196600472894,4.0,54.0,-0.4814408066,55.0,-0.5111277698,56.0,-0.4800395362,57.0,-0.3050849684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,WT_vs_Del_covR__THY_None_WT_late-exponential,-2.499999946642406e-11,0.03228324652574984,4.0,58.0,-0.0339335865,59.0,-0.0007340464,60.0,0.043541396600000004,61.0,-0.0088737638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,WT_vs_Del_covR__THY_None_covR-D53A_late-exponential,-0.261947816725,0.017484859956424775,4.0,62.0,-0.2757867821,63.0,-0.23682869480000002,64.0,-0.2636475417,65.0,-0.2715282483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,WT_vs_Del_covR__THY_None_covS-E281A_late-exponential,-0.028032605725,0.08460085143749198,4.0,66.0,0.0358635129,67.0,0.030958682600000002,68.0,-0.0330911661,69.0,-0.1458614523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
