,SP5448_07770
SRX1726505,0.1964494591
SRX1726506,0.2972874446
SRX1726507,-0.4937369037
SRX1726508,-1.1755026498
SRX1726509,-1.3893264948000001
SRX1726510,-0.1200533507
SRX1726511,-1.2913994393000001
SRX1726512,-1.2986240008
SRX1726513,-0.8059834518000001
SRX1081650,0.1027078057
SRX1081651,-0.9419457
SRX1081652,0.1399606918
SRX1081653,-0.5102782567
SRX1081654,-0.759093342
SRX1081655,-0.1778364197
SRX1081656,0.6784153601
SRX1081657,-0.3781369835
SRX1081658,-0.508276771
SRX1081659,0.6753864511000001
SRX1081660,-0.0227040691
SRX1081661,-0.2903382141
SRX1081662,0.1222214246
SRX1081663,0.7014737442
SRX1081664,0.9776389586
SRX1081665,-0.047352572100000004
SRX1081666,0.0203371081
SRX1081668,-0.1404627552
SRX1081669,0.12013821400000001
SRX1081670,0.3001255512
SRX1081671,-0.0619802261
SRX1081672,-0.1155755385
SRX1081673,-0.9575640285
SRX1081674,-0.7671974906
SRX1081675,-0.08896091290000001
SRX1081676,-0.8574859853000001
SRX1081677,-0.0458391478
SRX1081678,0.006904513
SRX1081679,-0.6224289042000001
SRX1081680,-0.4253818413
SRX1081681,-0.2456505283
SRX1081682,-0.5076041034000001
SRX1081683,-1.03475815
SRX1081684,-0.4970820636
SRX1081685,-0.3389814883
SRX1081686,-0.3218812132
SRX1081687,-1.0114163113
SRX1081688,0.1639194678
SRX1081689,-0.9132070071
SRX1081690,-1.4560174823
SRX1081691,-1.3298122576
SRX1081692,-1.2720476567
SRX1962715,-0.0701408978
SRX1962716,0.23929597660000002
SRX1962717,-0.1691550788
SRX1962718,2.0255717398
SRX1962719,0.4644952901
SRX1962720,0.5149145938
SRX1962721,1.1347118579
SRX4892146,-0.047699865300000005
SRX4892147,0.056416473700000004
SRX4892148,0.1848895035
SRX4892149,-0.19360611190000002
SRX4892150,-0.28826918020000003
SRX4892151,0.0213215488
SRX4892152,-0.3215765477
SRX4892153,-0.1453184551
SRX4892154,0.1349512861
SRX4892155,-0.1639117924
SRX4892156,-0.2687251627
SRX4892157,-0.21018493
SRX4892158,0.1906322671
SRX4892159,-0.5497067671
SRX4892160,0.010708167900000001
SRX4892161,-0.1433747057
SRX7620814,-0.2988332521
SRX7620815,-0.3301328035
SRX7620816,-0.26112383040000003
SRX7620817,-0.7402149667
SRX7620818,-0.8300604686
SRX7620819,-0.6216685974
SRX7620856,0.26214071580000003
SRX7620857,-1.1663354549
SRX7620858,0.33454770980000004
SRX7620859,-0.9898288378000001
SRX7620860,0.2707489447
SRX7620861,-1.2418654997
SRX7620862,0.43917876400000005
SRX7620863,0.9123575530000001
SRX7620864,0.3781664421
SRX7620865,0.6375567940000001
SRX7620866,0.07274468
SRX7620867,0.39825692570000004
SRX2161502,-0.0850133507
SRX2161503,0.1626163858
SRX2161504,-0.07760303510000001
SRX2161505,0.142353489
SRX2161506,0.18048758110000002
SRX2161507,0.135278963
SRX2161508,1.6135501992
SRX2161509,1.1714037758
SRX2161510,1.522501616
SRX2161511,1.4148886565
SRX2161512,1.0065421597
SRX2161513,1.3400625309
SRX2161514,0.1666075118
SRX2161515,-0.3594664241
SRX2161516,-0.20826572270000002
SRX2161517,-0.2032937782
SRX2161518,-0.1501175917
SRX2161519,-0.1666002053
SRX2161520,1.1582192109
SRX2161521,0.8872868960000001
SRX2161522,1.1462425317
SRX2161523,2.5413734398
SRX2161524,2.4580609209
SRX2161525,2.0440919469
