,PN96_RS04160
SBRG_BHIN_Growth_Late_1,0.4497521645
SBRG_BHIN_Growth_Late_2,-0.0653804775000002
SBRG_BHIN_Growth_Mid_1,2.1733901965
SBRG_BHIN_Growth_Mid_2,0.1923450664999997
SBRG_BHIN_Growth_Stat_1,0.2522634904999998
SBRG_BHIN_Growth_Stat_2,0.1905846895
SBRG_LBv2_Growth_Late_1,5.1297047375
SBRG_LBv2_Growth_Late_2,5.7555688735
SBRG_LBv2_Growth_Mid_1,0.0969153184999997
SBRG_LBv2_Growth_Mid_2,-0.0969153185000002
SBRG_LBv2_Growth_Stat_1,1.3109972504999998
SBRG_LBv2_Growth_Stat_2,0.7115745665
SBRG_MHB_Rich_Mid_1,3.7075452695
SBRG_MHB_Rich_Mid_2,0.4225267324999997
SBRG_NBO_Rich_Mid_1,1.0525139654999998
SBRG_NBO_Rich_Mid_2,0.6321649075
SBRG_M9Na_Arabinose_Mid_1,0.9026312889999986
SBRG_M9Na_Arabinose_Mid_2,0.4360992929999989
SBRG_M9Na_Galactose_Mid_1,0.4496356219999997
SBRG_M9Na_Galactose_Mid_2,0.6431478639999995
SBRG_M9Na_GlcNAcGrowth_Late_1,-1.3696604090000006
SBRG_M9Na_GlcNAcGrowth_Late_2,-1.0649229090000008
SBRG_M9Na_GlcNAcGrowth_Mid_1,-0.9795443230000008
SBRG_M9Na_GlcNAcGrowth_Mid_2,-0.8951769720000007
SBRG_M9Na_GlcNAcGrowth_Stat_1,-3.9554373430000007
SBRG_M9Na_GlcNAcGrowth_Stat_2,-4.496954344000001
SBRG_M9Na_GlcNAc_Mid_1,-0.2041366190000006
SBRG_M9Na_GlcNAc_Mid_2,-0.739578432000001
SBRG_M9Na_Gluconate_Mid_1,-1.156443007000001
SBRG_M9Na_Gluconate_Mid_2,-1.372477990000001
SBRG_M9Na_Glucosamine_Mid_1,-2.8834049010000005
SBRG_M9Na_Glucosamine_Mid_2,-2.947920824000001
SBRG_M9Na_Glycerol_Mid_1,-0.2462482850000009
SBRG_M9Na_Glycerol_Mid_2,-0.1743875600000004
SBRG_M9Na_Maltose_Mid_1,0.9583339510000002
SBRG_M9Na_Maltose_Mid_2,0.2432438149999995
SBRG_M9Na_Mannitol_Mid_1,0.7481247769999992
SBRG_M9Na_Mannitol_Mid_2,0.9150884519999992
SBRG_M9Na_Trehalose_Mid_1,-0.9226319870000008
SBRG_M9Na_Trehalose_Mid_2,-0.1209177990000007
SBRG_M9Na_ethanol_Mid_1,-2.4392347060000006
SBRG_M9Na_ethanol_Mid_2,-1.856524396
SBRG_M9Na_fructose_Mid_1,-0.9375584260000008
SBRG_M9Na_fructose_Mid_2,-0.7650628140000002
SBRG_M9Na_fumarate_Mid_1,0.1749066479999994
SBRG_M9Na_fumarate_Mid_2,-0.5463266090000003
SBRG_M9Na_glucoseGrowth_Late_1,0.0338520709999992
SBRG_M9Na_glucoseGrowth_Late_2,0.141189655999999
SBRG_M9Na_glucoseGrowth_Mid_1,0.1978910209999993
SBRG_M9Na_glucoseGrowth_Mid_2,-0.1978910210000002
SBRG_M9Na_glucoseGrowth_Stat_1,-2.5610000070000005
SBRG_M9Na_glucoseGrowth_Stat_2,-2.8477913640000008
SBRG_M9Na_ribose_Mid_1,0.5457722169999997
SBRG_M9Na_ribose_Mid_2,0.1303346359999997
SBRG_M9Na_succinate_Mid_1,-0.6033329690000002
SBRG_M9Na_succinate_Mid_2,-0.4598912880000005
SBRG_M9Na_sucrose_Mid_1,-4.598803995000001
SBRG_M9Na_sucrose_Mid_2,-4.418602918000001
SBRG_LBv2_HapROver_Late_1,0.4830168575
SBRG_LBv2_HapROver_Late_2,-0.1658462245
SBRG_LBv2_HapROver_Mid_1,2.7018178585
SBRG_LBv2_HapROver_Mid_2,1.2960673945
SBRG_LBv2_HapROver_Stat_1,-0.1063307145000003
SBRG_LBv2_HapROver_Stat_2,-0.2779011745000002
SBRG_LBv2_LuxOOver_Late_1,3.3122412645
SBRG_LBv2_LuxOOver_Late_2,3.6936541635
SBRG_LBv2_LuxOOver_Mid_1,4.5088823455
SBRG_LBv2_LuxOOver_Mid_2,4.8557118865
SBRG_LBv2_LuxOOver_Stat_1,3.8185207285
SBRG_LBv2_LuxOOver_Stat_2,2.8658262445
SBRG_LBv2_QstROver_Late_1,2.9000776195
SBRG_LBv2_QstROver_Late_2,3.0187096554999995
SBRG_LBv2_QstROver_Mid_1,2.4399020425
SBRG_LBv2_QstROver_Mid_2,2.8713998165000003
SBRG_LBv2_QstROver_Stat_1,4.0310347115
SBRG_LBv2_QstROver_Stat_2,3.9890313625
SBRG_LBv2_TfoXOver_Late_1,1.2008425505
SBRG_LBv2_TfoXOver_Late_2,1.6078602494999998
SBRG_LBv2_TfoXOver_Mid_1,4.5392594955
SBRG_LBv2_TfoXOver_Mid_2,4.4255740785
SBRG_LBv2_TfoXOver_Stat_1,3.6037445525
SBRG_LBv2_TfoXOver_Stat_2,3.4235288675
SRX12193062,-0.2332176284999993
SRX12193071,-0.4894009584999992
SRX12193063,0.2332176285000002
SRX12193072,-0.4425344915
SBRG_LBv2_LowpH_Mid_1,1.0376769845
SBRG_LBv2_LowpH_Mid_2,1.7411925385
SBRG_LBv2_highSalt_Mid_1,-0.1957838785000001
SBRG_LBv2_highSalt_Mid_2,0.0711525564999999
SBRG_M9Na_glucoseKanamycin_Mid_1,-0.2337017420000009
SBRG_M9Na_glucoseKanamycin_Mid_2,-0.4127326380000005
SRX8117098,-0.1286318479999999
SRX8117099,0.1286318479999999
SRX8117100,3.785763038
SRX8117101,3.665575451000001
SBRG_OSS_TfoXOver_Stat_1,-1.5381869975000004
SBRG_OSS_TfoXOver_Stat_2,-1.1780191215000002
SBRG_OSS_VectorOnly_Stat_1,0.0789957014999993
SBRG_OSS_VectorOnly_Stat_2,-0.0789957015000002
SBRG_LBv2_TfoXOver_Recov_1,1.0994876505
SBRG_LBv2_TfoXOver_Recov_2,0.6741033495000002
SBRG_LBv2_VectorOnly_Recov_1,0.0798635415000001
SBRG_LBv2_VectorOnly_Recov_2,-0.0798635414999999
