,-0.07871473269681335,-0.05247648846454224,-0.026238244232271127,-1.3877787807814457e-17,0.0262382442322711,0.05247648846454221,0.07871473269681332,0.10495297692908444,0.13119122116135556,0.15742946539362668,0.1836677096258978,0.2099059538581689,0.23614419809044002,0.26238244232271113,0.28862068655498224,0.31485893078725335,0.34109717501952447,0.3673354192517956,0.3935736634840667,0.4198119077163378
thresh,-0.09183385481294891,0.09183385481294891,1,,,,,,,,,,,,,,,,,
unreg,0,7,402,3470,308,8,2,3,0,4,2,2,1,1,0,0,1,0,0,0
unreg_genes,[],[],[],[],[],[],[],['ygiS' 'yjiK' 'ynjC'],[],['ytiA' 'ynjB' 'yjiM' 'ynjA'],['yedE' 'ynjE'],['yjiL' 'yedF'],['ydjX'],['ydjZ'],[],[],['ydjY'],[],[],[]
