,b2891_2
ica__thm_gal__2,9.280135845
ica__tyr_glcn__1,9.2027122447
ica__tyr_glcn__2,9.1936577343
ica__ura_pyr__1,9.1238687108
ica__ura_pyr__2,8.9158351375
ica__wt_glc__5,9.1163198342
ica__wt_glc__6,9.2203937837
ica__bw_delpurR_cytd__1,9.489035406
ica__bw_delpurR_cytd__2,9.5991012112
ica__ade_glc__1,8.5579509846
ica__ade_glc__2,8.4361233606
ytf__wt_glc__1,9.1721439706
ytf__wt_glc__2,9.0927429161
ytf__delyafC__1,8.8625554634
ytf__delyafC__2,8.8218163053
ytf__delyeiE__1,9.5186424299
ytf__delyeiE__2,9.5183195264
ytf__delyiaJ__1,8.9073953223
ytf__delyiaJ__2,8.9936115462
ytf__delyieP__1,8.9221435384
ytf__delyieP__2,8.9499457018
ytf__wt_ph5__1,9.1672006332
ytf__wt_ph5__2,9.2291547691
ytf__wt_ph8__1,9.2504226622
ytf__wt_ph8__2,9.2979918842
ytf__delybaO__1,8.7919104381
ytf__delybaO__2,8.9362263789
ytf__delybaQ__1,9.1178400829
ytf__delybaQ__2,9.2080187729
ytf__delybiH__1,8.6223380933
ytf__delybiH__2,8.6130101048
ytf__delydcI_ph5__1,9.2764195289
ytf__delydcI_ph5__2,9.2997666258
ytf__delydcI_ph8__1,9.3056797215
ytf__delydcI_ph8__2,9.3501572534
ytf__delyddM__1,9.3102027339
ytf__delyddM__2,9.2999894466
ytf__delyheO__1,8.6194242297
ytf__delyheO__2,8.6884923967
fps__bw_glc__1,9.0393515501
fps__bw_glc__2,8.9683775177
fps__fps_thrA_ale1__1,8.9616581117
fps__fps_thrA_ale1__2,9.0412249457
fps__fps_thrA_ale2__1,9.1442819986
fps__fps_thrA_ale2__2,9.1677381152
fps__fps_serB_ale1__1,9.0106174639
fps__fps_serB_ale1__2,9.0892244587
fps__fps_serB_ale4__1,8.9095126726
fps__fps_serB_ale4__2,9.1514802017
fps__fps_ptsI_ale1__1,8.5001555913
fps__fps_ptsI_ale1__2,8.6298812563
fps__fps_ptsI_ale3__1,8.7194085702
fps__fps_ptsI_ale3__2,8.6550037467
pal__lyx_ale2_f6__1,8.8293776598
pal__lyx_ale2__1,8.9478660009
pal__lyx_ale2__2,9.1137343087
pal__lyx_ale4__1,8.9478660009
pal__lyx_ale4__2,9.1137343087
pal__5drib_ale10_f18__1,8.2969090788
pal__5drib_ale10_f18__2,8.5314938511
pal__5drib_ale10__1,8.721051463
pal__arab_ale14_f9__1,9.2224126889
pal__arab_ale14_f9__2,9.2794269321
pal__arab_ale14__1,9.324267095
pal__arab_ale14__2,9.3110072008
pal__arab_ale16__1,9.2297190957
pal__arab_ale16__2,9.1764652044
pal__tartr_ale26_f10__1,8.9298608532
pal__tartr_ale26_f10__2,8.9447972424
pal__tartr_ale26__1,9.0104489257
pal__tartr_ale26__2,8.9645541343
pal__tartr_ale28_f10__1,8.6159438333
pal__tartr_ale28_f10__2,8.8079001896
pal__tartr_ale28__1,8.9051442369
pal__tartr_ale28__2,8.7709062964
efeU__delmenFentC_citr__1,9.077098011
efeU__delmenFentC_citr__2,8.9659341251
efeU__delmenFentC__1,9.3144920784
efeU__delmenFentC__2,9.3409072674
efeU__menFentC_ale39__1,8.7974092936
efeU__menFentC_ale39__2,8.7602568993
efeU__menFentC_ale29__1,8.8421299782
efeU__menFentC_ale29__2,8.8959803626
efeU__menFentC_ale30__1,9.421546028
efeU__menFentC_ale30__2,9.4052989251
efeU__menFentCubiC_ale36__1,9.4824310071
efeU__menFentCubiC_ale36__2,9.5214418368
efeU__menFentCubiC_ale37__1,9.1937810628
efeU__menFentCubiC_ale37__2,9.2993656018
efeU__menFentCubiC_ale38__1,9.4535077853
efeU__menFentCubiC_ale38__2,9.302370934
