,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X
0,RichMedia__BHIN_Growth_Late,-0.13764581899999984,0.1482688086006926,2.0,0.0,-0.2424876989999999,1.0,-0.0328039389999998
1,RichMedia__BHIN_Growth_Mid,0.5617502900000001,0.49931271965394214,2.0,2.0,0.9148177000000002,3.0,0.2086828800000001
2,RichMedia__BHIN_Growth_Stat,0.08543823600000014,0.3399650313020832,2.0,4.0,-0.1549533429999998,5.0,0.3258298150000001
3,RichMedia__LBv2_Growth_Late,0.31048670300000014,0.6004802857179528,2.0,6.0,-0.1141169789999998,7.0,0.7350903850000001
4,RichMedia__LBv2_Growth_Mid,5.551115123125783e-17,0.5248459905549842,2.0,8.0,0.371122159,9.0,-0.3711221589999999
5,RichMedia__LBv2_Growth_Stat,-0.6869499974999999,0.11284915747250951,2.0,10.0,-0.6071535929999998,11.0,-0.7667464019999999
6,RichMedia__MHB_Rich_Mid,0.29145266400000003,0.20790760591110127,2.0,12.0,0.4384655420000001,13.0,0.144439786
7,RichMedia__NBO_Rich_Mid,0.1695309170000001,0.15604798445694673,2.0,14.0,0.0591883290000001,15.0,0.2798735050000001
8,Carbon__M9Na_Arabinose_Mid,-0.43413676500000004,0.44300064690987495,2.0,16.0,-0.7473855265,17.0,-0.1208880035000001
9,Carbon__M9Na_Galactose_Mid,-0.7758611025,0.26152007153671186,2.0,18.0,-0.9607837185,19.0,-0.5909384865
10,Carbon__M9Na_GlcNAcGrowth_Late,0.5246031609999999,0.0602244662801008,2.0,20.0,0.5671882894999998,21.0,0.4820180325000001
11,Carbon__M9Na_GlcNAcGrowth_Mid,-0.15534544200000006,0.09410169053723941,2.0,22.0,-0.2218853855,23.0,-0.0888054985000001
12,Carbon__M9Na_GlcNAcGrowth_Stat,-0.5790275015,0.22001860700435869,2.0,24.0,-0.4234508525,25.0,-0.7346041505
13,Carbon__M9Na_GlcNAc_Mid,0.44888618199999997,0.5397071696294751,2.0,26.0,0.0672555824999998,27.0,0.8305167815000001
14,Carbon__M9Na_Gluconate_Mid,-0.9968828225000002,1.1495514279130552,2.0,28.0,-0.1840272125000002,29.0,-1.8097384325
15,Carbon__M9Na_Glucosamine_Mid,-1.303884349,0.34805622863213764,2.0,30.0,-1.5499972685,31.0,-1.0577714295000002
16,Carbon__M9Na_Glycerol_Mid,-0.06686476300000024,0.7051347600758744,2.0,32.0,0.4317408074999997,33.0,-0.5654703335000002
17,Carbon__M9Na_Maltose_Mid,-0.03507023949999996,0.4518574683499,2.0,34.0,0.2844412405000001,35.0,-0.3545817195
18,Carbon__M9Na_Mannitol_Mid,0.139404842,0.26811528971885756,2.0,36.0,-0.0501812975,37.0,0.3289909815
19,Carbon__M9Na_Trehalose_Mid,-0.19219157750000004,0.5766036811524172,2.0,38.0,-0.5999119505000001,39.0,0.2155287955
20,Carbon__M9Na_ethanol_Mid,0.04604986699999991,2.624480982046203,2.0,40.0,-1.8097384325,41.0,1.9018381665
21,Carbon__M9Na_fructose_Mid,-0.1856960705000001,0.11411824797464575,2.0,42.0,-0.1050022835000001,43.0,-0.2663898575000001
22,Carbon__M9Na_fumarate_Mid,-0.4966848330000001,0.3490347244101574,2.0,44.0,-0.7434896535000002,45.0,-0.2498800125
23,Carbon__M9Na_glucoseGrowth_Late,0.3011368204999998,0.16952674502548037,2.0,46.0,0.4210103314999998,47.0,0.1812633094999998
24,Carbon__M9Na_glucoseGrowth_Mid,-1.491862189340054e-16,0.04229178576087028,2.0,48.0,0.0299048084999999,49.0,-0.0299048085000002
25,Carbon__M9Na_glucoseGrowth_Stat,-0.6103651305000002,0.07727452975109371,2.0,50.0,-0.6650064745000002,51.0,-0.5557237865000002
26,Carbon__M9Na_ribose_Mid,-0.10747255900000005,0.5163113990893596,2.0,52.0,0.2576147325,53.0,-0.4725598505000001
27,Carbon__M9Na_succinate_Mid,0.2045052359999998,1.2513649565277765,2.0,54.0,-0.6803434105000001,55.0,1.0893538824999998
28,Carbon__M9Na_sucrose_Mid,-0.8918402300000001,0.030296866145239406,2.0,56.0,-0.9132633495,57.0,-0.8704171105000001
29,TF__LBv2_HapROver_Late,0.4986123240000001,0.8160447281126679,2.0,58.0,1.075643085,59.0,-0.0784184369999998
30,TF__LBv2_HapROver_Mid,1.292269186,0.03983390875241645,2.0,60.0,1.320436013,61.0,1.2641023590000002
31,TF__LBv2_HapROver_Stat,0.3120400330000001,0.2670657784996967,2.0,62.0,0.5008840560000001,63.0,0.1231960100000001
32,TF__LBv2_LuxOOver_Late,0.0780680860000001,0.12163258688550145,2.0,64.0,-0.0079391409999999,65.0,0.1640753130000001
33,TF__LBv2_LuxOOver_Mid,0.3169720610000001,0.24303520284677116,2.0,66.0,0.1451202210000001,67.0,0.4888239010000001
34,TF__LBv2_LuxOOver_Stat,0.16578572750000015,0.30559821691625305,2.0,68.0,0.3818762990000002,69.0,-0.0503048439999999
35,TF__LBv2_QstROver_Late,-0.2513565484999998,0.1581264873635852,2.0,70.0,-0.1395442369999998,71.0,-0.3631688599999998
36,TF__LBv2_QstROver_Mid,-0.18278199149999985,0.228908825097659,2.0,72.0,-0.3446449739999999,73.0,-0.0209190089999998
37,TF__LBv2_QstROver_Stat,-0.18662470149999988,0.8204159766740426,2.0,74.0,-0.7667464019999999,75.0,0.3934969990000001
38,TF__LBv2_TfoXOver_Late,-0.6889242189999999,0.1100571866520809,2.0,76.0,-0.7667464019999999,77.0,-0.6111020359999999
39,TF__LBv2_TfoXOver_Mid,0.050250038999999996,0.07076557788914607,2.0,78.0,0.000211219,79.0,0.100288859
40,TF__LBv2_TfoXOver_Stat,-0.2846653444999999,0.14528234523167152,2.0,80.0,-0.1819352129999999,81.0,-0.3873954759999999
41,Stress-I__20-300-T1,1.2061998665,1.7058242101369165,2.0,82.0,0.0,83.0,2.412399733
42,Stress-I__20-300-T2,1.035801452,1.4648444613441445,2.0,84.0,0.0,85.0,2.071602904
43,Stress-II-1__LBv2_LowpH_Mid,0.2582817300000001,0.07367320804445299,2.0,86.0,0.3103765550000001,87.0,0.2061869050000001
44,Stress-II-1__LBv2_highSalt_Mid,-0.6266552554999998,0.1981187993486962,2.0,88.0,-0.4865641089999998,89.0,-0.7667464019999999
45,Stress-II-2__M9Na_glucoseKanamycin_Mid,1.608469302,0.11379154696406796,2.0,90.0,1.6889320765,91.0,1.5280065275
46,Stress-III__R_wt,-5.0306980803327406e-17,0.01952737955196779,2.0,92.0,0.0138079424999999,93.0,-0.0138079425
47,Stress-III__R_s,0.2945913934999999,0.09797895854391796,2.0,94.0,0.3638729794999999,95.0,0.2253098074999999
48,Competence-condition__OSS_TfoXOver_Stat,0.0,0.0,2.0,96.0,0.0,97.0,0.0
49,Competence-condition__OSS_VectorOnly_Stat,0.0,0.0,2.0,98.0,0.0,99.0,0.0
50,Competence-Recovery__LBv2_TfoXOver_Recov,-0.13218979699999997,0.5319576264970999,2.0,100.0,0.243961048,101.0,-0.508340642
51,Competence-Recovery__LBv2_VectorOnly_Recov,0.0,0.9357331447022869,2.0,102.0,0.661663252,103.0,-0.661663252
