,A,GntR
Rich_TF_over_stress__LBv2_HapROver_Mid__2,-5.283625751397867,2.3213091795
Rich_TF_over_stress__LBv2_HapROver_Stat__1,-2.4451842104577715,0.4416913334999996
Rich_TF_over_stress__LBv2_HapROver_Stat__2,-1.7203636002064298,0.4201716434999998
Rich_TF_over_stress__LBv2_LuxOOver_Late__1,-3.830086517800455,-0.7796646955000002
Rich_TF_over_stress__LBv2_LuxOOver_Late__2,-4.678133398788891,-0.8422188315000003
Rich_TF_over_stress__LBv2_LuxOOver_Mid__1,-2.3450469994012964,0.4339432684999993
Rich_TF_over_stress__LBv2_LuxOOver_Mid__2,-3.5061155167950533,1.0706436464999998
Rich_TF_over_stress__LBv2_LuxOOver_Stat__1,0.1588986667901576,0.5447922304999997
Rich_TF_over_stress__LBv2_LuxOOver_Stat__2,0.5374294499235286,0.2055871204999997
Rich_TF_over_stress__LBv2_QstROver_Late__1,-4.643055590487403,-1.0328013515000007
Rich_TF_over_stress__LBv2_QstROver_Late__2,-3.844726506821644,-1.0639033005000007
Rich_TF_over_stress__LBv2_QstROver_Mid__1,-0.9945081877614276,-0.1369294775000007
Rich_TF_over_stress__LBv2_QstROver_Mid__2,-1.9591198299319093,0.0349373464999995
Rich_TF_over_stress__LBv2_QstROver_Stat__1,-0.5132178746856352,1.1844292574999995
Rich_TF_over_stress__LBv2_QstROver_Stat__2,-0.4295214354894719,1.1094866595
Rich_TF_over_stress__LBv2_TfoXOver_Late__1,0.227083124177611,-2.7650565575000003
Rich_TF_over_stress__LBv2_TfoXOver_Late__2,-1.5265926601694495,-2.2715205255
Rich_TF_over_stress__LBv2_TfoXOver_Mid__1,-4.440509181146005,1.3597950124999991
Rich_TF_over_stress__LBv2_TfoXOver_Mid__2,-3.5560172228576694,1.2454220294999994
Rich_TF_over_stress__LBv2_TfoXOver_Stat__1,0.5666346780275191,1.3116609145
Rich_TF_over_stress__LBv2_TfoXOver_Stat__2,1.1480279440904264,1.3131334694999994
Salinity and Temperature Variations__20-300-T1__1,0.3938884469073501,-0.0817035280000002
Salinity and Temperature Variations__20-300-T1__2,2.912675045560164,-0.0508741139999999
Salinity and Temperature Variations__20-300-T2__1,-0.3938884469073495,0.0817035280000002
Salinity and Temperature Variations__20-300-T2__2,2.778513758270914,0.2401123619999996
Rich_TF_over_stress__LBv2_LowpH_Mid__1,-1.1010023322182374,1.6388875405
Rich_TF_over_stress__LBv2_LowpH_Mid__2,-1.3173708198384708,1.697384147499999
Rich_TF_over_stress__LBv2_highSalt_Mid__1,2.35150959228796,-1.3902501585000009
Rich_TF_over_stress__LBv2_highSalt_Mid__2,2.9475557442179667,-1.4309826125000005
Carbons__M9Na_glucoseKanamycin_Mid__1,4.215542034108188,0.8953333194999997
Carbons__M9Na_glucoseKanamycin_Mid__2,3.5942706605534203,1.8782224185
microgravity__R_wt__1,0.2037616503962076,-0.0239224550000001
microgravity__R_wt__2,-0.2037616503962052,0.0239224550000001
microgravity__R_s__1,4.07775724209298,0.076775188
microgravity__R_s__2,3.652471517357332,0.0635112979999998
Competence_condition__OSS_TfoXOver_Stat__1,-5.773857843113734,0.0677121139999998
Competence_condition__OSS_TfoXOver_Stat__2,-5.900033222368385,-1.59385414
Competence_condition__OSS_VectorOnly_Stat__1,0.2281802243962941,-0.0490634729999994
Competence_condition__OSS_VectorOnly_Stat__2,-0.2281802243962835,0.0490634730000003
Competence_Recovery__LBv2_TfoXOver_Recov__1,2.4270327873527084,0.1566994125
Competence_Recovery__LBv2_TfoXOver_Recov__2,0.9280897021385834,0.0167960525000001
Competence_Recovery__LBv2_VectorOnly_Recov__1,-3.0008247114452167,0.0958945414999998
Competence_Recovery__LBv2_VectorOnly_Recov__2,3.0008247114452167,-0.0958945414999998
