,A,GntR
R2,,0.04097387597604529
xmin,,-2.7650565575000003
xmid,,-0.40914564358877437
xmax,,2.3299177014999994
ystart,,2.20892315385688
yend,,-3.4959842816537856
Rich_TF_over_stress__BHIN_Growth_Late__1,-3.3526054953187194,0.3136514264999999
Rich_TF_over_stress__BHIN_Growth_Late__2,-1.1206689257813356,0.5195461724999992
Rich_TF_over_stress__BHIN_Growth_Mid__1,-1.335777890845628,0.7637488994999995
Rich_TF_over_stress__BHIN_Growth_Mid__2,1.1714556252333366,-0.3246486155000001
Rich_TF_over_stress__BHIN_Growth_Stat__1,3.778692634260612,-0.3599922225000007
Rich_TF_over_stress__BHIN_Growth_Stat__2,6.662501942037761,-0.2335139795000005
Rich_TF_over_stress__LBv2_Growth_Late__1,-0.7236968171598648,0.1066427464999995
Rich_TF_over_stress__LBv2_Growth_Late__2,-1.2867968291677008,0.0340246715000001
Rich_TF_over_stress__LBv2_Growth_Mid__1,-0.2953879255348691,0.1355248854999997
Rich_TF_over_stress__LBv2_Growth_Mid__2,0.295387925534866,-0.1355248855000006
Rich_TF_over_stress__LBv2_Growth_Stat__1,-2.600373206686439,-0.9827503655000004
Rich_TF_over_stress__LBv2_Growth_Stat__2,-1.2150317621324402,-1.4038213155
Rich_TF_over_stress__MHB_Rich_Mid__1,6.6253586609285176,0.7914992034999999
Rich_TF_over_stress__MHB_Rich_Mid__2,5.957286240981855,0.5452720934999995
Rich_TF_over_stress__NBO_Rich_Mid__1,-1.899210167304174,1.1231919384999998
Rich_TF_over_stress__NBO_Rich_Mid__2,-1.2540484321028993,0.7152639525
Carbons__M9Na_Arabinose_Mid__1,0.6178136307289646,0.4231132014999996
Carbons__M9Na_Arabinose_Mid__2,-0.5749143034776122,-0.0217997475000002
Carbons__M9Na_Galactose_Mid__1,3.4251125020791697,-0.1438769685000007
Carbons__M9Na_Galactose_Mid__2,4.338857415169032,-0.4039525965000008
Carbons__M9Na_GlcNAcGrowth_Late__1,0.0599530865149818,-0.2173257625000006
Carbons__M9Na_GlcNAcGrowth_Late__2,-0.1141081557433599,-0.3635995355000005
Carbons__M9Na_GlcNAcGrowth_Mid__1,0.1506440042245428,-0.2152369025
Carbons__M9Na_GlcNAcGrowth_Mid__2,0.4867607382189235,-0.1545018745000002
Carbons__M9Na_GlcNAcGrowth_Stat__1,0.0197477388202562,-0.8427560815000001
Carbons__M9Na_GlcNAcGrowth_Stat__2,0.4090418305309891,-0.8967030415000004
Carbons__M9Na_GlcNAc_Mid__1,-2.42278362241452,-0.1290848965000002
Carbons__M9Na_GlcNAc_Mid__2,-1.360881575936454,-0.0621527925
Carbons__M9Na_Gluconate_Mid__1,33.134089158944064,-0.4091456715000001
Carbons__M9Na_Gluconate_Mid__2,37.549308986375245,-0.8338177545000001
Carbons__M9Na_Glucosamine_Mid__1,0.003353177256674,-1.2847094455000008
Carbons__M9Na_Glucosamine_Mid__2,-0.5395044240215355,-1.5557010865
Carbons__M9Na_Glycerol_Mid__1,5.202670823106275,-0.0004880475000001
Carbons__M9Na_Glycerol_Mid__2,4.954303681796526,0.0980179794999998
Carbons__M9Na_Maltose_Mid__1,-0.8016978200044891,-0.0553015335000006
Carbons__M9Na_Maltose_Mid__2,0.1279990866613934,-0.1267279195000004
Carbons__M9Na_Mannitol_Mid__1,2.1338293304048204,0.0968682354999996
Carbons__M9Na_Mannitol_Mid__2,1.409941892516123,-0.0397290735000002
Carbons__M9Na_Trehalose_Mid__1,2.641577701467802,-0.2265200795000002
Carbons__M9Na_Trehalose_Mid__2,1.4120149357628933,0.2816814864999992
Carbons__M9Na_ethanol_Mid__1,8.75420200691248,-2.2657405665000008
Carbons__M9Na_ethanol_Mid__2,9.427474605967996,-1.8825481455000004
Carbons__M9Na_fructose_Mid__1,2.2146979097608472,-0.3340879825000007
Carbons__M9Na_fructose_Mid__2,2.183951794722997,-0.5036055765
Carbons__M9Na_fumarate_Mid__1,5.447228218358036,0.5184519764999997
Carbons__M9Na_fumarate_Mid__2,7.064851547583264,0.2125392504999999
Carbons__M9Na_glucoseGrowth_Late__1,-0.5055391285722187,-0.2989963605000003
Carbons__M9Na_glucoseGrowth_Late__2,-0.904112514406744,-0.1474739875000006
Carbons__M9Na_glucoseGrowth_Mid__1,0.7401522075216724,0.0615313124999996
Carbons__M9Na_glucoseGrowth_Mid__2,-0.7401522075216753,-0.0615313125000005
Carbons__M9Na_glucoseGrowth_Stat__1,1.452921869003682,-0.7391275595
Carbons__M9Na_glucoseGrowth_Stat__2,2.0828207117152235,-1.3141253715000003
Carbons__M9Na_ribose_Mid__1,2.653858176624435,-0.0481858425000005
Carbons__M9Na_ribose_Mid__2,6.091306054100868,-0.1575752675000004
Carbons__M9Na_succinate_Mid__1,-1.6375896475292289,0.2055005204999993
Carbons__M9Na_succinate_Mid__2,1.8551208360333609,0.0232221574999993
Carbons__M9Na_sucrose_Mid__1,1.7187079726089454,-0.3681257745000001
Carbons__M9Na_sucrose_Mid__2,1.4548987935632944,-0.7338958085000007
Rich_TF_over_stress__LBv2_HapROver_Late__1,-3.810447369599215,1.0371118064999996
Rich_TF_over_stress__LBv2_HapROver_Late__2,-2.6656083344909502,0.9877444024999996
Rich_TF_over_stress__LBv2_HapROver_Mid__1,-7.044449553832061,2.3299177014999994
