,A,BasR
crp__delar2_glyc__2,0.5762872050094949,0.4380514879999993
crp__delar2_glyc__3,1.2661200166090685,0.4236803320000009
crp__delcrp_fru__1,1.4701478934841377,0.3068301199999999
crp__delcrp_fru__2,1.2899011895270514,0.4351853270000001
crp__delcrp_fru__3,0.999830986000542,0.07021247499999994
crp__delcrp_glc__1,1.2535935661001851,0.22239660999999966
crp__delcrp_glc__2,1.1003283151698964,0.2968866370000009
crp__delcrp_glc__3,0.9788559031960312,0.32833303899999944
crp__delcrp_glyc__1,0.1835946392065584,0.13410525000000018
crp__delcrp_glyc__2,-0.0055108910960581,0.1389968020000003
crp__delcrp_glyc__3,0.6294477271420293,0.2952362710000003
glu__glu_ale3__1,-3.766977954112174,0.258040845
glu__glu_ale4__1,-3.4715433377240625,-0.6996863629999996
glu__glu_ale5__1,-2.817217360851997,-0.930379027
glu__glu_ale6__1,-2.776189080957341,-1.0813014259999996
glu__glu_ale8__1,-4.011788530117783,0.3217899700000002
glu__glu_ale9__1,-3.770645437315833,0.15411622100000155
glu__glu_ale10__1,-3.147348349203079,0.013765431000000385
42c__wt_42c__1,-1.5399307418259642,-0.19290604700000014
42c__42c_ale1__1,-1.885219698423449,0.3523559970000011
42c__42c_ale2__1,-2.855772238913908,-0.4237783109999995
42c__42c_ale3__1,-1.2353779106729803,-0.31220956599999994
42c__42c_ale4__1,-3.6360182336454954,0.08600197799999965
42c__42c_ale5__1,-1.7953538415870856,-0.5671165309999999
42c__42c_ale6__1,-2.400783015429968,1.0954754710000003
42c__42c_ale8__1,-3.244104404247764,1.035293492
42c__42c_ale9__1,-4.0946504583286005,-0.24086916999999985
42c__42c_ale10__1,-3.3396258545855995,0.5927002139999997
ssw__wt_ac__1,0.2768914294196021,-0.5313192200000003
ssw__wt_glc__1,2.127927777516057,-0.7552303259999995
ssw__wt_glyc__1,2.0999602167661164,0.4018827310000006
ssw__wt_xyl__1,3.430214179853829,-0.2797672210000002
ssw__glc_ale1__1,-1.2510807305301246,-0.3973752580000003
ssw__glc_ale2__1,-1.4744713467145252,0.026037316000000036
ssw__glc_ale3__1,-2.216069099482997,0.03844342799999989
ssw__glyc_ale1__1,-0.8597052627730492,-0.06423704600000057
ssw__glyc_ale2__1,-1.9040160939362385,0.10308973099999984
ssw__xyl_ale1__1,-1.052552616282732,-0.9700557520000004
ssw__xyl_ale2__1,-1.734305497976164,-0.2661128709999998
ssw__xyl_ale3__1,0.0666076823219145,-0.6818082670000001
ssw__glc_ac_ac2__1,0.2896876705957681,0.03822752399999985
ssw__glc_ac_glc1__1,-1.4419426922479548,-0.573470661
ssw__glc_glyc_glc__1,-0.5213730902915621,0.08745378700000027
ssw__glc_glyc_glyc__1,-0.6994348250777047,-0.0931878570000002
ssw__glc_xyl_glc__1,-2.943829785464424,-1.066727482
ssw__glc_xyl_xyl__1,-2.1705334227192457,-1.1427436860000002
ica__wt_glc__1,-0.6831555414822174,-0.8295364229999995
ica__wt_glc__2,-1.109278753604781,-1.046142765
ica__wt_glc__3,-2.009166077860851,-0.967515035
ica__wt_glc__4,-0.8350874296255085,-0.5707789060000001
ica__arg_sbt__1,1.4808537981249736,-0.32002617599999983
ica__arg_sbt__2,0.5282804082547605,-0.3734539009999995
ica__cytd_rib__1,2.280847019675441,0.9181209120000008
ica__cytd_rib__2,2.811516217127148,1.0301844420000004
ica__gth__1,4.099144719730481,0.2620830249999999
ica__gth__2,3.9283493329827137,-0.010775010999999779
ica__leu_glcr__1,-1.1135034961020738,-0.88906682
ica__leu_glcr__2,-0.9146689467847056,-1.0463158889999995
ica__met_glc__1,-2.04816926918406,-1.0584845410000003
ica__met_glc__2,-1.868013428563385,-1.1457894089999998
ica__no3_anaero__1,-1.532484792664622,-0.4506816340000004
ica__no3_anaero__2,-1.3132599049079483,-0.334183114
ica__phe_acgam__1,-0.8004007097689445,-0.8470305289999995
ica__phe_acgam__2,-1.3802312437888151,-0.9186823999999998
ica__thm_gal__1,0.4373262911778572,-0.16712188300000008
ica__thm_gal__2,0.3485673186657705,-0.1585965370000002
ica__tyr_glcn__1,-1.0859307467661403,-0.9882410149999998
ica__tyr_glcn__2,-1.0448755166961952,-0.8091865179999997
ica__ura_pyr__1,-1.084421234027649,-0.6448123089999998
ica__ura_pyr__2,-0.1837825532932387,-0.6076489609999998
ica__wt_glc__5,-0.9424125911997642,-0.5489758230000001
ica__wt_glc__6,-1.2823059595703628,-0.4414426899999997
ica__bw_delpurR_cytd__1,-2.3070874406053723,-0.7799580839999996
ica__bw_delpurR_cytd__2,-3.0115131036129257,-0.9836299019999996
ica__ade_glc__1,-3.6133886008589737,-1.1019811960000006
ica__ade_glc__2,-1.6324590709478286,-0.4922718489999998
ytf__wt_glc__1,-0.1032906852944616,0.13178572799999966
ytf__wt_glc__2,-0.2782860065098592,0.5176655520000004
ytf__delyafC__1,1.9022741990885408,0.6516199489999996
ytf__delyafC__2,1.5545443443565572,0.816356872000001
ytf__delyeiE__1,1.3184504097704737,0.17602898799999964
ytf__delyeiE__2,1.4116256554883733,-0.11265724300000013
ytf__delyiaJ__1,1.5589141690520976,0.6453183229999997
ytf__delyiaJ__2,2.868532693956169,0.5261419539999999
ytf__delyieP__1,0.0871070722516425,0.3609225480000005
ytf__delyieP__2,0.8646840985511419,0.4283179239999999
ytf__wt_ph5__1,4.4642851296617225,0.422313473
ytf__wt_ph5__2,4.914176884439725,0.4030744420000003
ytf__wt_ph8__1,0.9179251880877846,0.017791677999999145
ytf__wt_ph8__2,0.8140703526590858,0.0193037949999999
ytf__delybaO__1,1.27361082422943,0.5863209060000001
ytf__delybaO__2,0.8911457689510393,0.5799782320000002
ytf__delybaQ__1,0.7057520102263704,-0.3829575199999997
ytf__delybaQ__2,0.6617689014028769,-0.3658350289999994
ytf__delybiH__1,-0.8448408025341394,0.476941858
ytf__delybiH__2,-0.4948665031602667,0.733992894
ytf__delydcI_ph5__1,3.312171418785507,-0.037233007000000214
ytf__delydcI_ph5__2,3.5579867698678487,0.11016900899999983
ytf__delydcI_ph8__1,0.6643332892200188,-0.19105402699999985
ytf__delydcI_ph8__2,0.5165626299265508,-0.12003845399999945
ytf__delyddM__1,1.497735163368083,0.3365640720000007
ytf__delyddM__2,1.1557795352379627,0.080407954
ytf__delyheO__1,1.6096644695178337,0.4264773850000001
ytf__delyheO__2,0.8949664633796378,0.4453800829999999
fps__bw_glc__1,-0.2728119265862318,-0.612771307
fps__bw_glc__2,-0.6427981656254231,-0.5902506729999999
fps__fps_thrA_ale1__1,1.554233024462479,-0.2833414039999997
fps__fps_thrA_ale1__2,1.8605258209056053,-0.4231209839999997
fps__fps_thrA_ale2__1,1.8314194376753343,-0.7649554160000003
fps__fps_thrA_ale2__2,1.7469205543655846,-0.6953636149999998
fps__fps_serB_ale1__1,1.01342971510332,-0.572897126
fps__fps_serB_ale1__2,0.877012301038926,-0.6475735499999997
fps__fps_serB_ale4__1,1.4718158900404006,-0.538515533
fps__fps_serB_ale4__2,1.957853927357715,-0.28598198799999963
fps__fps_ptsI_ale1__1,1.3850734711043,-0.4538630550000002
fps__fps_ptsI_ale1__2,1.5608173303571276,-0.390531148
fps__fps_ptsI_ale3__1,1.3001555743402713,-0.5815133769999994
fps__fps_ptsI_ale3__2,1.068504435627409,-0.6687864379999997
pal__lyx_ale2_f6__1,2.297597035212459,0.24681261200000024
pal__lyx_ale2__1,2.16997544824289,0.3736285349999999
pal__lyx_ale2__2,2.2800615562784445,0.2890826320000004
pal__lyx_ale4__1,0.3680565781454502,-0.4484886789999996
pal__lyx_ale4__2,-0.213844869892406,-0.4742896849999996
pal__5drib_ale10_f18__1,0.339545383256676,-0.16004774100000052
pal__5drib_ale10_f18__2,-0.0437743416415376,-0.11842511100000053
pal__5drib_ale10__1,4.309816368027022,0.6828190489999999
pal__arab_ale14_f9__1,1.2029269030430434,-0.25085440400000003
pal__arab_ale14_f9__2,0.7980666127553551,0.16530058100000036
pal__arab_ale14__1,-0.3813851379728475,-1.067959977
pal__arab_ale14__2,-1.2415331946357626,-0.6040180030000002
pal__arab_ale16__1,1.1345118176693976,-0.4296344059999999
pal__arab_ale16__2,2.504825924004636,0.3254822900000001
pal__tartr_ale26_f10__1,5.80041154407296,0.4565710210000002
pal__tartr_ale26_f10__2,3.7369147969837577,0.4551260660000001
pal__tartr_ale26__1,7.390185327980521,0.9678616929999996
pal__tartr_ale26__2,10.42607747621378,0.9292310950000005
pal__tartr_ale28_f10__1,4.085846001565319,0.32714878200000097
pal__tartr_ale28_f10__2,9.978258133448064,0.9708978980000004
pal__tartr_ale28__1,0.8473329763458897,-0.12976767299999992
pal__tartr_ale28__2,1.2448794930962597,-0.4856742069999998
efeU__delmenFentC_citr__1,0.2648110935983032,-0.4950579560000001
efeU__delmenFentC_citr__2,0.1537023923430143,-0.2699897260000004
efeU__delmenFentC__1,1.9793383275713108,0.2665173679999997
efeU__delmenFentC__2,1.931962067814712,0.16054576600000026
efeU__menFentC_ale39__1,0.4548454089830314,0.2600801490000002
efeU__menFentC_ale39__2,-0.3890748529428456,0.21201987200000086
efeU__menFentC_ale29__1,-1.49382750550416,-0.017836634000000018
efeU__menFentC_ale29__2,-1.1255750181395527,-0.22001503899999972
efeU__menFentC_ale30__1,-0.4163916888731366,-0.7114446770000002
efeU__menFentC_ale30__2,-1.1519602964425373,-0.6605938599999996
efeU__menFentCubiC_ale36__1,1.0969690284651374,0.2677904679999994
efeU__menFentCubiC_ale36__2,0.7128746117233612,0.2321142070000004
efeU__menFentCubiC_ale37__1,0.4366907976157349,-0.11371047499999952
efeU__menFentCubiC_ale37__2,1.1449103409045558,-0.1481504850000004
efeU__menFentCubiC_ale38__1,-0.6519807103520511,-0.481794302
efeU__menFentCubiC_ale38__2,-0.7165791399216879,-0.6306838319999999
misc2__salc_glc__1,1.3459469698154252,-0.2409148769999998
misc2__salc_glc__2,0.8204536011472996,-0.02624961899999967
misc2__dbcn_glc__1,-3.573530295718838,-1.2049178040000001
misc2__dbcn_glc__2,-1.6739877512718124,-1.0916658430000004
misc2__tyr_glc__1,-1.7044967597636898,-0.3100981259999997
misc2__tyr_glc__2,-1.4850421732541976,-0.14410989199999946
misc2__arg_cytd__1,-2.039551928408589,-0.7134055989999997
misc2__arg_cytd__2,-2.112858040182913,-0.9136848219999996
misc2__delyheO_pyr__1,1.5109675379937313,-0.09838611600000036
misc2__delyheO_pyr__2,1.7412966415418831,-0.4399021779999997
misc2__dellon_glc__1,-2.789222928807292,0.15574193000000047
misc2__dellon_glc__2,-1.844515677269044,0.11467329600000033
nquinone__delubiC__1,-1.7885564472595934,-0.5433383889999996
nquinone__delubiC__2,-1.5441180980883196,-0.6326274590000001
nquinone__ubiC_ale1__1,1.3401877831213136,-0.0017911120000002614
nquinone__ubiC_ale1__2,1.9544099021157335,-0.07011765000000025
nquinone__ubiC_ale2__1,2.2577523652633182,-0.17105119000000002
nquinone__ubiC_ale2__2,1.811365488246068,-0.014402917000000848
nquinone__ubiC_ale3__1,-0.6758040123317963,-0.9826863789999996
nquinone__ubiC_ale3__2,-0.435039368830817,-0.8025545229999995
nquinone__ubiC_ale4__1,2.1459081530886523,-0.047402464000000144
nquinone__ubiC_ale4__2,2.6520900284395297,0.06133800000000012
nquinone__delpdhR__1,0.069638641452049,-0.8661681190000001
nquinone__delpdhR__2,0.2286250570399528,-1.203549464
quinone__glu_ale4__1,-3.2888758895138848,-1.393426228
quinone__glu_ale4__2,-3.490265395932024,-0.5836035229999998
quinone__delmenF__1,1.9146879173367364,-0.1749696570000001
quinone__delmenF__2,1.269282989645407,-0.1999455060000006
quinone__menF_ale5__1,-1.1270103344492646,0.4845899339999997
quinone__menF_ale5__2,-0.0338734464449992,0.6072532860000015
quinone__menF_ale6__1,0.4148350978642242,0.5883991239999995
quinone__menF_ale6__2,0.7392366598247452,0.6580112590000002
quinone__menF_ale7__1,1.343628552267831,0.5143258639999999
quinone__menF_ale7__2,1.1512616224647656,0.6622784870000009
quinone__menF_ale8__1,-0.3420850214636521,0.3002343079999994
quinone__menF_ale8__2,0.0273526867245718,0.32535387999999976
quinone__delmenFubiC__1,0.1031266429525772,-0.3340285889999999
quinone__delmenFubiC__2,0.4785983853321811,-0.3344365009999999
quinone__menFubiC_ale1__1,1.0254500129474962,-0.1484472099999996
quinone__menFubiC_ale1__2,0.5051937986821141,0.042480386000000266
quinone__menFubiC_ale2__1,1.1761710366584972,0.11009971500000047
quinone__menFubiC_ale2__2,1.4034432270949375,-0.06369792100000016
quinone__menFubiC_ale3__1,-0.2283576955353747,-0.7111929329999995
quinone__menFubiC_ale3__2,0.4505284191271686,-0.6642120039999995
quinone__menFubiC_ale4__1,-0.9511872344402548,0.21400160600000007
quinone__menFubiC_ale4__2,-0.6360238502435039,0.4966113239999999
oxyR__wt_glc__1,-1.580069798348965,-0.814062002
oxyR__wt_glc__2,-1.1442458082019231,-0.682920405
oxyR__wt_h2o2__1,-0.9840407170932248,-0.8660344339999995
oxyR__wt_h2o2__2,0.4763871922025903,-0.04655748500000012
oxyR__glu_ale4__1,-1.9952156757197292,-0.26396717999999986
oxyR__glu_ale4__2,-2.3128213290282025,-0.12691729400000007
oxyR__glu_ale4_h2o2__1,-2.0425336451966616,-0.2002451049999996
oxyR__glu_ale4_h2o2__2,-1.9377997828054057,-0.190808723
oxyR__oxyR_ale17__1,0.0627818458740368,-0.510160838
oxyR__oxyR_ale17__2,-0.3177440002621164,-0.5349945140000001
oxyR__oxyR_ale17_h2o2__1,0.0600561295867811,-0.2906220829999997
oxyR__oxyR_ale17_h2o2__2,-0.3917887575168279,-0.5857577829999999
oxyR__oxyR_ale18__1,-2.9857610942965054,-1.0172403230000002
oxyR__oxyR_ale18__2,-2.4128876625602347,-1.0087403129999997
oxyR__oxyR_ale18_h2o2__1,-2.0604383383537925,-0.7623129129999997
oxyR__oxyR_ale18_h2o2__2,-1.8126356700807085,-1.0157046689999998
oxyR__oxyR_ale19__1,-3.116672685412756,-1.0632891989999995
oxyR__oxyR_ale19__2,-2.778106229695344,-0.898034998
oxyR__oxyR_ale19_h2o2__1,-2.697835572170914,-1.1588962589999996
oxyR__oxyR_ale19_h2o2__2,-2.6003289819551565,-1.1642605209999999
oxyR__oxyR_ale20__1,-0.0393169335845948,-1.0546942160000006
oxyR__oxyR_ale20__2,-0.3274656148089614,-1.0125489629999995
oxyR__oxyR_ale20_h2o2__1,-0.991194361349986,-0.6246794580000001
oxyR__oxyR_ale20_h2o2__2,-1.0754531256662327,-0.7230934849999997
svns_pgi__BmePgi24_15__1,1.3136358109611246,-0.5503872830000001
svns_pgi__BmePgi24_15__2,0.8687790433650824,-0.5306793220000001
svns_pgi__BmePgi24_26__1,0.1025973255520586,-0.7076871809999998
svns_pgi__BmePgi24_26__2,0.4664875403344918,-0.5074856370000003
svns_pgi__BmePgi24_41__1,1.7023501893277964,0.3665219100000003
svns_pgi__BmePgi24_41__2,0.211823981697405,-0.7170319820000001
svns_pgi__BmePgi24_52__1,0.6153782612936847,-0.4545947439999996
svns_pgi__BmePgi24_52__2,0.2989435218270476,-0.6934246369999997
svns_pgi__PaePgi2_34__1,0.5104117170202547,-0.1532954860000002
svns_pgi__PaePgi2_34__2,0.0430658526672314,-0.1036379329999999
svns_pgi__PaePgi2_63__1,0.313279005211561,-0.05915080499999981
svns_pgi__PaePgi2_63__2,-0.0835698650424966,0.017931017999999632
svns_pgi__PaePgi24_54__1,-1.16185728655424,-0.5154175900000002
svns_pgi__PaePgi24_54__2,-1.1324240315962026,-0.6357706780000001
svns_pgi__PaePgi24_90__1,-0.0406296415475866,-0.2766908130000001
svns_pgi__PaePgi24_90__2,-1.0329246298557704,-0.6495697529999997
abx_media__m9_ctrl__1,4.679449266530992,-0.9293378729999996
abx_media__m9_ctrl__2,4.276138614330965,-0.6767921430000001
abx_media__rpmi_ctrl__1,-1.6122179563094248,-1.291240984
abx_media__rpmi_ctrl__2,-1.823463314789444,-1.319363138
abx_media__camhb_ctrl__1,1.0511259884014506,-2.261824603
abx_media__camhb_ctrl__2,0.4183067034412078,-2.047992513
abx_media__m9_mero__1,3.441257865996289,-0.992741327
abx_media__m9_mero__2,4.25249292491812,-1.003714638
abx_media__rpmi_mero__1,-0.6933022329783757,-1.507889669
abx_media__rpmi_mero__2,-0.9460521075504924,-1.2307641250000003
abx_media__camhb_mero__1,2.106361652584697,-2.339476873
abx_media__camhb_mero__2,2.008630609882541,-2.432550671
abx_media__m9_trisulf__1,3.5677104972014746,-0.6863862320000003
abx_media__m9_trisulf__2,3.326716436882088,-0.5451778589999998
abx_media__rpmi_trisulf__1,-0.6235910978340619,-1.7827796829999998
abx_media__rpmi_trisulf__2,0.1817432594538562,-1.6716999080000001
abx_media__camhb_trisulf__1,-0.5635775200948662,-1.0910145079999998
abx_media__camhb_trisulf__2,-0.5811571272190785,-1.2370810559999998
abx_media__m9_cef__1,3.307170411003541,-1.148948754
abx_media__m9_cef__2,3.8039599638041706,-0.8886783400000002
abx_media__rpmi_cef__1,0.1401642985925961,-1.470378079
abx_media__rpmi_cef__2,-0.3340662386635644,-1.290520644
abx_media__camhb_cef__1,0.198989430837005,-1.461493639
abx_media__camhb_cef__2,-0.0608703906974337,-1.5982284139999998
abx_media__m9_cipro__1,2.776078576980506,-0.4933759989999995
abx_media__m9_cipro__2,2.332509956304173,-0.4820687450000003
abx_media__rpmi_cipro__1,-0.2032354386331414,-1.5723917440000001
abx_media__rpmi_cipro__2,-0.5044743261445701,-1.3709760990000002
abx_media__camhb_cipro__1,-1.542764543143267,-1.808065258
abx_media__camhb_cipro__2,-1.299975580493418,-1.6935856079999998
hot_tale__42c_ale3_30c__1,-1.2434512100058266,-1.1019559359999995
hot_tale__42c_ale3_30c__2,-0.268002359262565,-1.015036373
hot_tale__42c_ale3_37c__1,-2.854449242591465,-0.6102495330000002
hot_tale__42c_ale3_37c__2,-2.3393656574282478,-0.9407142510000002
hot_tale__42c_ale3_44c__1,0.3512466663651086,-0.20913977100000025
hot_tale__42c_ale3_44c__2,-0.0339856608578147,-0.024169377000000655
hot_tale__hot_ale3_mid_30c__1,0.3869929540882311,-0.8651235599999998
hot_tale__hot_ale3_mid_30c__2,0.6706442028053707,-0.8539532159999998
hot_tale__hot_ale3_mid_37c__1,-2.8498682990293376,-1.1769517060000003
hot_tale__hot_ale3_mid_37c__2,-3.613148975144297,-1.1270090880000003
hot_tale__hot_ale3_mid_44c__1,-2.946706334386893,-0.8227452670000002
hot_tale__hot_ale3_mid_44c__2,-1.501270097141961,-0.5580730739999993
hot_tale__hot_ale3_30c__1,-1.1758119985296889,-1.0921010999999998
hot_tale__hot_ale3_30c__2,-2.3473720975716823,-1.1148578989999995
hot_tale__hot_ale3_37c__1,-4.259908255059225,-0.8760839989999996
hot_tale__hot_ale3_37c__2,-3.67635104538582,-0.9708354899999998
hot_tale__hot_ale3_44c__1,-2.8034001977404546,-0.7631790740000001
hot_tale__hot_ale3_44c__2,-2.494910104586092,-0.5459797230000003
hot_tale__hot_ale4_30c__1,-2.156103456962724,-1.2385166739999995
hot_tale__hot_ale4_30c__2,-2.39234630420476,-1.1462549319999995
hot_tale__hot_ale4_37c__1,-3.4196341284733567,-0.9289147729999998
hot_tale__hot_ale4_37c__2,-3.514661193838989,-1.3409498739999997
hot_tale__hot_ale4_44c__1,-2.066333384695761,-0.3881793509999998
hot_tale__hot_ale4_44c__2,-2.54750173672961,-0.5203261000000001
hot_tale__hot_ale8_30c__1,-0.2233885352003458,-1.3417119839999998
hot_tale__hot_ale8_30c__2,-2.207169415767388,-1.2190197209999996
hot_tale__hot_ale8_37c__1,-2.7781100081216743,-0.8558036169999994
hot_tale__hot_ale8_37c__2,-3.048587133958822,-1.0348230669999996
hot_tale__hot_ale8_44c__1,-1.4614086493192389,-0.13067802800000014
hot_tale__hot_ale8_44c__2,-1.8256973599726476,-0.3086014620000004
hot_tale__hot_ale9_mid_30c__1,2.31461251853501,-0.4331785909999999
hot_tale__hot_ale9_mid_30c__2,1.920150760206284,-0.4446928200000002
hot_tale__hot_ale9_30c__1,-1.9673513284125448,-1.149755002
hot_tale__hot_ale9_30c__2,-1.222603089343991,-0.9474477070000002
hot_tale__hot_ale9_mid_37c__1,-1.9771505248919028,-1.1636234529999996
hot_tale__hot_ale9_mid_37c__2,-1.8531870965007795,-1.001027809
hot_tale__hot_ale9_37c__1,-3.080366149209579,-0.8769400940000001
hot_tale__hot_ale9_37c__2,-3.086865371744389,-1.1157936279999996
