sample,BSU24290
LBexp_1,12.465
LBexp_2,11.3765
LBexp_3,11.298
LBtran_1,9.1441
LBtran_2,9.3822
LBtran_3,10.0149
LBstat_1,9.9756
LBstat_2,9.8678
LBstat_3,9.6599
LBGexp_1,12.4097
LBGexp_2,11.6778
LBGexp_3,12.3155
LBGtran_2,10.717
LBGtran_3,11.3713
LBGstat_1,11.1413
LBGstat_2,12.7351
LBGstat_3,10.4352
S0_1,11.3786
S0_2,12.098
S0_3,11.6546
S1_1,11.2673
S1_2,10.9556
S1_3,11.3798
S2_1,10.4369
S2_2,10.3878
S2_3,10.3196
S3_1,10.4607
S3_2,10.7084
S4_1,10.9612
S4_2,10.3211
S4_3,10.273
S5_1,10.037
S5_2,10.4735
S5_3,10.5037
S6_1,9.532
S6_2,7.8403
S6_3,9.8566
S6/t_1,9.7211
S6/t_2,7.6623
S6_4,9.7575
S6_5,10.0706
S6_6,10.0203
S7_4,10.0269
S7_5,9.8552
S7_6,10.0144
S8_4,9.7323
S8_5,9.6486
G135_1,13.1297
G135_3,10.9471
G150_1,12.4558
G150_2,13.252
G150_3,13.038
G180_1,12.9701
G180_2,13.3195
G180_3,11.9304
C30_1,11.726
C30_2,11.8177
C90_1,9.9862
C90_2,10.4285
BI_1,11.1718
BI_2,11.4279
BC_2,10.7851
BC/t_1,9.9856
BC/t_2,10.8501
BC_1,10.152
Sw_1,9.2349
Sw_2,10.0771
BT_1,10.6775
BT_2,10.2643
B36_1,11.4387
B36_2,11.3401
B60_1,10.8306
B60_2,10.8877
M9exp_1,12.5073
M9exp_2,12.1229
M9exp_3,11.9496
M9tran_1,11.5286
M9tran_2,11.4565
M9tran_3,11.7506
M9stat_1,9.1652
M9stat_2,8.9529
M9stat_3,8.6858
M+G_1,11.6524
M+G_2,11.8394
M+G_3,11.6568
Glu_1,12.1965
Glu_2,12.0729
Glu_3,12.1499
Fru_1,11.6257
Fru_2,11.6512
Fru_3,11.3198
Mal_1,11.0869
Mal_2,11.0611
Mal_3,11.4633
G+S_2,10.8037
G+S_3,11.169
Pyr_1,10.196
Pyr_2,10.7552
Pyr_3,10.685
Gly_1,10.9609
Gly_2,11.4251
Gly_3,10.0141
Glucon_1,10.8071
Glucon_2,10.9804
Glucon_3,10.4614
aero_1,12.704
aero_2,11.7498
aero_3,12.7069
nit_1,11.4944
nit_2,11.5728
nit_3,11.4732
ferm_1,11.424
ferm_2,11.4782
ferm_3,12.1633
T-5.40H_1,12.4796
T-4.40H_1,12.3984
T-3.40H_1,12.0369
T-2.40H_1,11.8536
T-1.40H_1,11.7605
T-1.10H_1,11.7482
T-0.40H_1,11.343
T0.0H_1,11.342
T0.30H_1,9.2032
T1.0H_1,9.4664
T1.30H_1,9.2889
T2.0H_1,9.602
T2.30H_1,10.453
T3.0H_1,10.1989
T3.30H_1,10.6975
T4.0H_1,10.5307
T5.0H_1,10.1028
HPh_1,12.5258
HPh_2,12.4056
HPh_3,12.5459
LPh_1,12.6132
LPh_2,13.2172
LPh_3,12.5596
LPhT_1,10.8695
LPhT_2,10.8424
LPhT_3,10.924
SMMPr_1,11.507
SMMPr_2,11.5554
SMMPr_3,11.7477
HiTm_1,11.418
HiTm_2,11.5357
HiTm_3,11.1941
LoTm_1,11.8557
LoTm_2,11.6578
LoTm_3,11.68
HiOs_1,11.2187
HiOs_2,10.701
HiOs_3,10.8973
BMM_1,12.375
BMM_2,12.1674
BMM_3,12.1494
Heat_1,12.0213
Heat_2,11.8806
Heat_3,11.6162
Cold_1,13.1794
Cold_2,12.4767
Cold_3,12.1335
Etha_1,9.8843
Etha_2,10.0544
Etha_3,10.1981
SMM_1,11.9494
SMM_2,11.6196
SMM_3,11.8043
Salt_1,12.0065
Salt_2,11.7665
Salt_3,12.0099
Mt0_1,12.1921
Mt0_3,12.1768
M0t45_1,10.8454
M0t45_2,12.101
M0t45_3,11.1269
M0t90_1,9.3582
M0t90_2,10.1481
M0t90_3,9.6426
M40t45_1,10.7421
M40t45_2,9.2737
M40t45_3,11.0018
M40t90_1,9.2295
M40t90_2,9.8274
M40t90_3,9.7198
dia0_1,11.8259
dia0_2,12.1941
dia0_3,12.5172
dia5_1,10.0764
dia5_2,11.2974
dia5_3,11.7654
dia15_1,13.8085
dia15_2,13.7433
dia15_3,11.1048
Diami_1,11.569
Diami_2,12.1162
Diami_3,12.6031
Paraq_1,12.7033
Paraq_2,13.3746
Paraq_3,11.8551
H2O2_1,13.6072
H2O2_2,13.7034
H2O2_3,13.949000000000002
Oxctl_1,12.6235
Oxctl_2,12.3729
Oxctl_3,12.898
GM-0.1_1,11.5291
GM-0.2_1,11.6643
GM+5_1,11.3646
GM+15_1,11.7981
GM+25_1,12.4232
GM+45_1,12.3956
GM+60_1,12.1478
GM+90_1,12.3443
GM+120_1,11.4567
GM+150_1,11.8529
GM-0.1_2,12.1118
GM-0.2_2,12.0505
GM+5_2,11.6948
GM+10_2,11.6709
GM+15_2,11.2755
GM+25_2,11.9955
GM+45_2,11.2312
GM+60_2,11.2489
GM+90_2,12.3421
GM+150_2,10.874
GM-0.1_3,11.7226
GM-0.2_3,11.6676
GM+5_3,11.765999999999998
GM+10_3,10.7532
GM+15_3,11.4249
GM+25_3,11.4956
GM+45_3,11.3609
GM+60_3,11.233
GM+90_3,11.9452
GM+120_3,11.9668
GM+150_3,11.9787
MG-0.1_1,11.8369
MG+5_1,12.0435
MG+10_1,12.6206
MG+15_1,12.0171
MG+25_1,12.4583
MG+45_1,11.9414
MG+120_1,10.9233
MG+150_1,11.7236
MG-0.1_2,10.9366
MG-0.2_2,11.2827
MG+5_2,11.5023
MG+10_2,12.3147
MG+15_2,12.9901
MG+25_2,11.894
MG+45_2,11.1289
MG+60_2,11.8256
MG+90_2,11.4521
MG+120_2,11.7397
MG-0.1_3,12.1152
MG-0.2_3,11.6592
MG+5_3,11.4758
MG+10_3,11.9049
MG+15_3,12.697
MG+25_3,12.2797
MG+45_3,12.3782
MG+60_3,11.7782
MG+90_3,12.0034
MG+120_3,11.2168
MG+150_3,11.4758
