,-0.06539289240427493,-0.046709208860196375,-0.028025525316117822,-0.00934184177203927,0.009341841772039283,0.028025525316117836,0.04670920886019639,0.06539289240427493,0.0840765759483535,0.10276025949243206,0.1214439430365106,0.14012762658058914,0.1588113101246677,0.17749499366874627,0.19617867721282478,0.21486236075690335,0.23354604430098191,0.2522297278450605,0.27091341138913905,0.28959709493321756
thresh,-0.0747347341763142,0.0747347341763142,1,,,,,,,,,,,,,,,,,
unreg,0,13,185,2092,1848,145,22,4,4,2,1,1,1,0,1,4,2,0,0,0
unreg_genes,[],[],[],[],[],[],[],[],['xynD' 'yngC' 'xynC' 'ynzE'],['eglS' 'yngK'],['yngL'],['nrnB'],['ynfE'],[],['ldeJ'],['ldeE' 'ldeHA' 'ldeI' 'ldeG'],['ldeF' 'lgeHB'],[],[],[]
