,new_3830002_3830131_c
LBexp_1,7.0797
LBexp_2,6.9771
LBexp_3,7.1895
LBtran_1,11.4443
LBtran_2,11.587
LBtran_3,12.0675
LBstat_1,9.5572
LBstat_2,9.4832
LBstat_3,9.0244
LBGexp_1,7.0627
LBGexp_2,6.8507
LBGexp_3,7.1606
LBGtran_2,11.4937
LBGtran_3,11.7322
LBGstat_1,8.134
LBGstat_2,8.372
LBGstat_3,9.1868
S0_1,9.7367
S0_2,10.1238
S0_3,10.5359
S1_1,7.1697
S1_2,7.1348
S1_3,7.1603
S2_1,7.879
S2_2,7.0794
S2_3,7.3766
S3_1,7.1834
S3_2,6.3293
S4_1,7.3078
S4_2,6.7494
S4_3,6.7592
S5_1,6.8281
S5_2,6.9076
S5_3,6.6512
S6_1,6.8687000000000005
S6_2,7.1662
S6_3,6.8501
S6/t_1,7.5575
S6/t_2,7.3221
S6_4,7.4434000000000005
S6_5,7.5051
S6_6,7.1787
S7_4,8.4245
S7_5,8.2379
S7_6,8.6877
S8_4,8.03
S8_5,8.6326
G135_1,7.4694
G135_3,7.5283999999999995
G150_1,7.3576
G150_2,7.2143
G150_3,7.4699
G180_1,7.4693
G180_2,7.0394
G180_3,7.1956
C30_1,8.3882
C30_2,8.4492
C90_1,7.7911
C90_2,6.6882
BI_1,8.3829
BI_2,8.5023
BC_2,6.566
BC/t_1,7.1357
BC/t_2,8.0555
BC_1,6.9929
Sw_1,6.6083
Sw_2,6.5261
BT_1,7.002
BT_2,7.0076
B36_1,6.8997
B36_2,6.7224
B60_1,6.9471
B60_2,7.0119
M9exp_1,6.9429
M9exp_2,7.008
M9exp_3,6.9075
M9tran_1,7.2951
M9tran_2,7.1461
M9tran_3,6.9938
M9stat_1,7.7665
M9stat_2,7.957
M9stat_3,7.5142
M+G_1,8.4257
M+G_2,7.1108
M+G_3,7.2656
Glu_1,6.9501
Glu_2,7.1447
Glu_3,7.134
Fru_1,7.0038
Fru_2,7.3516
Fru_3,7.2733
Mal_1,6.8946000000000005
Mal_2,7.3652
Mal_3,7.0893
G+S_2,7.105
G+S_3,7.1406
Pyr_1,7.2819
Pyr_2,7.1639
Pyr_3,7.3681
Gly_1,7.418
Gly_2,7.3495
Gly_3,8.0429
Glucon_1,7.8437
Glucon_2,7.4197
Glucon_3,8.1236
aero_1,6.9106000000000005
aero_2,7.1203
aero_3,7.0003
nit_1,11.0577
nit_2,11.2445
nit_3,10.589
ferm_1,11.3381
ferm_2,12.0479
ferm_3,12.6338
T-5.40H_1,6.7975
T-4.40H_1,6.8603000000000005
T-3.40H_1,6.8269
T-2.40H_1,6.8922
T-1.40H_1,6.7132000000000005
