,PN96_RS07005
SBRG_BHIN_Growth_Late_1,4.5966056680000005
SBRG_BHIN_Growth_Late_2,3.85286541
SBRG_BHIN_Growth_Mid_1,2.456236907
SBRG_BHIN_Growth_Mid_2,3.126960502
SBRG_BHIN_Growth_Stat_1,5.011423209
SBRG_BHIN_Growth_Stat_2,4.327659069999999
SBRG_LBv2_Growth_Late_1,1.1440906910000002
SBRG_LBv2_Growth_Late_2,1.402901323
SBRG_LBv2_Growth_Mid_1,-0.0533388480000001
SBRG_LBv2_Growth_Mid_2,0.0533388480000001
SBRG_LBv2_Growth_Stat_1,-1.90793181
SBRG_LBv2_Growth_Stat_2,-1.922821624
SBRG_MHB_Rich_Mid_1,1.081845918
SBRG_MHB_Rich_Mid_2,1.533508018
SBRG_NBO_Rich_Mid_1,0.4468949420000001
SBRG_NBO_Rich_Mid_2,0.1106414359999998
SBRG_M9Na_Arabinose_Mid_1,-0.4248983049999997
SBRG_M9Na_Arabinose_Mid_2,0.0710028880000002
SBRG_M9Na_Galactose_Mid_1,-1.0409400749999995
SBRG_M9Na_Galactose_Mid_2,-1.4558282909999998
SBRG_M9Na_GlcNAcGrowth_Late_1,0.1357871470000002
SBRG_M9Na_GlcNAcGrowth_Late_2,-1.0765440219999998
SBRG_M9Na_GlcNAcGrowth_Mid_1,0.0853372880000002
SBRG_M9Na_GlcNAcGrowth_Mid_2,0.2465144730000004
SBRG_M9Na_GlcNAcGrowth_Stat_1,-1.926983139
SBRG_M9Na_GlcNAcGrowth_Stat_2,-1.6099553809999998
SBRG_M9Na_GlcNAc_Mid_1,-1.017247871
SBRG_M9Na_GlcNAc_Mid_2,-0.7720491639999998
SBRG_M9Na_Gluconate_Mid_1,0.0683603290000003
SBRG_M9Na_Gluconate_Mid_2,1.0442283470000002
SBRG_M9Na_Glucosamine_Mid_1,-1.211588491
SBRG_M9Na_Glucosamine_Mid_2,-1.0021773209999998
SBRG_M9Na_Glycerol_Mid_1,-0.6787495059999997
SBRG_M9Na_Glycerol_Mid_2,-1.1320192749999998
SBRG_M9Na_Maltose_Mid_1,-0.4669120109999998
