,new_3466069_3466155_c
LBexp_1,8.2489
LBexp_2,8.8454
LBexp_3,8.0563
LBtran_1,9.1057
LBtran_2,8.6722
LBtran_3,8.3764
LBstat_1,10.4431
LBstat_2,10.7799
LBstat_3,10.6245
LBGexp_1,8.6597
LBGexp_2,8.9168
LBGexp_3,8.2226
LBGtran_2,7.6879
LBGtran_3,7.9823
LBGstat_1,7.3916
LBGstat_2,7.4265
LBGstat_3,8.1197
S0_1,9.8777
S0_2,8.4296
S0_3,9.3065
S1_1,8.7188
S1_2,9.8933
S1_3,8.0029
S2_1,7.9232
S2_2,8.0525
S2_3,7.9454
S3_1,8.699300000000001
S3_2,7.3087
S4_1,8.0231
S4_2,8.3248
S4_3,8.1129
S5_1,8.9187
S5_2,7.6767
S5_3,8.6338
S6_1,9.8934
S6_2,8.5229
S6_3,8.2127
S6/t_1,10.1677
S6/t_2,8.2824
S6_4,9.5506
S6_5,10.5718
S6_6,9.4015
S7_4,11.0388
S7_5,11.0226
S7_6,11.2216
S8_4,10.5223
S8_5,11.0647
G135_1,8.3013
G135_3,7.7352
G150_1,7.799
G150_2,7.9634
G150_3,8.1208
G180_1,7.7716
G180_2,7.4148
G180_3,7.6042000000000005
C30_1,10.3684
C30_2,11.5121
C90_1,11.5928
C90_2,10.4374
BI_1,9.8821
BI_2,9.4612
BC_2,10.2564
BC/t_1,11.1563
BC/t_2,10.8987
BC_1,9.6273
Sw_1,11.64
Sw_2,9.9908
BT_1,11.4429
BT_2,11.2214
B36_1,10.2198
B36_2,9.4369
B60_1,10.298
B60_2,11.172
M9exp_1,7.3363
M9exp_2,7.3068
M9exp_3,7.2875
M9tran_1,7.6651
M9tran_2,7.5024
M9tran_3,7.3304
M9stat_1,9.4794
M9stat_2,9.7589
M9stat_3,9.993
M+G_1,7.2208
M+G_2,8.6772
M+G_3,8.9957
Glu_1,7.7281
Glu_2,8.7293
Glu_3,8.957
Fru_1,11.9598
Fru_2,10.7985
Fru_3,8.0419
Mal_1,8.2603
Mal_2,10.7516
Mal_3,8.8448
G+S_2,10.082
G+S_3,8.417
Pyr_1,7.9091000000000005
Pyr_2,9.9457
Pyr_3,7.769
Gly_1,9.1065
Gly_2,12.7094
Gly_3,12.9796
Glucon_1,7.8051
Glucon_2,8.3085
Glucon_3,8.2007
aero_1,8.8493
aero_2,9.497
aero_3,8.3285
nit_1,8.6583
nit_2,8.4375
nit_3,7.0419
ferm_1,7.5058
ferm_2,8.9387
ferm_3,7.7598
T-5.40H_1,7.0006
T-4.40H_1,7.874
T-3.40H_1,7.8853
T-2.40H_1,7.556
T-1.40H_1,7.8651
T-1.10H_1,7.6493
T-0.40H_1,7.3626000000000005
T0.0H_1,7.3702
T0.30H_1,10.0846
T1.0H_1,10.6027
T1.30H_1,12.0772
T2.0H_1,11.2847
T2.30H_1,9.975
T3.0H_1,8.389
T3.30H_1,9.2768
T4.0H_1,8.7239
T5.0H_1,9.4171
HPh_1,9.8162
HPh_2,9.0412
HPh_3,10.1032
LPh_1,9.0993
LPh_2,9.2414
LPh_3,9.5722
LPhT_1,9.2504
LPhT_2,9.324
LPhT_3,10.1071
SMMPr_1,8.3226
SMMPr_2,8.4076
SMMPr_3,8.1323
HiTm_1,10.8595
HiTm_2,10.1987
HiTm_3,10.2776
LoTm_1,8.8951
LoTm_2,8.2866
LoTm_3,8.0046
HiOs_1,8.7914
HiOs_2,11.5097
HiOs_3,9.781
BMM_1,8.0256
BMM_2,8.4483
BMM_3,9.4015
Heat_1,10.2996
Heat_2,9.7708
Heat_3,9.987400000000001
Cold_1,8.9367
Cold_2,9.7073
Cold_3,9.465
Etha_1,9.4952
Etha_2,9.7279
Etha_3,9.2227
SMM_1,9.086
SMM_2,9.3686
SMM_3,8.6359
Salt_1,9.5189
Salt_2,9.1579
Salt_3,8.9119
Mt0_1,8.4485
Mt0_3,7.9567
M0t45_1,9.0977
M0t45_2,8.9808
M0t45_3,8.906600000000001
M0t90_1,8.1429
M0t90_2,9.7553
M0t90_3,8.2849
M40t45_1,8.2306
M40t45_2,9.7737
M40t45_3,9.1728
M40t90_1,7.9276
M40t90_2,8.4037
M40t90_3,8.2083
dia0_1,7.9101
dia0_2,8.432
dia0_3,7.8856
dia5_1,8.5123
dia5_2,9.0628
dia5_3,9.3007
dia15_1,9.7943
dia15_2,9.1812
dia15_3,9.1417
Diami_1,8.3978
Diami_2,8.9256
Diami_3,8.6869
Paraq_1,8.2473
Paraq_2,9.0572
Paraq_3,8.0131
H2O2_1,9.103
H2O2_2,9.148
H2O2_3,8.8723
Oxctl_1,7.9246
Oxctl_2,8.4869
Oxctl_3,9.0333
GM-0.1_1,7.9555
GM-0.2_1,7.4995
GM+5_1,7.3568
GM+15_1,7.3278
GM+25_1,8.2175
GM+45_1,7.2313
GM+60_1,7.2375
GM+90_1,6.9106000000000005
GM+120_1,7.4751
GM+150_1,8.2392
GM-0.1_2,8.7021
GM-0.2_2,8.0031
GM+5_2,8.7709
GM+10_2,8.2228
GM+15_2,9.4278
GM+25_2,8.2246
GM+45_2,7.9073
GM+60_2,7.3495
GM+90_2,8.6041
GM+150_2,7.0115
GM-0.1_3,8.4988
GM-0.2_3,7.5165
GM+5_3,8.0222
GM+10_3,8.0854
GM+15_3,8.4991
GM+25_3,7.4586
GM+45_3,7.7114
GM+60_3,7.3597
GM+90_3,7.3441
GM+120_3,8.4219
GM+150_3,6.8895
MG-0.1_1,7.8501
MG+5_1,9.9037
MG+10_1,8.3246
MG+15_1,8.1939
MG+25_1,8.0702
MG+45_1,10.3862
MG+120_1,8.5853
MG+150_1,7.0339
MG-0.1_2,7.5176
MG-0.2_2,9.2771
MG+5_2,8.2526
MG+10_2,9.1049
MG+15_2,8.1602
MG+25_2,8.1759
MG+45_2,8.4433
MG+60_2,8.8151
MG+90_2,8.7098
MG+120_2,7.8045
MG-0.1_3,8.9486
MG-0.2_3,9.0686
MG+5_3,8.9358
MG+10_3,7.28
MG+15_3,9.4114
MG+25_3,9.0162
MG+45_3,9.0189
MG+60_3,8.1342
MG+90_3,9.0808
MG+120_3,8.3728
MG+150_3,9.4108
