locus,gene_weight,gene_name,gene_product,COG,operon,regulator,link
b1043,0.5697379615,csgC,inhibitor of CsgA amyloid formation,Cell wall/membrane/envelope biogenesis,,"RpoD,RpoS,FliZ,CpxR,CsgD,BtsR",https://ecocyc.org/gene?orgid=ECOLI&id=G6548
b1044,0.1519133395,ymdA,uncharacterized protein YmdA,No COG annotation,ymdAB-clsC,,https://ecocyc.org/gene?orgid=ECOLI&id=G6549
