,A,PrpR,Cra,Crp,RpoN
ecoli_00292,0.0698833424,-0.327388133,-0.0734280155,0.518639853,-0.2546691535
ecoli_00293,-0.5131534955,-0.570980514,0.0353346505,0.47472340300000004,-0.40340550750000004
ecoli_00294,-0.3632766672,-0.7491427190000001,-0.0018049525,0.429799533,-0.3678198875
ecoli_00295,0.6020043589,-1.7034021460000002,-0.6794247415,0.026469302,-0.8875475355
ecoli_00296,0.5482676013000001,-1.864741294,-0.6278564055,0.09906102300000001,-0.7537812915000001
ecoli_00297,-0.2654076707,-0.7935442030000001,-0.0891983695,0.49321258300000004,-0.32932624050000003
ecoli_00298,-0.035728149,-0.554150573,-0.0803739825,0.508607923,-0.1580608585
ecoli_00299,0.3339786783,-1.6539884169999999,-0.2769369845,0.38566819300000005,-0.6353274335
ecoli_00300,0.2420231092,-1.209876654,-0.2938275845,0.362990173,-0.7252746255
ecoli_00301,1.3102701509,-1.739887513,-0.3001390625,0.36842613300000004,-0.5979053565
ecoli_00302,0.9656688238000001,-2.085532145,-0.4458674305,0.736125773,-0.36403217250000003
ecoli_00303,-0.233387532,-0.794142514,-0.3317039425,0.553279673,-0.1925102585
ecoli_00304,0.3572950016,-0.7817321730000001,-0.2140393105,0.42430167300000005,-0.4212613405
ecoli_00305,-0.4397547869,-2.277260319,-0.3731903915,0.904530523,0.0905275655
ecoli_00306,0.2888455375,-2.6266833370000002,-0.39414975150000003,0.929254393,-0.028343522500000003
ecoli_00307,0.6964533571,-1.722927602,-0.3932079115,0.9289372330000001,-0.0886333495
ecoli_00308,-0.5409940091000001,-2.537071749,-0.2942019615,0.9358953230000001,0.0306147075
ecoli_00309,1.0631591318,-1.334825857,0.2206331685,0.8647486830000001,-0.0059721975
ecoli_00310,1.1975022871,-1.229657998,0.1118040455,0.829767083,0.0742940055
ecoli_00311,0.1310615027,-2.036013312,-0.048174719500000004,1.000233243,-0.1555023795
ecoli_00312,0.0822697461,-2.119596395,-0.3402880525,0.9954071830000001,0.0782791145
ecoli_00313,0.3507849119,-0.819513272,-0.3092731875,0.503242803,-0.2155050915
ecoli_00314,0.09392349900000001,-0.45929987400000005,-0.17641565350000002,0.5733612730000001,-0.2042967585
ecoli_00315,0.5766815095,-1.947743122,-0.06474065650000001,0.688985203,-0.1498709755
ecoli_00316,0.1227360504,-2.954294233,-0.1520650225,0.689163233,-0.1392940585
ecoli_00317,-0.15037275660000002,-1.505234063,-0.2111487195,0.566404903,0.0115364335
ecoli_00318,-0.192232819,-2.220986096,-0.058635081500000005,0.587592463,0.0398572935
ecoli_00319,0.1487135826,-1.5103231049999999,-0.0896427895,0.10847917900000001,-0.5764822375
ecoli_00320,0.5889862143,-1.775639412,-0.0698728435,0.14360144,-0.4922614065
ecoli_00321,0.3334715756,-2.650203883,-0.6007593125,1.042582673,-0.32117187350000004
ecoli_00322,-0.00040187480000000004,-2.482375704,-0.5026456095,1.027989663,-0.2823155285
ecoli_00323,-0.07668593110000001,-1.6391283360000002,-0.1736526655,0.09382866100000001,-0.6475323565000001
ecoli_00324,0.015215158500000001,-1.129658105,-0.1066645425,0.13043923,-0.5660511595000001
ecoli_00325,-0.40893965930000004,-1.370088125,-0.1139529145,0.057576022000000004,-0.6317375725000001
ecoli_00326,-0.3923024592,-0.270620118,0.0174592985,0.46187418300000005,-0.2562616105
ecoli_00327,0.30063730720000004,-1.138889294,0.4358023165,0.7723290730000001,-0.2800959135
ecoli_00328,0.34567609790000003,-2.510117827,0.1606344035,0.495795953,-0.20979638350000002
ecoli_00329,-0.24539184390000002,-2.117899913,0.3501225765,0.621328373,-0.1113272695
ecoli_00330,-0.0389894516,-2.094408469,0.3245514705,0.486348433,-0.1168814145
ecoli_00331,0.1187501703,-2.248599657,0.6820349205,0.13801763,-0.3211070615
ecoli_00332,0.0686698739,-2.487296684,0.6488653885,0.15520324300000002,-0.4334807255
ecoli_00333,-0.1205237187,-2.401221422,0.6121383695,0.211227453,-0.32854685850000004
ecoli_00334,-0.4084920971,-1.3153557120000001,0.6900592575000001,0.156206473,-0.4067040685
ecoli_00335,-0.0157308145,-2.271190318,-0.2568402815,-0.23326590800000002,-0.7690475815000001
ecoli_00336,0.24262649600000002,-1.610251432,-0.1528743355,-0.08594182800000001,-0.7896709075
ecoli_00337,0.11694573180000001,-2.49224617,0.3295441655,0.027939159,-0.5079082875
ecoli_00338,-0.4884919655,-2.429588328,0.39825510550000004,0.095125363,-0.5136062095
ecoli_00339,-0.22763377210000002,-2.378846331,-0.31673114350000003,-0.186683067,-1.0488298425
ecoli_00340,0.1257251106,-1.819323388,0.0385580375,-0.08065952300000001,-0.7677674225000001
ecoli_00341,0.44912490930000004,-2.311498425,-0.34107716450000003,-0.32169368600000003,-1.0040422965
ecoli_00342,0.12393304570000001,-2.162196715,-0.2926749605,-0.22926116100000002,-0.9743311685
ecoli_00343,0.208351684,-2.435312576,0.3667620935,-0.29073972200000003,-0.7348181785
ecoli_00344,0.5019355139,-2.514641583,0.2693497675,-0.328630297,-0.7374540895
ecoli_00345,0.032725171000000004,-2.227834928,0.3920265375,-0.103214605,-0.5476945355
ecoli_00346,0.1888708591,-2.427238081,0.37092413350000003,-0.05797147800000001,-0.5966921155
ecoli_00347,-0.0562574459,-0.48275697500000003,-0.1015453585,0.20789728300000002,-0.5030088485
ecoli_00348,-0.32267300390000003,-0.16350482400000002,-0.3156219655,0.288214413,-0.47050639050000004
ecoli_00349,-0.1063045693,-1.014209248,-0.0694856845,0.16856253300000001,-0.6809120685000001
ecoli_00350,0.3426212287,-0.850211577,-0.0329812155,0.144982372,-0.7789388945
ecoli_00351,0.3869519739,-0.172811022,0.0900326495,0.495849313,-0.5732511435000001
ecoli_00352,0.3144873302,-1.267061344,0.0908492365,0.08223337900000001,-0.7276872855000001
ecoli_00353,-0.0667390254,-1.218770453,0.2280290295,0.260077643,-0.5727720955
ecoli_00354,0.2690314489,-0.9133383490000001,0.045015701500000005,0.110092349,-0.6420311575000001
ecoli_00355,-0.1000933368,-0.057414475000000006,0.06744731250000001,0.946417433,-0.2539979485
ecoli_00356,0.33261437050000003,-0.010478575,0.0447984965,0.980365153,-0.2463934045
ecoli_00357,0.5352014711,-0.707362951,0.1602298815,0.9986914830000001,-0.2773780415
ecoli_00358,0.756922667,-0.484455905,0.1413458675,0.9749593430000001,-0.2895602155
ecoli_00359,0.3313893358,-1.790952635,0.1241862345,0.830338573,-0.15440206550000002
ecoli_00360,1.1418324313000001,-1.618884655,0.1773132215,0.926503413,-0.1285630515
ecoli_00361,0.45741813880000004,-1.989256012,0.3188783845,0.8096897230000001,-0.3563040015
ecoli_00362,0.1011340931,-1.710702685,0.3431820045,0.9991721830000001,-0.2940268075
ecoli_00363,0.6653329527,-0.35364520400000005,-0.3554692465,-0.219087253,-0.19254825350000002
ecoli_00364,0.7027032027,0.022653601000000002,-0.2348982135,0.06872793,-0.0069729905
ecoli_00365,0.5897433188,-2.767371975,-0.8119926805000001,0.181883243,-1.4277807655
ecoli_00366,0.5091480664,-2.8766632999999997,-0.8293008375,0.46045822300000006,-0.7138445255
ecoli_00367,1.2185248732,-3.063900618,-1.3383975505,-1.466715649,-1.6206768645
ecoli_00368,1.3203770659,-2.76849627,-1.2419825195,-1.564214307,-1.5540019985
ecoli_00369,0.2761234113,-0.812980483,-0.5594952585,0.10006032100000001,-0.6042016265
ecoli_00370,-0.1719221025,-0.154791008,-0.3955920685,-0.24440689100000001,-0.32353194750000003
ecoli_00371,0.9077082616000001,-2.904193042,-1.0346190905,-0.15585906600000002,-1.1787768155
ecoli_00372,0.2333986159,-2.539170326,-0.8550190215,0.12222331400000001,-1.2187590125
ecoli_00373,1.6574570036,-2.8831760060000002,-1.9034436515,-2.568928611,-1.8631709255
ecoli_00374,1.3036493122000001,-2.834255259,-1.8338377315,-2.37205329,-1.6599600125
ecoli_00375,0.40529860170000004,-1.111591233,-0.4139257005,-0.13952741600000002,0.2735606665
ecoli_00376,0.26229407800000004,-1.066925507,-0.3658489225,-0.121563182,0.2572504015
ecoli_00377,1.2855825384,-2.6593131999999997,-1.1970739355,-1.138543574,-0.5835285005
ecoli_00378,1.0457006511,-2.70000355,-1.1370689815,-1.125744815,-0.5953394565
ecoli_00379,0.5007901816,-2.529094214,-1.0500158225,-0.616348749,-0.5203182055
ecoli_00380,0.24905202,-2.630407843,-1.1212806755,-0.651084973,-0.5073662345000001
ecoli_00381,-0.39097292570000003,-0.7240224420000001,-0.1439478705,-0.424559634,0.0852633545
ecoli_00382,-0.0342429361,-1.066689621,-0.36378928450000003,-0.35219075800000005,0.1457137845
ecoli_00383,1.4279550263,-2.728291605,-0.9479018825000001,0.17718560300000002,-0.2890664925
ecoli_00384,1.3755188845,-2.923027174,-0.8289428295,0.253641923,-0.18241129250000002
ecoli_00385,0.4602843283,-2.9164944200000003,-0.9917317395,-0.8382274850000001,-0.5600824835
ecoli_00386,0.6536478972,-2.674003608,-1.0507998015,-0.903455694,-0.6767745725000001
ecoli_00387,0.675208205,0.163111618,-0.5461974325,-0.296102011,0.43428186150000003
ecoli_00388,-0.0719543102,-0.013525884,-0.6536082705,-0.23094071100000002,0.4325959225
ecoli_00389,0.9146807417,-2.823315931,-1.2084995715,-0.708797459,-0.5331122905
ecoli_00390,1.1422588777,-2.755608708,-1.2680169395,-0.968107711,-0.6723085365
ecoli_00391,1.1732455804,-3.063900618,-1.6057893564999999,-1.356589447,-0.8066460445
ecoli_00392,0.8236376873,-2.98030653,-1.5622716605,-1.123683673,-0.7385115715
ecoli_00393,-0.14662005050000002,-2.7155601799999998,-0.2280425985,0.062207968,-0.4863226565
ecoli_00394,0.3295211867,-2.623565371,-0.4117478885,0.01735881,-0.5547234925
ecoli_00395,-0.44454753960000004,-2.390681389,-0.3369046925,0.43556652300000004,-0.4694425855
ecoli_00396,0.1292082591,-2.290948857,-0.4763269895,0.40063680300000004,-0.44796744450000003
ecoli_00397,0.3986844559,-1.166303243,0.3283116975,0.37188534300000003,-0.0295299795
ecoli_00398,0.7116639194000001,-1.5150647240000001,0.3002538615,0.35534419300000003,0.0063114185
ecoli_00399,-0.1856514659,-1.41757612,0.1612692785,0.739618883,-0.0866435655
ecoli_00400,0.5018387389,-1.613089722,0.0925173505,0.562500333,-0.10088509450000001
ecoli_00401,-0.0292771432,-2.662830868,-0.30707745950000004,0.5847484430000001,-0.5291750435
ecoli_00402,0.462440126,-2.380533884,-0.0948710745,0.18943374300000002,-0.8200618455
ecoli_00403,0.3424022472,-3.063900618,0.1357722605,-0.071245341,-0.5761194285
ecoli_00404,1.075995146,-1.703789868,0.2854650045,-0.002275453,-0.4985162905
ecoli_00405,0.324538934,-2.2615635320000003,0.0888244745,0.515020333,-0.3221970535
ecoli_00406,0.1112995489,-2.313657592,0.14737257750000002,0.5286701730000001,-0.2184577975
ecoli_00407,0.0307942129,-2.480290393,-0.0341578565,0.349377103,-0.7110767065
ecoli_00408,0.3476532466,-2.373821982,0.1189017955,0.396319383,-0.6720003175
ecoli_00409,0.4975523157,-2.320208822,-0.12267522950000001,0.286434483,-0.6911875015000001
ecoli_00410,0.3143242291,-1.880266065,-0.1418937485,0.302318703,-0.5796304535
ecoli_00411,0.1467279296,-2.96714558,-0.3591463355,-0.059878781000000006,-0.6668791315
ecoli_00412,0.4230959152,-2.737654321,-0.2995226505,0.027680622000000002,-0.5694105275
ecoli_00413,-0.4084476543,-2.690604284,-0.4472478575,-0.154360834,-0.7970919045
ecoli_00414,0.1567727793,-2.388770203,-0.21439937050000002,-0.04945323,-0.8461084205
ecoli_00415,0.4070511419,-2.187774181,0.1914428035,0.164713793,-0.19908843750000002
ecoli_00416,0.3857218073,-2.2994174689999998,0.1219007205,0.075804102,-0.4070465515
ecoli_00417,0.4396855653,-2.27288372,-0.058053794500000006,-0.056768665,-0.5594960895000001
ecoli_00418,0.5488865983,-2.546388443,-0.1176217075,-0.10699186200000001,-0.5038592885000001
ecoli_00419,0.3369012612,-2.408364656,-0.0756692025,-0.007091699000000001,-0.6562123495000001
ecoli_00420,0.6902656291,-2.441571976,-0.0424388235,-0.044047578000000004,-0.6598558995
ecoli_00421,1.212053977,-1.359018478,0.3606678225,0.07381628,-0.0738277085
ecoli_00422,1.1242190923,-1.5487536610000001,0.3881329455,0.140506256,-0.12185689350000001
ecoli_00423,0.16558972400000002,-1.941750598,-0.0171176545,0.119931675,-0.4791588485
ecoli_00424,0.0748396767,-2.589080422,0.024780219500000002,0.10594186400000001,-0.4254981295
ecoli_00425,0.3398652458,-2.374176809,-0.2434496105,0.057352916000000004,-0.7666888895
ecoli_00426,0.4160022882,-2.4898038380000003,-0.2171794655,0.174084083,-0.7144685355
ecoli_00427,0.095015321,-2.700839531,-0.2633924185,-0.07088768,-0.8098953175
ecoli_00428,0.3686037365,-2.266374131,-0.1993657325,0.028525377,-0.7267048265
ecoli_00429,0.34497081160000004,-2.393763152,-0.2251863155,0.032825572000000004,-0.8316562655
ecoli_00430,-0.0244676741,-2.304009641,-0.3138012415,0.037217243000000004,-0.7900438585
ecoli_00431,0.1335013298,-1.663474565,0.3286793945,0.286125693,-0.15745627850000002
ecoli_00432,0.15711722,-1.826371213,0.1371537125,0.30561196300000004,-0.1742302655
ecoli_00433,0.0986097996,-1.655918443,0.2043196165,-0.027297961000000003,-0.3817692005
ecoli_00434,0.34045909890000003,-1.687392114,0.0383055815,-0.086313521,-0.4245381205
ecoli_00435,0.33425308060000003,-2.495594387,0.1742360945,0.23749544300000003,-0.40481923750000004
ecoli_00436,-0.0111566472,-2.595774005,0.2046892845,0.42203483300000005,-0.3913237745
ecoli_00437,0.11487791330000001,-2.719825277,-0.3254524895,0.06875389400000001,-0.8734479885
ecoli_00438,-0.0207375248,-2.128421354,-0.20625851950000001,0.12083432100000001,-0.8586481575
ecoli_00439,1.3500907301,-1.769830339,0.0072313685,-0.035753444,-0.5614283555
ecoli_00440,2.130116674,-1.206814687,0.0135728445,0.110043497,-0.4530128035
ecoli_00441,0.0948946544,-2.502983966,0.061462300500000004,0.129309161,-0.5154001985000001
ecoli_00442,0.12450417050000001,-2.774862918,0.0795101485,0.251086443,-0.4354985195
ecoli_00443,0.1757518114,-2.576194397,-0.0533457045,-0.022647861000000002,-0.8158610125
ecoli_00444,0.32948330670000003,-2.443108263,-0.11059279550000001,-0.007290675000000001,-0.8157719835
ecoli_00445,1.1377546934,-1.700353258,0.2498183645,0.039920518,-0.4651136655
ecoli_00446,0.6894927302,-1.309032555,0.4299435455,0.206041613,-0.3570846035
ecoli_00447,0.0501798334,-1.9798064499999999,-0.1282312575,0.426042593,-0.6523027445
ecoli_00448,-0.0806687392,-2.276604613,-0.0017489555000000001,0.345369843,-0.6094151285
ecoli_00449,-0.3564111546,-0.12498608300000001,-0.1284979795,0.413744223,-0.42264461950000004
ecoli_00450,-0.3874072959,-0.993028039,-0.10850641250000001,0.374689043,-0.4752205505
ecoli_00451,-0.3375942574,-2.493579452,-0.1142150975,0.208151253,-0.6224597265
ecoli_00452,-0.4148055244,-2.231749293,-0.0220606105,0.291227723,-0.5870771115
ecoli_00453,-0.5744578253,-2.419974499,-0.0295689625,0.35863981300000003,-0.5607076005
ecoli_00454,-0.44555556020000003,-1.470758484,0.06996596050000001,0.29102474300000003,-0.4169587135
ecoli_00455,0.0164048146,-2.8152988,0.11987262350000001,0.372321163,-0.1813430455
ecoli_00456,0.264798027,-2.744300604,0.31394053850000003,0.554500683,-0.0386154645
ecoli_00457,-0.26755089660000003,-2.567859664,0.1931644615,0.729717593,0.022399969500000002
ecoli_00458,-0.1196005156,-2.431123713,0.2529109075,0.8032040530000001,0.1127247755
ecoli_00459,-0.4864840435,-2.436723573,0.13470229150000002,0.699493633,-0.0561102235
ecoli_00460,-0.45382720600000004,-2.3467324720000002,0.2756682365,0.8078232030000001,-0.0407660725
ecoli_00461,0.7941864594,-2.214101152,1.8335522395,0.7253874130000001,-1.3070438615
ecoli_00462,0.7805195403,-2.501815579,2.0021776035,0.8432000030000001,-0.9103765525
ecoli_00463,-0.6251530831000001,-1.103086561,0.5279175545,0.45295403300000003,-0.07423724050000001
ecoli_00464,-0.7305032204,-1.102693519,0.5804894445000001,0.513648663,-0.1987189185
ecoli_00465,22.0364531528,0.824716497,-1.5613833855,-1.00432669,-0.4260438495
ecoli_00466,22.2396405063,0.90375785,-1.3891346095000001,-1.132510871,-0.4191549785
ecoli_00467,-0.5673923106000001,-2.3144157720000003,1.2765130405,0.905930643,0.1901894335
ecoli_00468,-0.551284742,-2.390839551,1.2704550625,0.882795573,0.1126508125
ecoli_00469,22.3901861507,0.999469059,-1.7581450445,-1.207481932,-0.4017095755
ecoli_00470,22.2105710527,1.0233627,-1.7828460925,-1.260247428,-0.4281497185
ecoli_00471,0.4680908037,-2.735729802,1.7925485945,1.209290043,-1.3940491065
ecoli_00472,-0.1178871662,-2.28419258,1.8005069615,1.196778413,-1.3759399465
ecoli_00473,-0.3346266918,-1.969735708,0.7477895285,0.560846033,-0.1651914605
ecoli_00474,-0.8065629265,-1.424634777,0.7776630565,0.640789563,-0.036922960500000004
ecoli_00475,0.38906425250000004,-2.167021268,0.0859257475,1.046254113,0.2530436345
ecoli_00476,2.6399157145,-2.044777059,0.14349823350000002,1.048489943,0.2711247095
ecoli_00477,-0.4114156017,-2.144924849,0.9697545555,0.995224693,0.0610994165
ecoli_00478,-0.5608606528,-2.5050911940000002,0.8775237925,1.040602243,-0.028130071500000003
ecoli_00479,0.3555414673,0.699216567,-0.4134206025,0.088105161,-0.0036972305000000003
ecoli_00480,-0.154452572,0.785405302,-0.4331493275,0.12273579200000001,0.015772499500000002
ecoli_00481,0.2122207982,0.47024623400000004,-0.6108375715000001,0.04519701,0.0158162155
ecoli_00482,0.0482499622,-0.033141397,-0.6956772725,-0.003365355,0.028188571500000002
ecoli_00483,-0.0584018715,-1.696385646,-0.3885892615,0.731063943,-0.3004514575
ecoli_00484,-0.621540556,-2.090534875,-0.4216058885,0.757859213,-0.2269969835
ecoli_00485,1.0575109173,-2.447118797,-1.5807294665,-0.51730162,-2.3662006385
ecoli_00486,1.1218754753,-2.305356238,-1.5887457205,-0.48681598000000004,-2.3873792415
ecoli_00487,0.9446452277,-1.634724343,1.1254918015,0.858421713,-1.1646445325
ecoli_00488,1.0970826791,-1.7177915430000001,1.1849148595,0.9214160130000001,-1.0726627075
ecoli_00489,-0.9029774743000001,-1.128818347,0.9924813635,0.6655188230000001,-0.16685125650000002
ecoli_00490,-1.1078618487,-1.163001654,1.0469467445,0.700550933,-0.1528363975
ecoli_00491,-0.038478508200000004,-0.239264052,0.8747017505,0.536767573,-0.2308365705
ecoli_00492,-0.1451173095,-0.282290623,0.8928557565,0.5696375730000001,-0.2319223505
ecoli_00493,-0.9867766123,-1.057846081,0.3764783115,0.833890483,0.0125969325
ecoli_00494,-0.9594886409000001,-1.134889275,0.3439924005,0.8158754130000001,0.060915250500000004
ecoli_00495,0.5459379870000001,-1.221871174,-0.9376892865,-0.04219238,0.1228450845
ecoli_00496,0.4634442427,-1.224404564,-0.7406080245000001,-0.041591509000000006,0.0687252155
ecoli_00497,21.8549469506,1.093626293,-1.3288956045,-1.18682151,-0.3972351395
ecoli_00498,21.7397413916,1.0453609130000001,-1.3977506645,-1.187464975,-0.4348531185
ecoli_00499,0.1533625234,0.517493156,-0.5887920295,-0.09970663,-1.14035e-05
ecoli_00500,0.2799855486,0.514790725,-0.6511352485,-0.12142913200000001,-0.0027724815
ecoli_00501,-0.0360273653,-1.6992260570000002,0.4310718155,0.733850203,-0.1843097545
ecoli_00502,-0.43461722,-1.000937984,0.4800872685,0.730520613,-0.12013272350000001
ecoli_00503,0.6764997328,-0.7796580040000001,1.0921585605,0.575463063,-0.8242077115
ecoli_00504,1.1718694834,-0.9567545510000001,0.9909839125000001,0.539484413,-0.8636889035
ecoli_00505,-0.176811561,-1.597749125,0.0047461995,0.9893765630000001,-0.2947850685
ecoli_00506,-0.3790327584,-1.383962449,0.1492379845,1.092255943,-0.3596543125
ecoli_00507,-0.027679237800000003,-2.308624188,-0.16590414350000002,0.649175273,0.09347013950000001
ecoli_00508,0.1185589383,-2.340500252,-0.0736678875,0.406217943,-0.2085698125
ecoli_00509,-0.6109259113000001,-2.367389723,-0.0815533715,0.574315623,-0.1766728435
ecoli_00510,-0.4951355725,-2.232435835,-0.1015387645,0.6016396030000001,-0.2238188015
ecoli_00511,0.6301074374,-2.523901938,-1.0628917865,-0.395497808,-2.0496042975
ecoli_00512,1.0334260956,-2.453517791,-0.9667578475,-0.420119436,-2.0621163545
ecoli_00513,22.3002315183,1.376301829,-1.5807947135,-1.287916309,-0.44156524350000004
ecoli_00514,22.3616846472,1.330924503,-1.6930221545,-1.163147485,-0.4725023485
ecoli_00515,-0.8206528395,-1.792071634,0.1924077455,0.665530193,-0.1539710705
ecoli_00516,-0.1504119768,-1.606119848,0.21218892550000001,0.6831118230000001,-0.0834836115
ecoli_00517,1.1223327412,-1.283141256,-0.3911114745,0.040594261,-0.0394391575
ecoli_00518,0.3412143308,-2.229767878,-0.43659707550000004,0.219280403,0.1377660055
ecoli_00519,0.9462348687000001,-2.87732921,-0.9780583065,1.110700303,0.6510062555
ecoli_00520,0.4768729177,-2.88555428,-1.2340217545,0.843117993,0.3599432515
ecoli_00521,0.6481930373,-2.130519109,-1.3495966115,0.9049245530000001,0.4836252525
ecoli_00522,0.5637407830000001,-2.65191285,-1.4567954405,1.048487963,0.3568816365
ecoli_00523,0.9332446368,-2.4825722690000003,-1.2052133145,0.7018120830000001,0.5070291985000001
ecoli_00524,0.2572350895,0.547846601,-0.4323602815,0.40668794300000005,-0.5664110875
ecoli_00525,-0.0909558174,0.493922907,-0.3449293645,0.36532405300000004,-0.5829658875
ecoli_00526,-0.0616699526,0.42180549300000003,-0.39805806250000003,0.389190503,-0.4466793015
ecoli_00527,-0.1166560985,0.725068648,-0.5212387595,0.43728822300000003,-0.4972754545
ecoli_00528,1.8512689476,-0.587651818,-1.9343372025,-0.610562742,0.1719268205
ecoli_00529,1.6355522678,-1.289891809,-1.5541468725,-0.773419076,-0.2874407815
ecoli_00530,1.219301487,-2.440560621,-0.8570549475,0.051653856000000005,-0.1191375105
ecoli_00531,1.9733957588000002,-2.452573404,-1.4953728025,-0.9425002680000001,-0.6057514295
ecoli_00532,0.4624451505,-2.559897507,-1.0952503085,0.7026568830000001,-0.1675098355
ecoli_00533,0.4943225565,-2.7546601490000002,-1.1767499755,0.947477173,-0.1861682405
ecoli_00534,0.062224531300000004,-2.136555895,-0.9968852115000001,0.7939082030000001,-0.1088473395
ecoli_00535,0.0847842499,-2.272568927,-1.1407109545,1.056964733,-0.1782246505
ecoli_00536,1.164630657,-2.206543906,-1.2742185335,-0.24247490100000002,0.2538954225
ecoli_00537,1.1348689721,-1.6235602610000002,-1.0188741495,-0.20438087800000002,0.3837116365
ecoli_00538,0.8891847051,-2.008803874,-1.2752378375,0.088597729,0.28437785050000003
ecoli_00539,1.3402364387,-2.000818052,-1.3016613505,0.14973729300000002,0.3035489375
ecoli_00540,2.5587155381,0.104287113,-2.2001054905,-0.7757600000000001,0.16083152150000002
ecoli_00541,2.1560922121,0.20231986300000002,-1.8967164115,-0.573824628,0.0763342045
ecoli_00542,2.4545974107,-0.815146145,-1.7169205225000002,-0.910153037,0.3966464375
ecoli_00543,2.1211453023,-0.7618951820000001,-2.0475571795,-0.9544832510000001,0.5321519475
ecoli_00544,2.489034595,-0.5030494999999999,-1.8932122595,-0.588176502,0.4522509105
ecoli_00545,2.0839514154,-1.047972029,-2.0322037935,-0.8824148350000001,0.2981011925
ecoli_00546,1.5265275176,-2.159045603,-0.23276420750000001,0.767703793,0.2163305805
ecoli_00547,1.0077799974,-1.98169499,-0.0790302575,0.727341753,0.31488359650000003
ecoli_00548,1.9041456600000002,-1.969509065,-0.2821213065,0.616797033,0.3723993675
ecoli_00549,1.7322423323,-2.216048905,-0.3493332925,0.8796841830000001,0.4228114235
ecoli_00550,1.6101537802,-2.078810923,-0.3047517495,0.9722065830000001,0.4767311185
ecoli_00551,1.7384065792,-2.000026013,-0.2476662155,1.096863553,0.5364249265000001
ecoli_00552,0.6862370205,-2.615684212,-0.6445179135,0.40261139300000004,-0.0925105925
ecoli_00553,0.7147986069000001,-2.638636028,-0.6439962485,0.201186783,-0.0768193545
ecoli_00554,0.1859736179,-2.739400009,-0.4114107775,0.613315693,0.5406316015
ecoli_00555,0.5406632545,-2.74373595,-0.42328810250000004,0.806008833,0.6297644365
ecoli_00556,0.6377995649,-2.542528864,-0.45309646750000004,1.099164733,0.7798303665
ecoli_00557,0.1523819949,-2.711567785,-0.4707800525,1.124829123,0.7378888005
ecoli_00558,-0.026341903700000002,-2.212995194,-0.3357135055,-0.037079376000000004,0.0032901385
ecoli_00559,0.28253440420000003,-2.677550755,-0.2646260755,-0.11367244900000001,0.0410366655
ecoli_00560,0.6392582378,-2.3370272180000002,-0.4714697265,0.407816973,0.9526409745000001
ecoli_00561,0.4666199661,-2.13863605,-0.4657785015,0.321498873,1.0586750145
ecoli_00562,1.8642399524000002,-0.5182346790000001,-1.4504610815,0.963881143,0.8617293015
ecoli_00563,2.1904274017,-0.7302478830000001,-1.6301569775,1.226371643,0.6138417665
ecoli_00564,-0.6745048321,-1.269247182,-0.5235758025,0.654686623,-0.48960456150000004
ecoli_00565,-0.06604538580000001,-1.139744592,-0.5220146555,0.625724853,-0.5285945645
ecoli_00566,0.7676560118,-2.5542060810000002,-0.6231376805000001,1.494979073,0.21990180750000002
ecoli_00567,0.6535441173000001,-2.441992252,-0.5908580925,1.442336843,0.26753295450000003
ecoli_00568,0.2551061103,-1.3596194750000001,-0.1770220055,0.607936503,-0.5482217625
ecoli_00569,0.2120667383,-1.403315633,-0.2878558855,0.622877623,-0.49869631750000004
ecoli_00570,0.5325082086,-1.4434742950000001,-0.24676026250000002,0.496195963,-0.22059296550000002
ecoli_00571,0.3019602662,-1.357810265,-0.2626083105,0.602191523,-0.2032018405
ecoli_00572,1.7452784093,-2.46805691,-0.6754330605000001,0.625901413,0.2606441745
ecoli_00573,1.1956134637,-2.68852246,-0.6373685925,1.045357503,0.42552955950000004
ecoli_00574,1.1637857559,-2.456341136,-0.5634520925000001,1.6003325529999999,-0.027075578500000003
ecoli_00575,1.0747049319,-2.386619707,-0.5936830155,1.598090103,0.06265064050000001
ecoli_00576,1.0146284338,-2.407247422,0.0812509235,0.982030343,0.3335942695
ecoli_00577,1.3169060282,-2.575466698,0.1340662715,1.277154773,0.6371319745
ecoli_00578,0.9417373098,-2.671275906,0.13120154350000002,1.232406513,0.6821483245000001
ecoli_00579,1.2000089929,-2.522399773,0.44656925750000004,0.6953416530000001,0.9801124235
ecoli_00580,0.7373558514,-2.4732174860000002,-0.0739377235,1.004531303,0.4538583305
ecoli_00581,0.5646630682,-2.602613294,-0.2845179285,0.830057743,0.35690732350000004
ecoli_00582,-0.4759341674,-0.47441036300000006,-0.6032428495000001,0.46653734300000005,-0.0891468405
ecoli_00583,-0.1531179964,-0.577881084,-0.46701283250000003,0.224964563,-0.2798599835
ecoli_00584,0.8431354655000001,-2.1721533219999998,-1.4705291445,1.323272493,0.1578808705
ecoli_00585,1.0946467993,-2.666201978,-1.5110344755,1.432955703,0.10576513450000001
ecoli_00586,0.33215813920000004,-1.358070552,-0.7193799725000001,0.225153443,-0.6761855845
ecoli_00587,0.3242056062,-1.3143143080000002,-0.6490187325,0.48006017300000003,-0.4184855695
ecoli_00588,0.14331460340000002,-1.468349074,-0.4738400555,0.43674846300000003,-0.0264383985
ecoli_00589,0.5178629021,-1.41828417,-0.46078631950000004,0.46680216300000005,-0.0546527225
ecoli_00590,2.2421172969,-0.395762881,-1.6813225135,0.390658013,0.5829297555
