,USA300HOU_RS00155
USA300_LAC_U01-Set001_CAMHB_PreCulture_1,5.5456522905
USA300_LAC_U01-Set001_CAMHB_Control_1,6.8094398444
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_1,6.8108046177
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_1,6.6087561892
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_1,6.7520148115000005
USA300_LAC_U01-Set001_CAMHB_PreCulture_2,5.3245641605
USA300_LAC_U01-Set001_CAMHB_Control_2,6.6890548040999995
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_2,6.5492292749
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_2,6.5125827021
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_2,6.6557416977
USA300_TCH1516_U01-Set000_CAMHB_Control_1,6.9296856737
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_1,6.2817157219
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_1,6.0186901697
USA300_LAC_U01-Set001_R10LB_PreCulture_1,5.7514391227
USA300_LAC_U01-Set001_R10LB_PreCulture_2,5.8664273882
USA300_LAC_U01-Set001_R10LB_Control_1,5.8211790745
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_1,5.8045406360000005
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_1,5.9684251879
USA300_LAC_U01-Set001_R10LB_Control_2,5.5590591198
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_2,5.7180210557
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_2,5.9356128951
USA300_TCH1516_U01-Set000_R10LB_Control_1,6.4260548126
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_1,6.107017731
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_1,6.2580113169
