,ABUW_1121
SRX3737100,-0.8402923744
SRX3737101,-0.8317865904
SRX3737103,-0.7657111713
SRX3737104,0.0276616194
SRX3737105,-0.032364026500000004
SRX3737106,0.0566693168
SRX3737107,-0.0519669096
SRX3737108,-1.0247207318
SRX3737109,-0.939548445
SRX3737110,-0.8129070650000001
SRX3737111,-0.7398001192
Abaum_0017,0.0490387498
Abaum_0018,-0.48794140540000003
Abaum_0019,-0.34903929840000003
Abaum_0020,-2.5438116464
Abaum_0021,-0.6615926288
Abaum_0022,-0.0546876576
Abaum_0023,-0.0490387498
Abaum_0024,-3.1432421977000002
Abaum_0025,-0.9854902997
Abaum_0026,-0.0626587082
SRX3141471,-0.3349121792
SRX3141472,-0.0378256555
SRX3141473,-0.4235061486
SRX3141474,0.4613318041
SRX3141475,-0.5536739892
SRX3141476,-0.3429684816
SRX3141477,0.15790783560000002
SRX3141478,-0.1849633467
SRX3141479,-0.4179552307
SRX8944518,0.2403350467
SRX8944519,-0.1394173201
SRX8944520,-0.4149089804
SRX8944521,-1.013575487
SRX8944522,0.17457393370000002
SRX8944523,0.461131875
SRX5930997,0.2296360801
SRX5930998,-0.5502563232000001
SRX5930999,0.32062024310000004
SRX5931001,1.0870648024
SRX5931002,0.7492932291000001
SRX4488546,2.0326390892
SRX4488547,-0.6993507149
SRX4488548,1.2617783119000001
SRX4488549,-1.3332883743
SRX4488550,2.0052077582
SRX4488551,2.3329050126
SRX4488552,0.7458307799
SRX4488553,0.4500598128
SRX4488554,0.4739401319
SRX4488555,0.08858341630000001
SRX4488556,1.0920737158
SRX4488557,0.6378905219000001
SRX2568047,1.0644039206
SRX2568048,0.7725529192
SRX2568049,0.8563994107
SRX2568050,2.2375617167
SRX2568051,2.4123015156
SRX2568052,2.5080126512
SRX2568053,1.0802259944000001
SRX2568054,1.5200413804
SRX2568055,0.8569373032000001
SRX2568056,2.1403096869000002
SRX2568057,1.8164575094000002
SRX2568058,2.1172697265
SRX2568059,-0.4355069454
SRX2568060,-0.30708987460000003
SRX2568061,-0.8225568322
SRX2568062,-1.0382295453000001
SRX2568063,0.3024809415
SRX2568064,0.7357486038000001
Abaum_0001,-0.9610828537
Abaum_0002,-0.7930807187000001
Abaum_0003,0.41265288510000003
Abaum_0004,-0.5486258102
Abaum_0005,-0.0039176528
Abaum_0006,-0.7226576328000001
Abaum_0007,-0.45691867880000003
Abaum_0008,-0.32558485130000003
Abaum_0009,-0.0500124952
Abaum_0010,0.1185810192
Abaum_0011,-0.29926848710000004
Abaum_0012,0.29926848710000004
Abaum_0013,-0.6839432829000001
Abaum_0014,-0.7284676304000001
Abaum_0015,-0.6476877777000001
Abaum_0016,-0.5076534024
ERX1221046,0.1583855473
ERX1221048,-0.0956420082
ERX1221049,-0.06274353910000001
ERX1221050,-0.5102164705
ERX1221052,-0.039249155200000004
ERX1221053,0.21866079230000002
ABNM035,0.7197995165000001
ABNM036,-0.7197995165000001
ABNM037,0.8226969925000001
ABNM038,-0.4423240135
ABNM041,-0.0291043095
ABNM042,0.6133063495000001
ABNM019,-0.15801403290000002
ABNM020,0.15801403290000002
ABNM021,-0.8611298604000001
ABNM022,-0.1038123755
ABNM023,-0.8101129729000001
ABNM024,-0.48594433730000003
ABNM025,-0.5092407379
ABNM026,-0.7416842917
ABNM027,0.215515266
ABNM028,-0.215515266
ABNM029,-0.3896725119
ABNM030,-0.8670098311000001
ABNM031,-0.4688923224
ABNM032,-1.0775803947
ABNM033,-0.6972818479
ABNM034,-0.6362659626
ABNM001,0.1456623279
ABNM002,-0.1456623279
ABNM003,-0.0319979436
ABNM004,-0.311359194
ABNM005,-0.9061259465
ABNM006,-0.1351022235
ABNM007,-0.1078030987
ABNM008,-0.5550488303000001
ABNM009,-0.6744523848
ABNM010,-2.2189406803
ABNM043,-0.5122424305000001
ABNM044,0.5122424305000001
ABNM045,-0.6849448505
ABNM046,-0.0962121675
ABNM047,1.3639285095
ABNM048,1.1256360035
ABNM011,-0.0650915613
ABNM012,0.0650915613
ABNM013,-0.10183395120000001
ABNM014,-0.15892491620000002
ABNM015,-0.38649709660000003
ABNM016,-0.4175380976
ABNM017,-0.5218245965
ABNM018,-0.0202607744
