,A,ArgR
ml_abx__ctrl__6,-1.1533154975,0.1640690639
ml_abx__dox__1,-2.0030193962,-1.1352430886
ml_abx__dox__2,-2.5742387285,-0.8929724829000001
ml_abx__dox__3,-2.9625613621999998,-0.7460868248
ml_abx__glob__1,0.37922070760000004,-0.2776652419
ml_abx__glob__2,0.052043807500000004,-0.1258379312
ml_abx__glob__3,-0.0866878641,-0.1868492492
ml_abx__lvx__1,-1.7121784163,-0.0926818591
ml_abx__lvx__2,-1.1938990946,-0.075313842
ml_abx__lvx__3,-1.1498507022,0.0982779321
ml_abx__mec__1,0.09373468830000001,-0.0504185386
ml_abx__mec__2,-0.4238356823,0.0445700206
ml_abx__mec__3,-0.9204592927,0.06794866620000001
ml_abx__mem__1,0.7499733433,-0.0895399672
ml_abx__mem__2,0.0991715708,0.154522151
ml_abx__mem__3,-0.9901740236000001,0.18153373690000002
ml_abx__nit__1,0.9240749650000001,-1.1606023313
ml_abx__nit__2,-0.20032307230000002,-0.7583760906
ml_abx__nit__3,-0.6776290234,-0.7669884404
ml_abx__ntx__1,2.93541573,-0.33534082390000003
ml_abx__ntx__2,2.8426348988,0.0317038912
ml_abx__nor__1,-1.7569735499,-0.0048810616
ml_abx__nor__2,-1.49336243,0.1452410117
ml_abx__nor__3,-1.7012697891,0.1981337206
ml_abx__pb__1,2.4461107579,-0.041404936100000005
ml_abx__pb__2,2.4160844219,-0.046524116500000004
ml_abx__pb__3,1.0477986335,-0.1518666901
ml_abx__tmp__1,-0.6741356215000001,-0.29780309600000004
ml_abx__tmp__2,-2.6672038321000002,-0.1418643185
ml_abx__tmp__3,-2.9229549629,-0.3844977211
mut_abx__del_mutS_000nor__1,0.2616117436,-0.0570991514
mut_abx__del_mutS_000nor__2,-0.1418885623,0.027689642400000002
mut_abx__del_mutS_000nor__3,-0.1197231812,0.029409509
mut_abx__del_mutS_125nor__1,-0.3808456707,-0.1432924238
mut_abx__del_mutS_125nor__2,-0.14713889200000002,0.057563591600000005
mut_abx__del_mutS_125nor__3,-0.45358070180000004,-0.1180240164
mut_abx__del_mutS_250nor__1,-0.1198089178,-0.2513203943
mut_abx__del_mutS_250nor__2,-0.6673548869,0.1867422119
mut_abx__del_mutS_250nor__3,-0.3778645807,-0.3349529113
mut_abx__del_mutS_375nor__1,0.030844912000000002,-0.1807764064
mut_abx__del_mutS_375nor__2,-0.1819235986,0.0443118444
mut_abx__del_mutS_375nor__3,-0.23347142010000002,-0.0607011313
mut_abx__del_mutS_500nor__1,1.2494140755,0.0231524577
mut_abx__del_mutS_500nor__2,1.4078995496,-0.0425015351
mut_abx__del_mutS_500nor__3,0.4953365628,0.3321879327
mut_abx__del_mutS_625nor__1,0.9308211845000001,-0.0225140799
mut_abx__del_mutS_625nor__2,-0.1353635719,-0.0444930394
mut_abx__del_mutS_625nor__3,-0.48030165680000003,-0.2426691611
mut_abx__del_mutS_750nor__1,-0.6335217678,0.1439625001
mut_abx__del_mutS_750nor__2,0.9309004694,0.1224462701
mut_abx__del_mutS_750nor__3,-0.7571085628,-0.18845453410000002
mut_abx__del_mutS_875nor__1,1.618385044,0.1918961823
mut_abx__del_mutS_875nor__2,-0.4388929654,0.12527807
mut_abx__del_mutS_875nor__3,1.1267793328,0.4360718508
nit_yeaG__wt_Nminus__1,0.0023431649,0.5132463224
nit_yeaG__wt_Nminus__2,-0.0023431649,-0.5132463224
nit_yeaG__wt_Nplus__1,13.1025031378,0.35123194350000003
nit_yeaG__wt_Nplus__2,13.7533397716,1.5000374475
nit_yeaG__del_yeaG_Nminus_24h__1,7.8501420207,0.4862718374
nit_yeaG__del_yeaG_Nminus_24h__2,10.0691068763,2.0745376053
nit_yeaG__del_yeaG_Nminus_24h__3,12.0876428385,1.5928919998
nit_yeaG__del_yeaG_Nminus__1,0.9206523709000001,-0.1497006046
nit_yeaG__del_yeaG_Nminus__2,1.0463226281,-0.5157882788
nit_yeaG__del_yeaG_Nplus__1,13.5072083576,0.2244615559
nit_yeaG__del_yeaG_Nplus__2,13.4613776339,1.3544035813
opex__amp__1,-4.1244122332,0.0509910125
opex__amp__2,-1.2343511745,-0.0680037285
opex__amp__3,-2.0079681012,-0.1720772347
opex__bak_amp__1,-6.4636719228,-0.1319834885
opex__bak_amp__2,1.6092090839000002,0.12480476230000001
opex__bak_amp__3,4.0652270101,0.2751441738
opex__bak_kan__1,1.7240610354,-0.0363851509
opex__bak_kan__2,-6.2826727045,0.0095505458
opex__bak_kan__3,5.9587340699,0.014278548700000001
opex__bak_nor__1,-1.5635853295,-0.1817070302
opex__bak_nor__2,-2.9599254334,0.0084438688
opex__bak_nor__3,5.7511416407,0.2035498588
opex__bak_rif__1,-5.4020566124,0.1443248314
opex__bak_rif__2,-2.1642891621,-0.069726009
opex__bak_rif__3,-4.1955200378,0.2670725071
opex__chx_amp__1,-1.541471745,-0.3875883289
opex__chx_amp__2,-2.2278204795,-0.24955354000000002
opex__chx_amp__3,-1.8627303129000001,-0.0072562666
opex__chx_kan__1,-5.3565881261,-0.4682420418
opex__chx_kan__2,-2.3085239897,-0.0291683813
opex__chx_kan__3,-2.4664408446,0.1030615893
opex__chx_nor__1,-2.1583582948,0.17518157
opex__chx_nor__2,-0.9702021758,0.19309044820000001
opex__chx_nor__3,-4.4353941842,-0.0915737721
opex__chx_rif__1,-1.7542404838999999,-0.134570551
opex__chx_rif__2,-3.5931455113,-0.3326702641
opex__chx_rif__3,-2.2509546462,0.030006838
opex__ctrl__1,-0.1448431559,-0.0468142838
opex__ctrl__2,-0.21560308920000001,0.0342811872
opex__ctrl__3,0.3604462451,0.0125330966
opex__etoh_amp__1,0.1291891897,0.3812684214
opex__etoh_amp__2,-0.1346799018,0.2070710608
opex__etoh_amp__3,-0.7357333012,0.14341044220000002
opex__etoh_kan__1,3.0446655034,0.3296088585
opex__etoh_kan__2,-0.33502681840000004,0.1446441289
opex__etoh_kan__3,0.9327707983,0.29794941610000003
opex__etoh_nor__1,-0.4856017288,0.19219707430000002
opex__etoh_nor__2,-0.2705765015,0.09640616760000001
opex__etoh_nor__3,-1.4104569727,0.3801986396
opex__etoh_rif__1,7.839858382,0.8562549815
opex__etoh_rif__2,6.4646205112,0.8529268724
opex__etoh_rif__3,5.8150991616,0.629385512
opex__glual_amp__1,-4.8005017898,-0.6829422501
opex__glual_amp__2,-4.0094990047,-0.4492979467
opex__glual_amp__3,-3.6698626398,-0.5619710851
opex__glual_kan__1,-4.3393801966,-0.2696324278
opex__glual_kan__2,-4.2137469645,-0.37058251410000004
opex__glual_kan__3,-3.8241942694,-0.4715320535
opex__glual_nor__1,-4.4327794989000004,-0.3460116153
opex__glual_nor__2,-4.3889004022,-0.7119219130000001
opex__glual_nor__3,-4.4081551526,-0.8022788006
opex__glual_rif__1,-1.8445118126,-0.1846396551
opex__glual_rif__2,-2.37644714,-0.3001194437
opex__glual_rif__3,-3.7890602015,-0.5009776802
opex__h2o2_amp__1,0.6699385941,0.2723661587
opex__h2o2_amp__2,-0.3939409989,0.031721630800000004
opex__h2o2_amp__3,2.5331111851,0.0924048522
opex__h2o2_kan__1,0.8183016383,0.1841775571
opex__h2o2_kan__2,1.2615725725,0.1761514573
opex__h2o2_kan__3,1.6277323577,0.31573474090000003
opex__h2o2_nor__1,0.955629703,0.1256633902
opex__h2o2_nor__2,1.4116181884,0.13123378230000002
opex__h2o2_nor__3,-0.0495177487,0.077123784
opex__h2o2_rif__1,4.3943775835,0.0615236606
opex__h2o2_rif__2,3.3667546172,0.14176217060000001
opex__h2o2_rif__3,3.5507694698,-0.0146943483
opex__ippoh_amp__1,-1.125765025,0.0758429533
opex__ippoh_amp__2,-1.7922181785,0.210916776
opex__ippoh_amp__3,-0.0903043189,0.22434350800000002
opex__ippoh_kan__1,-0.3473136072,0.2796605923
opex__ippoh_kan__2,-0.43045061570000004,0.2244133161
opex__ippoh_kan__3,0.21429134930000002,-0.038347772
opex__ippoh_nor__1,-0.5142501148,0.2846852624
opex__ippoh_nor__2,-0.6646542524,0.07825761540000001
opex__ippoh_nor__3,-3.605380858,-0.032638747
opex__ippoh_rif__1,5.6790958558,0.6587037536
opex__ippoh_rif__2,6.0612798944,0.5539199746
opex__ippoh_rif__3,7.1729494764,0.3270579035
opex__kan__1,-1.3597318443,0.0282788456
opex__kan__2,-1.9591432728,0.0043663984
opex__kan__3,-1.5924819344,-0.08216095150000001
opex__nor__1,-1.4118432875,-0.3094535811
opex__nor__2,-2.4317694381,0.080161463
opex__nor__3,-1.5784362409,0.0705732933
opex__paa_amp__1,-1.9326427875,-0.1316609242
opex__paa_amp__2,-2.0652439869,0.0104547474
opex__paa_amp__3,-0.2684794458,0.0811200556
opex__paa_kan__1,-2.4892654354,-0.029350925000000003
opex__paa_kan__2,-3.5527899869,0.0480397637
opex__paa_kan__3,1.7179982665,0.1885286234
opex__paa_nor__1,-1.2912165065,-0.054370251300000005
opex__paa_nor__2,-1.4935954046,0.2766079046
opex__paa_nor__3,-0.6968121814,0.0241544381
opex__paa_rif__1,1.1844144419,0.1992397377
opex__paa_rif__2,-0.1171097985,0.2688182704
opex__paa_rif__3,6.6676872663,0.39758496660000003
opex__phenol_amp__1,-0.7164952296,-0.4440172618
opex__phenol_amp__2,-1.4511719599,-0.1063672125
opex__phenol_amp__3,-1.7629256799,-0.4904908041
opex__phenol_kan__1,1.4182299119000001,0.0075112327
opex__phenol_kan__2,1.1017684504,0.1309710315
opex__phenol_kan__3,-1.7235792319,-0.25740097640000004
opex__phenol_nor__1,-0.0990816255,-0.9422708637
opex__phenol_nor__2,-1.6579896488,-0.5622952384000001
opex__phenol_nor__3,0.594792027,-0.1696658968
opex__phenol_rif__1,3.9872767845,-0.5146362483
opex__phenol_rif__2,1.9781981486,-0.6220693149000001
opex__phenol_rif__3,2.0701110986,-0.37981546250000003
opex__pvpi_amp__1,-3.3270040496,-0.4014104539
opex__pvpi_amp__2,-2.5384989818,-0.3091048223
opex__pvpi_amp__3,-1.4468435795,-0.1098467976
opex__pvpi_kan__1,-2.6806973608,-0.1658598402
opex__pvpi_kan__2,-1.6636300383,0.008929995000000001
opex__pvpi_kan__3,-3.5430905756,-0.029114124600000003
opex__pvpi_nor__1,-3.7679261272,-0.2880194936
opex__pvpi_nor__2,-2.8648599748,-0.21758110020000002
opex__pvpi_nor__3,-1.6935647164,-0.2434448355
opex__pvpi_rif__1,0.2245844153,0.0630165811
opex__pvpi_rif__2,-1.0634086259,-0.0393994513
opex__pvpi_rif__3,-0.3936553629,0.024639347500000002
opex__rif__1,-0.9978979717,-0.4808506651
opex__rif__2,-1.0598316437,-0.0444044836
opex__rif__3,0.9781128472,0.1240328167
opex__naocl_amp__1,5.4704895596,0.2731643857
opex__naocl_amp__2,3.1503197147,0.08473672530000001
opex__naocl_amp__3,4.3652884191,0.0028692905
opex__naocl_kan__1,2.5945252377,0.0177962947
opex__naocl_kan__2,2.7074987877,0.0870940491
opex__naocl_kan__3,3.3958697317,0.2254649198
opex__naocl_nor__1,2.3073552131,0.1024404282
opex__naocl_nor__2,3.2629048828,0.3516139703
opex__naocl_nor__3,3.8465371289,0.2253243888
opex__naocl_rif__1,0.25448496190000003,-0.10653061280000001
opex__naocl_rif__2,-1.0308441139,-0.2829522479
opex__naocl_rif__3,0.0629515717,-0.025653032500000002
phage_lysogen__wt_ctrl__1,-0.0718338295,0.1692148454
phage_lysogen__wt_ctrl__2,-0.08974458540000001,0.2242892089
phage_lysogen__wt_ctrl__3,0.1615784149,-0.3935040543
phage_lysogen__O104_H4__1,1.6108754645999999,0.3685095164
phage_lysogen__O104_H4__2,1.5294201076,-0.19730162310000002
phage_lysogen__O104_H4__3,1.1828900001,-0.611873956
phage_lysogen__O157_H7_PA8__1,1.9028271864000001,0.235638972
phage_lysogen__O157_H7_PA8__2,1.2465227602,-0.3743351771
phage_lysogen__O157_H7_PA8__3,1.2870972072,-0.6212105640000001
phage_resist__ygbE_oe__1,2.1190095176,-1.1268637191
phage_resist__wt__1,0.1218525506,-0.7996221434
phage_resist__wt__2,-0.3727382369,0.4140522484
phage_resist__wt__3,-0.003806213,0.1745738255
phage_resist__wt__4,0.2546918992,0.2109960695
phage_resist__ygbE_oe__2,0.5169930904,0.4064304775
phage_resist__ygbE_oe__3,0.45866442900000004,0.3348567709
phage_resist__ygbE_oe__4,0.5064455167,0.1258577735
phage_resist__yahA_oe__1,1.9462127224999999,0.6524133399
phage_resist__yahA_oe__2,2.0858751353,0.6028947911
phage_resist__yahA_oe__3,1.9656042651,0.6272665371
phage_resist__yrfF_ko__1,-0.4072397753,0.5339858035
phage_resist__yrfF_ko__2,0.033618815100000005,0.5002285998
phage_resist__yrfF_ko__3,-0.00038323320000000004,0.29109611690000003
pollution__wt_ctrl__1,0.3914798252,0.036749252600000004
pollution__wt_ctrl__2,0.7099234590000001,-0.0566146519
pollution__wt_ctrl__3,-1.1014032841,0.0198653994
pollution__wt_urban__1,-1.1956355902,0.0807022795
pollution__wt_urban__2,-1.9744968387,-0.1047828457
pollution__wt_urban__3,-0.7282224003000001,-0.09274741730000001
pollution__wt_diesel__1,2.3490344105,0.4751906503
pollution__wt_diesel__2,1.38020664,0.3504715668
pollution__wt_diesel__3,3.6004991218,0.3556453007
pollution__evo_diesel__1,1.8663151677,0.3834577662
pollution__evo_diesel__2,-1.8780691976,0.6704300612
pollution__evo_diesel__3,-0.1998962552,0.6454187164
ppGpp__wt_relAtrunc_00m__1,0.0028380222,-0.010217712
ppGpp__wt_relAtrunc_00m__2,-0.0995123549,-0.0766429396
ppGpp__mut_delrelA_10m__1,-1.5282586781,-0.40919817480000004
ppGpp__mut_delrelA_05m__1,-2.6558333094,-0.3688199841
ppGpp__mut_delrelA_10m__2,-2.0611263351,-0.2222874078
ppGpp__mut_delrelA_10m__3,-2.0163722015,-0.3144966122
ppGpp__mut_delrelA_00m__1,-1.8596840298,0.1252833326
ppGpp__mut_delrelA_00m__2,-1.9398305923999999,-0.1576997551
ppGpp__mut_delrelA_05m__2,-2.3109988131,-0.24439702600000002
ppGpp__mut_delrelA_05m__3,-2.3232588117,-0.41219192390000003
ppGpp__mut_delrelA_00m__3,-1.8884596022000002,-0.0240419771
ppGpp__wt_delrelA_10m__1,4.3601390503,-0.6486988238
ppGpp__wt_delrelA_05m__1,2.9297546828,-0.6789374029
ppGpp__wt_delrelA_05m__2,2.6785585666,-0.6797419631
ppGpp__wt_delrelA_10m__2,4.4295856035,-0.7120433032
ppGpp__wt_delrelA_10m__3,4.538310457,-0.7056322180000001
ppGpp__wt_delrelA_00m__1,0.20614084800000002,-0.047462752000000004
ppGpp__wt_delrelA_00m__2,-0.3011136753,-0.015386583
ppGpp__wt_delrelA_05m__3,2.9584499235,-0.66417763
ppGpp__wt_delrelA_00m__3,0.0949728272,0.062849335
ppGpp__mut_relAtrunc_10m__1,-2.3674572168,-0.1045618756
ppGpp__mut_relAtrunc_05m__1,-1.6563170656000001,-0.0031275078
ppGpp__mut_relAtrunc_05m__2,-1.4222166944999999,-0.0480229395
ppGpp__wt_relAtrunc_10m__1,-0.7688928962,0.012843585400000001
ppGpp__wt_relAtrunc_10m__2,-0.7188833116000001,0.0468093879
ppGpp__wt_relAtrunc_10m__3,-0.6986213665000001,-0.0964832377
ppGpp__mut_relAtrunc_00m__1,-2.1485563672,0.3003504533
ppGpp__wt_relAtrunc_00m__3,0.2331958664,0.1596635422
ppGpp__wt_relAtrunc_05m__1,-0.20063819800000002,-0.1172774231
ppGpp__wt_relAtrunc_05m__2,-0.6263926313,-0.1898840608
ppGpp__wt_relAtrunc_05m__3,-0.3185292604,0.015506933300000001
ppGpp__mut_relAtrunc_00m__2,-1.8367291109,-0.1161504091
ppGpp__mut_relAtrunc_00m__3,-2.1821402211,-0.0369351365
ppGpp__mut_relAtrunc_10m__2,-2.1748496233,-0.2633853798
ppGpp__mut_relAtrunc_05m__3,-1.6062855182,-0.0706114467
ppGpp__mut_relAtrunc_10m__3,-2.1021687687,-0.15231188210000002
pressure__high_pressure__1,3.3887746368,0.29564346280000003
pressure__high_pressure__2,1.8801770785,0.3958733112
pressure__low_pressure__1,-0.6417124943,0.0975523437
pressure__low_pressure__2,0.6417124943,-0.0975523437
quantum_dots__ctrl__1,-1.0144511018,-0.17488993500000002
quantum_dots__ctrl__2,1.0144511018,0.17488993500000002
quantum_dots__cdte_light__1,2.6549792224,0.24971090580000002
quantum_dots__cdte_light__2,4.9130001019,0.34154927
quantum_dots__cdte_dark__1,-0.7175871345,0.0730655976
quantum_dots__cdte_dark__2,1.1311775371,0.0234178869
quantum_dots__cdse_light__1,-1.3141643333,-0.3250900134
quantum_dots__cdse_light__2,-1.9161487954,-0.2177717924
quantum_dots__cdse_dark__1,0.5645382945,-0.045876971
quantum_dots__cdse_dark__2,-0.17065707970000002,0.1356113662
raman__wt__1,0.9070399565,-0.12782398620000002
raman__del_cyaA__1,4.7747067743,-0.0344435811
raman__del_cyaA_01mM__1,4.0900029592,-0.25441495540000003
raman__del_cyaA_05mM__1,2.9275892448,-0.6313751590000001
raman__del_cyaA_1mM__1,0.7818312117,-0.5026560831
raman__wt__2,-0.2743608373,0.09687072990000001
raman__del_cyaA__2,4.7253875521,-0.3912878709
raman__del_cyaA_01mM__2,3.9630552331,-0.1634162861
raman__del_cyaA_05mM__2,3.4552574828,-0.037392645
raman__del_cyaA_1mM__2,0.7995512527,-0.8743154317
raman__wt__3,-0.6326791191000001,0.030953256300000002
raman__del_cyaA__3,4.3930404236000005,-0.15008812330000001
raman__del_cyaA_01mM__3,3.4197700532,-0.5594707636
raman__del_cyaA_05mM__3,3.0788527535,-0.5003500699
raman__del_cyaA_1mM__3,1.0079952495,-0.5998332357
rand_barrel__mut_nanE__1,-1.0034282586,-0.0043077378
rand_barrel__mut_nanE__2,-1.8024409627,-0.062491652
rand_barrel__mut_nanE__3,-8.1013865694,-0.3647736057
rand_barrel__mut_pdxJ_1__1,-2.461478511,0.2278418854
rand_barrel__mut_pdxJ_1__2,-1.4746073327,-0.0716365778
rand_barrel__mut_pdxJ_1__3,-6.5415682953,-0.07631006700000001
rand_barrel__mut_pdxJ_2__1,-0.2203764585,0.0643245482
rand_barrel__mut_pdxJ_2__2,-0.5103907248,-0.3807577781
rand_barrel__mut_pdxJ_3__1,0.3524674782,0.0290385641
rand_barrel__mut_pdxJ_3__2,-0.1902902985,-0.1803886265
rand_barrel__del_serB__1,-0.0880265976,-0.028666019100000002
rand_barrel__del_serB__2,0.0880265976,0.028666019100000002
rockhopper__CV104_pHDB3__1,-2.2760265491,-0.20078887650000002
rockhopper__CV104_pHDB3__2,-2.3924113451,-0.3993142826
rockhopper__CV104_pHDB3__3,-2.5952572112,-0.608310778
rockhopper__CV104_pLCV1__1,-2.4534977373,-0.3646350935
rockhopper__CV104_pLCV1__2,-2.3345324278,-0.3975050698
rockhopper__CV104_pLCV1__3,-2.2074750161,-0.4449510419
rockhopper__wt_lb__1,-2.9841224452,-0.07612928120000001
rockhopper__wt_lb__2,-2.467735969,-0.21267070670000002
rockhopper__wt_lb__3,-3.211517496,0.1473823547
rockhopper__wt_lb_aMG__1,-5.0763753525,-0.15733076340000002
rockhopper__wt_lb_aMG__2,-4.3748364784,-0.053910844900000005
rockhopper__wt_lb_aMG__3,-4.0789681408,0.4284555043
rockhopper__del_sgrR_lb_aMG__1,-4.4278492618,0.08828843530000001
rockhopper__del_sgrR_lb_aMG__2,-4.5884756947,-0.1216297528
rockhopper__del_sgrR_lb_aMG__3,-4.5149020958,0.26975149
rockhopper__del_sgrS_glyc_aMG__1,-3.8364359288000003,1.034173142
rockhopper__del_sgrS_glyc_aMG__2,-3.8663662428,1.1601626266
rockhopper__del_sgrS_glyc_aMG__3,-3.3427355612,0.9977755186
rockhopper__del_sgrS_glyc__1,-4.200041602,-0.5233710021
rockhopper__del_sgrS_glyc__2,-3.0831612166,-0.0805511496
rockhopper__del_sgrS_glyc__3,-2.7040205162,-0.207465207
rockhopper__wt_lb_aMG__4,-5.3094182995,0.39604699790000003
rockhopper__wt_lb_aMG__5,-4.524366216,0.3038518316
rockhopper__wt_lb_aMG__6,-4.9239509453,0.4555909657
rockhopper__wt_glyc_aMG__1,-3.7835189829,0.41952600300000004
rockhopper__wt_glyc_aMG__2,-3.6380195731000002,0.4823855395
rockhopper__wt_glyc_aMG__3,-3.4862055706,0.6427004012
rockhopper__wt_glyc__1,-3.9780140622999998,-0.0787301833
rockhopper__wt_glyc__2,-3.6054507754,0.0657179429
rockhopper__wt_glyc__3,-3.4862867974,0.0913375497
rockhopper__CV108_glyc_aMG__1,4.2757355032,-0.3086488148
rockhopper__CV108_glyc_aMG__2,-0.9194032072,0.21482747770000002
rockhopper__CV108_glyc_aMG__3,0.5297035683,0.24822844970000002
rockhopper__wt_glyc__4,4.0248504861,-0.385919848
rockhopper__wt_glyc__5,5.506220197,-0.3801262036
rockhopper__wt_glyc__6,0.6074147581,-0.1272192145
rockhopper__wt_glyc_aMG__4,1.4487988654000001,0.7766834174
rockhopper__wt_glyc_aMG__5,2.8640179939,0.4490480295
rockhopper__wt_glyc_aMG__6,0.0685000409,0.3948643765
rockhopper__wt_glyc__7,-0.5568458064,0.2740025893
rockhopper__wt_glyc__8,-1.35529171,0.09346660130000001
rockhopper__wt_glyc__9,-0.5290193016,0.0081420927
rockhopper__wt_glyc__10,0.8244343031,0.22564059120000002
rockhopper__wt_glyc__11,1.322817633,0.062203318800000004
rockhopper__wt_glyc__12,1.2251710756,0.1514847635
rpoD__wt__1,-0.0808251436,-0.0572164682
rpoD__wt__2,-0.12818446020000002,0.1133607492
rpoD__rpoD_mut__1,1.0508497371,1.3628484388
rpoD__rpoD_mut__2,0.5787835469,1.104969759
rpoD__rpoD_mut__3,1.4341718843,1.2713132087
rpoD__wt__3,0.2090096038,-0.0561442811
rpoN_peptide__ctrl__1,0.011021519,-0.1015461228
rpoN_peptide__ctrl__2,0.0319550954,-0.0516350402
rpoN_peptide__ctrl__3,-0.0429766143,0.1531811629
rpoN_peptide__nminus__1,0.24729226840000001,0.1291745798
rpoN_peptide__nminus__2,0.0060130926000000005,-0.038853907
rpoN_peptide__nminus__3,0.0497517103,0.3227149733
rpoN_peptide__nplus__1,13.3260132876,0.9642281407000001
rpoN_peptide__nplus__2,13.2577742026,0.8021454272
rpoN_peptide__nplus__3,13.365921856,0.7226770254
rpoN_peptide__s54_wt__1,-0.356269206,-0.2910362208
rpoN_peptide__s54_wt__2,-0.15381101360000002,-0.3988127571
rpoN_peptide__s54_wt__3,-0.5432617451,-0.5465348019
rsd__wt_ee__1,-1.2054743334,-0.0996517143
rsd__wt_ee__2,1.2054743334,0.0996517143
rsd__del_rsd_ee__1,-1.3835425174,0.1746065285
rsd__del_rsd_ee__2,0.8889893778,0.06442434770000001
rsd__del_ssrS_ee__1,-0.4568831957,0.9487200697
rsd__del_ssrS_ee__2,0.2051154687,1.020864847
rsd__del_rsd_ssrS_ee__1,-1.9094592504999999,0.5216479619000001
rsd__del_rsd_ssrS_ee__2,-1.0404662537,0.8486069361
rsd__del_rpoS_ee__1,2.16728971,1.2280101391
rsd__del_rpoS_ee__2,1.8337440040000001,1.2280573517
rsd__wt_me__1,-3.5882028250999998,-0.0598657139
rsd__wt_me__2,-3.7978957042,-0.1044986834
rsd__del_rpoS_me__1,-6.1875008052,-0.0868384095
rsd__del_rpoS_me__2,-6.5798105634,0.1873223483
rsd__wt_ts__1,-5.110331868,-0.3530712471
rsd__wt_ts__2,-5.056877416,-0.3160612398
rsd__del_rsd_ssrS_ts__1,-4.735558641,0.18145559190000002
rsd__del_rsd_ssrS_ts__2,-3.9205063876,0.2746433877
rsd__del_rpoS_ts__1,1.2474283967,0.4814354877
rsd__del_rpoS_ts__2,1.9139818925,0.5739179351
rsd__wt_s__1,-5.4482815232,-0.0107351289
rsd__wt_s__2,-4.3093787331,-0.0048251182
rsd__del_rsd_s__1,-5.7155083582,-0.1662379541
rsd__del_rsd_s__2,-3.8556916565,-0.07419871360000001
rsd__del_rsd_ssrS_s__1,-6.0937122652,0.3027384803
rsd__del_rsd_ssrS_s__2,-5.6696269337,0.3196063565
rsd__del_rsd_ls__1,4.5205828251,0.6491218681
rsd__del_rsd_ls__2,1.6502348946,0.7671281729
rsd__del_ssrS_ls__1,6.9010130342,0.4253741474
rsd__del_ssrS_ls__2,4.8826374946,0.2039493993
rsd__del_rsd_ssrS_ls__1,6.2168618964,0.6567057943
rsd__del_rsd_ssrS_ls__2,3.1377689496,0.43843455870000003
rsd__del_rpoS_ls__1,10.9735518178,-0.2329487755
rsd__del_rpoS_ls__2,9.5971744366,0.0134894878
sdsR_ryeA__wt_3h__1,0.1864841951,0.18592664450000002
sdsR_ryeA__wt_8h__1,-0.642791917,-1.0704593448
sdsR_ryeA__wt_3h__2,-0.1864841951,-0.18592664450000002
sdsR_ryeA__wt_8h__2,-0.8380362353,-0.7314577696
starve_series__t00_growth1__1,1.0529625028,0.08395170040000001
starve_series__t00_growth1__2,-0.442638222,-0.0678148906
starve_series__t00_growth1__3,1.2329688289,0.2713622337
starve_series__t00_growth1__4,-1.8432931096,-0.2874990436
starve_series__t01_starve__1,0.7534238631,-0.6352340332
starve_series__t01_starve__2,4.4255758892,-0.7017542591
starve_series__t02_starve__1,-9.9638468692,-1.6559519948
starve_series__t02_starve__2,-9.7333543745,-1.5950664521
starve_series__t03_starve__1,-10.5503914489,-1.3708551155
starve_series__t03_starve__2,-10.2201642097,-1.3283941183
starve_series__t04_starve__1,-10.0696578148,-1.715450267
starve_series__t04_starve__2,-10.1972896978,-1.8744076763000002
starve_series__t05_starve__1,-10.6325517954,-0.9205129436
starve_series__t05_starve__2,-10.585422038699999,-1.0400780235
starve_series__t06_starve__1,-10.5918199757,-0.5443535824
starve_series__t06_starve__2,-10.9095574785,-0.16771922520000002
starve_series__t07_starve__1,-10.6626192143,-0.32827089400000004
starve_series__t07_starve__2,-11.0829671079,-0.2985874563
starve_series__t08_starve__1,-11.3181883725,-0.21794244910000002
starve_series__t08_starve__2,-10.8712090949,-0.34373601130000003
starve_series__t09_starve__1,-11.8148170766,-0.250355388
starve_series__t09_starve__2,-11.4169612807,-0.175986538
starve_series__t10_starve__1,-11.3563819847,-0.0009321419
starve_series__t10_starve__2,-11.3000654117,0.1284732187
starve_series__t11_starve__1,-11.9899160172,0.3551537824
starve_series__t11_starve__2,-11.3527638568,0.3138831252
starve_series__t12_starve__1,-11.9403514913,0.2361405832
starve_series__t12_starve__2,-12.0728816665,0.1411055709
starve_series__t14_starve__1,-12.387722282,0.3868091879
starve_series__t14_starve__2,-12.1185045758,0.35325792440000003
starve_series__t16_starve__1,-12.4114659688,0.23976465870000002
starve_series__t16_starve__2,-12.5515113609,0.0998144328
starve_series__t17_starve__1,-12.6244497692,0.2078477285
starve_series__t17_starve__2,-12.6978889484,0.1276466665
starve_series__t18_starve__1,-12.5845140533,0.20038844460000002
starve_series__t18_starve__2,-12.4806146184,0.1068135957
starve_series__t20_starve__1,7.9761157702,0.4324036925
starve_series__t20_starve__2,8.0257679429,0.4158994549
starve_series__t21_growth2__1,11.0496873315,0.3403600088
starve_series__t21_growth2__2,10.4286918371,0.0098049995
starve_series__t22_growth2__1,-2.5114097851,-1.204096339
starve_series__t22_growth2__2,-2.4757049263,-1.9013763349000001
starve_series__t23_growth2__1,2.7980650119,-0.2218729421
starve_series__t23_growth2__2,2.5462313155,-0.4249788568
starve_series__t25_growth2__1,7.7466897855,0.0198262579
starve_series__t25_growth2__2,8.2362488822,-0.3286158818
starve_series__t26_growth2__1,6.6353859827,0.43735568550000004
starve_series__t26_growth2__2,6.4162465807,0.2047598465
starve_series__t27_growth2__1,4.8727163242,0.1335527792
starve_series__t27_growth2__2,5.0105327188,0.1295266868
