,-0.06360779859960233,-0.053006498833001944,-0.042405199066401555,-0.03180389929980117,-0.021202599533200778,-0.010601299766600389,0.0,0.010601299766600389,0.021202599533200778,0.03180389929980117,0.042405199066401555,0.053006498833001944,0.06360779859960233,0.07420909836620274,0.08481039813280311,0.09541169789940349,0.10601299766600389,0.11661429743260429,0.12721559719920467,0.13781689696580504
thresh,-0.06890844848290253,0.06890844848290253,1,,,,,,,,,,,,,,,,,
unreg,0,1,4,61,319,1085,1311,694,227,91,44,21,8,6,6,4,1,1,2,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],['panD' 'rpsI' 'yciN' 'rplU' 'cspD' 'hupB'],['rpmB' 'rplY' 'hupA' 'rpmE' 'rpmA' 'ybeC'],['acpP' 'yhbY' 'rpsO' 'rpmG'],['yecF'],['rpmH'],['rpsU' 'rpsT'],[]
