,BSU_30610
LBexp_1,-0.6386000000000001
LBexp_2,-0.7974
LBexp_3,-0.6121
LBtran_1,-0.6509
LBtran_2,-0.8409000000000001
LBtran_3,-0.5817
LBstat_1,-0.7458
LBstat_2,-0.5174
LBstat_3,-0.4053
LBGexp_1,-0.6496000000000001
LBGexp_2,-0.634
LBGexp_3,-0.5499
LBGtran_2,-0.2753
LBGtran_3,-0.3821
LBGstat_1,-0.5358
LBGstat_2,-0.5486
LBGstat_3,-0.1622
S0_1,-1.2336
S0_2,-0.9621000000000001
S0_3,-0.7226
S1_1,-0.8733000000000001
S1_2,-0.8326
S1_3,-1.0973
S2_1,-0.3889
S2_2,-0.8889
S2_3,-0.8965000000000001
S3_1,-0.15810000000000002
S3_2,-0.088
S4_1,2.005
S4_2,1.6063
S4_3,1.3664
S5_1,6.2078
S5_2,6.8307
S5_3,6.6243
S6_1,7.4252
S6_2,7.2222
S6_3,7.2604
S6/t_1,7.3522
S6/t_2,6.648
S6_4,6.1424
S6_5,6.858
S6_6,6.7362
S7_4,6.0436
S7_5,5.8795
S7_6,5.8558
S8_4,5.5924
S8_5,6.1659
G135_1,-0.3482
G135_3,-0.3688
G150_1,-0.43870000000000003
G150_2,-0.7672
G150_3,-0.1768
G180_1,-0.45220000000000005
G180_2,-0.7658
G180_3,-0.786
C30_1,0.6732
C30_2,0.9026000000000001
C90_1,0.0892
C90_2,-0.8735
BI_1,-0.4646
BI_2,-0.39980000000000004
BC_2,0.762
BC/t_1,-0.0995
BC/t_2,1.5439
BC_1,-0.4803
Sw_1,-0.7526
Sw_2,-0.7585000000000001
BT_1,4.3499
BT_2,3.9912
B36_1,4.5554
B36_2,4.9073
B60_1,3.3502
B60_2,3.7311
M9exp_1,0.4474
M9exp_2,0.3622
M9exp_3,-0.8096
M9tran_1,-0.504
M9tran_2,-0.46940000000000004
M9tran_3,-0.6334000000000001
M9stat_1,0.2376
M9stat_2,0.0835
M9stat_3,-0.16970000000000002
M+G_1,0.6011000000000001
M+G_2,-0.6041000000000001
M+G_3,-0.5108
Glu_1,-0.40540000000000004
Glu_2,-0.5146000000000001
Glu_3,-0.36760000000000004
Fru_1,-0.5921000000000001
Fru_2,-0.2692
Fru_3,-0.38620000000000004
Mal_1,-0.8036000000000001
Mal_2,-0.4283
Mal_3,-0.6859000000000001
G+S_2,3.0262000000000002
G+S_3,4.0228
Pyr_1,2.0932
Pyr_2,4.0114
Pyr_3,3.6932
Gly_1,-0.12
Gly_2,-0.0613
Gly_3,0.08030000000000001
Glucon_1,1.2055
Glucon_2,0.932
Glucon_3,0.359
aero_1,1.4042
aero_2,-0.2891
aero_3,1.0473
nit_1,4.1592
nit_2,1.6553
nit_3,2.4013
ferm_1,3.6408
ferm_2,0.9746
ferm_3,1.7216
T-5.40H_1,-0.6671
T-4.40H_1,-0.5822
T-3.40H_1,-0.6768000000000001
T-2.40H_1,-0.7111000000000001
T-1.40H_1,-0.8047000000000001
T-1.10H_1,-1.0455
T-0.40H_1,-1.0646
T0.0H_1,-1.0623
T0.30H_1,-0.2661
T1.0H_1,-0.585
T1.30H_1,-0.0519
T2.0H_1,0.0315
T2.30H_1,-0.19790000000000002
T3.0H_1,-0.451
T3.30H_1,0.0227
T4.0H_1,-0.3906
T5.0H_1,-0.09040000000000001
HPh_1,-0.14120000000000002
HPh_2,-0.6078
HPh_3,-0.19460000000000002
LPh_1,-0.2963
LPh_2,-0.5091
LPh_3,-0.16640000000000002
LPhT_1,-0.1824
LPhT_2,-0.5289
LPhT_3,-0.3536
SMMPr_1,2.1437
SMMPr_2,1.8735
SMMPr_3,1.7335
HiTm_1,-0.37020000000000003
HiTm_2,-0.557
HiTm_3,-0.3758
LoTm_1,-0.5152
LoTm_2,-0.5948
LoTm_3,0.0444
HiOs_1,-0.3422
HiOs_2,0.0381
HiOs_3,-0.19360000000000002
BMM_1,-0.8337
BMM_2,-0.8641000000000001
BMM_3,-0.6528
Heat_1,-0.1852
Heat_2,-0.8052
Heat_3,-0.2116
Cold_1,-0.5981000000000001
Cold_2,-0.5008
Cold_3,-0.4491
Etha_1,-0.1956
Etha_2,-0.0459
Etha_3,-0.27190000000000003
SMM_1,-0.5694
SMM_2,-0.7171000000000001
SMM_3,-0.7095
Salt_1,-0.7133
Salt_2,-0.7643000000000001
Salt_3,-0.7621
Mt0_1,-0.6043000000000001
Mt0_3,-0.9559000000000001
M0t45_1,-0.6733
M0t45_2,-0.7705000000000001
M0t45_3,-0.8267
M0t90_1,-0.4264
M0t90_2,-0.7621
M0t90_3,-0.7329
M40t45_1,-0.56
M40t45_2,-0.5926
M40t45_3,-1.0657
M40t90_1,-0.6749
M40t90_2,-0.5878
M40t90_3,-0.8150000000000001
