locus,gene_weight,gene_name,gene_product,COG,operon,regulator,link
b0991,0.5359187849,ymcE,protein YmcE,Function unknown,ymcE-gnsA,,https://ecocyc.org/gene?orgid=ECOLI&id=G6512
b4246,0.11832556720000001,pyrL,pyrBI operon leader peptide,Nucleotide transport and metabolism,pyrLBI,"ArgR,Nac,ppGpp,UTP",https://ecocyc.org/gene?orgid=ECOLI&id=EG11279
