,-0.20315744160833332,-0.179256566125,-0.15535569064166665,-0.13145481515833332,-0.10755393967499999,-0.08365306419166665,-0.05975218870833332,-0.03585131322499999,-0.011950437741666653,0.01195043774166668,0.035851313225000014,0.059752188708333376,0.08365306419166668,0.10755393967499999,0.13145481515833335,0.1553556906416667,0.17925656612500002,0.20315744160833332,0.22705831709166668,0.25095919257500005
thresh,-0.1434052529,0.1434052529,2,,,,,,,,,,,,,,,,,
unreg,0,0,0,0,0,1,15,134,1979,1953,114,8,1,0,0,0,0,0,0,0
CecR,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
CecR_genes,['cecR'],[],[],[],[],[],[],[],[],['rhlE'],[],[],[],[],[],[],[],['ybhR'],['ybhF' 'ybhS' 'ybhG'],[]
