,SP5448_02365
SRX1726505,0.3207009055
SRX1726506,0.4547181435
SRX1726507,-0.775419049
SRX1726508,1.1378806784
SRX1726509,1.3681311348
SRX1726510,0.2888552285
SRX1726511,0.5101818234000001
SRX1726512,0.7755954375
SRX1726513,0.7065657280000001
SRX1081650,2.6184000065
SRX1081651,1.4876474063
SRX1081652,2.6444978082
SRX1081653,2.45378912
SRX1081654,1.522371345
SRX1081655,2.2761078419
SRX1081656,-2.8064162776
SRX1081657,-3.0453099679
SRX1081658,-2.920601452
SRX1081659,2.3256432891
SRX1081660,2.8360153592
SRX1081661,0.7202447542
SRX1081662,1.4056477832
SRX1081663,2.7479242874
SRX1081664,2.635672102
SRX1081665,-1.4868901929
SRX1081666,-2.1444451093
SRX1081668,-2.8844595738
SRX1081669,-2.4760683546
SRX1081670,-4.0653762447
SRX1081671,-3.8443939301
SRX1081672,1.1761206657
SRX1081673,1.9643917429000002
SRX1081674,2.7636810787
SRX1081675,2.786196124
SRX1081676,2.2522936728
SRX1081677,2.4869690373
SRX1081678,-1.7035498798000002
SRX1081679,-3.0460156666
SRX1081680,-2.5352146412
SRX1081681,3.020935232
SRX1081682,3.0689534135
SRX1081683,2.2847697638
SRX1081684,2.2065624056
SRX1081685,1.9914938517
SRX1081686,2.4589261832
SRX1081687,-2.9959075965
SRX1081688,-1.4230452549
SRX1081689,-2.1536678621
SRX1081690,-3.3350271425
SRX1081691,-3.5400608675000003
SRX1081692,-3.98787141
SRX1962715,-0.1002020504
SRX1962716,0.1950227571
SRX1962717,-0.0948207068
SRX1962718,-1.6187071176
SRX1962719,-2.555766939
SRX1962720,-2.5430325922
SRX1962721,-2.5356858315
SRX4892146,-0.0144298176
SRX4892147,-0.0054626362
SRX4892148,0.1134565102
SRX4892149,-0.0935640565
SRX4892150,-0.9184676349
SRX4892151,-1.2845070373
SRX4892152,-1.0016262777
SRX4892153,-0.678439938
SRX4892154,-0.944842339
SRX4892155,-1.5148105739000002
SRX4892156,-1.605732133
SRX4892157,-1.6610884111000002
SRX4892158,0.7182475211
SRX4892159,0.5532080942000001
SRX4892160,0.5575843914
SRX4892161,0.5154142786
SRX7620814,-0.1297081914
SRX7620815,0.9119974080000001
SRX7620816,0.35776316880000003
SRX7620817,1.1416261648
SRX7620818,1.2588465515
SRX7620819,1.3945196577
SRX7620856,-0.7692804239000001
SRX7620857,0.1154517949
SRX7620858,-0.2735563332
SRX7620859,-0.0351256904
SRX7620860,-0.6403179447
SRX7620861,0.1746733028
SRX7620862,-1.224235231
SRX7620863,0.7742850264000001
SRX7620864,-0.23035340170000002
SRX7620865,0.7547551108
SRX7620866,0.3145362473
SRX7620867,0.6284593639
SRX2161502,0.1683443457
SRX2161503,-0.0258931191
SRX2161504,-0.1424512266
SRX2161505,1.5684004503
SRX2161506,1.510803336
SRX2161507,0.7931242161000001
SRX2161508,3.0780746611
SRX2161509,3.5417051213
SRX2161510,3.6899020584
SRX2161511,3.4691528773
SRX2161512,2.35781067
SRX2161513,2.5535763803
SRX2161514,0.5300436377000001
SRX2161515,0.3469089338
SRX2161516,0.41641031850000004
SRX2161517,1.5870093094
SRX2161518,1.3385348918
SRX2161519,0.5498121563
SRX2161520,3.0838511447
SRX2161521,3.9145085534
SRX2161522,3.9088473447
SRX2161523,2.5820096381
SRX2161524,2.0909861112
SRX2161525,1.8774676603
