,A,Fnr,NarP,NarL
ecoli_00368,9.8781804589,-1.261389653,-0.149437402,-2.5333668405000003
ecoli_00369,-0.072968502,-0.9119070650000001,-0.6197646950000001,-2.3783633935
ecoli_00370,-0.0024493805000000003,-1.133278434,-0.9018561740000001,-1.9206515735
ecoli_00371,10.518487747,-1.653565839,-0.06814183700000001,-1.4034768095
ecoli_00372,11.4186007148,-1.832894068,0.29055442200000003,-1.0727006215000001
ecoli_00373,3.1058199792,-1.464487794,-0.8913583540000001,-2.9774129215
ecoli_00374,3.0232533146,-1.4166246660000001,-0.85098932,-3.0560450505
ecoli_00375,-0.6459380175,-0.46760251500000005,-0.9459863550000001,-1.8272529995
ecoli_00376,0.3467138316,-0.569228457,-0.7744094370000001,-1.6281453685
ecoli_00377,4.9402969398,-0.7884398340000001,0.027352818,-1.6446397755
ecoli_00378,4.6140261567,-0.754359556,-0.199440882,-1.6024175795
ecoli_00379,4.138144805,-0.686895557,-0.462934934,-2.2186303355
ecoli_00380,3.7608949867,-0.741423825,-0.574144011,-2.2708530125
ecoli_00381,1.0190215703,-0.60199696,-0.523601184,-1.5982843585
ecoli_00382,1.9481625509,-0.801525192,-0.5553095180000001,-1.5207189815
ecoli_00383,7.8432229688,-0.830792595,-0.303301303,-2.0186258885
ecoli_00384,7.2849862056,-0.741680714,-0.32403848900000004,-1.8782758075000001
ecoli_00385,5.2565343121,-1.081759613,-0.26523876500000004,-2.2702762055
ecoli_00386,4.7812226388,-1.061934583,-0.31225741100000004,-2.4516748775
ecoli_00387,0.5151681438,-0.775849203,-1.319375252,-1.3917499185
ecoli_00388,0.1124436743,-0.853964598,-1.32995547,-1.6073914875000002
ecoli_00389,11.8662534789,-1.010053522,-0.466443421,-1.6759964105
ecoli_00390,9.1683564138,-0.9865308030000001,-0.28602233800000004,-1.9203096015
ecoli_00391,5.7972165851,-0.659868235,-0.6219775150000001,-2.2605209705
ecoli_00392,5.3888099479000005,-0.729364565,-0.8620574750000001,-2.1954210295
ecoli_00393,-0.0898757766,-0.31695025400000004,-0.723835278,-0.6455651495
ecoli_00394,0.08661257800000001,-0.340003802,-0.9418954370000001,-0.6768525995
ecoli_00395,3.2604496068,-0.375398277,0.231451066,-0.5762783755
ecoli_00396,2.1825838567,-0.34373242200000004,-0.030281933,-0.6036873375
ecoli_00397,2.0054853413,-0.629555328,0.6904906710000001,0.39378304550000004
ecoli_00398,2.4347387436,-0.7233255390000001,0.8638603090000001,0.4017930665
ecoli_00399,-2.3232170049,-0.41708877800000005,-0.8076961330000001,-0.5350687825
ecoli_00400,-0.6395392836,-0.416571966,-0.189440366,-0.4399935325
ecoli_00401,2.5518417927,-0.35677252800000003,-0.266703152,-0.7768702585
ecoli_00402,2.8071629109,-0.5292693580000001,0.089560158,-0.7295481665
ecoli_00403,7.721168732,-1.1714352350000001,2.344127604,-1.3677582405
ecoli_00404,9.329217111,-1.201384863,1.957061476,-0.6799400215
ecoli_00405,-0.5485122191,-0.6191741980000001,-0.695403041,-0.7456317545000001
ecoli_00406,-0.069865175,-0.571577828,-0.393027609,-0.6637240275
ecoli_00407,2.5664364471,-0.722721968,0.040590041,-0.8143446075
ecoli_00408,2.2968669728,-0.68571509,0.260568996,-0.7327369645
ecoli_00409,5.772899413,-1.597203914,1.608266268,-0.8433266235
ecoli_00410,2.986979303,-1.099440647,1.185125789,-0.7923595355
ecoli_00411,-0.955311384,-0.510796904,-1.236601346,-0.7568600765
ecoli_00412,-0.47426895960000004,-0.444346291,-0.82651279,-0.6745658195
ecoli_00413,2.2196274703,-0.445443578,0.186322918,-0.4799404205
ecoli_00414,2.8168227623,-0.33888177,0.34872612000000003,-0.4385081025
ecoli_00415,3.3717659814,-0.36460928,1.222379676,-0.08856976650000001
ecoli_00416,5.2082139832,-0.5246024060000001,1.5156101149999999,-0.12219313550000001
ecoli_00417,-0.0894355378,-0.6861498490000001,-1.03016384,-0.47335504850000004
ecoli_00418,0.6280807497,-0.6402435630000001,-0.7815340780000001,-0.41035295650000003
ecoli_00419,2.6428902846,-0.5045901850000001,0.415071206,-0.3083690125
ecoli_00420,1.5557630608,-0.512467405,0.24900191400000002,-0.31723146550000003
ecoli_00421,3.8215667273,-0.325212596,1.1015868580000001,0.4310402935
ecoli_00422,4.0493667792,-0.332838362,1.288350372,0.2820975975
ecoli_00423,-1.0659318581,-0.6325393610000001,-0.433994561,-0.3300921685
ecoli_00424,-0.9174310243,-0.553225578,-0.545455032,-0.24252976950000002
ecoli_00425,0.3048206701,-0.497033549,-0.676856126,-0.8644760725
ecoli_00426,0.4255744155,-0.42973484100000003,-0.442760969,-0.7912126085000001
ecoli_00427,2.9469883981000002,-0.5066094210000001,0.10900546600000001,-0.4892257485
ecoli_00428,1.7936506706,-0.476166085,0.071929723,-0.4169995815
ecoli_00429,1.9350390748000001,-0.54083384,0.162737021,-0.6802163475
ecoli_00430,1.7053607192,-0.542365552,0.298177662,-0.6042122615000001
ecoli_00431,1.9763409476,-0.446139218,1.005902581,-0.2540971175
ecoli_00432,1.3100115989,-0.6800252410000001,1.124805774,0.1077505785
ecoli_00433,1.910790884,-0.6060665230000001,1.125731459,-0.20135758250000002
ecoli_00434,2.663584749,-0.6258130630000001,1.270864695,-0.2117078195
ecoli_00435,0.1625420859,-0.5646101130000001,-0.453571186,-0.8579470845
ecoli_00436,-0.3499601329,-0.5686878670000001,-0.43377262600000005,-0.8320020885
ecoli_00437,2.7690676489,-0.651898806,0.095596103,-0.9100796795
ecoli_00438,3.3114874734,-0.6178540090000001,0.232531005,-0.8913156855000001
ecoli_00439,4.2094591591,-1.029492911,1.769280097,-0.5701095055000001
ecoli_00440,3.803462284,-0.68996751,1.456336924,-0.5118017245
ecoli_00441,0.9477951859,-0.683328931,-0.581539098,-0.6838693685
ecoli_00442,0.4117330436,-0.47066650200000004,-0.842481719,-0.5485812645
ecoli_00443,4.9772769944,-0.720102758,0.5122986850000001,-1.0055411605
ecoli_00444,5.3487528157,-0.757716979,0.481414404,-0.9989605035
ecoli_00445,4.9815260936,-0.613270037,1.925064482,-0.7385856815
ecoli_00446,4.6270485161,-0.634533915,1.8140894310000002,-0.4397113315
ecoli_00447,16.1430388247,-1.473940054,1.4630707040000002,-0.8010420485
ecoli_00448,18.3048523317,-1.567203776,1.484456585,-0.7811465095
ecoli_00449,13.9223518857,-1.124824807,1.392362299,-0.3802087295
ecoli_00450,13.1463739656,-1.181267665,1.382984507,-0.3273251775
ecoli_00451,2.8897970442,-1.3757046910000001,1.667964631,-0.9761005145
ecoli_00452,2.8509544361,-1.376913207,1.823521318,-0.7803540805
ecoli_00453,4.1359750671,-1.441781878,1.7122421600000002,-0.5638357965
ecoli_00454,14.1533319522,-1.43565696,1.604493224,-0.5128694395
ecoli_00455,13.9013825954,-1.529352188,0.08088165500000001,-0.5654890545
ecoli_00456,14.5807430568,-1.4608699120000002,0.08869529400000001,-0.4132689665
ecoli_00457,14.0541130906,-1.573940725,0.326662178,-0.3804213775
ecoli_00458,14.5957976988,-1.587397541,0.17252443,-0.1910178925
ecoli_00459,13.6519539152,-1.610960337,0.468588969,-0.4846049565
ecoli_00460,13.8734511033,-1.537168137,0.39478226,-0.4006434665
ecoli_00461,7.931087776,-0.7947728310000001,0.623438579,-1.4537137615
ecoli_00462,8.800650125,-0.711595816,0.6830952490000001,-1.1451116345
ecoli_00463,6.5754591541,-1.959879614,0.396949684,-0.3820145015
ecoli_00464,7.0397498705,-1.992148699,0.43369505300000005,-0.3027732245
ecoli_00465,-1.6144669284000002,-0.9138769640000001,-0.44777178,-1.5646758445
ecoli_00466,-1.9281879352,-0.8770422170000001,-0.38336078500000004,-1.6569003935
ecoli_00467,22.672382183,-1.8100021380000002,0.746366379,0.2682209975
ecoli_00468,22.8835764009,-1.911786533,0.657510684,0.5264552055
ecoli_00469,-0.8771739455,-0.7551962090000001,-0.5336693210000001,-1.4637153035
ecoli_00470,-1.287919546,-0.8057040050000001,-0.265974384,-1.4390991645
ecoli_00471,9.4404329799,-1.272700713,0.7135416210000001,-1.1978485065
ecoli_00472,9.5406708511,-1.285143709,0.9184691770000001,-1.0672774624999999
ecoli_00473,6.1472908667,-1.767592873,0.327563035,-0.5703100065
ecoli_00474,6.2187676530000005,-1.663140319,0.401888159,-0.2487453895
ecoli_00475,5.9782088163000004,-1.092642111,1.3157551,-0.3636793205
ecoli_00476,5.7952952851,-1.03221939,1.140445517,-0.1807132055
ecoli_00477,16.9453195371,-1.824259277,-0.119143203,-0.4904922565
ecoli_00478,16.6904767585,-1.824737212,-0.07375017,-0.5804042375
ecoli_00479,-0.7768451861,-0.49775268800000005,-0.021203353,-0.46113588050000004
ecoli_00480,-1.1705222146,-0.48845080900000004,-0.085484142,-0.4103342555
ecoli_00481,-1.7508934318,-0.629519641,-1.376328893,-0.6257547715
ecoli_00482,-1.0477482152,-0.510347726,-1.205690045,-0.4813081515
ecoli_00483,5.6547382765,-1.330013863,0.424536067,-0.5446831015
ecoli_00484,5.8755278126,-1.340629176,0.278584788,-0.5484098885
ecoli_00485,8.4109426396,-2.154292839,1.1557208700000001,-2.4385274455
ecoli_00486,8.4378847378,-2.186921256,1.2231929670000001,-2.4518684995
ecoli_00487,5.3349638771,-0.363607589,1.31933505,-1.5638156054999999
ecoli_00488,5.7770705634,-0.26936122900000004,1.241423175,-1.6198489715000002
ecoli_00489,8.4666888859,-1.5861596310000001,0.9353603680000001,-0.4140866385
ecoli_00490,8.2146571708,-1.554112041,0.9602966970000001,-0.3156676095
ecoli_00491,6.1592531393,-0.982470728,0.632904094,-1.1970788515
ecoli_00492,6.5340190828,-0.9951957260000001,0.566586809,-1.2487042325
ecoli_00493,4.4571441595,-1.358499992,0.43921934100000004,-0.4872285585
ecoli_00494,4.6866968258,-1.388633639,0.47042804600000004,-0.43775212750000003
ecoli_00495,-1.5700133536,-0.989835321,-0.691352466,-0.1159621485
ecoli_00496,-1.5666879813999999,-1.046526627,-0.378910809,-0.3606601305
ecoli_00497,-1.6207024417,-0.627626621,-0.202153728,-1.2507584405
ecoli_00498,-1.4203791952,-0.594704153,-0.38526149600000004,-1.3054678685
ecoli_00499,-1.3707901039000001,-0.6038745640000001,-1.335505036,-0.6241446925
ecoli_00500,-1.7823418732,-0.619591071,-1.477186354,-0.7729185295000001
ecoli_00501,3.9446392319,-0.9148683420000001,0.7792561280000001,-1.0277409525
ecoli_00502,3.7788607390999998,-0.9852227830000001,0.61846687,-0.8030274405000001
ecoli_00503,9.0223942338,-0.49219957300000006,1.6451375,-0.7731925865
ecoli_00504,8.9787790724,-0.5109897880000001,1.6321730630000002,-0.6362122115000001
ecoli_00505,5.1764360597,-1.3424401160000001,1.7173398149999999,-0.5131804205
ecoli_00506,5.2913232627,-1.381257632,1.580376023,-0.4637121335
ecoli_00507,10.6803885793,-1.647171522,-0.125625748,-0.3308512255
ecoli_00508,10.3265134509,-1.672436319,0.146829963,-0.5648129185
ecoli_00509,9.3063775998,-1.592588379,0.186662291,-0.4023529275
ecoli_00510,9.4460834652,-1.618416323,0.375327805,-0.6673889215000001
ecoli_00511,11.9167610403,-1.822635071,0.94167719,-1.9433092615
ecoli_00512,11.2941896586,-1.744095974,0.967405441,-1.9217833885000002
ecoli_00513,-0.8424699334,-0.5684677490000001,-0.343837363,-1.2674985455
ecoli_00514,-1.0968894871,-0.546228793,-0.41170347,-1.2846637914999999
ecoli_00515,5.0496438633,-1.034137505,0.509402793,-0.8197582785
ecoli_00516,5.3830526212,-1.030251514,0.377313051,-0.9198018515
ecoli_00517,-1.4198183124,-0.004000038,-1.671004493,-2.2131058125
ecoli_00518,1.8225591721,-0.298286875,-1.756724384,-2.1104281645
ecoli_00519,5.2346951468,-0.390843082,-0.760685127,-1.5516010224999999
ecoli_00520,3.4620275055,-0.357732802,-1.093481261,-1.6620210775
ecoli_00521,4.6175267543,-0.113309328,-1.006939211,-1.6107359365
ecoli_00522,3.2043547751,-0.344769418,-0.728125786,-1.8849882574999999
ecoli_00523,4.0831456563,-0.24647739000000002,-1.196004696,-2.1288456345
ecoli_00524,-0.054162372800000004,0.529609298,0.148874569,-0.8554140595
ecoli_00525,0.1294720717,0.48756842800000005,0.09972493800000001,-1.0307259295
ecoli_00526,0.0680801271,0.392257358,0.5592668230000001,-1.0543742515
ecoli_00527,-0.8164511379,0.350241148,0.47280730600000004,-0.9881753885000001
ecoli_00528,2.4671646494,0.9029290280000001,-0.786256005,-2.0783476535
ecoli_00529,12.3732335723,0.609610548,-0.45289277200000005,-2.0746081035
ecoli_00530,14.924913068,0.641891428,-0.522439691,-2.1275063915
ecoli_00531,13.1847919875,0.6362542680000001,-0.806993205,-2.3579970185
ecoli_00532,-0.3867313449,-0.069928169,-0.5874531550000001,-1.8370052495
ecoli_00533,-0.0020156785,-0.356938888,-0.261531471,-1.7173618165
ecoli_00534,-0.2005615681,-0.20300362200000002,-0.594706551,-1.7870395075
ecoli_00535,-0.0918709949,-0.56719329,-0.269116583,-1.6567116115
ecoli_00536,0.4398237762,0.176819585,-1.773628338,-2.4111822805
ecoli_00537,-0.2861446574,-0.014051734000000001,-1.985994303,-2.2699596575
ecoli_00538,0.24557286620000002,0.16454690600000002,-1.973977349,-2.3179693285000003
ecoli_00539,0.7934676092,0.04942089,-1.786993941,-2.0950462525
ecoli_00540,0.22968381400000001,1.140941988,-0.32164411200000004,-2.3321637485
ecoli_00541,0.7029240964,1.045733608,-0.21660716100000002,-2.4009682345
ecoli_00542,-1.7124960256000001,1.687118618,-0.293617002,-2.9070275735
ecoli_00543,-1.9580549779,1.924601218,-0.468685701,-2.7011237665000003
ecoli_00544,1.7415802578,1.2535135880000001,-0.5844309400000001,-2.5270212165
ecoli_00545,0.36055219590000004,1.4200948580000001,-0.36072692300000003,-2.6169661445
ecoli_00546,8.0021152828,-0.029437925,0.7493539920000001,-1.7465379135
ecoli_00547,8.0658841606,0.023303834000000002,0.9435800860000001,-1.6270249325
ecoli_00548,7.8485653854,-0.12311351100000001,0.48144825,-1.8696774365
ecoli_00549,8.730939762,-0.25887170600000003,0.492367951,-1.8244539364999999
ecoli_00550,9.721856788,-0.12083388,0.306552146,-1.8934433285
ecoli_00551,9.1260877403,-0.140030082,0.436675315,-1.7726852085
ecoli_00552,8.9461653637,-0.746910359,0.613426321,-2.2244668655
ecoli_00553,8.9001401644,-0.46070500500000006,0.596874757,-2.3924394715
ecoli_00554,13.5394749605,-0.561469801,0.555499211,-2.1940850795
ecoli_00555,13.0983157854,-0.629128047,0.28139532300000003,-1.8264850235
ecoli_00556,10.3755432722,-0.506875812,0.42652146700000004,-1.7433209995
ecoli_00557,9.9276397842,-0.46959708200000005,0.700414459,-2.1714816835
ecoli_00558,8.4253825238,-0.021811511000000002,-0.027962002000000003,-2.0453695115
ecoli_00559,10.6602347616,0.12091694500000001,0.114962304,-2.2734699154999998
ecoli_00560,14.795521618,0.583430698,-0.46159347300000003,-1.5536719335
ecoli_00561,11.0579045933,0.684444928,-0.41381142600000004,-1.5475424205000001
ecoli_00562,1.2177362962,2.044364118,-0.130862229,-0.7174491485000001
ecoli_00563,1.6901327253,2.007240748,0.004959072,-0.9698444615
ecoli_00564,3.9107107948,-0.44488061100000004,0.328752653,-0.7243672665
ecoli_00565,4.3532481668,-0.566406158,0.418870469,-0.6857966615000001
ecoli_00566,5.1312639143,-0.623195319,0.68404055,-1.4324124755
ecoli_00567,6.9149812662,-0.482923786,0.6273619930000001,-1.6830125695
ecoli_00568,1.7031357678,-0.717700459,0.640750653,-0.8161099875000001
ecoli_00569,1.4821771608,-0.64186743,0.7333200080000001,-0.8836127895
ecoli_00570,0.9376799842,-0.679187866,0.519243255,-1.1952573895
ecoli_00571,1.2139818383,-0.6098498250000001,0.18776509400000002,-1.0507179025
ecoli_00572,0.6250668098000001,-0.366249486,0.133033219,-2.5402709905
ecoli_00573,2.7197037482,-0.163033003,0.17491141200000002,-1.7915617565000002
ecoli_00574,9.5694758386,-1.778704773,0.649461485,-1.7995051444999999
ecoli_00575,8.4686618931,-1.87458859,0.550092079,-1.6596569795
ecoli_00576,9.1878987024,-0.870340709,1.1385341900000001,-2.1305453955
ecoli_00577,9.6279935517,-0.9554763430000001,1.070383324,-1.6237211205
ecoli_00578,9.0757891864,-1.000417803,1.561758684,-1.5711120175
ecoli_00579,10.0048105385,-0.683897696,1.8549345060000002,-1.3911057425
ecoli_00580,5.785066944,-0.948053416,1.172238458,-2.0511425955
ecoli_00581,7.667841536,-0.945781996,1.135160757,-2.0115204375
ecoli_00582,1.5448610171000001,-0.6740969290000001,0.543214591,0.0029001995
ecoli_00583,2.7276221776,-0.770029595,0.46421225200000005,-0.2337367725
ecoli_00584,-1.3261930988000001,-1.033200047,-0.650640907,-1.7621037474999999
ecoli_00585,-0.9161660279,-1.203083779,-0.719895778,-1.6079884075000002
ecoli_00586,-0.3810690713,-1.047631244,-1.0397935170000001,-1.2436705785
ecoli_00587,-0.2947369856,-0.9799620080000001,-1.257267391,-0.7916602025
ecoli_00588,-0.5676353825,-0.89488495,-1.494039999,-0.8817618315
ecoli_00589,-0.5988490980000001,-0.9689770120000001,-1.122601465,-1.0448200935
ecoli_00590,-2.1086784796,-0.641609003,-0.628308282,-1.2761237975
ecoli_00591,-2.4281255935,-0.582725383,-0.5534496600000001,-1.2702009665
ecoli_00592,7.9478730597,-1.900315751,1.1868398,-0.8314362335000001
ecoli_00593,6.9857176537,-1.906916504,1.043299144,-0.9146237705
ecoli_00594,12.7257153972,-1.496060902,1.270244837,-0.4885653425
ecoli_00595,11.536013504,-1.77884102,0.7608017290000001,-0.7313105465
ecoli_00596,4.2643819721,-1.362481013,1.332380471,-1.2248396305
ecoli_00597,15.0083912618,-1.310339443,0.8383681430000001,-1.2484746125
ecoli_00598,6.207480857,-0.630128715,1.286114913,-1.1090555945
ecoli_00599,17.0442690197,-0.791538139,0.47416540100000004,-0.9898636015000001
ecoli_00600,1.6081256407,0.808790208,-1.760633103,-2.1821245595
ecoli_00601,7.1411986767,-0.15626136300000001,-1.585548261,-1.8952417805000001
ecoli_00602,6.3463677199,0.052103735000000005,-1.342723229,-2.3755801425
ecoli_00603,10.2836274056,-0.18145813,-1.341281811,-2.0647630665
ecoli_00604,-0.0461443943,0.812325618,-1.459590259,-2.5820372785
ecoli_00605,7.7074818651,0.179824972,-1.25812229,-2.2520674645
ecoli_00606,0.0864530336,-0.8299582590000001,-2.329487003,-2.4249442675
ecoli_00607,3.0858757838,-0.8454112730000001,-1.571404054,-1.6811806305
ecoli_00608,0.3567528519,-0.647607354,-2.113993982,-2.4917287645
ecoli_00609,3.3811829131,-0.612683498,-1.93045723,-2.3300522655
ecoli_00610,2.2004051772,-0.618440988,-1.8318441980000002,-1.8987000375
ecoli_00611,2.4486753176000002,-0.6966102150000001,-1.128385374,-1.5359188824999999
ecoli_00612,5.881583872,-0.240071578,-1.561792521,-1.8181148945
ecoli_00613,3.2835630175,-0.594975123,-1.636457027,-2.0019324365
ecoli_00614,3.231766711,-0.596275301,-1.565544325,-2.3994855025
ecoli_00615,4.2729035049,-0.163952428,-1.488225181,-3.0048782075
ecoli_00616,4.0174932525,-0.109945651,-1.396923186,-2.1174233595
ecoli_00617,2.8468533121,-0.35768003600000003,-1.680945943,-2.5786150995
ecoli_00618,2.0150469821,-0.654336129,-0.044070171000000005,-0.7388326665
ecoli_00619,2.402405657,-0.677531934,-0.136839323,-0.6087178795
ecoli_00620,0.508136335,-0.275686384,0.062343982000000006,0.7133759505
ecoli_00621,0.8940400609,-0.23889179400000002,0.030346123000000003,0.7126471465
ecoli_00622,-0.1826375775,-0.460226424,-0.153919315,-0.5945350325000001
ecoli_00623,-0.5786394144,-0.44076187600000005,-0.41035771600000004,-0.6742076345
ecoli_00624,-0.207732824,-0.39054706100000003,0.019641852,-0.4257732785
ecoli_00625,-0.3030512683,-0.33950688700000003,-0.16313849400000002,-0.6019739855
ecoli_00626,-0.6057202099,-0.43615873400000005,-0.12725835600000002,-0.8740727555000001
ecoli_00627,-0.1671504521,-0.46865413,0.06013894300000001,-1.0234973265
ecoli_00628,0.1198063023,-0.403988891,-0.029671628000000002,-0.5740491795
ecoli_00629,0.9120748784,-0.444489053,-0.117111746,-0.5252165025000001
ecoli_00630,-1.328272407,-0.5007945340000001,-0.47102959800000005,-0.37165977650000004
ecoli_00631,-1.146529815,-0.5053284840000001,-0.38097847500000004,-0.2293440545
ecoli_00632,-0.8184414122,-0.466470657,-0.8017523160000001,-0.4059400895
ecoli_00633,-0.8453236295000001,-0.37675922300000003,-0.764370842,-0.31513347350000004
ecoli_00634,-1.2256367162,-0.500119204,-1.236689559,-0.1439362855
ecoli_00635,-1.5939510991999999,-0.415345976,-0.851552732,-0.0009237545
ecoli_00636,-1.7581703604999999,-0.511825053,-0.496583663,-0.0439821275
ecoli_00637,-2.1240870827,-0.31485701400000005,-1.47050563,0.0959938335
ecoli_00638,-0.7003962518,-0.482160317,-0.05801645800000001,-0.5080616015
ecoli_00639,-0.0575713369,-0.40976297300000003,-0.16304485900000001,-0.4949952145
ecoli_00640,-0.4681234221,-0.630122988,-0.191013661,-0.1909754655
ecoli_00641,-0.36494199380000003,-0.638148942,-0.300856406,-0.061367065500000005
ecoli_00642,-1.8557408566,-0.298386825,-0.917123616,-0.2000554125
ecoli_00643,-2.0655336532,-0.38006166300000005,-1.2061898260000001,0.0814828725
ecoli_00644,-0.5398595191000001,-0.40089768800000003,-0.48112576,-0.4023656715
ecoli_00645,-0.27520726160000003,-0.42101342,-0.25811953,-0.5218830955
ecoli_00646,-0.7772820319,-0.5254932990000001,0.009245724,-0.44880965450000004
ecoli_00647,0.2708611355,-0.743997498,0.23036418600000003,-0.4797649875
ecoli_00648,0.0939057288,-0.46272072300000006,-0.193296941,-0.4959027615
ecoli_00649,0.4129778727,-0.420530377,-0.165260284,-0.5030244975
ecoli_00650,-0.7366853067,-0.454985071,-0.7378494280000001,-0.6399381775
ecoli_00651,-0.4687154082,-0.497514312,-0.5408869390000001,-0.8038166895000001
ecoli_00652,-2.2992553098,0.022332146,-0.776132853,0.1767243155
ecoli_00653,-2.2143262478,-0.17518171200000002,-1.070688734,0.1779742685
ecoli_00654,-0.22113110160000002,-0.48296065600000004,-0.125719721,-0.46420169650000004
ecoli_00655,-0.0243389967,-0.402594561,-0.049142063,-0.5092591385
ecoli_00656,0.0753376213,-0.3763032,-0.30205394700000004,-0.48001811650000004
ecoli_00657,-0.09757488800000001,-0.42449361100000005,-0.359873804,-0.48527572150000003
ecoli_00658,-0.0452344212,-0.43643012200000003,-0.29295570600000004,-1.0967243425
ecoli_00659,-0.147936433,-0.5736641880000001,-0.1226246,-0.9809825245
ecoli_00660,-0.8343029096,-0.125359269,-1.304629669,-0.3183766275
ecoli_00661,-1.7769172899,-0.087385535,-0.99923759,-0.3063947875
ecoli_00662,-0.12645143050000002,-0.329506452,-0.6163053350000001,-0.7407224925
ecoli_00663,0.1315164221,-0.42721245100000005,0.008228135000000001,-0.7195519345
ecoli_00664,-0.1323070393,-0.040118541,-0.357395901,-0.3692697815
ecoli_00665,-0.3737120832,-0.089151637,-0.579993367,-0.4899277475
ecoli_00666,-1.5726803092,-0.45094076,-0.7330438960000001,-0.5297338445
ecoli_00667,-0.92157135,-0.25446565200000004,-0.735608174,-0.5399660135000001
ecoli_00668,-2.3084787633,0.081208522,-0.708190713,0.4352442445
ecoli_00669,-1.5026275742,-0.36300764,-0.43063246,0.6075804585
ecoli_00670,-1.0871533439,-0.457813974,-0.6105454720000001,-0.26073173050000004
ecoli_00671,-1.3584660541,-0.416483586,-0.593269652,-0.2792831045
ecoli_00672,0.6971740148000001,-0.911700291,-0.493497522,-0.7889837015000001
ecoli_00673,-0.1265002155,-0.326153116,-1.298231,-0.2934833025
ecoli_00674,0.9226347609000001,-0.417527969,0.438712264,-0.5418198755
ecoli_00675,0.2056247055,-0.350991349,0.055707582000000005,-0.5107075375
ecoli_00676,-0.0783138151,-0.39319892100000003,-0.464300294,-0.6138434605
ecoli_00677,-0.5894447537,-0.40912006900000003,-0.275394609,-0.6652457935
ecoli_00678,-1.0962837082,-0.486733729,-0.42907759300000003,0.39723650250000003
ecoli_00679,-1.0300161448,-0.540014471,-0.308594904,0.5434466145
ecoli_00680,0.6170817594,-0.341437437,0.1862457,-0.21983520550000002
ecoli_00681,0.4817414407,-0.278014552,0.230382583,-0.1407958105
ecoli_00682,-1.2495040733,-0.554256646,-0.600616714,-0.27608475250000003
ecoli_00683,-1.5584154145,-0.5038226680000001,-0.5984220880000001,-0.1258541755
ecoli_00684,0.0068831698,-0.557847917,0.009581501000000001,-0.7044672035
ecoli_00685,0.3121663777,-0.462101802,0.151390663,-0.6702064145000001
ecoli_00686,0.21222971170000002,-0.361514938,-0.5237305480000001,-0.8203616895
ecoli_00687,0.2972681327,-0.25580899,-0.360768603,-0.5814454735
ecoli_00688,0.9599424354,-0.39788874500000004,-0.396433338,-0.7457907865000001
ecoli_00689,0.8381110986,-0.392249092,-0.24259507500000002,-0.8047283165
ecoli_00690,-1.8277813552,-0.444479887,-0.66249351,-0.0115159385
ecoli_00691,-1.7095857341,-0.440878498,-0.232321571,-0.0330519685
ecoli_00692,-2.0075085462,-0.286424479,-0.373365005,0.1118509315
ecoli_00693,-1.4674114865,-0.08273235300000001,-0.348359384,0.10091024750000001
ecoli_00694,-1.8176443003,0.15455127,-0.8496136740000001,0.2887766645
ecoli_00695,-1.929628472,0.07042016200000001,-0.797510889,0.3286167855
ecoli_00696,-2.0581106664,-0.172748066,-0.468470677,0.2604318435
ecoli_00697,-2.2871790172,-0.433783454,-0.527458497,0.1447961075
ecoli_00698,0.9704435658,-0.317963561,-0.653922762,-0.6503718575
ecoli_00699,1.1739631130000001,-0.187636618,-0.28373355,-0.5710341855000001
ecoli_00700,-0.2023948545,-0.426911403,0.008975653,-0.8034015285
ecoli_00701,0.3832975925,-0.374873799,-0.570589455,-0.5989118515
ecoli_00702,-0.1819892657,-0.404417173,-0.34935288800000003,-0.1505094955
ecoli_00703,0.329650102,-0.444723462,-0.392711331,-0.1335955445
ecoli_00704,-0.1604828673,-0.428602874,0.020171685,-0.5705627095
ecoli_00705,-0.4866909833,-0.37812269,-0.313824461,-0.5225363465
ecoli_00706,0.6750570321,-0.449602194,-0.55153909,-0.8298738905
ecoli_00707,-0.0590619467,-0.503153504,-0.084799842,-0.8771755675
ecoli_00708,0.1256456716,-0.504442709,0.094557579,-0.7726151815000001
ecoli_00709,-0.08156271350000001,-0.505781927,-0.9593520040000001,-0.6505942795
ecoli_00710,-0.4192315699,-0.487620437,0.06707758200000001,-0.49015808050000004
ecoli_00711,-0.46365217410000004,-0.440656914,0.150715987,-0.4109330295
ecoli_00712,-0.9224234229,-0.37519571700000004,-0.054883781000000006,-0.3145941465
ecoli_00713,-1.1068665076,-0.39368933300000003,0.07688721,-0.4172287685
ecoli_00714,-1.8774575576,-0.017957380000000002,-0.275535182,0.3807883595
ecoli_00715,-1.9686145396999999,0.065247204,-0.199315977,0.3210873535
ecoli_00716,4.0106050993,-0.359452357,0.161731601,-0.0222282705
ecoli_00717,4.4822867542000004,-0.830568478,0.542654147,-0.3838881335
ecoli_00718,4.9510689157000005,-0.9610595980000001,0.258161644,-0.4706912815
ecoli_00719,5.1028223192,-0.9317755310000001,0.210129367,-0.3814748985
ecoli_00720,4.7329854975,-0.968537508,0.173879676,-0.5828621515
ecoli_00721,4.4594639446,-0.9813371310000001,0.29909090600000005,-0.3574557165
ecoli_00722,0.5319846445,-0.462809046,-0.436858077,0.0334709255
ecoli_00723,2.1322607374,-0.16406430800000002,-0.519587182,0.1653592395
ecoli_00724,1.9716504389,-0.428273263,-0.297868146,0.1535600155
