,STM2544
SRX3136375,-0.2759912726
SRX3136376,-0.35030054
SRX3136377,0.7782008266
SRX3136378,-0.1519090139
SRX3136379,1.8041546932
SRX3136380,1.539734205
SRX3136381,1.8299521759
SRX3136382,1.568695946
SRX8914620,0.020200760800000002
SRX8914621,0.0039074732
SRX8914622,-0.024108234000000003
SRX8914623,-0.4106838138
SRX8914625,-0.0832640781
ERX3503512,-0.06832133950000001
ERX3503513,0.0871768567
ERX3503514,-0.0188555173
ERX3503515,0.3101398601
ERX3503516,0.4159636459
ERX3503517,0.3185360947
ERX3503518,-0.1852173811
ERX3503519,-0.5741501951
ERX3503520,-0.5461961767
SRX2195704,0.2109892529
SRX2195705,-0.2109892529
SRX2195706,-0.7187563770000001
SRX2195707,-0.16875433850000002
SRX2195708,1.1893160881
SRX2195709,1.038156505
SRX2195710,0.0639519242
SRX2195711,0.816551859
ERX3467881,0.1441452113
ERX3467883,-0.1441452113
SRX3798491,2.843012941
SRX3798492,0.4645656148
SRX3798499,1.9741217918
SRX3798500,1.8594756541000002
SRX3798501,2.433661658
SRX3798502,2.007404952
SRX3798503,2.5194787635
SRX3798504,1.7437666079
SRX3798506,2.7972791218
SRX3798507,1.5153593296999999
SRX3798508,1.6802490158
SRX3798509,0.046925533500000005
SRX3798510,0.026091225200000002
SRX3798517,0.8189750438000001
SRX3798518,-0.0730167587
SRX4341761,-0.6464981519
SRX4341762,-0.4668619497
SRX4341763,-0.6531283521
SRX4341764,-1.1340762784
SRX4341765,-0.8971157322000001
SRX4341766,-0.6750360001
SRX4341767,-0.072818986
SRX4341768,0.0386248051
SRX4341769,0.034194181000000004
SRX1258665,0.7755215867
SRX1258666,1.2306966022
SRX1258667,1.5091214916
SRX1258669,-0.3880286579
SRX1258670,0.3880286579
ERX2079594,-0.078783593
ERX2079595,-0.1931051179
ERX2079596,-0.1246263353
ERX2079597,-0.16501966170000001
ERX2079598,0.040948536300000005
ERX2079599,0.1240711255
SRX2804001,0.6385529419
SRX2804004,3.6005542444
SRX2804005,4.1175365895
SRX2804006,0.2838311784
SRX2804007,4.170496691
SRX2804008,3.8028101946
SRX2804009,0.0650194832
SRX2804010,0.3011055948
SRX2804011,0.9930497642
SRX2804012,0.48229975620000004
SRX2804013,3.4844017845
SRX2804014,3.8510226969
SRX2804015,3.4752717962
SRX2804016,1.7586654367999999
SRX2804017,4.2598399109
SRX2804019,3.6938378983
SRX2804020,1.0135789548
SRX2804021,0.5749328388
SRX2804022,0.5090824222
SRX2804023,4.2534022352
SRX2804024,0.8774273483
SRX2804027,0.0818371321
SRX2804028,-0.5808235985
SRX2804029,0.4989864664
SRX2804030,3.389189767
SRX2804031,3.3518783702
SRX2804032,3.2744464045
SRX2804033,0.0947789458
SRX2804034,3.8065872735
SRX2804035,3.1489864634
SRX2804036,2.7575625227
SRX2804037,3.1857221425
SRX2804038,3.6492621201
SRX2804039,0.6779422167
SRX2804040,0.6147414895000001
SRX2804041,3.9198103373
SRX2804042,3.7815103902000002
SRX2804043,2.6716039946
SRX2804044,2.6855123114
SRX2804045,-0.3603446329
SRX2804046,1.2139641251
SRX2804047,3.3651393633
SRX2804048,0.2496632238
SRX2804049,4.5832364806
SRX2804050,1.9790023387
SRX2804051,3.1307834927
SRX2804052,0.2511947912
SRX2804053,0.1208499393
SRX2804054,0.3817239712
SRX2804055,3.7857470635
SRX2804056,3.0821184957
SRX2804057,3.0634345299
SRX2804058,0.09736917760000001
SRX2804059,-0.2651968001
SRX2070419,1.1723449918
SRX2070420,1.2749133321000001
SRX2070421,1.3558205815
SRX2070422,-0.1402074501
SRX2070423,-0.26832873690000003
SRX2070424,-0.3997699563
SRX2070425,-0.06505057880000001
SRX2070426,0.2494855077
SRX2070427,-0.18443492890000002
SRX1470895,0.044732698200000004
SRX1470896,-0.044732698200000004
SRX2409106,0.1295861984
SRX2409107,-0.1667268376
SRX2409108,0.0371406392
SRX2409109,2.169962977
SRX2409110,2.6030968996
SRX2409111,2.1335200504
SRX7973255,-0.4622433976
SRX7973256,-0.0793258949
SRX7973257,0.5415692925
SRX7973258,0.12375587040000001
SRX7973259,0.2836019232
SRX7973260,0.0569438439
SRX7973261,2.1022388001
SRX7973262,1.9580202198
SRX7973264,1.707414291
SRX7973265,1.8035992801
SRX7973266,2.3734377387
ERX3475890,-2.22019622
ERX3475891,0.36838848080000003
ERX3475892,-0.194617051
ERX3475894,0.069643992
ERX3475895,0.9019488711
ERX3475896,0.1421250038
ERX3475897,0.2830262539
ERX3475899,-0.4251512577
ERX3475900,-0.23382370600000002
ERX3475901,2.3037218722
SRX8524961,-0.0590321594
SRX8524962,0.43408670260000004
SRX8524963,0.4888570968
SRX8524964,-0.9916679161
SRX8524965,-0.0720946136
SRX8524966,0.0720946136
SRX8524967,-0.1377647875
SRX8524968,-0.5856647579
SRX8524969,1.4839097577
SRX8524970,1.4404505019
SRX8524971,0.5246031994
SRX8524972,0.2216103321
SRX3266937,0.3521100507
SRX3266939,-0.3521100507
SRX4401053,-0.141598464
SRX4401054,0.141598464
SRX4401055,0.0319460837
SRX4401056,-0.027066026
SRX4401057,-0.0395866543
SRX4401058,-0.0070057431000000005
SRX4401081,1.110422473
SRX4401082,0.4466984284
SRX4401083,0.9159569463
SRX4401084,5.3040949936
SRX4401085,5.3511739634
SRX4401086,5.2742397108
SRX4401087,1.6691546896
SRX4401088,0.9630147809
SRX4401089,1.4852661971
SRX4401090,5.1349197775
SRX4401091,5.2365700351
SRX4401092,5.068676187
SRX4401093,0.309784223
SRX4401094,0.6263270068
SRX4401095,0.37606909850000003
SRX4401096,4.9329042628
SRX4401097,5.1203275285
SRX4401098,4.5887123369000005
SRX4401099,0.14780419990000002
SRX4401100,-0.2990557464
SRX4401101,0.1512515465
SRX4401102,4.7881945895
SRX4401103,4.854945895
SRX4401104,4.6234342174
SRX8757611,-0.3902062799
SRX8757612,-0.057214249200000004
SRX8757613,-0.2218304347
